weight_file,layer_key,method,trainable_params,stored_params,estimated_bits_fp16,estimated_bits_int8,estimated_bits_int4_delta,bcm_direct_ops,bcm_fft_ops,lowrank_ops,total_ops,activation_memory,extra_latency_proxy,block_size,rank,num_bcm_basis,sparse_ratio,delta_mode,objective,relative_fro_error,spectral_error,activation_error
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,12288,12288,196608,98304,49152,0,0,12288,12288,3072,0.005208333333333333,16,4,1,0.0,horizontal,0.0,0.8879282474517822,0.37799859046936035,0.8968859910964966
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,24576,24576,393216,196608,98304,0,0,24576,24576,3072,0.010416666666666666,16,8,1,0.0,horizontal,0.0,0.8622392416000366,0.3033762276172638,0.8718106746673584
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,12288,12288,196608,98304,49152,0,0,12288,12288,3072,0.005208333333333333,32,4,1,0.0,horizontal,0.0,0.8882853388786316,0.3724639415740967,0.8974794149398804
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,24576,24576,393216,196608,98304,0,0,24576,24576,3072,0.010416666666666666,32,8,1,0.0,horizontal,0.0,0.8599575757980347,0.2712831497192383,0.8702440857887268
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,147456,147456,2359296,1179648,589824,2359296,4718592,0,2359296,3072,1.0,16,0,1,0.0,horizontal,0.002358280587941408,1.0000689029693604,0.942220151424408,1.0024912357330322
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,73728,73728,1179648,589824,294912,2359296,2949120,0,2359296,3072,1.0,32,0,1,0.0,horizontal,0.0023344536311924458,0.9950040578842163,0.9684014916419983,0.9951586723327637
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,159744,159744,2555904,1277952,638976,2359296,4718592,12288,2371584,3072,1.0052083333333333,16,4,1,0.0,horizontal,0.0019168524304404855,0.9016262292861938,0.3523327708244324,0.9110127091407776
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,172032,172032,2752512,1376256,688128,2359296,4718592,24576,2383872,3072,1.0104166666666667,16,8,1,0.0,horizontal,0.0018268817802891135,0.8802123665809631,0.2691503167152405,0.8897116184234619
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,86016,86016,1376256,688128,344064,2359296,2949120,12288,2371584,3072,1.0052083333333333,32,4,1,0.0,horizontal,0.0018823205027729273,0.8934679627418518,0.3649618625640869,0.9033507108688354
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,98304,98304,1572864,786432,393216,2359296,2949120,24576,2383872,3072,1.0104166666666667,32,8,1,0.0,horizontal,0.0017787273973226547,0.8685341477394104,0.2734387516975403,0.8775240182876587
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,generator_delta_bcm,294912,294912,4718592,2359296,2949120,2359296,4718592,0,2359296,3072,1.0,16,0,1,0.0,horizontal,0.006503968499600887,1.660815715789795,1.032027244567871,1.6604368686676025
results/matrix_fit/subsets/qwen2_5_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,generator_delta_bcm,147456,147456,2359296,1179648,1474560,2359296,2949120,0,2359296,3072,1.0,32,0,1,0.0,horizontal,0.003312193090096116,1.1851956844329834,1.0025560855865479,1.187804937362671
