sample_id,sample_position,layer_index,cluster_family,prototype_count,selector,active_token_budget,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2,active_token_count_mean,active_token_count_max,active_read_ratio,exact_token_fraction_mean,selected_visual_mass_mean
vsi_question_3132,73,0,key,32,prototype_mass,392,0.07527580112218857,0.33393657207489014,0.02048402652144432,385.64288330078125,392,4.0669660568237305,0.2310267984867096,0.6242388486862183
vsi_question_3132,73,0,key,32,oracle_local,392,0.03999413922429085,0.13447120785713196,0.017361944541335106,386.0000305175781,392,4.063372611999512,0.23127734661102295,0.6270901560783386
vsi_question_3132,73,0,key,64,prototype_mass,392,0.04013366252183914,0.1497468501329422,0.017032764852046967,390.1071472167969,392,4.01954460144043,0.21831724047660828,0.6438559293746948
vsi_question_3132,73,0,key,64,oracle_local,392,0.03304830193519592,0.11432065069675446,0.013724947348237038,389.7857360839844,392,4.02284574508667,0.21865889430046082,0.6251367926597595
vsi_question_3132,73,0,key,128,prototype_mass,392,0.036323633044958115,0.12402185052633286,0.015107672661542892,391.39288330078125,392,4.006230354309082,0.18558675050735474,0.6219993829727173
vsi_question_3132,73,0,key,128,oracle_local,392,0.03124448098242283,0.10343702137470245,0.012295052409172058,391.3214416503906,392,4.006957054138184,0.18647505342960358,0.6051658391952515
vsi_question_3132,73,0,key_value,32,prototype_mass,392,0.22151754796504974,0.46697765588760376,0.027471883222460747,385.7857360839844,392,4.065303325653076,0.23405614495277405,0.4298349916934967
vsi_question_3132,73,0,key_value,32,oracle_local,392,0.10957062989473343,0.3952694535255432,0.02695908397436142,387.21429443359375,392,4.050106048583984,0.23453445732593536,0.4724314212799072
vsi_question_3132,73,0,key_value,64,prototype_mass,392,0.19327586889266968,0.41465163230895996,0.024093715474009514,391.39288330078125,392,4.006230354309082,0.22567421197891235,0.4600558578968048
vsi_question_3132,73,0,key_value,64,oracle_local,392,0.09499256312847137,0.32316866517066956,0.02234627865254879,391.9285888671875,392,4.000730991363525,0.22499088943004608,0.5057359933853149
