layer,alignment,rank,count,energy_ratio_mean,energy_ratio_std,effective_rank_mean,effective_rank_std,stable_rank_mean,stable_rank_std
0,frame_spatial_centered,1,3,0.09151635172453286,0.008688361234710805,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_centered,16,3,0.6688635925965812,0.03171233203180374,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_centered,2,3,0.15964248807556722,0.008626951667683465,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_centered,32,3,0.8254170275541183,0.029125822163151103,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_centered,4,3,0.2770475642144514,0.01033479700182935,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_centered,64,3,0.9352057199956869,0.019072827811148756,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_centered,8,3,0.464536041348393,0.02148449796231325,47.054832517106,5.409305636113372,11.044198605430248,1.0183011392212151
0,frame_spatial_raw,1,3,0.45082910163534623,0.02681901505400209,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_raw,16,3,0.8078477279279351,0.025968251652975703,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_raw,2,3,0.49976608604785505,0.028498231188390545,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_raw,32,3,0.8998832823817507,0.020688843559247386,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_raw,4,3,0.5710886051185102,0.024837604914826682,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_raw,64,3,0.9628041220865698,0.012228528450795561,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_raw,8,3,0.6824030675522694,0.02550582216933726,16.702658441829573,2.622493977257558,2.226632456567037,0.13151075525988598
0,frame_spatial_token_normalized,1,3,0.07792139219081251,0.006248244686325232,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,frame_spatial_token_normalized,16,3,0.6788816136467002,0.041063669631380355,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,frame_spatial_token_normalized,2,3,0.14958431408000858,0.011048523385953645,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,frame_spatial_token_normalized,32,3,0.8288753135750501,0.03444199951389078,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,frame_spatial_token_normalized,4,3,0.271511859793204,0.01757829419595713,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,frame_spatial_token_normalized,64,3,0.9330670414306649,0.019930502175563636,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,frame_spatial_token_normalized,8,3,0.47149746370786144,0.03199784709527979,46.74880300182992,6.5323322139636515,12.926856096652964,1.0780616693306448
0,hidden_aligned_temporal,1,3,0.9671681124313894,0.03224336846645868,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal,16,3,1.0,1.2819751242557092e-16,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal,2,3,0.9803017139768498,0.020706005844834608,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal,32,3,1.0,1.2819751242557092e-16,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal,4,3,0.9913979967177226,0.009097220601339035,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal,64,3,1.0,1.2819751242557092e-16,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal,8,3,1.0,1.2819751242557092e-16,1.2158551024697242,0.20360111331505898,1.0351224246983282,0.03527699161226613
0,hidden_aligned_temporal_change,1,3,0.525828257097191,0.20795904884670083,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,hidden_aligned_temporal_change,16,3,1.0,1.4332917616497527e-16,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,hidden_aligned_temporal_change,2,3,0.7110922331226877,0.17379770273281084,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,hidden_aligned_temporal_change,32,3,1.0,1.4332917616497527e-16,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,hidden_aligned_temporal_change,4,3,0.8752453946634664,0.08049900987325269,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,hidden_aligned_temporal_change,64,3,1.0,1.4332917616497527e-16,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,hidden_aligned_temporal_change,8,3,1.0,1.4332917616497527e-16,4.251984832113158,1.6853408529025113,2.1665816617403824,0.6696023497003342
0,history_feature_subspace,1,3,0.4501408780801756,0.026875698406511706,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace,16,3,0.8037352666443206,0.026347990401540188,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace,2,3,0.4976071157154811,0.02878015130330367,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace,32,3,0.8943042198583235,0.02094290981779066,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace,4,3,0.5687980495645222,0.025002239595716586,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace,64,3,0.9553565124383844,0.013551806392974684,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace,8,3,0.6794303374061467,0.025316370962756473,17.477455544228146,2.697811172009994,2.2293790410302505,0.1316258130151022
0,history_feature_subspace_centered,1,3,0.0887708796212157,0.009967906435554862,50.97894870940837,6.472109670510284,11.398184146046498,1.186556264701978
