category,layer,rank,mode,count,relative_projection_error_mean,relative_projection_error_std,raw_reconstruction_error_mean,raw_reconstruction_error_std
unlabeled,0,1,history_centered,21,0.9545314589361037,0.007207313512979671,0.7090630450048871,0.020083804562076406
unlabeled,0,1,raw,21,0.740881975809235,0.018856306905455943,0.740881975809235,0.018856306905455943
unlabeled,0,16,history_centered,21,0.5824820781631663,0.028976828589242463,0.4331026322233133,0.03071399370849077
unlabeled,0,16,raw,21,0.4426782918026814,0.03027259990105223,0.4426782918026814,0.03027259990105223
unlabeled,0,2,history_centered,21,0.918423653256966,0.0072291609862587276,0.6822458868491114,0.019552233786573763
unlabeled,0,2,raw,21,0.7080287389872508,0.02049709324073015,0.7080287389872508,0.02049709324073015
unlabeled,0,32,history_centered,21,0.4316381549979361,0.03585021673558328,0.3211480153330942,0.03297698810407613
unlabeled,0,32,raw,21,0.32561119953116957,0.03302812970638388,0.32561119953116957,0.03302812970638388
unlabeled,0,4,history_centered,21,0.8524718033111924,0.007289186614441098,0.6332826403167761,0.019248692378484342
unlabeled,0,4,raw,21,0.6560754730094873,0.01913933476910782,0.6560754730094873,0.01913933476910782
unlabeled,0,64,history_centered,21,0.28477822677406955,0.04243159661033949,0.2120027498162302,0.03440411338845192
unlabeled,0,64,raw,21,0.21416150688506305,0.034389326479061934,0.21416150688506305,0.034389326479061934
unlabeled,0,8,history_centered,21,0.7355874491094484,0.014699169066897695,0.546610721115722,0.023336405676991773
unlabeled,0,8,raw,21,0.5656079685343288,0.022462357237946238,0.5656079685343288,0.022462357237946238
unlabeled,16,1,history_centered,21,0.9045532343234817,0.013768806856002914,0.6387669622764718,0.020183692632097353
unlabeled,16,1,raw,21,0.6947852998829074,0.01613339756185557,0.6947852998829074,0.01613339756185557
unlabeled,16,16,history_centered,21,0.6092473947291343,0.02087745313316312,0.4301206641836022,0.016139912137187244
unlabeled,16,16,raw,21,0.43512731158646095,0.01568365869778831,0.43512731158646095,0.01568365869778831
unlabeled,16,2,history_centered,21,0.8418275150668043,0.010324112290586749,0.5943862782894586,0.01480593106017464
unlabeled,16,2,raw,21,0.6346346929706276,0.021491418075546755,0.6346346929706276,0.021491418075546755
unlabeled,16,32,history_centered,21,0.5117439262580601,0.03413563413595568,0.36114943652797094,0.022598502557786105
unlabeled,16,32,raw,21,0.36359193827508696,0.02205306684007873,0.36359193827508696,0.02205306684007873
unlabeled,16,4,history_centered,21,0.7740788254804039,0.012241480246158558,0.5466172512855585,0.0169892787926457
unlabeled,16,4,raw,21,0.5641018111881761,0.016780750978492128,0.5641018111881761,0.016780750978492128
unlabeled,16,64,history_centered,21,0.4069861154418185,0.054734069527587845,0.2869781470874715,0.03618839872840636
