method,prompt_index,request_seconds,text_seconds,denoiser_seconds,vae_seconds,cpu_transfer_seconds,serialization_seconds,network_forward_calls
teacher20,0,38.86868991097435,0.04181423643603921,32.154931319877505,4.478658600244671,0.23509777383878827,1.9580044271424413,40
teacher20,1,40.10321728000417,0.06679097609594464,33.977442532312125,4.305462327320129,0.235639784950763,1.5177093208767474,40
teacher20,2,38.82401899481192,0.0857829712331295,32.31310766702518,4.400906729046255,0.23892887774854898,1.7851032139733434,40
teacher20,3,38.703917160164565,0.07017429685220122,32.27892160229385,4.353005744982511,0.23662169696763158,1.765000166837126,40
native4,0,13.623296805657446,0.057634123135358095,6.463807529769838,4.301454397849739,0.21230101259425282,2.5879336767829955,8
native4,1,12.403618270996958,0.06383180245757103,6.313119712751359,4.303908487781882,0.2560715372674167,1.4665299062617123,8
native4,2,12.932720425073057,0.07920327922329307,6.3752221702598035,4.295194803271443,0.26003452204167843,1.922600703779608,8
native4,3,13.0177624928765,0.06900042667984962,6.426070617046207,4.294367027003318,0.2575451508164406,1.9704870507121086,8
rcm4,0,10.007875266019255,0.0543708810582757,3.3219538289122283,4.5042761717922986,0.25184669625014067,1.8752090721391141,4
rcm4,1,9.49877315433696,0.06158926198258996,3.1907839560881257,4.309223304037005,0.2526526851579547,1.6843910813331604,4
rcm4,2,9.647779016755521,0.06725120777264237,3.1956190173514187,4.307376398239285,0.2548294123262167,1.822578721679747,4
rcm4,3,9.62821104703471,0.08410395588725805,3.2151115918532014,4.302742485888302,0.2565252617932856,1.7695850902236998,4
