operator,group,normalization,index,eigenvalue,above_spike_threshold,series,spike_threshold,eigenvalue_over_threshold
C,all_blocks,centered,56,0.0075096143409609,0,C raw,2.413376343250275,0.003111663194165208
C,all_blocks,centered,57,0.007446841802448,0,C raw,2.413376343250275,0.003085652937336238
C,all_blocks,centered,58,0.0074085579253733,0,C raw,2.413376343250275,0.003069789735071174
C,all_blocks,centered,59,0.0073704337701201,0,C raw,2.413376343250275,0.0030539927147018374
C,all_blocks,centered,60,0.0073101934976875,0,C raw,2.413376343250275,0.0030290317206981133
C,all_blocks,centered,61,0.007264441344887,0,C raw,2.413376343250275,0.0030100739841940408
C,all_blocks,centered,62,0.0072310590185225,0,C raw,2.413376343250275,0.002996241775032853
C,all_blocks,centered,63,0.0071700015105307,0,C raw,2.413376343250275,0.002970942153545071
C,all_blocks,centered,64,0.0070876632817089,0,C raw,2.413376343250275,0.0029368247109621587
C,all_blocks,centered,65,0.0069645983166992,0,C raw,2.413376343250275,0.0028858318497145177
C,all_blocks,centered,66,0.0069617363624274,0,C raw,2.413376343250275,0.002884645978194809
C,all_blocks,centered,67,0.0069158510304987,0,C raw,2.413376343250275,0.0028656330579525796
C,all_blocks,centered,68,0.0068684364669024,0,C raw,2.413376343250275,0.002845986489472322
C,all_blocks,centered,69,0.0068133301101624,0,C raw,2.413376343250275,0.0028231527706890414
C,all_blocks,centered,70,0.0067821205593645,0,C raw,2.413376343250275,0.002810220866850178
C,all_blocks,centered,71,0.0067327860742807,0,C raw,2.413376343250275,0.0027897787649700553
C,all_blocks,centered,72,0.006689378991723,0,C raw,2.413376343250275,0.0027717927253376124
C,all_blocks,centered,73,0.0066042514517903,0,C raw,2.413376343250275,0.00273651951145583
C,all_blocks,centered,74,0.006593947764486,0,C raw,2.413376343250275,0.0027322501038546834
C,all_blocks,centered,75,0.0065576084889471,0,C raw,2.413376343250275,0.0027171926613465836
C,all_blocks,centered,76,0.0065206880681216,0,C raw,2.413376343250275,0.002701894417072018
C,all_blocks,centered,77,0.0064961253665387,0,C raw,2.413376343250275,0.0026917166834368985
C,all_blocks,centered,78,0.0064404155127704,0,C raw,2.413376343250275,0.002668632901280788
C,all_blocks,centered,79,0.0063914828933775,0,C raw,2.413376343250275,0.0026483573153657466
C,all_blocks,centered,80,0.0063515803776681,0,C raw,2.413376343250275,0.0026318234184370725
C,all_blocks,centered,81,0.0063302083872258,0,C raw,2.413376343250275,0.002622967779115807
C,all_blocks,centered,82,0.0063053406774997,0,C raw,2.413376343250275,0.0026126636631433227
C,all_blocks,centered,83,0.0062801828607916,0,C raw,2.413376343250275,0.0026022393392377448
C,all_blocks,centered,84,0.0062153069302439,0,C raw,2.413376343250275,0.002575357526656319
C,all_blocks,centered,85,0.0061782784759998,0,C raw,2.413376343250275,0.0025600145179508343
C,all_blocks,centered,86,0.0061540678143501,0,C raw,2.413376343250275,0.0025499826546165425
C,all_blocks,centered,87,0.0060957069508731,0,C raw,2.413376343250275,0.0025258004073511198
C,all_blocks,centered,88,0.0060498211532831,0,C raw,2.413376343250275,0.002506787294158752
C,all_blocks,centered,89,0.0060071665793657,0,C raw,2.413376343250275,0.002489113061941843
C,all_blocks,centered,90,0.0059918011538684,0,C raw,2.413376343250275,0.002482746286390954
C,all_blocks,centered,91,0.0059490581043064,0,C raw,2.413376343250275,0.002465035393648699
C,all_blocks,centered,92,0.005921718198806,0,C raw,2.413376343250275,0.002453706905418149
C,all_blocks,centered,93,0.005890505388379,0,C raw,2.413376343250275,0.002440773650928315
C,all_blocks,centered,94,0.0058628735132515,0,C raw,2.413376343250275,0.0024293241829641573
C,all_blocks,centered,95,0.0058205253444612,0,C raw,2.413376343250275,0.002411776911935029
C,all_blocks,centered,96,0.0057937544770538,0,C raw,2.413376343250275,0.002400684208767422
C,all_blocks,centered,97,0.0057710846886038,0,C raw,2.413376343250275,0.0023912908174244583
C,all_blocks,centered,98,0.0057480046525597,0,C raw,2.413376343250275,0.0023817274370140015
C,all_blocks,centered,99,0.0056948610581457,0,C raw,2.413376343250275,0.0023597070030428836
C,all_blocks,centered,100,0.0056873350404202,0,C raw,2.413376343250275,0.002356588542987307
C,all_blocks,centered,101,0.0056419973261654,0,C raw,2.413376343250275,0.0023378025321019345
C,all_blocks,centered,102,0.0056121814996004,0,C raw,2.413376343250275,0.0023254481280122496
C,all_blocks,centered,103,0.0055744955316185,0,C raw,2.413376343250275,0.0023098326737183927
C,all_blocks,centered,104,0.0055256686173379,0,C raw,2.413376343250275,0.00228960088748366
C,all_blocks,centered,105,0.0055181719362735,0,C raw,2.413376343250275,0.002286494583286486
C,all_blocks,centered,106,0.0055065928027033,0,C raw,2.413376343250275,0.0022816966852700475
C,all_blocks,centered,107,0.0054692113772034,0,C raw,2.413376343250275,0.0022662074203634577
C,all_blocks,centered,108,0.0054150470532476,0,C raw,2.413376343250275,0.002243764039699979
C,all_blocks,centered,109,0.0053839809261262,0,C raw,2.413376343250275,0.0022308915645021985
C,all_blocks,centered,110,0.0053476421162486,0,C raw,2.413376343250275,0.0022158343149442368
C,all_blocks,centered,111,0.0053458316251635,0,C raw,2.413376343250275,0.0022150841248256654
C,all_blocks,centered,112,0.0053162020631134,0,C raw,2.413376343250275,0.0022028069007893197
C,all_blocks,centered,113,0.0052908966317772,0,C raw,2.413376343250275,0.002192321411691453
C,all_blocks,centered,114,0.0052870819345116,0,C raw,2.413376343250275,0.002190740764198878
C,all_blocks,centered,115,0.0052687092684209,0,C raw,2.413376343250275,0.002183127916686684
C,all_blocks,centered,116,0.0052095716819167,0,C raw,2.413376343250275,0.002158623828598808
C,all_blocks,centered,117,0.0051820212975144,0,C raw,2.413376343250275,0.002147208126907958
C,all_blocks,centered,118,0.0051694242283701,0,C raw,2.413376343250275,0.002141988439899949
C,all_blocks,centered,119,0.0051612807437777,0,C raw,2.413376343250275,0.0021386141279675494
C,all_blocks,centered,120,0.0051143034361302,0,C raw,2.413376343250275,0.002119148739662536
C,all_blocks,centered,121,0.0051093944348394,0,C raw,2.413376343250275,0.0021171146593565245
C,all_blocks,centered,122,0.0050880601629614,0,C raw,2.413376343250275,0.0021082746489960733
C,all_blocks,centered,123,0.0050514503382146,0,C raw,2.413376343250275,0.0020931051024604946
C,all_blocks,centered,124,0.0050438423641026,0,C raw,2.413376343250275,0.002089952683181472
C,all_blocks,centered,125,0.0050244536250829,0,C raw,2.413376343250275,0.0020819188184782204
C,all_blocks,centered,126,0.0049901818856596,0,C raw,2.413376343250275,0.002067718074562274
C,all_blocks,centered,127,0.0049518635496497,0,C raw,2.413376343250275,0.0020518405939873655
C,all_blocks,centered,128,0.0049438253045082,0,C raw,2.413376343250275,0.002048509888785095
C,all_blocks,channel_standardized,1,42.66611862182617,1,C std,2.053776097516681,20.77447423475997
C,all_blocks,channel_standardized,2,28.379268646240234,1,C std,2.053776097516681,13.818092770947606
C,all_blocks,channel_standardized,3,20.06726837158203,1,C std,2.053776097516681,9.77091339014332
C,all_blocks,channel_standardized,4,17.588638305664062,1,C std,2.053776097516681,8.564048596597909
C,all_blocks,channel_standardized,5,17.318727493286133,1,C std,2.053776097516681,8.43262686435344
C,all_blocks,channel_standardized,6,11.136463165283203,1,C std,2.053776097516681,5.422432941326386
C,all_blocks,channel_standardized,7,9.564507484436035,1,C std,2.053776097516681,4.657035153929846
C,all_blocks,channel_standardized,8,9.335932731628418,1,C std,2.053776097516681,4.545740279535311
C,all_blocks,channel_standardized,9,8.698697090148926,1,C std,2.053776097516681,4.235465151564933
C,all_blocks,channel_standardized,10,8.620720863342285,1,C std,2.053776097516681,4.197497903381976
C,all_blocks,channel_standardized,11,7.9462971687316895,1,C std,2.053776097516681,3.8691156150565478
C,all_blocks,channel_standardized,12,7.363284587860107,1,C std,2.053776097516681,3.5852421287614593
C,all_blocks,channel_standardized,13,7.253307342529297,1,C std,2.053776097516681,3.531693328839311
C,all_blocks,channel_standardized,14,7.091118335723877,1,C std,2.053776097516681,3.452722204868431
C,all_blocks,channel_standardized,15,6.828610897064209,1,C std,2.053776097516681,3.3249052344707923
C,all_blocks,channel_standardized,16,6.50775146484375,1,C std,2.053776097516681,3.1686762119359475
C,all_blocks,channel_standardized,17,6.350888252258301,1,C std,2.053776097516681,3.0922982597457747
C,all_blocks,channel_standardized,18,6.192091941833496,1,C std,2.053776097516681,3.014979066764216
C,all_blocks,channel_standardized,19,6.085355281829834,1,C std,2.053776097516681,2.9630081337434633
C,all_blocks,channel_standardized,20,5.935315132141113,1,C std,2.053776097516681,2.8899523854220464
C,all_blocks,channel_standardized,21,5.824390888214111,1,C std,2.053776097516681,2.8359424843129983
C,all_blocks,channel_standardized,22,5.669476509094238,1,C std,2.053776097516681,2.7605134347164104
C,all_blocks,channel_standardized,23,5.498491287231445,1,C std,2.053776097516681,2.6772593633161543
C,all_blocks,channel_standardized,24,5.373258590698242,1,C std,2.053776097516681,2.616282562249754
C,all_blocks,channel_standardized,25,5.23045539855957,1,C std,2.053776097516681,2.546750546412515
C,all_blocks,channel_standardized,26,5.129052639007568,1,C std,2.053776097516681,2.4973767321614813
C,all_blocks,channel_standardized,27,5.088119029998779,1,C std,2.053776097516681,2.4774458307071874
C,all_blocks,channel_standardized,28,4.990513324737549,1,C std,2.053776097516681,2.429920832544413
C,all_blocks,channel_standardized,29,4.9751057624816895,1,C std,2.053776097516681,2.422418767312234
C,all_blocks,channel_standardized,30,4.880740642547607,1,C std,2.053776097516681,2.376471636050855
C,all_blocks,channel_standardized,31,4.84480094909668,1,C std,2.053776097516681,2.3589723120036115
C,all_blocks,channel_standardized,32,4.68370246887207,1,C std,2.053776097516681,2.2805321741427216
C,all_blocks,channel_standardized,33,4.606549263000488,1,C std,2.053776097516681,2.2429656614323674
C,all_blocks,channel_standardized,34,4.510217666625977,1,C std,2.053776097516681,2.196061037071907
C,all_blocks,channel_standardized,35,4.478629112243652,1,C std,2.053776097516681,2.180680317420666
C,all_blocks,channel_standardized,36,4.406518936157227,1,C std,2.053776097516681,2.1455692962272566
C,all_blocks,channel_standardized,37,4.339542388916016,1,C std,2.053776097516681,2.112957879957394
C,all_blocks,channel_standardized,38,4.278734683990479,1,C std,2.053776097516681,2.083350122325458
C,all_blocks,channel_standardized,39,4.235867500305176,1,C std,2.053776097516681,2.062477747903954
C,all_blocks,channel_standardized,40,4.196350574493408,1,C std,2.053776097516681,2.0432366408234164
C,all_blocks,channel_standardized,41,4.1590657234191895,1,C std,2.053776097516681,2.0250823487760496
C,all_blocks,channel_standardized,42,4.100122451782227,1,C std,2.053776097516681,1.9963823986168117
C,all_blocks,channel_standardized,43,4.078199863433838,1,C std,2.053776097516681,1.985708115098323
C,all_blocks,channel_standardized,44,4.04395055770874,1,C std,2.053776097516681,1.9690318543479373
C,all_blocks,channel_standardized,45,4.02454137802124,1,C std,2.053776097516681,1.959581369598909
C,all_blocks,channel_standardized,46,4.004439353942871,1,C std,2.053776097516681,1.94979353337729
C,all_blocks,channel_standardized,47,3.912994146347046,1,C std,2.053776097516681,1.9052681307755186
C,all_blocks,channel_standardized,48,3.881514072418213,1,C std,2.053776097516681,1.8899402311242872
C,all_blocks,channel_standardized,49,3.850265502929688,1,C std,2.053776097516681,1.874725052835715
C,all_blocks,channel_standardized,50,3.76996374130249,1,C std,2.053776097516681,1.8356254831580392
C,all_blocks,channel_standardized,51,3.757546901702881,1,C std,2.053776097516681,1.829579624695365
C,all_blocks,channel_standardized,52,3.7499613761901855,1,C std,2.053776097516681,1.8258861716836823
C,all_blocks,channel_standardized,53,3.6755447387695312,1,C std,2.053776097516681,1.7896521160285235
C,all_blocks,channel_standardized,54,3.644654750823975,1,C std,2.053776097516681,1.774611533959764
C,all_blocks,channel_standardized,55,3.638089656829834,1,C std,2.053776097516681,1.7714149372119106
C,all_blocks,channel_standardized,56,3.6056911945343018,1,C std,2.053776097516681,1.7556398669232325
C,all_blocks,channel_standardized,57,3.571791172027588,1,C std,2.053776097516681,1.7391336749640876
C,all_blocks,channel_standardized,58,3.5478224754333496,1,C std,2.053776097516681,1.7274631249838732
C,all_blocks,channel_standardized,59,3.5273804664611816,1,C std,2.053776097516681,1.7175097473995857
C,all_blocks,channel_standardized,60,3.493439197540283,1,C std,2.053776097516681,1.7009834722316457
C,all_blocks,channel_standardized,61,3.477023124694824,1,C std,2.053776097516681,1.692990355131243
C,all_blocks,channel_standardized,62,3.4247515201568604,1,C std,2.053776097516681,1.6675388930165715
C,all_blocks,channel_standardized,63,3.402702808380127,1,C std,2.053776097516681,1.6568031989925767
C,all_blocks,channel_standardized,64,3.384293556213379,1,C std,2.053776097516681,1.6478395869469367
C,all_blocks,channel_standardized,65,3.355100393295288,1,C std,2.053776097516681,1.6336252025486617
C,all_blocks,channel_standardized,66,3.3497350215911865,1,C std,2.053776097516681,1.6310127601745446
C,all_blocks,channel_standardized,67,3.3341307640075684,1,C std,2.053776097516681,1.6234149224148755
C,all_blocks,channel_standardized,68,3.292231559753418,1,C std,2.053776097516681,1.6030138649165373
C,all_blocks,channel_standardized,69,3.285022497177124,1,C std,2.053776097516681,1.5995037147180757
C,all_blocks,channel_standardized,70,3.273292064666748,1,C std,2.053776097516681,1.5937920733543653
C,all_blocks,channel_standardized,71,3.2475874423980717,1,C std,2.053776097516681,1.5812762872860802
C,all_blocks,channel_standardized,72,3.2192697525024414,1,C std,2.053776097516681,1.567488177701072
C,all_blocks,channel_standardized,73,3.201639175415039,1,C std,2.053776097516681,1.5589037087763824
C,all_blocks,channel_standardized,74,3.183483839035034,1,C std,2.053776097516681,1.5500637303571392
C,all_blocks,channel_standardized,75,3.164307117462158,1,C std,2.053776097516681,1.540726431322418
C,all_blocks,channel_standardized,76,3.1574370861053467,1,C std,2.053776097516681,1.5373813581349765
C,all_blocks,channel_standardized,77,3.133230447769165,1,C std,2.053776097516681,1.5255949524184764
C,all_blocks,channel_standardized,78,3.1162266731262207,1,C std,2.053776097516681,1.5173156786147233
C,all_blocks,channel_standardized,79,3.112470865249634,1,C std,2.053776097516681,1.5154869457352587
C,all_blocks,channel_standardized,80,3.064267873764038,1,C std,2.053776097516681,1.4920165238407395
C,all_blocks,channel_standardized,81,3.0580477714538574,1,C std,2.053776097516681,1.488987906301709
C,all_blocks,channel_standardized,82,3.023142099380493,1,C std,2.053776097516681,1.4719920555292854
C,all_blocks,channel_standardized,83,3.0059664249420166,1,C std,2.053776097516681,1.463629082340901
C,all_blocks,channel_standardized,84,2.989006280899048,1,C std,2.053776097516681,1.4553710526250638
C,all_blocks,channel_standardized,85,2.978348731994629,1,C std,2.053776097516681,1.4501818068658472
C,all_blocks,channel_standardized,86,2.9588630199432373,1,C std,2.053776097516681,1.4406940578970318
C,all_blocks,channel_standardized,87,2.94360876083374,1,C std,2.053776097516681,1.4332666371923395
C,all_blocks,channel_standardized,88,2.920595169067383,1,C std,2.053776097516681,1.4220611353880368
C,all_blocks,channel_standardized,89,2.9148638248443604,1,C std,2.053776097516681,1.4192704980688313
C,all_blocks,channel_standardized,90,2.895426750183105,1,C std,2.053776097516681,1.409806431034086
C,all_blocks,channel_standardized,91,2.8868517875671387,1,C std,2.053776097516681,1.405631213187148
C,all_blocks,channel_standardized,92,2.867013454437256,1,C std,2.053776097516681,1.3959717701963223
C,all_blocks,channel_standardized,93,2.8616013526916504,1,C std,2.053776097516681,1.3933365745914317
C,all_blocks,channel_standardized,94,2.838770866394043,1,C std,2.053776097516681,1.382220228303629
C,all_blocks,channel_standardized,95,2.828470468521118,1,C std,2.053776097516681,1.3772048822367526
C,all_blocks,channel_standardized,96,2.796635389328003,1,C std,2.053776097516681,1.36170412768439
C,all_blocks,channel_standardized,97,2.7945449352264404,1,C std,2.053776097516681,1.360686268871012
C,all_blocks,channel_standardized,98,2.7708187103271484,1,C std,2.053776097516681,1.349133780297413
C,all_blocks,channel_standardized,99,2.750978708267212,1,C std,2.053776097516681,1.3394735246912026
C,all_blocks,channel_standardized,100,2.7488458156585693,1,C std,2.053776097516681,1.338435002229469
C,all_blocks,channel_standardized,101,2.7250897884368896,1,C std,2.053776097516681,1.3268680026668564
C,all_blocks,channel_standardized,102,2.7153067588806152,1,C std,2.053776097516681,1.3221045673692584
C,all_blocks,channel_standardized,103,2.711364984512329,1,C std,2.053776097516681,1.3201852859183483
C,all_blocks,channel_standardized,104,2.6896843910217285,1,C std,2.053776097516681,1.3096288316306508
C,all_blocks,channel_standardized,105,2.6830978393554688,1,C std,2.053776097516681,1.3064217869707078
C,all_blocks,channel_standardized,106,2.66291880607605,1,C std,2.053776097516681,1.2965964543534771
C,all_blocks,channel_standardized,107,2.64478087425232,1,C std,2.053776097516681,1.2877649503518183
C,all_blocks,channel_standardized,108,2.6313586235046387,1,C std,2.053776097516681,1.281229549163777
C,all_blocks,channel_standardized,109,2.628450632095337,1,C std,2.053776097516681,1.279813624899775
C,all_blocks,channel_standardized,110,2.620812177658081,1,C std,2.053776097516681,1.2760944003716035
C,all_blocks,channel_standardized,111,2.6094205379486084,1,C std,2.053776097516681,1.2705477199310011
C,all_blocks,channel_standardized,112,2.5858120918273926,1,C std,2.053776097516681,1.2590525787859843
C,all_blocks,channel_standardized,113,2.58298659324646,1,C std,2.053776097516681,1.2576768209395721
C,all_blocks,channel_standardized,114,2.56709098815918,1,C std,2.053776097516681,1.249937123751305
C,all_blocks,channel_standardized,115,2.554518222808838,1,C std,2.053776097516681,1.2438153437941109
C,all_blocks,channel_standardized,116,2.551638126373291,1,C std,2.053776097516681,1.2424130018158255
C,all_blocks,channel_standardized,117,2.5384840965271,1,C std,2.053776097516681,1.236008199528908
C,all_blocks,channel_standardized,118,2.5343575477600098,1,C std,2.053776097516681,1.2339989499461128
C,all_blocks,channel_standardized,119,2.5246825218200684,1,C std,2.053776097516681,1.2292881024727003
C,all_blocks,channel_standardized,120,2.5090432167053223,1,C std,2.053776097516681,1.221673199789951
C,all_blocks,channel_standardized,121,2.4957435131073,1,C std,2.053776097516681,1.2151974677887345
C,all_blocks,channel_standardized,122,2.489185333251953,1,C std,2.053776097516681,1.2120042375903324
C,all_blocks,channel_standardized,123,2.4802846908569336,1,C std,2.053776097516681,1.2076704436554524
C,all_blocks,channel_standardized,124,2.4638025760650635,1,C std,2.053776097516681,1.1996451702033952
C,all_blocks,channel_standardized,125,2.449968099594116,1,C std,2.053776097516681,1.1929090530153166
C,all_blocks,channel_standardized,126,2.444466352462769,1,C std,2.053776097516681,1.1902302083554728
C,all_blocks,channel_standardized,127,2.429171562194824,1,C std,2.053776097516681,1.182783052705722
C,all_blocks,channel_standardized,128,2.424098491668701,1,C std,2.053776097516681,1.1803129341118512
C_FORECAST_0.5,all_blocks,centered,1,5.810923099517822,1,F0.50 raw,5.787485456466674,1.0040497109197848
C_FORECAST_0.5,all_blocks,centered,2,0.049718614667654,0,F0.50 raw,5.787485456466674,0.008590710947204313
C_FORECAST_0.5,all_blocks,centered,3,0.0429808236658573,0,F0.50 raw,5.787485456466674,0.007426510872322363
C_FORECAST_0.5,all_blocks,centered,4,0.0250353328883647,0,F0.50 raw,5.787485456466674,0.0043257703326738135
C_FORECAST_0.5,all_blocks,centered,5,0.0245595090091228,0,F0.50 raw,5.787485456466674,0.004243554337001593
C_FORECAST_0.5,all_blocks,centered,6,0.0221422985196113,0,F0.50 raw,5.787485456466674,0.0038258927277079373
C_FORECAST_0.5,all_blocks,centered,7,0.0189768690615892,0,F0.50 raw,5.787485456466674,0.0032789488983311927
C_FORECAST_0.5,all_blocks,centered,8,0.0185671523213386,0,F0.50 raw,5.787485456466674,0.00320815533118835
C_FORECAST_0.5,all_blocks,centered,9,0.0180854387581348,0,F0.50 raw,5.787485456466674,0.0031249216769826957
C_FORECAST_0.5,all_blocks,centered,10,0.0151131907477974,0,F0.50 raw,5.787485456466674,0.0026113570153183897
C_FORECAST_0.5,all_blocks,centered,11,0.0145800849422812,0,F0.50 raw,5.787485456466674,0.0025192434697162086
C_FORECAST_0.5,all_blocks,centered,12,0.0139545546844601,0,F0.50 raw,5.787485456466674,0.0024111602161985416
C_FORECAST_0.5,all_blocks,centered,13,0.0133953830227255,0,F0.50 raw,5.787485456466674,0.00231454283962962
C_FORECAST_0.5,all_blocks,centered,14,0.0129996035248041,0,F0.50 raw,5.787485456466674,0.0022461574413597763
C_FORECAST_0.5,all_blocks,centered,15,0.0125133665278553,0,F0.50 raw,5.787485456466674,0.0021621421983658608
C_FORECAST_0.5,all_blocks,centered,16,0.0120531525462865,0,F0.50 raw,5.787485456466674,0.0020826233840153937
C_FORECAST_0.5,all_blocks,centered,17,0.0116554778069257,0,F0.50 raw,5.787485456466674,0.0020139105133996317
C_FORECAST_0.5,all_blocks,centered,18,0.0114065147936344,0,F0.50 raw,5.787485456466674,0.0019708930379927396
C_FORECAST_0.5,all_blocks,centered,19,0.010940826497972,0,F0.50 raw,5.787485456466674,0.0018904283354608204
C_FORECAST_0.5,all_blocks,centered,20,0.010758152231574,0,F0.50 raw,5.787485456466674,0.0018588646679972782
C_FORECAST_0.5,all_blocks,centered,21,0.010530462488532,0,F0.50 raw,5.787485456466674,0.001819522928868139
C_FORECAST_0.5,all_blocks,centered,22,0.0103210918605327,0,F0.50 raw,5.787485456466674,0.0017833464875493346
C_FORECAST_0.5,all_blocks,centered,23,0.0101966653019189,0,F0.50 raw,5.787485456466674,0.00176184724413011
C_FORECAST_0.5,all_blocks,centered,24,0.0099691431969404,0,F0.50 raw,5.787485456466674,0.0017225344706138883
C_FORECAST_0.5,all_blocks,centered,25,0.00978509709239,0,F0.50 raw,5.787485456466674,0.0016907337678847341
C_FORECAST_0.5,all_blocks,centered,26,0.0093856416642665,0,F0.50 raw,5.787485456466674,0.001621713218091876
C_FORECAST_0.5,all_blocks,centered,27,0.0091962572187185,0,F0.50 raw,5.787485456466674,0.001588990121511756
C_FORECAST_0.5,all_blocks,centered,28,0.0091426922008395,0,F0.50 raw,5.787485456466674,0.0015797348035879505
C_FORECAST_0.5,all_blocks,centered,29,0.0089408038184046,0,F0.50 raw,5.787485456466674,0.0015448511941251709
C_FORECAST_0.5,all_blocks,centered,30,0.0088171176612377,0,F0.50 raw,5.787485456466674,0.001523479882162961
C_FORECAST_0.5,all_blocks,centered,31,0.008782697841525,0,F0.50 raw,5.787485456466674,0.0015175325981530738
C_FORECAST_0.5,all_blocks,centered,32,0.0085277687758207,0,F0.50 raw,5.787485456466674,0.0014734842687668713
C_FORECAST_0.5,all_blocks,centered,33,0.0084765143692493,0,F0.50 raw,5.787485456466674,0.0014646281935409493
C_FORECAST_0.5,all_blocks,centered,34,0.0083197755739092,0,F0.50 raw,5.787485456466674,0.0014375458282341012
C_FORECAST_0.5,all_blocks,centered,35,0.0082748560234904,0,F0.50 raw,5.787485456466674,0.0014297843313358914
C_FORECAST_0.5,all_blocks,centered,36,0.0082396082580089,0,F0.50 raw,5.787485456466674,0.0014236939893822688
C_FORECAST_0.5,all_blocks,centered,37,0.0081090927124023,0,F0.50 raw,5.787485456466674,0.0014011426505342779
C_FORECAST_0.5,all_blocks,centered,38,0.0080290557816624,0,F0.50 raw,5.787485456466674,0.0013873133404924754
C_FORECAST_0.5,all_blocks,centered,39,0.0078974850475788,0,F0.50 raw,5.787485456466674,0.0013645796792032554
C_FORECAST_0.5,all_blocks,centered,40,0.0078124529682099,0,F0.50 raw,5.787485456466674,0.0013498872743568833
C_FORECAST_0.5,all_blocks,centered,41,0.0077341543510556,0,F0.50 raw,5.787485456466674,0.0013363583216289222
C_FORECAST_0.5,all_blocks,centered,42,0.0075885606929659,0,F0.50 raw,5.787485456466674,0.0013112016868201003
C_FORECAST_0.5,all_blocks,centered,43,0.0074856574647128,0,F0.50 raw,5.787485456466674,0.0012934213867178994
C_FORECAST_0.5,all_blocks,centered,44,0.0074092550203204,0,F0.50 raw,5.787485456466674,0.0012802200672559158
C_FORECAST_0.5,all_blocks,centered,45,0.0073321419768035,0,F0.50 raw,5.787485456466674,0.0012668959657792139
C_FORECAST_0.5,all_blocks,centered,46,0.0072907037101686,0,F0.50 raw,5.787485456466674,0.0012597359881090153
C_FORECAST_0.5,all_blocks,centered,47,0.0072199897840619,0,F0.50 raw,5.787485456466674,0.0012475175684449646
C_FORECAST_0.5,all_blocks,centered,48,0.0071578789502382,0,F0.50 raw,5.787485456466674,0.0012367856479432377
C_FORECAST_0.5,all_blocks,centered,49,0.0070665101520717,0,F0.50 raw,5.787485456466674,0.0012209983429290353
C_FORECAST_0.5,all_blocks,centered,50,0.0070621748454868,0,F0.50 raw,5.787485456466674,0.0012202492599952622
C_FORECAST_0.5,all_blocks,centered,51,0.0069586308673024,0,F0.50 raw,5.787485456466674,0.001202358246883738
C_FORECAST_0.5,all_blocks,centered,52,0.006787484511733,0,F0.50 raw,5.787485456466674,0.0011727864480676963
C_FORECAST_0.5,all_blocks,centered,53,0.0067483731545507,0,F0.50 raw,5.787485456466674,0.0011660285291966261
C_FORECAST_0.5,all_blocks,centered,54,0.0067372596822679,0,F0.50 raw,5.787485456466674,0.0011641082699810489
C_FORECAST_0.5,all_blocks,centered,55,0.006645651999861,0,F0.50 raw,5.787485456466674,0.0011482796889684536
C_FORECAST_0.5,all_blocks,centered,56,0.0065674688667058,0,F0.50 raw,5.787485456466674,0.0011347706903293568
C_FORECAST_0.5,all_blocks,centered,57,0.0065501700155436,0,F0.50 raw,5.787485456466674,0.0011317816804575704
C_FORECAST_0.5,all_blocks,centered,58,0.0065017687156796,0,F0.50 raw,5.787485456466674,0.0011234185838713113
C_FORECAST_0.5,all_blocks,centered,59,0.006432385649532,0,F0.50 raw,5.787485456466674,0.001111430118989715
C_FORECAST_0.5,all_blocks,centered,60,0.0063830106519162,0,F0.50 raw,5.787485456466674,0.001102898780468487
C_FORECAST_0.5,all_blocks,centered,61,0.0063389725983142,0,F0.50 raw,5.787485456466674,0.0010952895944181286
C_FORECAST_0.5,all_blocks,centered,62,0.0063263433985412,0,F0.50 raw,5.787485456466674,0.0010931074377858575
C_FORECAST_0.5,all_blocks,centered,63,0.0062809311784803,0,F0.50 raw,5.787485456466674,0.0010852608141696965
C_FORECAST_0.5,all_blocks,centered,64,0.0062214196659624,0,F0.50 raw,5.787485456466674,0.001074978021588092
C_FORECAST_0.5,all_blocks,centered,65,0.0061379321850836,0,F0.50 raw,5.787485456466674,0.001060552502680651
C_FORECAST_0.5,all_blocks,centered,66,0.0060815559700131,0,F0.50 raw,5.787485456466674,0.001050811447520416
C_FORECAST_0.5,all_blocks,centered,67,0.0060510826297104,0,F0.50 raw,5.787485456466674,0.0010455460623143675
C_FORECAST_0.5,all_blocks,centered,68,0.0060044680722057,0,F0.50 raw,5.787485456466674,0.001037491690885647
C_FORECAST_0.5,all_blocks,centered,69,0.0059919510968029,0,F0.50 raw,5.787485456466674,0.0010353289251220088
C_FORECAST_0.5,all_blocks,centered,70,0.0059541100636124,0,F0.50 raw,5.787485456466674,0.0010287905012287414
C_FORECAST_0.5,all_blocks,centered,71,0.0059144711121916,0,F0.50 raw,5.787485456466674,0.0010219414211370568
C_FORECAST_0.5,all_blocks,centered,72,0.0058392845094203,0,F0.50 raw,5.787485456466674,0.0010089501828286667
C_FORECAST_0.5,all_blocks,centered,73,0.0057995221577584,0,F0.50 raw,5.787485456466674,0.0010020797808274883
C_FORECAST_0.5,all_blocks,centered,74,0.0057861227542161,0,F0.50 raw,5.787485456466674,0.0009997645432959057
C_FORECAST_0.5,all_blocks,centered,75,0.0057562333531677,0,F0.50 raw,5.787485456466674,0.0009946000549748157
C_FORECAST_0.5,all_blocks,centered,76,0.0056998198851943,0,F0.50 raw,5.787485456466674,0.0009848525630117273
C_FORECAST_0.5,all_blocks,centered,77,0.0056274351663887,0,F0.50 raw,5.787485456466674,0.0009723454527390404
