sampling_steps,seconds_including_text_and_vae,speedup_vs_20step,self_attention_calls,pixel_psnr_db,frame_ssim_mean,temporal_delta_mae,candidate_frame_delta_mae,video_file
20,6.044945153000299,1.0,1200,inf,1.0,0.0,16.231849292200856,/home/wangmeiqi/codex_runs/base2_h200_fp8_20260723/results/wan_generation_paired_20step_v1/0000_fa3_bf16_seed20260723.mp4
12,3.7737917700142134,1.6018226551428225,720,13.010392137322082,0.3137232232810719,22.935025676499066,16.981827016977164,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/nfe_sweep_f17_step12_v1/0000_fa3_bf16_seed20260723.mp4
8,2.694235328992363,2.243658929103677,480,10.961280889468117,0.20431012453773548,24.52499483548678,16.274132413945647,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/nfe_sweep_f17_step8_v1/0000_fa3_bf16_seed20260723.mp4
6,2.261125966004329,2.6734225531372835,360,10.344761871429405,0.1736574733909687,25.45932163336338,15.454418475811298,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/nfe_sweep_f17_step6_v1/0000_fa3_bf16_seed20260723.mp4
4,1.7369624779967126,3.4801817710950806,240,10.605134317985778,0.21415930447086695,20.13785875108507,8.937120799529247,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/nfe_sweep_f17_step4_v1/0000_fa3_bf16_seed20260723.mp4
