method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
dense_cache008,8,8,1.0517267487568953,1.0153394980306683,5.78116344888258,0.9551245950891099,0.9328615485266513,0.948949113023283,33.93326561439352,0.05,0.0,21581.087890625
fp8,8,8,1.029753324255612,1.0098911841321985,5.906955908627424,0.7966277787895204,0.6415549985979242,0.7700627204437356,23.28484742536143,0.0,0.0,21535.349609375
fp8_middle1,8,8,0.9971672389940646,0.9664923179166761,6.103380846001528,0.9541840204653578,0.9291821401991099,0.9499345334001544,33.83735181887797,0.0,0.0,21534.599609375
hybrid_middle1,8,8,0.9943251106833045,0.9603150172871184,6.119619328877889,0.9542762352098817,0.9300488708675063,0.9489982660267878,33.687203287955086,0.0,120.0,21536.349609375
hybrid_middle1_cache008,8,8,1.0352289253110305,0.9968947108533471,5.87475625974912,0.9482967504255293,0.9156998406709443,0.9410008585286378,32.76755606787054,0.05,120.0,21580.212890625
