method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
fp8_middle1,2,2,0.9845995461650758,0.9732758319160275,6.170311006499105,0.9472127024642132,0.9291821401991099,0.9436645630705471,30.867466021160826,0.0,0.0,21531.80859375
hybrid_middle1,2,2,1.0018151576882866,0.990774046312759,6.063199617507053,0.9453608229725374,0.9245259633203284,0.9418548896596781,30.816127661773148,0.0,120.0,21533.68359375
