method,bucket,sample_count,denoiser_output_relative_l2,defect_residual_relative_l2,run,teacher_improvement_pct
toeplitz_r2,1,640,0.0070877530053433,0.6974230074397778,train-0,30.257694216770613
toeplitz_r2,2,640,0.0072555532891377,0.6135126459213205,train-0,38.6487398724803
toeplitz_r2,3,640,0.0089220827500979,0.7301057787226025,train-0,26.989422127686492
toeplitz_r2,4,640,0.0096647434460173,0.740027454717595,train-0,25.997254528190773
toeplitz_r2,5,640,0.0119399117199304,0.7375758070549212,train-0,26.242419294467055
toeplitz_r2,6,640,0.0148077392164758,0.8046167934157971,train-0,19.538320658380968
toeplitz_r2,7,640,0.0187578590522801,0.8478555016889983,train-0,15.214449831065568
toeplitz_r2,8,640,0.0296237786505378,0.9191482239146224,train-0,8.08517760851134
toeplitz_r2,9,640,0.0467696917115955,0.898978850084331,train-0,10.102114991549794
reduced_rank_r4,0,640,0.0073849372443863,0.6902784345614034,train-0,30.97215654380606
reduced_rank_r4,1,640,0.0083190575303296,0.8185813665778726,train-0,18.14186334214365
reduced_rank_r4,2,640,0.0091667719853976,0.7751207801716926,train-0,22.487921982773152
reduced_rank_r4,3,640,0.0097799898208457,0.8003094438873398,train-0,19.969055611207676
reduced_rank_r4,4,640,0.0116940595157614,0.8954116953716559,train-0,10.458822346319474
reduced_rank_r4,5,640,0.0144432249064918,0.8922154130418901,train-0,10.778458695761428
reduced_rank_r4,6,640,0.0173898166523616,0.9449206464511144,train-0,5.5079353548424415
reduced_rank_r4,7,640,0.0210749423430441,0.9525877977343128,train-0,4.741229990404117
reduced_rank_r4,8,640,0.0322554148272495,1.0008009984086703,train-0,-0.08009984089603073
reduced_rank_r4,9,640,0.0502267236807686,0.96542783682378,train-0,3.457216317603462
toeplitz_r2_rank4,0,640,0.0069030483674942,0.6452356900026474,train-0,35.476426364470356
toeplitz_r2_rank4,1,640,0.0072792383940268,0.7162649506531036,train-0,28.37350997382121
toeplitz_r2_rank4,2,640,0.0073533201884855,0.6217795414166079,train-0,37.822045858292896
toeplitz_r2_rank4,3,640,0.009045439393445,0.7402002152655285,train-0,25.979978473393807
toeplitz_r2_rank4,4,640,0.009922138650307,0.7597361535517585,train-0,24.026384644772982
toeplitz_r2_rank4,5,640,0.0125113898827056,0.7728782847457387,train-0,22.712171525383273
toeplitz_r2_rank4,6,640,0.0155155563569281,0.8430778676925379,train-0,15.69221323070511
toeplitz_r2_rank4,7,640,0.0198295216850566,0.8962945706215409,train-0,10.370533173935137
toeplitz_r2_rank4,8,640,0.0315632393631379,0.9793246075680356,train-0,2.067539243168237
toeplitz_r2_rank4,9,640,0.049992426885278,0.9609242337041478,train-0,3.9075675088994344
dense_ridge_ceiling,0,640,0.0069283644560501,0.6476020597776345,train-0,35.23979402218631
dense_ridge_ceiling,1,640,0.0077438224271232,0.76197929395812,train-0,23.80208068250864
dense_ridge_ceiling,2,640,0.0076665635092223,0.6482666186859851,train-0,35.173333666694404
dense_ridge_ceiling,3,640,0.0093585131826525,0.765819455645748,train-0,23.41805443536987
dense_ridge_ceiling,4,640,0.0103986447764706,0.7962221314436486,train-0,20.37778685558138
dense_ridge_ceiling,5,640,0.0127180963921028,0.7856473674716716,train-0,21.435263252789127
dense_ridge_ceiling,6,640,0.0159204397465481,0.8650781954069812,train-0,13.492174656950052
dense_ridge_ceiling,7,640,0.0200101230607221,0.904457853064256,train-0,9.554214693537745
dense_ridge_ceiling,8,640,0.0319075448149424,0.9900074345935148,train-0,0.99924964971837
dense_ridge_ceiling,9,640,0.05046086863436,0.9699284301231896,train-0,3.0071569876624515
w4_plain,0,640,0.0119464326006426,0.9999999999992938,train-1,0.0
w4_plain,1,640,0.0128322760324777,0.9999999999993284,train-1,0.0
w4_plain,2,640,0.0131221855610681,0.9999999999993262,train-1,0.0
w4_plain,3,640,0.0134817516933067,0.999999999999343,train-1,0.0
w4_plain,4,640,0.0157820228192444,0.9999999999994376,train-1,0.0
w4_plain,5,640,0.0171173125681297,0.9999999999994752,train-1,0.0
w4_plain,6,640,0.0194354208635538,0.9999999999995388,train-1,0.0
w4_plain,7,640,0.0250186926347537,0.9999999999996372,train-1,0.0
w4_plain,8,640,0.0397300400350627,0.9999999999997652,train-1,0.0
w4_plain,9,640,0.0584031592765095,0.9999999999998302,train-1,0.0
bucket_mean,0,640,0.0109565228527879,0.9171377958764227,train-1,8.286237247104644
bucket_mean,1,640,0.0120176587267144,0.9365180166725668,train-1,6.3481903264982265
bucket_mean,2,640,0.012410690255903,0.9457792071402812,train-1,5.422079285908121
bucket_mean,3,640,0.0122837855215351,0.911141731194449,train-1,8.885834712163964
bucket_mean,4,640,0.0139941715208404,0.8867160274185459,train-1,11.328403962411704
bucket_mean,5,640,0.0151310390166852,0.8839611332943348,train-1,11.603886670520303
bucket_mean,6,640,0.0177050241805663,0.9109668529874412,train-1,8.903314701213482
bucket_mean,7,640,0.0230851226532472,0.9227150736394018,train-1,7.728501283958222
bucket_mean,8,640,0.036811535892222,0.926541625926536,train-1,7.345837407324662
bucket_mean,9,640,0.0542149309121908,0.9282876403226968,train-1,7.171235967714617
channel_affine,0,640,0.0105148702390305,0.8801682134344838,train-1,11.983178656489446
channel_affine,1,640,0.0111917690573709,0.8721577551042163,train-1,12.784224489519836
channel_affine,2,640,0.0116944680339431,0.8911981909958092,train-1,10.880180900359015
channel_affine,3,640,0.0123623563103241,0.9169695890819262,train-1,8.303041091747366
channel_affine,4,640,0.0141101801117463,0.8940666398310203,train-1,10.593336016847454
channel_affine,5,640,0.0150537176103054,0.8794439869215005,train-1,12.055601307803743
channel_affine,6,640,0.0175094928849617,0.9009062889802508,train-1,9.909371101933218
channel_affine,7,640,0.0215433654067637,0.8610907740570674,train-1,13.890922594262134
channel_affine,8,640,0.0288765438447822,0.7268188962128201,train-1,27.318110378700933
channel_affine,9,640,0.0483624917290729,0.8280800615612712,train-1,17.191993843858867
circulant_r2,0,640,0.0063088380769557,0.5280938490225136,train-1,47.19061088900843
circulant_r2,1,640,0.0066668987918787,0.5195413706277049,train-1,48.04585893410342
circulant_r2,2,640,0.0075487628104187,0.5752671896981741,train-1,42.47328103014375
circulant_r2,3,640,0.0082194046161456,0.6096688527721393,train-1,39.03311080691172
circulant_r2,4,640,0.0097384842737631,0.6170618548265328,train-1,38.29381451731197
circulant_r2,5,640,0.011523397885551,0.6732013474475034,train-1,32.679865255214594
circulant_r2,6,640,0.0152953780454744,0.7869846582097906,train-1,21.301534178984515
circulant_r2,7,640,0.0196976873301615,0.7873187242083378,train-1,21.268118931205628
circulant_r2,8,640,0.0270431842342495,0.6806734705119067,train-1,31.932652948793272
circulant_r2,9,640,0.0453116504787547,0.7758425360347903,train-1,22.415754489878037
toeplitz_r2,0,640,0.0063134637435585,0.5284810917708131,train-1,47.15189082288131
toeplitz_r2,1,640,0.0067741305921443,0.5278978238151086,train-1,47.21021761845371
toeplitz_r2,2,640,0.0076521405334178,0.5831452368076642,train-1,41.68547230332762
toeplitz_r2,3,640,0.0083704212303995,0.6208704100837739,train-1,37.91295507574753
toeplitz_r2,4,640,0.0098129146814324,0.6217780731845036,train-1,37.82219938583123
toeplitz_r2,5,640,0.0115177857270693,0.6728734829851706,train-1,32.71265170144769
toeplitz_r2,6,640,0.01525948621894,0.7851379358369461,train-1,21.486206416269095
toeplitz_r2,7,640,0.019559528516692,0.781796587145188,train-1,21.820341285452795
toeplitz_r2,8,640,0.0267743671495381,0.6739073790487695,train-1,32.60926209510715
toeplitz_r2,9,640,0.045146038149608,0.7730067809492406,train-1,22.69932190506291
reduced_rank_r4,0,640,0.0092874395501798,0.777423676225625,train-1,22.257632377382443
reduced_rank_r4,1,640,0.0101280316945822,0.7892622999179589,train-1,21.073770008151506
reduced_rank_r4,2,640,0.0109162077956416,0.8318894550631307,train-1,16.811054493630717
reduced_rank_r4,3,640,0.010793290848,0.8005852762588435,train-1,19.94148020573204
reduced_rank_r4,4,640,0.0119310277023109,0.7559884964654615,train-1,24.40115035341126
reduced_rank_r4,5,640,0.0134249621166449,0.7842914629971429,train-1,21.570853700244363
reduced_rank_r4,6,640,0.0165875169171665,0.8534683675548523,train-1,14.653163244475053
reduced_rank_r4,7,640,0.0225339889374633,0.9006861096391946,train-1,9.931389036047689
reduced_rank_r4,8,640,0.0341128059707013,0.8586149967368728,train-1,14.138505924997947
reduced_rank_r4,9,640,0.0505207932738388,0.8650352806196628,train-1,13.496471938019095
toeplitz_r2_rank4,0,640,0.006122591644672,0.5125037615278013,train-1,48.74962384718376
toeplitz_r2_rank4,1,640,0.0065910995439044,0.5136344490666025,train-1,48.63655109021398
toeplitz_r2_rank4,2,640,0.0076473018990801,0.5827765400425016,train-1,41.72234599571052
toeplitz_r2_rank4,3,640,0.0082825299600135,0.6143511724904531,train-1,38.564882750914805
toeplitz_r2_rank4,4,640,0.0097377996981179,0.6170184108567837,train-1,38.29815220997052
toeplitz_r2_rank4,5,640,0.0114596570458789,0.6694776455874251,train-1,33.05224169817783
toeplitz_r2_rank4,6,640,0.0150169797674274,0.772660330052761,train-1,22.733961498163723
toeplitz_r2_rank4,7,640,0.020014438305668,0.7999793833295061,train-1,20.0020616670203
toeplitz_r2_rank4,8,640,0.0266883463942282,0.6717422476964229,train-1,32.82577523034181
toeplitz_r2_rank4,9,640,0.0440913839350298,0.754948610335818,train-1,24.505138966405326
dense_ridge_ceiling,0,640,0.0061111949071844,0.5115497748550804,train-1,48.84502251445608
dense_ridge_ceiling,1,640,0.0066914854277721,0.5214574503010705,train-1,47.85425897294944
dense_ridge_ceiling,2,640,0.0077549897059661,0.5909830850867513,train-1,40.90169149128484
dense_ridge_ceiling,3,640,0.0083590782755656,0.6200290930821851,train-1,37.997090691741185
dense_ridge_ceiling,4,640,0.0098402003641814,0.62350691523376,train-1,37.64930847658905
dense_ridge_ceiling,5,640,0.0115739351584745,0.6761536918473453,train-1,32.38462455827486
dense_ridge_ceiling,6,640,0.0150689330741673,0.7753335098813495,train-1,22.46664901182942
dense_ridge_ceiling,7,640,0.0201125899996834,0.8039025177413736,train-1,19.6097482258333
dense_ridge_ceiling,8,640,0.0272552376745992,0.6860108283439792,train-1,31.398917165586017
dense_ridge_ceiling,9,640,0.0446449612369679,0.7644271609621137,train-1,23.557283903775605
w4_plain,0,640,0.0134159579818963,0.9999999999993692,train-2,0.0
w4_plain,1,640,0.0129608340384098,0.9999999999993328,train-2,0.0
w4_plain,2,640,0.0126377052115869,0.999999999999297,train-2,0.0
w4_plain,3,640,0.0141023415945987,0.9999999999993692,train-2,0.0
w4_plain,4,640,0.0161668369059335,0.9999999999994488,train-2,0.0
w4_plain,5,640,0.0157370660381676,0.9999999999994266,train-2,0.0
w4_plain,6,640,0.0160433338668784,0.9999999999994384,train-2,0.0
w4_plain,7,640,0.0187351473044294,0.999999999999515,train-2,0.0
w4_plain,8,640,0.0230997773430909,0.9999999999995988,train-2,0.0
w4_plain,9,640,0.0402657605897395,0.9999999999997528,train-2,0.0
bucket_mean,0,640,0.0107115683924116,0.7984200170968144,train-2,20.158005810200397
bucket_mean,1,640,0.0089568603514931,0.6910712940959868,train-2,30.892870590355603
bucket_mean,2,640,0.0093924927335757,0.7432119704755211,train-2,25.67881133226483
bucket_mean,3,640,0.010496398850689,0.7443019941944025,train-2,25.569815620483915
bucket_mean,4,640,0.0123998587590684,0.7669934960815132,train-2,23.30065039180642
bucket_mean,5,640,0.0117360273988398,0.7457569469863929,train-2,25.424298465952646
bucket_mean,6,640,0.0137815507914624,0.8590205161536999,train-2,14.097961771433742
bucket_mean,7,640,0.0172689694287032,0.9217418549259062,train-2,7.825814507364792
bucket_mean,8,640,0.0218841816507718,0.947376302625206,train-2,5.262369737441142
bucket_mean,9,640,0.0376827851232214,0.935851814824888,train-2,6.414818517488252
channel_affine,0,640,0.0076701659625015,0.5717195874381037,train-2,42.828041256153746
channel_affine,1,640,0.0069446416999844,0.5358175005867032,train-2,46.418249941294235
channel_affine,2,640,0.0079185320513289,0.6265798987036965,train-2,37.342010129586015
channel_affine,3,640,0.0085870715917977,0.6089110474448587,train-2,39.108895255475794
channel_affine,4,640,0.0101844869077076,0.6299616286698654,train-2,37.003837132978546
channel_affine,5,640,0.01135710626538,0.7216787575160957,train-2,27.832124248349377
channel_affine,6,640,0.0130636507233752,0.8142728208341969,train-2,18.572717916534675
channel_affine,7,640,0.0164423520466176,0.877620644206109,train-2,12.237935579346804
channel_affine,8,640,0.0223769062384647,0.9687065769553224,train-2,3.129342304428784
channel_affine,9,640,0.0392613144358688,0.97505458386557,train-2,2.4945416134189546
circulant_r2,0,640,0.0063820057210246,0.4757024970383505,train-2,52.42974277620296
circulant_r2,1,640,0.0050251720308336,0.3877197640685422,train-2,61.22801961709131
circulant_r2,2,640,0.0062475194499354,0.4943555293727711,train-2,50.564447062688636
circulant_r2,3,640,0.0073351599664482,0.5201377691418325,train-2,47.98622684577701
circulant_r2,4,640,0.0085389322876486,0.5281758167863971,train-2,47.182418321331184
circulant_r2,5,640,0.0103172202175259,0.6556000507453761,train-2,34.44000176079059
circulant_r2,6,640,0.0121672941837535,0.7584018561669504,train-2,24.15981438326242
circulant_r2,7,640,0.0151628075939749,0.8093241727745977,train-2,19.067582722501044
circulant_r2,8,640,0.0216329398240005,0.9364999282325174,train-2,6.350007176710426
circulant_r2,9,640,0.037409343698046,0.9290608981460408,train-2,7.093910185373153
toeplitz_r2,0,640,0.0063803552081308,0.4755795461447119,train-2,52.442045385498744
toeplitz_r2,1,640,0.0050390126705021,0.3887876856971929,train-2,61.12123143025485
toeplitz_r2,2,640,0.0061993905516286,0.4905472138606297,train-2,50.945282803837834
toeplitz_r2,3,640,0.0072834502769806,0.5164709866172584,train-2,48.35290133824148
toeplitz_r2,4,640,0.0084858300448879,0.5248911765645846,train-2,47.510882343512364
toeplitz_r2,5,640,0.0102615653020542,0.6520634327364873,train-2,34.79365672631414
toeplitz_r2,6,640,0.012161063713625,0.7580135035851089,train-2,24.198649641446266
toeplitz_r2,7,640,0.0151913747188881,0.8108489028136748,train-2,18.9151039378456
toeplitz_r2,8,640,0.021660153878158,0.937678037170682,train-2,6.232196282893998
toeplitz_r2,9,640,0.0370544200225862,0.9202463701137502,train-2,7.975362988602308
reduced_rank_r4,0,640,0.0091397565134322,0.6812600729489298,train-2,31.873992705064158
reduced_rank_r4,1,640,0.0075030551854182,0.5789022279356547,train-2,42.10978118242482
reduced_rank_r4,2,640,0.0077957213657745,0.6168620572910585,train-2,38.31379008091611
reduced_rank_r4,3,640,0.0090613330111466,0.6425409489525795,train-2,35.7458975847163
reduced_rank_r4,4,640,0.0108248616273531,0.6695719532719017,train-2,33.042798103689684
reduced_rank_r4,5,640,0.0107988650566601,0.6862057406674873,train-2,31.379425933212236
reduced_rank_r4,6,640,0.0131854015407201,0.8218616934684682,train-2,17.81383065310711
reduced_rank_r4,7,640,0.0165398627980891,0.8828253404856171,train-2,11.717465951395456
reduced_rank_r4,8,640,0.0223605468809086,0.9679983728322666,train-2,3.200162716734589
reduced_rank_r4,9,640,0.0383265661054645,0.9518401128928746,train-2,4.815988710689211
toeplitz_r2_rank4,0,640,0.0057639012531629,0.4296302404149736,train-2,57.03697595847574
toeplitz_r2_rank4,1,640,0.0048029632355011,0.3705751667882052,train-2,62.94248332115524
toeplitz_r2_rank4,2,640,0.0056261460537371,0.4451873152235636,train-2,55.48126847761286
toeplitz_r2_rank4,3,640,0.0067837772994072,0.4810390709867051,train-2,51.8960929012992
toeplitz_r2_rank4,4,640,0.0081364314866359,0.5032791221915052,train-2,49.672087780821904
toeplitz_r2_rank4,5,640,0.0100228028210852,0.6368913824905458,train-2,36.31085491554408
toeplitz_r2_rank4,6,640,0.0121317003949081,0.7561832531545887,train-2,24.381674684498712
toeplitz_r2_rank4,7,640,0.0153619413679606,0.8199531181349643,train-2,18.00469396721156
toeplitz_r2_rank4,8,640,0.0222174124424915,0.961801921445567,train-2,3.8197982928320884
toeplitz_r2_rank4,9,640,0.0380847681804579,0.945835062411642,train-2,5.416493758812447
dense_ridge_ceiling,0,640,0.0058305946858488,0.4346014044824477,train-2,56.53985579176162
dense_ridge_ceiling,1,640,0.0049854120131994,0.3846521384154914,train-2,61.5347901344544
dense_ridge_ceiling,2,640,0.0057455895749958,0.4546386348854125,train-2,54.53613232149183
dense_ridge_ceiling,3,640,0.0070168892669111,0.4975691270902984,train-2,50.24309105093143
dense_ridge_ceiling,4,640,0.0082774885836151,0.5120042115704487,train-2,48.79957884292676
dense_ridge_ceiling,5,640,0.0102643760694468,0.652241972478258,train-2,34.77579591677199
dense_ridge_ceiling,6,640,0.0124520391252733,0.7761503455945401,train-2,22.384965440502103
dense_ridge_ceiling,7,640,0.0156971786419925,0.8378465558300559,train-2,16.215344416953993
dense_ridge_ceiling,8,640,0.0228832577336331,0.9906267663860508,train-2,0.9373233613550913
dense_ridge_ceiling,9,640,0.0387900133151439,0.9633498224548332,train-2,3.665017754492994
