run,checkpoint,offset,gate,shift_risk_improvement_vs_raw,toeplitz_risk_improvement_vs_shift,circular_risk_improvement_vs_shift,rank8_heldout_energy_mean,feature_coefficient_r2_mean,previous_flow_coefficient_r2_mean,overlap_fraction,decoder_ffn_reusable_denoiser_mac_fraction,control_tick_only_denoiser_speed_ceiling
train0_m1_v1,0,1,MECHANISM_GO,0.9389435031378328,0.3197467509248486,0.32363585960660657,0.7080980611722245,0.4405273420538762,0.9945567182557552,0.9,0.47982506377883066,1.9224301871684515
train0_m8_v1,0,8,BOUNDARY,0.6838239575234402,0.4191541410883294,0.4191541410883294,0.8535218921492381,0.5500247885121228,0.9969798811080022,0.2,0.10662779195085126,1.1193542747246343
train1_m1_v1,1,1,BOUNDARY,0.9386707893945705,0.31971688238826035,0.32167881497368456,0.6780956287989598,0.4437573494943452,0.9956552753700812,0.9,0.47982506377883066,1.9224301871684515
train1_m8_v1,1,8,BOUNDARY,0.6723958454988429,0.4269791670024663,0.4269791670024663,0.8309376787349159,0.482538253737248,0.9966812904807926,0.2,0.10662779195085126,1.1193542747246343
train2_m1_v1,2,1,MECHANISM_GO,0.9405493440126196,0.2984022205114364,0.3018148125172202,0.7199167546514695,0.5192848826417282,0.9958893194854148,0.9,0.47982506377883066,1.9224301871684515
train2_m8_v1,2,8,BOUNDARY,0.6735914475082166,0.41872539925908936,0.41872539925908936,0.8675184518109251,0.6171159212872156,0.9975282527689753,0.2,0.10662779195085126,1.1193542747246343
