category,layer,mode,method,capacity,delay,run_count,observation_count,mean_cosine_mean,mean_cosine_std,median_cosine_mean,median_cosine_std,mean_relative_l2_mean,mean_relative_l2_std,coverage_mean,coverage_std,cosine_gain_vs_recent
__all__,0,frame_centered_unit,instant_adaptive,64,0,30,480,1.0,0.0,1.0,5.642875308493207e-17,8.925811157035301e-19,5.5259546815280835e-18,1.0,0.0,0.0
__all__,0,frame_centered_unit,instant_adaptive,64,1,30,450,1.0,0.0,1.0,5.921189464667501e-17,1.03858138068454e-18,5.975758986854642e-18,1.0,0.0,0.0
__all__,0,frame_centered_unit,instant_adaptive,64,2,30,420,0.978602422378835,0.03365702612007182,0.9858849420984278,0.0257213886894766,0.1173931228873069,0.11961053990092985,0.946577380952381,0.11732939727352716,-0.02139757762116501
__all__,0,frame_centered_unit,instant_adaptive,64,4,30,360,0.9493119755986135,0.05710731053820144,0.9594725979575717,0.056001114821440566,0.2169040948280373,0.17682715662017184,0.8286458333333333,0.23098180299749202,0.050625053932084274
__all__,0,frame_centered_unit,instant_adaptive,64,8,30,240,0.9166983069869752,0.07273647240455673,0.9272977262880242,0.07483388763544267,0.30419326894416715,0.20960973390554075,0.6875,0.296902411015247,0.1256634200393213
__all__,0,frame_centered_unit,instant_oja,64,0,30,480,1.0,0.0,1.0,5.909613325609543e-17,2.091424422484605e-17,1.1395060000951834e-16,1.0,0.0,0.0
__all__,0,frame_centered_unit,instant_oja,64,1,30,450,1.0,0.0,1.0,6.10342239802965e-17,2.3877086886800016e-17,1.1958539212739743e-16,1.0,0.0,0.0
__all__,0,frame_centered_unit,instant_oja,64,2,30,420,0.9491123051556681,0.05945302761427481,0.9524725607876844,0.05992613738833211,0.2264650332905383,0.1954037686230308,0.8075892857142857,0.2958103897278092,-0.050887694844331866
__all__,0,frame_centered_unit,instant_oja,64,4,30,360,0.9414986606455604,0.06004452446521374,0.9458451825478028,0.059261538372948314,0.25501305685403947,0.19456678393671437,0.7644097222222223,0.3084083504056316,0.04281173897903123
__all__,0,frame_centered_unit,instant_oja,64,8,30,240,0.9450645719262467,0.05513798180190183,0.9496271238223071,0.053349589961881785,0.25034598216496373,0.18503711390071453,0.78046875,0.29259420502652506,0.15402968497859282
__all__,0,frame_centered_unit,recent_window,64,0,30,480,1.0,0.0,1.0,4.0539612963254114e-17,0.0,0.0,1.0,0.0,0.0
__all__,0,frame_centered_unit,recent_window,64,1,30,450,1.0,0.0,1.0,4.1869132231567334e-17,0.0,0.0,1.0,0.0,0.0
__all__,0,frame_centered_unit,recent_window,64,2,30,420,1.0,0.0,1.0,4.0539612963254114e-17,0.0,0.0,1.0,0.0,0.0
__all__,0,frame_centered_unit,recent_window,64,4,30,360,0.8986869216665292,0.11843918870156035,0.9059382796572922,0.11766686079751926,0.3317518597621079,0.27911819969543006,0.6581597222222222,0.3850739451570461,0.0
__all__,0,frame_centered_unit,recent_window,64,8,30,240,0.7910348869476539,0.17322097478884693,0.8008090457091949,0.17449798128636274,0.5309188555996535,0.34097075489463774,0.39765625,0.41248150408344064,0.0
__all__,0,frame_centered_unit,uniform_reservoir,64,0,30,480,0.9420937443530133,0.07271685726935176,0.9609281942523954,0.07622430284971152,0.17267485701675744,0.18824725276558804,0.8026041666666667,0.2384705816573026,-0.057906255646986704
__all__,0,frame_centered_unit,uniform_reservoir,64,1,30,450,0.9476967444005387,0.06432515982461301,0.967397958795898,0.06529334017701001,0.1654912746312665,0.17317892465569198,0.8209722222222222,0.2213972969963363,-0.05230325559946125
__all__,0,frame_centered_unit,uniform_reservoir,64,2,30,420,0.9481565137621847,0.06100315763821703,0.9678995219676361,0.06362453449810299,0.1692444301959807,0.16645282633983213,0.8193452380952381,0.2159248240017377,-0.05184348623781532
__all__,0,frame_centered_unit,uniform_reservoir,64,4,30,360,0.9426857580848137,0.06040865101163697,0.9662601217677342,0.06302912063214224,0.19112807033304258,0.16142509458825066,0.7994791666666666,0.2146787560891208,0.043998836418284504
__all__,0,frame_centered_unit,uniform_reservoir,64,8,30,240,0.9251426755681613,0.06751166228558844,0.9466442196556372,0.07174161561929186,0.24422048841399674,0.17399082817169545,0.7299479166666667,0.2381397576263283,0.13410778862050743
__all__,15,frame_centered_unit,instant_adaptive,64,0,30,480,1.0,0.0,1.0,3.654191330661934e-17,3.9568947776806973e-19,3.4049263153183722e-18,1.0,0.0,0.0
__all__,15,frame_centered_unit,instant_adaptive,64,1,30,450,1.0,0.0,1.0,3.7740325780024505e-17,4.823148004951206e-19,3.732843140558422e-18,1.0,0.0,0.0
__all__,15,frame_centered_unit,instant_adaptive,64,2,30,420,0.9762223631935695,0.03437520214938885,0.9855716118952054,0.026758862242904982,0.13104545464221332,0.11773484941672419,0.9430059523809524,0.11095753408097651,-0.023777636806430524
