protocol,split,candidate_class,method,landmark_mode,landmarks,pinv_rtol,density,records,aggregate_output_relative_l2,record_error_max,projected_attention_work_ratio_mean,arithmetic_speedup_upper_bound
prompt_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,24,0.33443531305532503,0.8131088319352067,0.13479663443288814,7.418582846724373
prompt_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,24,0.35314757087801374,1.0060232181163222,0.13479663443288814,7.418582846724373
prompt_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,24,0.34939930340992753,1.0280013159977501,0.16654266804111018,6.00446727413515
prompt_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,24,0.35346944786648593,1.0568179551677834,0.16654266804111018,6.00446727413515
prompt_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,24,0.2208997197504342,0.4217945423357369,0.25979664188346874,3.8491644570546373
prompt_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,24,0.2026587284383735,0.5235441094563825,0.25979664188346874,3.8491644570546373
prompt_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,24,0.23235614796993304,0.5735839021574483,0.3227926773543359,3.097963709078444
prompt_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,24,0.2020976335317389,0.5568703783937774,0.3227926773543359,3.097963709078444
prompt_holdout,test,deployable,nystrom_signed,segment,64,0.0001,0.0,24,1.132907532594139,1.9564774596138899,0.003907203907203907,255.9375
prompt_holdout,test,deployable,landmark_linear,segment,64,0.0001,0.0,24,1.1719562748178751,2.4366617015929757,0.003907203907203907,255.9375
prompt_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,24,1.0366680488289135,1.7726719118611947,0.7539072039072039,1.3264231921613086
prompt_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,24,0.3017674954660183,0.7281441740775939,0.1367502363864901,7.312601619011114
prompt_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,24,0.3087584688330663,0.7359857586424038,0.1367502363864901,7.312601619011114
prompt_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,24,0.3346798297802962,0.8839156655571713,0.20024230360293416,4.9939497399257196
prompt_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,24,0.33367862383486957,0.9167713563401978,0.20024230360293416,4.9939497399257196
prompt_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,24,0.20538450163640137,0.4510990097237609,0.2617502438370707,3.8204357915420357
prompt_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,24,0.17795346070557969,0.4235497277088879,0.2617502438370707,3.8204357915420357
prompt_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,24,0.22715108300166348,0.4958240447186482,0.38774231477880505,2.579032418915818
prompt_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,24,0.19450395822324743,0.487200905981229,0.38774231477880505,2.579032418915818
prompt_holdout,test,deployable,nystrom_signed,segment,128,0.0001,0.0,24,1.0665902526250082,1.9583833825384296,0.007814407814407814,127.96875
prompt_holdout,test,deployable,landmark_linear,segment,128,0.0001,0.0,24,1.1059165780003706,2.192792487709606,0.007814407814407814,127.96875
prompt_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,24,0.9701945652138811,1.6276033129891319,1.0078144078144078,0.9922461836685244
prompt_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,24,0.30234649531771446,0.7669936307697693,0.140657440293694,7.109471051883149
prompt_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,24,0.30392002747537616,0.8044563683651443,0.140657440293694,7.109471051883149
prompt_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,24,0.3267958324276952,0.7999199098861148,0.2676415747265821,3.7363402939979795
prompt_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,24,0.32322746851688344,0.8412646043404335,0.2676415747265821,3.7363402939979795
prompt_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,24,0.20803517600225416,0.48571655326923346,0.2656574477442746,3.7642460563071185
prompt_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,24,0.1800265519487372,0.46249926428809146,0.2656574477442746,3.7642460563071185
prompt_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,24,0.22455659322842464,0.45175175821379837,0.5176415896277433,1.9318385926431063
prompt_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,24,0.19051783343418768,0.45181404114037693,0.5176415896277433,1.9318385926431063
combination_holdout,calibration,deployable,nystrom_signed,segment,32,0.0001,0.0,12,1.65408795342088,4.882356481994298,0.0019536019536019536,511.875
combination_holdout,calibration,deployable,landmark_linear,segment,32,0.0001,0.0,12,1.0847836366563743,1.8071511859299212,0.0019536019536019536,511.875
combination_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,12,1.0183191457369123,1.807151387260819,0.626953601953602,1.5950143629193243
combination_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,12,0.6672963915209132,2.2591007400450045,0.13479663443288814,7.418582846724373
combination_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,12,0.5696460826253096,1.9356361331932257,0.13479663443288814,7.418582846724373
combination_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,12,0.3690556235966095,0.7213543061418629,0.16654266804111018,6.00446727413515
combination_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,12,0.2970617194222516,0.5767142577676496,0.16654266804111018,6.00446727413515
combination_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,12,0.47333728173942324,1.580421340316352,0.25982716691217433,3.8487122493161605
combination_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,12,0.3875336214793675,1.3817587762936696,0.25982716691217433,3.8487122493161605
combination_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,12,0.27130272161490193,0.4481290775401772,0.3228308336402179,3.097597552018405
combination_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,12,0.19286158930385228,0.35274882773015825,0.3228308336402179,3.097597552018405
combination_holdout,calibration,deployable,nystrom_signed,segment,64,0.0001,0.0,12,0.9832614611250257,1.6810041164590586,0.003907203907203907,255.9375
combination_holdout,calibration,deployable,landmark_linear,segment,64,0.0001,0.0,12,1.010577717909216,1.6853505323928542,0.003907203907203907,255.9375
combination_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,12,0.9352312937413384,1.679634972697001,0.7539072039072039,1.3264231921613086
combination_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,12,0.3500330428187727,0.7256233386496606,0.1367502363864901,7.312601619011114
combination_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,12,0.2944459254294383,0.6352593401303283,0.1367502363864901,7.312601619011114
combination_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,12,0.35698857700643927,0.6235501219766983,0.20024230360293416,4.9939497399257196
combination_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,12,0.285315934943855,0.4928473329741283,0.20024230360293416,4.9939497399257196
combination_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,12,0.2632012910622646,0.5464884745563447,0.2617807688657763,3.8199903084276343
combination_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,12,0.2047144826022356,0.4806846695282254,0.2617807688657763,3.8199903084276343
combination_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,12,0.265666322640734,0.41820872079367577,0.38778810232186345,2.5787279032351584
combination_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,12,0.18688860333198445,0.3423230355618054,0.38778810232186345,2.5787279032351584
combination_holdout,calibration,deployable,nystrom_signed,segment,128,0.0001,0.0,12,1.0550547579428686,2.0011605407412354,0.007814407814407814,127.96875
combination_holdout,calibration,deployable,landmark_linear,segment,128,0.0001,0.0,12,0.9347078933564488,1.5386541534686975,0.007814407814407814,127.96875
combination_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,12,0.8554794512642085,1.3043647850942544,1.0078144078144078,0.9922461836685244
combination_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,12,0.39556288491230274,0.953714959332094,0.140657440293694,7.109471051883149
combination_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,12,0.33550917017614673,0.8510693029261046,0.140657440293694,7.109471051883149
combination_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,12,0.35045800734999244,0.5530742014114031,0.2676415747265821,3.7363402939979795
combination_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,12,0.27886223774852037,0.4386097202833363,0.2676415747265821,3.7363402939979795
combination_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,12,0.29798570003850416,0.7337387315545492,0.2656879727729802,3.763813580129426
combination_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,12,0.23525072611946382,0.6543262415185775,0.2656879727729802,3.763813580129426
combination_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,12,0.26297863067712823,0.4181413750802773,0.5177026396851545,1.9316107806754839
combination_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,12,0.18362503154588822,0.3424583989023835,0.5177026396851545,1.9316107806754839
combination_holdout,validation,deployable,nystrom_signed,segment,32,0.0001,0.0,24,1.2305529110241933,3.0081914639057246,0.0019536019536019536,511.875
combination_holdout,validation,deployable,landmark_linear,segment,32,0.0001,0.0,24,1.2354307635461017,2.7037638250089158,0.0019536019536019536,511.875
combination_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,24,1.1360486420459335,1.919348522727703,0.626953601953602,1.5950143629193243
combination_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,24,0.32800683837943523,0.8131088319352067,0.1347457593850455,7.421383831029737
combination_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,24,0.33642470577110856,1.0060232181163222,0.1347457593850455,7.421383831029737
combination_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,24,0.331524431595556,0.8116034780466399,0.16647907423130684,6.006760937477314
combination_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,24,0.3252996071381112,0.7537731900552733,0.16647907423130684,6.006760937477314
combination_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,24,0.2148884654805096,0.5003637033855542,0.25972541681648903,3.8502200218107943
combination_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,24,0.19994539388678698,0.5235441094563825,0.25972541681648903,3.8502200218107943
combination_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,24,0.22254988551858787,0.5048951596661935,0.32270364602061125,3.0988184122844693
combination_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,24,0.19548258162763688,0.38955302651235924,0.32270364602061125,3.0988184122844693
combination_holdout,validation,deployable,nystrom_signed,segment,64,0.0001,0.0,24,1.1702737903674583,2.339762205706762,0.003907203907203907,255.9375
combination_holdout,validation,deployable,landmark_linear,segment,64,0.0001,0.0,24,1.1688581494714656,2.4366617015929757,0.003907203907203907,255.9375
combination_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,24,1.0553178215473804,1.8520726015150104,0.7539072039072039,1.3264231921613086
combination_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,24,0.29812123473899077,0.8202833769347461,0.13669936133864743,7.315323131047296
combination_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,24,0.29342514979998097,0.5777413466683984,0.13669936133864743,7.315323131047296
combination_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,24,0.3213864869031251,0.7341779302989055,0.20016599103117017,4.995853665492448
combination_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,24,0.31213508734870793,0.7053810911026964,0.20016599103117017,4.995853665492448
combination_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,24,0.20334190767116955,0.5706188547978598,0.261679018770091,3.821475656321502
combination_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,24,0.17422015495986098,0.33528857151858277,0.261679018770091,3.821475656321502
combination_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,24,0.2199500473476768,0.46297384183732987,0.38763547717833546,2.5797432352662093
combination_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,24,0.19222696194072691,0.386092083555127,0.38763547717833546,2.5797432352662093
combination_holdout,validation,deployable,nystrom_signed,segment,128,0.0001,0.0,24,1.1140166853259186,2.941331240460754,0.007814407814407814,127.96875
combination_holdout,validation,deployable,landmark_linear,segment,128,0.0001,0.0,24,1.0967557224937665,2.192792487709606,0.007814407814407814,127.96875
combination_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,24,0.9461789673329364,1.5827549057703303,1.0078144078144078,0.9922461836685244
combination_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,24,0.2888652083310054,0.6218758805345097,0.14060656524585133,7.112043440158677
combination_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,24,0.2836928361896192,0.5806645119947718,0.14060656524585133,7.112043440158677
combination_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,24,0.31288299227263516,0.6659147456050479,0.2675398246308968,3.737761289855144
combination_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,24,0.302618791818434,0.683242535498702,0.2675398246308968,3.737761289855144
combination_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,24,0.19533227079865303,0.4053412732081341,0.26558622267729487,3.7652555539941064
combination_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,24,0.17441866127078237,0.3361457228963738,0.26558622267729487,3.7652555539941064
combination_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,24,0.21735572070775747,0.42977664892786377,0.5174991394937839,1.9323703629308389
combination_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,24,0.18928258409379536,0.37999594595589054,0.5174991394937839,1.9323703629308389
combination_holdout,test,deployable,nystrom_signed,segment,32,0.0001,0.0,12,1.1439705002403753,2.0726005315376574,0.0019536019536019536,511.875
combination_holdout,test,deployable,landmark_linear,segment,32,0.0001,0.0,12,1.2299555784465739,2.705817655647287,0.0019536019536019536,511.875
combination_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,12,1.087223762940085,1.817272613902942,0.626953601953602,1.5950143629193243
combination_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,12,0.3568941595753956,0.726271781430043,0.13479663443288814,7.418582846724373
combination_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,12,0.3404753321014753,0.804032294770621,0.13479663443288814,7.418582846724373
combination_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,12,0.4000870429717139,1.0280013159977501,0.16654266804111018,6.00446727413515
combination_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,12,0.37015969278040894,1.0568179551677834,0.16654266804111018,6.00446727413515
combination_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,12,0.23897133081657795,0.4161673958870473,0.25980681689303725,3.8490137093350443
combination_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,12,0.19567357967415716,0.4298814447238337,0.25980681689303725,3.8490137093350443
combination_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,12,0.2644316986789184,0.5735839021574483,0.3228053961162966,3.097841647107199
combination_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,12,0.21090844969587824,0.5568703783937774,0.3228053961162966,3.097841647107199
combination_holdout,test,deployable,nystrom_signed,segment,64,0.0001,0.0,12,1.0429633043982136,1.7797256203553538,0.003907203907203907,255.9375
combination_holdout,test,deployable,landmark_linear,segment,64,0.0001,0.0,12,1.1558398808701347,2.345926548467679,0.003907203907203907,255.9375
combination_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,12,0.993405790666748,1.7726719118611947,0.7539072039072039,1.3264231921613086
combination_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,12,0.3361494989590017,0.7281441740775939,0.1367502363864901,7.312601619011114
combination_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,12,0.312241174719274,0.7359857586424038,0.1367502363864901,7.312601619011114
combination_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,12,0.378116171348675,0.8839156655571713,0.20024230360293416,4.9939497399257196
combination_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,12,0.3443857169241854,0.9167713563401978,0.20024230360293416,4.9939497399257196
combination_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,12,0.23044652427886206,0.4510990097237609,0.2617604188466392,3.820287285626183
combination_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,12,0.18677055576801052,0.4235497277088879,0.2617604188466392,3.820287285626183
combination_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,12,0.25501193955069157,0.4958240447186482,0.38775757729315785,2.578930905698243
combination_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,12,0.19883503266417762,0.487200905981229,0.38775757729315785,2.578930905698243
combination_holdout,test,deployable,nystrom_signed,segment,128,0.0001,0.0,12,1.0285936555600057,1.946359573066502,0.007814407814407814,127.96875
combination_holdout,test,deployable,landmark_linear,segment,128,0.0001,0.0,12,1.09669519073339,2.0926079777944895,0.007814407814407814,127.96875
combination_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,12,0.9375889020363684,1.6276033129891319,1.0078144078144078,0.9922461836685244
combination_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,12,0.3372682562409131,0.7669936307697693,0.140657440293694,7.109471051883149
combination_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,12,0.31822274351249213,0.8044563683651443,0.140657440293694,7.109471051883149
combination_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,12,0.3663475415679075,0.7999199098861148,0.2676415747265821,3.7363402939979795
combination_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,12,0.3311432109788709,0.8412646043404335,0.2676415747265821,3.7363402939979795
combination_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,12,0.23218342148545523,0.48571655326923346,0.2656676227538431,3.7641018865387283
combination_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,12,0.1891991074506314,0.46249926428809146,0.2656676227538431,3.7641018865387283
combination_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,12,0.2502325546926343,0.45175175821379837,0.5176619396468803,1.9317626493501596
combination_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,12,0.19303232854712285,0.45181404114037693,0.5176619396468803,1.9317626493501596
