video,steps,frame_ssim_mean,frame_psnr_mean_db,pixel_psnr_db
step4.mp4,4.0,0.2141593044708669,10.607301031316958,10.605134317985778
step6.mp4,6.0,0.1736574733909687,10.349561569523466,10.344761871429403
step8.mp4,8.0,0.2043101245377354,10.968237231184297,10.961280889468116
step12.mp4,12.0,0.3137232232810719,13.035814108383589,13.010392137322082
step20.mp4,20.0,1.0,inf,inf
