model_variant,split,route,rank,records,content_output_relative_l2,post_adaptive_rank16_output_relative_l2,post_adaptive_rank16_worst_record_relative_l2,post_adaptive_rank16_p95_record_relative_l2,post_adaptive_rank16_worst_tile_relative_l2,rank_required_for_1pct_record_gate_mean,rank_required_for_1pct_record_gate_max,oracle_aggregate_gate,oracle_worst_gate
calibration_frozen,calibration,oracle_trajectory_width_family,32,24,0.07457593282002069,0.016471662278122263,0.03535205444355239,0.03164017043563168,0.03332982997021438,24.75,56,False,False
calibration_frozen,calibration,oracle_trajectory_width_fixed64,32,24,0.09170157130548914,0.02614205577757828,0.053592272358253555,0.049995559898695266,0.04458021384036398,38.125,73,False,False
calibration_frozen,calibration,oracle_trajectory_width_semantic64,32,24,0.06928030992398508,0.01786055088044949,0.0374976071689886,0.03109135731662741,0.03332982997021438,26.583333333333332,57,False,False
calibration_frozen,calibration,oracle_trajectory_width_value64,32,24,0.06484382994099087,0.018077090925157354,0.03805865140421692,0.03275591394799004,0.03613272270405278,27.291666666666668,57,False,False
calibration_frozen,calibration,proxy_fixed64_qk,32,24,0.09170157130548914,0.02614205577757828,0.053592272358253555,0.049995559898695266,0.04458021384036398,38.125,73,False,False
calibration_frozen,calibration,proxy_svg2_style_semantic64,32,24,0.06928030992398508,0.01786055088044949,0.0374976071689886,0.03109135731662741,0.03332982997021438,26.583333333333332,57,False,False
calibration_frozen,calibration,proxy_value_aware_semantic64,32,24,0.06484382994099087,0.018077090925157354,0.03805865140421692,0.03275591394799004,0.03613272270405278,27.291666666666668,57,False,False
calibration_frozen,test,oracle_trajectory_width_family,32,12,0.10020504788411747,0.020789502402732203,0.03422724787842734,0.03422724787842734,0.03242264099079292,32.583333333333336,55,False,False
calibration_frozen,test,oracle_trajectory_width_fixed64,32,12,0.0938865780147704,0.029562763753191387,0.05339318810006012,0.05339318810006012,0.04018551661088279,46.583333333333336,66,False,False
calibration_frozen,test,oracle_trajectory_width_semantic64,32,12,0.10975572100080457,0.02161511613995457,0.033662857996740916,0.033662857996740916,0.032775465740446395,32.75,52,False,False
calibration_frozen,test,oracle_trajectory_width_value64,32,12,0.1001403976582094,0.023162535871716194,0.03748491446361543,0.03748491446361543,0.0367343068248134,34.5,57,False,False
calibration_frozen,test,proxy_fixed64_qk,32,12,0.0938865780147704,0.029562763753191387,0.05339318810006012,0.05339318810006012,0.04018551661088279,46.583333333333336,66,False,False
calibration_frozen,test,proxy_svg2_style_semantic64,32,12,0.10975572100080457,0.02161511613995457,0.033662857996740916,0.033662857996740916,0.032775465740446395,32.75,52,False,False
calibration_frozen,test,proxy_value_aware_semantic64,32,12,0.1001403976582094,0.023162535871716194,0.03748491446361543,0.03748491446361543,0.0367343068248134,34.5,57,False,False
calibration_frozen,validation,oracle_trajectory_width_family,32,12,0.08708497481091418,0.021014655190348064,0.040190361648876904,0.040190361648876904,0.03523428583574214,30.75,61,False,False
calibration_frozen,validation,oracle_trajectory_width_fixed64,32,12,0.09492876219879212,0.02691395877463426,0.05693092840127475,0.05693092840127475,0.042003750368562735,41.916666666666664,69,False,False
calibration_frozen,validation,oracle_trajectory_width_semantic64,32,12,0.12853845552449425,0.027966121460484397,0.05528302584310337,0.05528302584310337,0.054323957063114,33.416666666666664,64,False,False
calibration_frozen,validation,oracle_trajectory_width_value64,32,12,0.1048120583558801,0.026167391598497347,0.05322297459667984,0.05322297459667984,0.053108835058303536,33.333333333333336,66,False,False
calibration_frozen,validation,proxy_fixed64_qk,32,12,0.09492876219879212,0.02691395877463426,0.05693092840127475,0.05693092840127475,0.042003750368562735,41.916666666666664,69,False,False
calibration_frozen,validation,proxy_svg2_style_semantic64,32,12,0.12853845552449425,0.027966121460484397,0.05528302584310337,0.05528302584310337,0.054323957063114,33.416666666666664,64,False,False
calibration_frozen,validation,proxy_value_aware_semantic64,32,12,0.1048120583558801,0.026167391598497347,0.05322297459667984,0.05322297459667984,0.053108835058303536,33.333333333333336,66,False,False
transductive_capacity,transductive_fit,oracle_trajectory_width_family,32,48,0.08385491970318736,0.018465868336815135,0.038406948908246995,0.03450559877609793,0.03382787697086282,27.8125,60,False,False
transductive_capacity,transductive_fit,oracle_trajectory_width_fixed64,32,48,0.09235716462611418,0.026955955185604976,0.05609460186728284,0.0517124393095311,0.04631150468891991,40.541666666666664,74,False,False
transductive_capacity,transductive_fit,oracle_trajectory_width_semantic64,32,48,0.09463127842073527,0.021115722113425894,0.054796212981529265,0.035392698877966804,0.05442701014271938,29.729166666666668,64,False,False
transductive_capacity,transductive_fit,oracle_trajectory_width_value64,32,48,0.0830128050944668,0.02110547510531127,0.052991292789722054,0.03678618234110271,0.05295065162233485,30.291666666666668,66,False,False
transductive_capacity,transductive_fit,proxy_fixed64_qk,32,48,0.09235716462611418,0.026955955185604976,0.05609460186728284,0.0517124393095311,0.04631150468891991,40.541666666666664,74,False,False
transductive_capacity,transductive_fit,proxy_svg2_style_semantic64,32,48,0.09463127842073527,0.021115722113425894,0.054796212981529265,0.035392698877966804,0.05442701014271938,29.729166666666668,64,False,False
transductive_capacity,transductive_fit,proxy_value_aware_semantic64,32,48,0.0830128050944668,0.02110547510531127,0.052991292789722054,0.03678618234110271,0.05295065162233485,30.291666666666668,66,False,False
