sample_id,cell,layer,sampling_step,head,tile_index,query_start,density,rank,discrete_screen_output_relative_l2,discrete_recomputed_output_relative_l2,restart,solution_kind,initial_fractional_output_relative_l2,fractional_output_relative_l2,thresholded_hard_output_relative_l2,weight_sum,weight_effective_atoms,weight_near_binary_fraction,weight_dynamic_scalars,weighted_topk_1x_output_relative_l2,weighted_topk_1p25x_output_relative_l2,weighted_topk_1p5x_output_relative_l2,weighted_topk_1p75x_output_relative_l2,weighted_topk_2x_output_relative_l2,weighted_topk_2p25x_output_relative_l2,weighted_topk_2p5x_output_relative_l2,weighted_topk_2p75x_output_relative_l2,weighted_topk_3x_output_relative_l2,weighted_topk_3p25x_output_relative_l2,weighted_topk_3p5x_output_relative_l2,weighted_topk_3p75x_output_relative_l2,weighted_topk_4x_output_relative_l2,refit_weighted_topk_1x_output_relative_l2,refit_weighted_topk_1p25x_output_relative_l2,refit_weighted_topk_1p5x_output_relative_l2,refit_weighted_topk_1p75x_output_relative_l2,refit_weighted_topk_2x_output_relative_l2,refit_weighted_topk_2p25x_output_relative_l2,refit_weighted_topk_2p5x_output_relative_l2,refit_weighted_topk_2p75x_output_relative_l2,refit_weighted_topk_3x_output_relative_l2,refit_weighted_topk_3p25x_output_relative_l2,refit_weighted_topk_3p5x_output_relative_l2,refit_weighted_topk_3p75x_output_relative_l2,refit_weighted_topk_4x_output_relative_l2,oracle_access,deployability
s01_p01_seed20260740,layer14_step00_early,14,0,2,1,16320,0.25,16,0.052802265591410415,0.052802265591410415,0,fractional_relaxation,0.051501100823236425,0.0032059627157141977,0.045187396031819385,512.000244140625,1650.361083984375,0.0693359375,2048,0.04612958401683157,0.037874935409899585,0.03158351829174391,0.025139910892687564,0.02072763048661532,0.01593307581883191,0.012555790909418205,0.009688808228487136,0.007305255764106481,0.005304204118858596,0.0039034140560487503,0.0033464333304679167,0.003205958209821584,0.03379937092014003,0.026577794912833595,0.021005616688843955,0.01616144601594829,0.012879702329422826,0.009514199775107009,0.007078779546712629,0.0053806188345723255,0.004203998487667495,0.003542268110647853,0.0031834153546192443,0.0027849697557302718,6.471084187129651e-05,worst-record selection and all fractional tile weights inspect heldout dense AV,nondeployable continuous upper bound; thresholded_hard is diagnostic only
s01_p01_seed20260740,layer14_step09_middle,14,9,2,1,16320,0.25,16,0.04648058069552774,0.04648058069552774,0,fractional_relaxation,0.04585970350063365,0.0016480719969872008,0.22401603716132262,511.99993896484375,1118.581787109375,0.35791015625,2048,0.22560658123841731,0.17873558894884464,0.10717165782119664,0.05013183712184691,0.02240335981991344,0.010691712017709415,0.004267873149730392,0.0017134944333564988,0.0016542027340251454,0.001650184016677051,0.0016488828909664184,0.0016482471514650053,0.0016480715010066106,0.193390072902766,0.14776369004848755,0.07778984485101754,0.02988373638084694,0.009490881938472641,0.00426111878763884,0.0017878832385138917,0.0011887784921356412,0.0008392624922871576,0.0005893382888488758,0.00044556774239335676,0.00031604846623171007,0.0002402964795574532,worst-record selection and all fractional tile weights inspect heldout dense AV,nondeployable continuous upper bound; thresholded_hard is diagnostic only
s00_p00_seed20260740,layer14_step19_late,14,19,2,1,16320,0.25,16,0.045810265998398096,0.045810265998398096,0,fractional_relaxation,0.04526790776025538,0.002011674915980057,0.30627764236897326,512.0000610351562,1088.0662841796875,0.3623046875,2048,0.30507775650247376,0.29780268116941166,0.2754676459397823,0.07385916223922083,0.014148384466103833,0.005138053970319012,0.0023367319069168275,0.0020674044980452506,0.002033038163694256,0.0020204543453908345,0.0020149264004576477,0.0020127863094327966,0.0020116726273139763,0.2768133244395538,0.2659073804143779,0.23827540346775747,0.047359346823710624,0.004723980652969147,0.0023091466554199963,0.0018750585851852616,0.0015686343186993316,0.0013490143938242423,0.0010809798098829354,0.0008440045418695512,0.0007224933409761388,0.0005058062098625144,worst-record selection and all fractional tile weights inspect heldout dense AV,nondeployable continuous upper bound; thresholded_hard is diagnostic only
