category,layer,mode,method,capacity,delay,run_count,observation_count,mean_cosine_mean,mean_cosine_std,median_cosine_mean,median_cosine_std,mean_relative_l2_mean,mean_relative_l2_std,coverage_mean,coverage_std,cosine_gain_vs_recent
__all__,8,frame_centered_unit,instant_adaptive,8,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,instant_adaptive,8,1,1,7,0.9996758611995414,0.0002361267269985666,0.9996998096488089,0.00022453216683299306,0.02220908302919213,0.012049442605649954,1.0,0.0,-0.00032413880045856214
__all__,8,frame_centered_unit,instant_adaptive,8,2,1,6,0.9997794266523853,7.837991022540053e-05,0.9997943068257068,7.196629439476522e-05,0.02057993455465913,0.00343787625093492,1.0,0.0,0.0005488009744923916
__all__,8,frame_centered_unit,instant_adaptive,8,4,1,4,0.9982110001636754,0.0003607669229844316,0.9983867312198162,0.0002966227261713525,0.05897764295695756,0.005826734991026896,1.0,0.0,0.002132241687490155
__all__,8,frame_centered_unit,instant_oja,8,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,instant_oja,8,1,1,7,0.9993853752692174,0.00025905285960940765,0.9994187519897803,0.0002475219138844757,0.03219136343956912,0.013262472835539796,1.0,0.0,-0.0006146247307825536
__all__,8,frame_centered_unit,instant_oja,8,2,1,6,0.9986345079196818,0.0008545389074146447,0.9986947529386764,0.0008300873712103174,0.046886482217058545,0.021901433196138798,1.0,0.0,-0.0005961177582111121
__all__,8,frame_centered_unit,instant_oja,8,4,1,4,0.9990192193722838,0.0007377223088968111,0.9990822164276509,0.0006537904525879842,0.04030237909812784,0.016251270738944792,1.0,0.0,0.0029404608960985623
__all__,8,frame_centered_unit,recent_window,8,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,recent_window,8,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
