topology,method,quantization,cell_count,visual_mean,visual_p95,visual_worst,visual_worst_head,full_mean,full_p95,full_worst,member_key_mean,member_value_mean,state_byte_ratio,attention_arithmetic_ratio
flat_contiguous_4,centroid,fp32,3,0.5432252387205759,0.690812087059021,0.6908621788024902,0.9261997938156128,0.061032808075348534,0.09654573313891887,0.10223448276519775,0.1149350752433141,0.7127586205800375,2.0,4.0
flat_contiguous_4,centroid,symmetric_int8,3,0.554114987452825,0.6936408817768097,0.6940679550170898,1.0041877031326294,0.06221303467949232,0.09670553654432296,0.10241404175758362,0.11710831460853417,0.7128348151842753,7.876923076923077,4.0
flat_contiguous_4,independent_secant,fp32,3,0.27147507667541504,0.3857897311449051,0.3922044038772583,0.6561698317527771,0.03393435788651308,0.05922953747212886,0.06327684223651886,0.07641228629897039,0.4808630744616191,0.9922480620155039,2.0
flat_contiguous_4,independent_secant,symmetric_int8,3,0.30409009754657745,0.4076234936714172,0.41632720828056335,0.8954557180404663,0.03735950278739134,0.060008323192596434,0.06382085382938385,0.07964854718496402,0.4809957245985667,3.8208955223880596,2.0
flat_contiguous_4,joint_secant,fp32,3,0.23253406584262848,0.2957938998937607,0.29885345697402954,0.6532683372497559,0.030151451006531715,0.05034705717116594,0.05326780304312706,0.07775670103728771,0.49766071637471515,0.9961089494163424,2.0
flat_contiguous_4,joint_secant,symmetric_int8,3,0.26808027923107147,0.30553567707538604,0.3095828890800476,0.776395320892334,0.03392657513419787,0.05092803705483675,0.053910672664642334,0.0809019406636556,0.49778510133425397,3.878787878787879,2.0
flat_contiguous_4,key_secant,fp32,3,0.21023345241943994,0.2884698137640953,0.29275602102279663,0.6852788329124451,0.030513021474083264,0.053683764301240444,0.05756644532084465,0.07641228629897039,0.5294441084067026,0.9961089494163424,2.0
flat_contiguous_4,key_secant,symmetric_int8,3,0.2502143830060959,0.3293120414018631,0.33798304200172424,1.0871652364730835,0.03391625421742598,0.05475740637630224,0.05802982673048973,0.07964854718496402,0.529557446638743,3.878787878787879,2.0
spatial_2x2,centroid,fp32,3,0.49619904657204944,0.6490269899368286,0.6514130234718323,0.9235525727272034,0.058787850042184196,0.09438212960958481,0.09988176077604294,0.11792094446718693,0.6870910922686259,2.0,4.0
spatial_2x2,centroid,symmetric_int8,3,0.524475023150444,0.7136902272701263,0.723821759223938,0.9898577928543091,0.06067873661716779,0.09445745088160037,0.09996607154607773,0.11994533364971478,0.687171459197998,7.876923076923077,4.0
spatial_2x2,independent_secant,fp32,3,0.27700690428415936,0.38953669667243956,0.39740490913391113,0.6308825016021729,0.03409715803960959,0.05735772158950567,0.06113184988498688,0.07718701257059972,0.4575020869572957,0.9922480620155039,2.0
spatial_2x2,independent_secant,symmetric_int8,3,0.4036046713590622,0.6586621612310409,0.6964901089668274,1.3009798526763916,0.037506684040029846,0.058433479629457,0.06192222237586975,0.08027875889092684,0.45764105518658954,3.8208955223880596,2.0
spatial_2x2,joint_secant,fp32,3,0.2949584871530533,0.3625957667827606,0.3707171082496643,0.6288520693778992,0.029091996451218922,0.04776917323470115,0.0504327267408371,0.0792140190800031,0.4803917507330577,0.9961089494163424,2.0
spatial_2x2,joint_secant,symmetric_int8,3,0.37404317160447437,0.6094810545444488,0.6450626254081726,1.4000869989395142,0.032888224348425865,0.04838845673948526,0.05109774321317673,0.0821779587616523,0.4805170198281606,3.878787878787879,2.0
spatial_2x2,key_secant,fp32,3,0.24908914417028427,0.36406923830509186,0.3752453625202179,0.5870072841644287,0.031744215016563736,0.05324862487614154,0.056788019835948944,0.07718701257059972,0.5171327392260233,0.9961089494163424,2.0
spatial_2x2,key_secant,symmetric_int8,3,0.3755719910065333,0.6404300779104233,0.6824469566345215,1.4107996225357056,0.0351154680053393,0.054431863687932486,0.05756694823503494,0.08027875889092684,0.5172446072101593,3.878787878787879,2.0
