method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
fp8_middle1,2,2,1.0085772817887038,0.9978439941897662,5.994006835491746,0.9472127024642132,0.9291821401991099,0.9436645630705471,30.867466021160826,0.0,0.0,21534.474609375
hybrid_middle1,2,2,0.9826757720908577,0.9654181830412473,6.151949455990689,0.9482110866091078,0.9300488708675063,0.9441738117631443,31.11060012138016,0.0,120.0,21536.349609375
