video,video_id,start_fraction,start_frame,total_frames,fps,screen_frames,screen_stride,formal_frames,formal_stride,raw_change,max_raw_change,aligned_change,alignment_gain,mean_shift_normalized,max_shift_normalized,mean_phase_response,max_cut_score,mean_cut_score,score_static,score_camera_motion,score_object_motion,score_scene_cut,score_high_change,category,category_score,run_name
/home/wangmeiqi/.cache/huggingface/videomme/data/NagvWwLvRik.mp4,NagvWwLvRik,0.5,52018,104098,29.97,8,8,16,4,0.09296905515449387,0.23615068197250366,0.06442165321537427,0.3070634835610642,0.06369127453427254,0.40890827830595017,0.7592305098290718,0.22025109558480402,0.06359204020916565,0.23774373259052928,0.7980501392757661,0.5884401114206128,0.6493036211699164,0.7655988857938719,camera_motion,0.7980501392757661,camera_motion_NagvWwLvRik_f0052018
/home/wangmeiqi/.cache/huggingface/videomme/data/p9uIBCDhyr0.mp4,p9uIBCDhyr0,0.5,5685,11431,25.0,8,8,16,4,0.04775187386465924,0.27812460064888,0.031120305814381157,0.3482914219746875,0.04736664353459553,0.3300091497528386,0.8687615639397076,0.33041951081764054,0.06189380156559696,0.3844011142061281,0.7944289693593315,0.35626740947075214,0.7256267409470751,0.5229805013927576,camera_motion,0.7944289693593315,camera_motion_p9uIBCDhyr0_f0005685
/home/wangmeiqi/.cache/huggingface/videomme/data/VmNBt1tzC6k.mp4,VmNBt1tzC6k,0.85,2270,2731,29.97,8,8,16,4,0.09743912012449332,0.26225364208221436,0.061799007068787305,0.3657680099139888,0.06533298565472334,0.34845357593226334,0.6507091688820058,0.27130858872435704,0.08069756355617638,0.20919220055710303,0.7888579387186629,0.5610027855153203,0.7105849582172703,0.7714484679665738,camera_motion,0.7888579387186629,camera_motion_VmNBt1tzC6k_f0002270
/home/wangmeiqi/.cache/huggingface/videomme/data/iZYLeIJwe4w.mp4,iZYLeIJwe4w,0.15,323,2217,25.0,8,8,16,4,0.12250981799193791,0.14703798294067383,0.12334680982998439,-0.006832038866481339,0.002360561934637233,0.003441879558973574,0.2409163415284147,0.09060948528747845,0.0637446665910507,0.23718662952646236,0.335933147632312,0.8176880222841226,0.4913649025069638,0.8671309192200557,object_motion,0.8176880222841226,object_motion_iZYLeIJwe4w_f0000323
/home/wangmeiqi/.cache/huggingface/videomme/data/KlbDo9o5SC8.mp4,KlbDo9o5SC8,0.5,11302,22665,30.0,8,8,16,4,0.12920295872858592,0.17242732644081116,0.12589807116559573,0.02557903933092353,0.025234744456015205,0.1409100172909257,0.2428195560794501,0.0811644338616665,0.04871919133228354,0.2274373259052925,0.5061281337047354,0.8072423398328692,0.4955431754874652,0.8784122562674095,object_motion,0.8072423398328692,object_motion_KlbDo9o5SC8_f0011302
/home/wangmeiqi/.cache/huggingface/videomme/data/ooqdg9Wr-mo.mp4,ooqdg9Wr-mo,0.85,12311,14545,29.97,8,8,16,4,0.14482059782104834,0.35228461027145386,0.14808140375784465,-0.022516175087369958,0.00363628209695181,0.011146930507023377,0.5622485150243082,0.27978234302409266,0.11033458568456031,0.09791086350974933,0.39805013927576605,0.8005571030640669,0.7671309192200557,0.9601671309192201,object_motion,0.8005571030640669,object_motion_ooqdg9Wr-mo_f0012311
/home/wangmeiqi/.cache/huggingface/videomme/data/fJ-hp5Jlbv0.mp4,fJ-hp5Jlbv0,0.5,338,738,25.0,8,8,16,4,0.13600273323910578,0.1863677203655243,0.1421283408999443,-0.045040327609218896,0.2931225987421629,1.6639953558820448,0.17704278220319086,0.3254465717258497,0.2003896121817889,0.16490250696378833,0.5785515320334262,0.7930362116991643,0.6997214484679666,0.9044568245125347,object_motion,0.7930362116991643,object_motion_fJ-hp5Jlbv0_f0000338
/home/wangmeiqi/.cache/huggingface/videomme/data/QhL6ICNQ_So.mp4,QhL6ICNQ_So,0.5,662,1386,23.97602628021582,8,8,16,4,0.16782997122832707,0.2245446890592575,0.16719565114804677,0.003779539945325574,0.29768883332849755,1.2350229852674022,0.08591691314405392,0.32835544968459923,0.18875766539419128,0.11211699164345407,0.6214484679665738,0.7889972144846797,0.7298050139275766,0.9456824512534819,object_motion,0.7889972144846797,object_motion_QhL6ICNQ_So_f0000662
/home/wangmeiqi/.cache/huggingface/videomme/data/40BlVzjxu-I.mp4,40BlVzjxu-I,0.85,2674,3207,29.97002997002997,8,8,16,4,0.13742942895208085,0.21080389618873596,0.1421444011586053,-0.03430831549309918,0.002483897546982248,0.006301932775485662,0.4011077952334687,0.3308152447560249,0.14034042065938448,0.14986072423398328,0.3403899721448468,0.787883008356546,0.7250696378830084,0.9151810584958218,object_motion,0.787883008356546,object_motion_40BlVzjxu-I_f0002674
/home/wangmeiqi/.cache/huggingface/videomme/data/uhYiRmGURwE.mp4,uhYiRmGURwE,0.85,17868,21082,29.97002997002997,8,8,16,4,0.22469223397118704,0.3965473473072052,0.20763991879565374,0.07589187607489792,0.13758203321237142,0.3344982690541006,0.36643360436539213,0.31428373262741105,0.17008101207657203,0.05376044568245126,0.6969359331476324,0.7717270194986072,0.796100278551532,0.996657381615599,high_change,0.996657381615599,high_change_uhYiRmGURwE_f0017868
/home/wangmeiqi/.cache/huggingface/videomme/data/8np5YKYx3sU.mp4,8np5YKYx3sU,0.85,1899,2295,23.976023976023978,8,8,16,4,0.18800649046897888,0.28028833866119385,0.18786456542355673,0.0007548943925718932,0.1457115587418814,0.39942807875432457,0.11727985444049985,0.6304301015929273,0.336195813194306,0.038300835654596105,0.6111420612813371,0.744707520891365,0.9289693593314763,0.9745125348189416,high_change,0.9745125348189416,high_change_8np5YKYx3sU_f0001899
/home/wangmeiqi/.cache/huggingface/videomme/data/Huj-zXv4DEw.mp4,Huj-zXv4DEw,0.85,16195,19114,29.97002997002997,8,8,16,4,0.16269093645470484,0.3108481466770172,0.151116315807615,0.07114484002194155,0.06701480927749227,0.39698835979148867,0.28775585423563677,0.39282896484499036,0.22724440544145422,0.06866295264623953,0.6498607242339832,0.7428969359331477,0.8270194986072422,0.9692200557103063,high_change,0.9692200557103063,high_change_Huj-zXv4DEw_f0016195
/home/wangmeiqi/.cache/huggingface/videomme/data/LCfBYE97rFk.mp4,LCfBYE97rFk,0.85,50015,58902,23.976023976023978,8,8,16,4,0.1553746536374092,0.32260942459106445,0.13357198344809668,0.1403232102463278,0.07768542854282356,0.39905308225702596,0.3878851855498931,0.51947289929701,0.13012743514612618,0.0512534818941504,0.7089136490250696,0.687883008356546,0.9050139275766016,0.9605849582172702,high_change,0.9605849582172702,high_change_LCfBYE97rFk_f0050015
/home/wangmeiqi/.cache/huggingface/videomme/data/M_lwC5zPkyo.mp4,M_lwC5zPkyo,0.85,21996,25939,29.97002997002997,8,8,16,4,0.18226091350827897,0.25366243720054626,0.1408614973936762,0.2271436882308957,1.3316934497944213,8.823863421663539,0.4139287315072521,0.3533953028480361,0.14969246977586495,0.08788300835654599,0.7729805013927576,0.716991643454039,0.7738161559888579,0.9543175487465182,high_change,0.9543175487465182,high_change_M_lwC5zPkyo_f0021996
/home/wangmeiqi/.cache/huggingface/videomme/data/0ncLRRLvdfk.mp4,0ncLRRLvdfk,0.15,8218,54850,29.97002997002997,8,8,16,4,0.1321053517333764,0.35583555698394775,0.13214463924357137,-0.00029739529609868625,0.0032505161714698858,0.017652389335898213,0.7081940882536213,0.7078704172214658,0.31559495895206674,0.06504178272980503,0.44623955431754875,0.7122562674094708,0.9584958217270194,0.940807799442897,high_change,0.940807799442897,high_change_0ncLRRLvdfk_f0008218
