video,video_id,start_fraction,start_frame,total_frames,fps,screen_frames,screen_stride,formal_frames,formal_stride,raw_change,max_raw_change,aligned_change,alignment_gain,mean_shift_normalized,max_shift_normalized,mean_phase_response,max_cut_score,mean_cut_score,score_static,score_camera_motion,score_object_motion,score_scene_cut,score_high_change,category,category_score,run_name
/home/wangmeiqi/.cache/huggingface/videomme/data/dTUaWnvIOp4.mp4,dTUaWnvIOp4,0.15,1269,8523,25.0,8,8,16,4,0.2212338713662965,0.4677474796772003,0.19308665820530482,0.12722831719736252,0.010575251164306729,0.02506314467422201,0.5841156285670068,0.893159055761583,0.36388143981036547,0.005849582172701923,0.5871866295264624,0.6912256267409471,0.9905292479108635,0.9955431754874653,scene_cut,0.9905292479108635,scene_cut_dTUaWnvIOp4_f0001269
/home/wangmeiqi/.cache/huggingface/videomme/data/CxBbw8eT624.mp4,CxBbw8eT624,0.85,22339,26342,29.97002997002997,8,8,16,4,0.15380509277539595,0.6603238582611084,0.13810299829180753,0.10209086188399782,0.08201994280585212,0.36247126791540596,0.6052376614691364,0.8273355962746742,0.2551523796908177,0.02423398328690811,0.7317548746518105,0.6784122562674095,0.9866295264623954,0.9704735376044568,scene_cut,0.9866295264623954,scene_cut_CxBbw8eT624_f0022339
/home/wangmeiqi/.cache/huggingface/videomme/data/Zjl2vmy02As.mp4,Zjl2vmy02As,0.5,6737,13535,24.0,8,8,16,4,0.10708060587889381,0.5204026699066162,0.10611658623175961,0.009002747409035883,0.057530193001193455,0.3940940298906294,0.5311205179933163,0.9289640614533548,0.23808482171856257,0.09986072423398325,0.6000000000000001,0.6580779944289694,0.9807799442896936,0.8909470752089137,scene_cut,0.9807799442896936,scene_cut_Zjl2vmy02As_f0006737
/home/wangmeiqi/.cache/huggingface/videomme/data/txdfCHpxzVg.mp4,txdfCHpxzVg,0.15,11385,75963,25.0,8,8,16,4,0.13905714931232588,0.5082728862762451,0.13138528048459971,0.05517061773282114,0.08089503587457733,0.31144030207274487,0.5207319133988922,0.797353870287789,0.20721636711988775,0.05083565459610026,0.6727019498607242,0.6831476323119777,0.9763231197771587,0.9469359331476324,scene_cut,0.9763231197771587,scene_cut_txdfCHpxzVg_f0011385
/home/wangmeiqi/.cache/huggingface/videomme/data/Lyv_2usFQA0.mp4,Lyv_2usFQA0,0.15,2824,18890,24.0,8,8,16,4,0.18812897681657756,0.5342038869857788,0.19183769057105696,-0.01971367631524052,0.00119451990299801,0.004081541517108694,0.7688865177037697,0.7049653656498708,0.3749744151768983,0.011002785515320364,0.3832869080779945,0.7533426183844011,0.9727019498607241,0.9944289693593316,scene_cut,0.9727019498607241,scene_cut_Lyv_2usFQA0_f0002824
/home/wangmeiqi/.cache/huggingface/videomme/data/_tvmjsKXTu8.mp4,_tvmjsKXTu8,0.85,2285,2749,23.976023976023978,8,8,16,4,0.15028096815305098,0.4389804005622864,0.13300100807100534,0.11498435426931215,0.046703551788962135,0.2085552187570594,0.4443550806470394,0.7474912910523834,0.2400382164404759,0.03245125348189417,0.6551532033426184,0.6753481894150418,0.9704735376044566,0.964066852367688,scene_cut,0.9704735376044566,scene_cut__tvmjsKXTu8_f0002285
/home/wangmeiqi/.cache/huggingface/videomme/data/aqTIB_q40bo.mp4,aqTIB_q40bo,0.85,723,912,23.976023976023978,8,8,16,4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.9995821727019499,0.5172701949860724,0.28969359331476324,0.001671309192200557,0.0,static,0.9995821727019499,static_aqTIB_q40bo_f0000723
/home/wangmeiqi/.cache/huggingface/videomme/data/0w4OTD4L0GQ.mp4,0w4OTD4L0GQ,0.5,27140,54340,29.97002997002997,8,8,16,4,6.078820190071252e-08,4.255174133049877e-07,6.226917841039332e-07,-1.0,2.6850175705436964e-07,1.87935452042402e-06,1.0002155192348818,0.0,0.0,0.997632311977716,0.1986072423398329,0.35181058495821727,0.0011142061281337048,0.002785515320334262,static,0.997632311977716,static_0w4OTD4L0GQ_f0027140
/home/wangmeiqi/.cache/huggingface/videomme/data/QdlP8ai8trw.mp4,QdlP8ai8trw,0.85,11416,13492,30.0,8,8,16,4,7.5377369869654236e-06,2.0850353394052945e-05,4.01654298392324e-05,-1.0,3.616736383734929e-06,8.070847577944313e-06,1.000077464077751,0.0006548184414850418,0.00021088790922557703,0.9944289693593316,0.2030640668523677,0.3516713091922006,0.005571030640668524,0.006685236768802229,static,0.9944289693593316,static_QdlP8ai8trw_f0011416
/home/wangmeiqi/.cache/huggingface/videomme/data/20gUIdXGuAs.mp4,20gUIdXGuAs,0.85,16034,18924,25.0,8,8,16,4,1.6777543545945912e-05,6.425313040381297e-05,4.134512502267691e-05,-1.0,6.577601607093596e-06,1.71512645416532e-05,0.9999938702707051,0.0028528173956492635,0.0008818826270792282,0.9916434540389973,0.20055710306406685,0.3545961002785516,0.008356545961002786,0.00947075208913649,static,0.9916434540389973,static_20gUIdXGuAs_f0016034
/home/wangmeiqi/.cache/huggingface/videomme/data/FcP0mzWFCQU.mp4,FcP0mzWFCQU,0.15,2658,17784,23.976023976023978,8,8,16,4,0.00016929514614665614,0.00017829179705586284,0.00024125315082658614,-0.42504470044046383,2.1420471364424162e-05,3.680470007451406e-05,1.000151031726365,0.006760245702683915,0.004597159957208446,0.9856545961002786,0.2253481894150418,0.3448467966573816,0.015598885793871866,0.013927576601671309,static,0.9856545961002786,static_FcP0mzWFCQU_f0002658
/home/wangmeiqi/.cache/huggingface/videomme/data/M69Sn3OERZo.mp4,M69Sn3OERZo,0.5,674,1410,30.0,8,8,16,4,0.0003758534959550681,0.001002093660645187,0.0006719364277419768,-0.7877615479790676,9.218895030936124e-05,0.00024905545606106265,0.9982198271992809,0.010832262318602657,0.005559643523994864,0.9792479108635097,0.2114206128133705,0.3516713091922006,0.0245125348189415,0.01838440111420613,static,0.9792479108635097,static_M69Sn3OERZo_f0000674
/home/wangmeiqi/.cache/huggingface/videomme/data/A9fQPzZ1-hg.mp4,A9fQPzZ1-hg,0.85,7812,9251,23.976023976023978,8,8,16,4,0.06061702672429549,0.2274816334247589,0.016224974242504686,0.7323363563128763,0.07841400945798113,0.2827277498635775,0.8515852686601677,0.39484836400548334,0.1238885159316118,0.3303621169916435,0.8629526462395544,0.2721448467966574,0.7481894150417827,0.4818941504178273,camera_motion,0.8629526462395544,camera_motion_A9fQPzZ1-hg_f0007812
/home/wangmeiqi/.cache/huggingface/videomme/data/EeTmrsVW8qE.mp4,EeTmrsVW8qE,0.5,43406,86874,25.0,8,8,16,4,0.14550453211580003,0.2350468933582306,0.07740416138299874,0.4680292066683084,0.08701607316375308,0.2823082458899894,0.6831955334822101,0.461426292603131,0.1147396146111365,0.10403899721448466,0.8403899721448468,0.5818941504178273,0.8233983286908079,0.8559888579387186,camera_motion,0.8403899721448468,camera_motion_EeTmrsVW8qE_f0043406
/home/wangmeiqi/.cache/huggingface/videomme/data/yU5kPoc7sL4.mp4,yU5kPoc7sL4,0.15,2241,15000,25.0,8,8,16,4,0.0330778380988964,0.13500602543354034,0.006663736488137927,0.7985437721711247,0.07281793834501622,0.3414346862314401,0.8335133998743479,0.34322983110637506,0.1202879151412177,0.5395543175487465,0.8206128133704735,0.17980501392757658,0.6300835654596101,0.29331476323119776,camera_motion,0.8206128133704735,camera_motion_yU5kPoc7sL4_f0002241
