index,signal,control,mean,min,max
0,ffn_hidden_post_gelu,original,0.4224892986938357,0.201504185795784,0.6839016079902649
1,ffn_hidden_post_gelu,token_shuffled,0.12481299703940744,0.1212661191821098,0.1295513957738876
2,ffn_input,original,0.3607137866318225,0.1520787626504898,0.5588383078575134
3,ffn_input,token_shuffled,0.12487696120515461,0.1219577118754386,0.1288222670555114
4,ffn_output,original,0.41313634999096394,0.1455539762973785,0.7463808059692383
5,ffn_output,token_shuffled,0.12476677102968092,0.1189955994486808,0.1298611909151077
