case,operation,latency_ms_median,latency_ms_min,latency_ms_max,status,tokens,heads,head_dim,requested_density,actual_density,latency_ratio_vs_fa3,resolution
f17_l0_t1000,q_thw_lowpass_roundtrip_fp32,0.7801119983196259,0.7753279805183411,0.7870720028877258,ok,7800,12,128,0.125,0.1249999925494194,0.8550109514714717,F17
f17_l0_t1000,qk_thw_lowpass_roundtrip_fp32,1.5484479665756226,1.5467519760131836,1.5539840459823608,ok,7800,12,128,0.125,0.1249999925494194,1.6971152501918665,F17
f17_l0_t1000,q_spatial_pool2_bf16,0.0372320003807544,0.035776000469923,0.0393600016832351,ok,7800,12,128,0.125,0.1249999925494194,0.0408066638371227,F17
f17_l0_t1000,qk_spatial_pool2_bf16,0.0648320019245147,0.0633279979228973,0.065600000321865,ok,7800,12,128,0.125,0.1249999925494194,0.071056555687749,F17
f81_l0_t1000,q_thw_lowpass_roundtrip_fp32,3.0286879539489746,3.0269439220428467,3.03603196144104,ok,32760,12,128,0.125,0.1251221150159835,0.2097157438317767,F81
f81_l0_t1000,qk_thw_lowpass_roundtrip_fp32,6.04534387588501,6.0382080078125,6.050559997558594,ok,32760,12,128,0.125,0.1251221150159835,0.418598352463834,F81
f81_l0_t1000,q_spatial_pool2_bf16,0.1101120002567768,0.1080640032887458,0.1118080019950866,ok,32760,12,128,0.125,0.1251221150159835,0.0076244962801617,F81
f81_l0_t1000,qk_spatial_pool2_bf16,0.2049919962882995,0.2025279998779297,0.2063679993152618,ok,32760,12,128,0.125,0.1251221150159835,0.0141942813636871,F81
