ssim_threshold,sample_count,oracle_feasible_samples,per_sample_oracle_geomean_speedup,per_sample_oracle_min_speedup,universal_best_method,universal_geomean_speedup,selected_methods_json,evidence_scope
0.98,5,5,1.0,1.0,dense,1.0,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260723_r1"": ""dense"", ""p00_seed20260723_r2"": ""dense"", ""p00_seed20260723_r3"": ""dense"", ""p00_seed20260723_r4"": ""dense""}",best measured candidate; lower bound on restricted grouped oracle
0.97,5,5,1.0,1.0,dense,1.0,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260723_r1"": ""dense"", ""p00_seed20260723_r2"": ""dense"", ""p00_seed20260723_r3"": ""dense"", ""p00_seed20260723_r4"": ""dense""}",best measured candidate; lower bound on restricted grouped oracle
0.95,5,5,1.0,1.0,dense,1.0,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260723_r1"": ""dense"", ""p00_seed20260723_r2"": ""dense"", ""p00_seed20260723_r3"": ""dense"", ""p00_seed20260723_r4"": ""dense""}",best measured candidate; lower bound on restricted grouped oracle
0.9,5,5,1.0,1.0,dense,1.0,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260723_r1"": ""dense"", ""p00_seed20260723_r2"": ""dense"", ""p00_seed20260723_r3"": ""dense"", ""p00_seed20260723_r4"": ""dense""}",best measured candidate; lower bound on restricted grouped oracle
