layer,split,method,codec,predictor,selected_fraction,index_bits,group_dim,nominal_bps,codebook_static_bits,codebook_sha256,mse,nmse,mean_cosine,p05_cosine,payload_bits,metadata_bits,payload_bps,effective_bps,index_entropy,index_entropy_bps,residual_top10_energy
22,val,residual_pq,pq_1p5b_k64_d4,ema_075,0.25,6,4,0.625,4096,c7304b4c535d3e33fa38611cfabe243a2ecf81ca9b2a03770b823eb6ba4aafa1,0.0004177840308990561,0.427810848609899,0.7563645535845661,0.022017723389438075,788480.0,308480.0,0.8369140625,0.8400390625,5.8884804050331345,0.618030025314571,0.39254215988117513
22,val,residual_pq,pq_1p5b_k64_d4,ema_075,0.5,6,4,1.0,4096,c7304b4c535d3e33fa38611cfabe243a2ecf81ca9b2a03770b823eb6ba4aafa1,0.0002705833442674376,0.27707734515761373,0.8426156792258365,0.267271413690192,1249280.0,308480.0,1.1884765625,1.1916015625,5.887528194050459,0.9859410242563074,0.44494969303656207
22,val,residual_pq,pq_1p5b_k64_d4,ema_075,1.0,6,4,1.5,4096,c7304b4c535d3e33fa38611cfabe243a2ecf81ca9b2a03770b823eb6ba4aafa1,0.0001830601003332806,0.18745354316598167,0.8949138113231296,0.4819767949615752,2170880.0,1280.0,1.6572265625,1.6603515625,5.842940204106498,1.4607350510266246,0.48139463791659615
22,test,raw_pq,pq_1p5b_k64_d4,,1.0,6,4,1.5,4096,b6539a38a6ec54633e901edbb37cec355c6424d57834cdc8f5914c2d9c8e654b,0.00024103510420687754,0.24681994677199007,0.8666109952760881,0.7831459164003464,3932160.0,0.0,1.5,1.5015625,5.830811034490448,1.457702758622612,0.17881978199460652
22,test,residual_pq,pq_1p5b_k64_d4,ema_075,0.25,6,4,0.625,4096,c7304b4c535d3e33fa38611cfabe243a2ecf81ca9b2a03770b823eb6ba4aafa1,0.00042384476062031905,0.4340170349880059,0.7513776361251848,0.1093221394458549,1576960.0,616960.0,0.8369140625,0.8384765625,5.681772259151461,0.6051107661969664,0.36265099333835576
22,test,residual_pq,pq_1p5b_k64_d4,ema_075,0.5,6,4,1.0,4096,c7304b4c535d3e33fa38611cfabe243a2ecf81ca9b2a03770b823eb6ba4aafa1,0.0002708488423027392,0.2773492145900868,0.8421480004270385,0.3787831878742541,2498560.0,616960.0,1.1884765625,1.1900390625,5.664453087951234,0.9580566359939042,0.4166124549083885
22,test,residual_pq,pq_1p5b_k64_d4,ema_075,1.0,6,4,1.5,4096,c7304b4c535d3e33fa38611cfabe243a2ecf81ca9b2a03770b823eb6ba4aafa1,0.00018311178903922487,0.1875064720248984,0.8948430408480444,0.5426836388097108,4341760.0,2560.0,1.6572265625,1.6587890625,5.59112865544082,1.397782163860205,0.45650722833124796
22,val,raw_pq,pq_2b_k256_d4,,1.0,8,4,2.0,16384,de6adc0a9f73f7e3718c951d75f08070e3b6351ac8281636f90de739cdfdb960,0.00013352837517102134,0.1367330564849138,0.9286721746556257,0.8514881336952279,2621440.0,0.0,2.0,2.0125,7.888317622413189,1.9720794056032973,0.2324706180297662
22,val,residual_pq,pq_2b_k256_d4,ema_075,0.25,8,4,0.75,16384,bca895ccbc21c33d2eefcef06e8ffed9e09dfc0078716d996ad5f3f8c8eb4280,0.00032262278937269514,0.3303657370661298,0.8194078187531533,0.30408022611050195,942080.0,308480.0,0.9541015625,0.9666015625,7.831211301605319,0.7394507063503324,0.39798658241793
22,val,residual_pq,pq_2b_k256_d4,ema_075,0.5,8,4,1.25,16384,bca895ccbc21c33d2eefcef06e8ffed9e09dfc0078716d996ad5f3f8c8eb4280,0.0001885023220134888,0.1930263781791409,0.896237588236275,0.5604323185234318,1556480.0,308480.0,1.4228515625,1.4353515625,7.846086447305643,1.2307608059132054,0.4515865080816527
22,val,residual_pq,pq_2b_k256_d4,ema_075,1.0,8,4,2.0,16384,bca895ccbc21c33d2eefcef06e8ffed9e09dfc0078716d996ad5f3f8c8eb4280,0.00010509331437070729,0.10761555415942241,0.9431395593361968,0.7357368365289618,2785280.0,1280.0,2.1259765625,2.1384765625,7.84699114121671,1.9617477853041776,0.5032299538582631
22,test,raw_pq,pq_2b_k256_d4,,1.0,8,4,2.0,16384,de6adc0a9f73f7e3718c951d75f08070e3b6351ac8281636f90de739cdfdb960,0.0001470955629772072,0.1506258565278072,0.9208070703407994,0.8217625362310135,5242880.0,0.0,2.0,2.00625,7.88673852862753,1.9716846321568826,0.25327841242906446
22,test,residual_pq,pq_2b_k256_d4,ema_075,0.25,8,4,0.75,16384,bca895ccbc21c33d2eefcef06e8ffed9e09dfc0078716d996ad5f3f8c8eb4280,0.0003263236135460609,0.33415538035801196,0.8168386157277416,0.35869191458014016,1884160.0,616960.0,0.9541015625,0.9603515625,7.5217772337982405,0.72011107711239,0.37712627651462477
22,test,residual_pq,pq_2b_k256_d4,ema_075,0.5,8,4,1.25,16384,bca895ccbc21c33d2eefcef06e8ffed9e09dfc0078716d996ad5f3f8c8eb4280,0.00018785731003675036,0.19236588552762746,0.8966299118943304,0.5708391113326962,3112960.0,616960.0,1.4228515625,1.4291015625,7.515587225568128,1.189448403196016,0.439592093445549
22,test,residual_pq,pq_2b_k256_d4,ema_075,1.0,8,4,2.0,16384,bca895ccbc21c33d2eefcef06e8ffed9e09dfc0078716d996ad5f3f8c8eb4280,0.00010595646636422748,0.10849942158516748,0.9427127384894156,0.7433978203853008,5570560.0,2560.0,2.1259765625,2.1322265625,7.467196733268052,1.866799183317013,0.5018643144141183
22,val,raw_pq,pq_4b_k256_d2,,1.0,8,2,4.0,8192,f586b067cbf08c2def233e90380457529a77e8f79baea77fd3b58bb8f726f0f0,2.9333392492414053e-05,0.030037393980285924,0.9855483698395148,0.9670196137197156,5242880.0,0.0,4.0,4.00625,7.8540475405366585,3.9270237702683293,0.27746989367855673
22,val,residual_pq,pq_4b_k256_d2,ema_075,0.25,8,2,1.5,8192,6e95133da8e9f25dc8db00638043f0fa7efa5d8a9e5b8698a0dbc31ecc2c68de,0.0002075322315732495,0.21251300561248554,0.8852848583377135,0.5276994566717584,1556480.0,615680.0,1.6572265625,1.6634765625,7.619254370699943,1.452406796337493,0.43373830900368004
22,val,residual_pq,pq_4b_k256_d2,ema_075,0.5,8,2,2.5,8192,6e95133da8e9f25dc8db00638043f0fa7efa5d8a9e5b8698a0dbc31ecc2c68de,9.968148580624583e-05,0.10207384169685835,0.946285622051418,0.745580517501498,2785280.0,615680.0,2.5947265625,2.6009765625,7.730280382743178,2.4325700956857945,0.4993855238325653
22,val,residual_pq,pq_4b_k256_d2,ema_075,1.0,8,2,4.0,8192,6e95133da8e9f25dc8db00638043f0fa7efa5d8a9e5b8698a0dbc31ecc2c68de,4.7211259692461775e-05,0.04834433003461173,0.9752304650434344,0.8752774085029636,5242880.0,1280.0,4.0009765625,4.0072265625,7.860805307170768,3.930402653585384,0.6077677417788325
22,test,raw_pq,pq_4b_k256_d2,,1.0,8,2,4.0,8192,f586b067cbf08c2def233e90380457529a77e8f79baea77fd3b58bb8f726f0f0,4.007743776425057e-05,0.041039296281258526,0.9801250821116575,0.9321075615820751,10485760.0,0.0,4.0,4.003125,7.849411972205021,3.9247059861025106,0.3740530097080869
22,test,residual_pq,pq_4b_k256_d2,ema_075,0.25,8,2,1.5,8192,6e95133da8e9f25dc8db00638043f0fa7efa5d8a9e5b8698a0dbc31ecc2c68de,0.00020894044282983412,0.21395501351335613,0.8847721078739527,0.5460648374568481,3112960.0,1231360.0,1.6572265625,1.6603515625,7.391091585849562,1.4238864482311953,0.42225388311449
22,test,residual_pq,pq_4b_k256_d2,ema_075,0.5,8,2,2.5,8192,6e95133da8e9f25dc8db00638043f0fa7efa5d8a9e5b8698a0dbc31ecc2c68de,0.00010270954714363442,0.10517457630241607,0.94486790125188,0.7443975852561985,5570560.0,1231360.0,2.5947265625,2.5978515625,7.460140165858472,2.365035041464618,0.5034073017221514
22,test,residual_pq,pq_4b_k256_d2,ema_075,1.0,8,2,4.0,8192,6e95133da8e9f25dc8db00638043f0fa7efa5d8a9e5b8698a0dbc31ecc2c68de,5.308383451894371e-05,0.05435784656152573,0.9721368036094773,0.8494873408794007,10485760.0,2560.0,4.0009765625,4.0041015625,7.49224472491434,3.74612236245717,0.6315550845402901
22,val,scalar_quant,int2,,1.0,2,1,2.0,0,,0.0008580964481695019,0.8786907649163672,0.3582894187756219,0.25488167064243894,2621440.0,20480.0,2.015625,2.015625,nan,nan,0.10742047751134157
22,test,scalar_quant,int2,,1.0,2,1,2.0,0,,0.0008411623394156527,0.8613502357854896,0.378338912196534,0.25537033202553594,5242880.0,40960.0,2.015625,2.015625,nan,nan,0.10986665694581618
22,val,scalar_quant,int4,,1.0,4,1,4.0,0,,0.00012288921094978587,0.12583855229768565,0.9414517479603063,0.832421458780123,5242880.0,20480.0,4.015625,4.015625,nan,nan,0.29359962276992907
22,test,scalar_quant,int4,,1.0,4,1,4.0,0,,0.00013123699323968862,0.13438668111236768,0.9368347113504927,0.8026632941122972,10485760.0,40960.0,4.015625,4.015625,nan,nan,0.30346649612086474
22,val,scalar_quant,int8,,1.0,8,1,8.0,0,,4.440900268845507e-07,0.00045474818856007586,0.9997729632279473,0.9992336683484033,10485760.0,20480.0,8.015625,8.015625,nan,nan,0.4013072479332735
22,test,scalar_quant,int8,,1.0,8,1,8.0,0,,5.14038355072198e-07,0.0005263752757307334,0.9997372651976846,0.998973744959021,20971520.0,40960.0,8.015625,8.015625,nan,nan,0.4361566847130982
