layer,budget_bps,controller,predictor,innovation_codec,innovation_fraction,quality_cosine,mse,nmse,mean_cosine,p05_cosine,payload_bps,effective_bps,controller_static_bits,codebook_static_bits,reuse_rate,predict_rate,innovation_rate,refresh_rate,action_cost_proxy
22,0.5,threshold,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00013170120917191478,0.1348620382270908,0.9366562452333165,0.8065538679409106,3.2628173828125,3.2636199951171876,56.0,2048.0,0.1875,0.0,0.0,0.8125,0.8125
22,0.5,decision_tree,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00013226412565209538,0.13543846470294554,0.9363791390130671,0.8065538679409106,3.1875244140625,3.1883304595947264,65.0,2048.0,0.20625,0.0,0.0,0.79375,0.79375
22,0.5,always_reuse,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2518798828125,0.0,2048.0,0.9375,0.0,0.0,0.0625,0.0625
22,0.5,always_predict,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2518798828125,0.0,2048.0,0.0,0.9375,0.0,0.0625,0.109375
22,0.5,always_innovation,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.0005514320064660584,0.5646663747679982,0.7033107253002344,0.17656851546007524,0.7198486328125,0.7206298828125,0.0,2048.0,0.0,0.0,0.9375,0.0625,0.296875
22,0.5,always_int4_refresh,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00013123699323968862,0.13438668111236768,0.9368347113504927,0.8026632941122972,4.0157470703125,4.0165283203125,0.0,2048.0,0.0,0.0,0.0,1.0,1.0
22,1.0,threshold,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00013214361228281157,0.13531505901276686,0.9360014372754021,0.8044425978920113,3.0743408203125,3.0759246826171873,56.0,4096.0,0.1875,0.0,0.0625,0.75,0.765625
22,1.0,decision_tree,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00012428512932116887,0.12726797245795332,0.9388535269585567,0.8134458419682112,2.3582275390625,2.3598228454589845,86.0,4096.0,0.20625,0.0,0.275,0.51875,0.5875
22,1.0,always_reuse,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2526611328125,0.0,4096.0,0.9375,0.0,0.0,0.0625,0.0625
22,1.0,always_predict,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2526611328125,0.0,4096.0,0.0,0.9375,0.0,0.0625,0.109375
22,1.0,always_innovation,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.0002708488423027392,0.2773492145900868,0.8421480004270385,0.3787831878742541,1.1885986328125,1.1901611328125,0.0,4096.0,0.0,0.0,0.9375,0.0625,0.296875
22,1.0,always_int4_refresh,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00013123699323968862,0.13438668111236768,0.9368347113504927,0.8026632941122972,4.0157470703125,4.0173095703125,0.0,4096.0,0.0,0.0,0.0,1.0,1.0
22,1.58,threshold,ema_075,pq_2b_k256_d4,0.5,0.95,0.00013861955496553057,0.14194642432159457,0.9320265169841584,0.7866782904519205,2.8479736328125,2.8542449951171873,56.0,16384.0,0.1875,0.0,0.15,0.6625,0.7
22,1.58,decision_tree,ema_075,pq_2b_k256_d4,0.5,0.95,0.00011974688521592049,0.12262081049297122,0.9410247678614049,0.8134458419682112,2.2195556640625,2.2258304595947265,65.0,16384.0,0.20625,0.0,0.35,0.44375,0.53125
22,1.58,always_reuse,ema_075,pq_2b_k256_d4,0.5,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2573486328125,0.0,16384.0,0.9375,0.0,0.0,0.0625,0.0625
22,1.58,always_predict,ema_075,pq_2b_k256_d4,0.5,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2573486328125,0.0,16384.0,0.0,0.9375,0.0,0.0625,0.109375
22,1.58,always_innovation,ema_075,pq_2b_k256_d4,0.5,0.95,0.00018785731003675036,0.19236588552762746,0.8966299118943304,0.5708391113326962,1.4229736328125,1.4292236328125,0.0,16384.0,0.0,0.0,0.9375,0.0625,0.296875
22,1.58,always_int4_refresh,ema_075,pq_2b_k256_d4,0.5,0.95,0.00013123699323968862,0.13438668111236768,0.9368347113504927,0.8026632941122972,4.0157470703125,4.0219970703125,0.0,16384.0,0.0,0.0,0.0,1.0,1.0
