layer,endpoint,scheduler_index,timestep,method,velocity_relative_l2,velocity_mean_relative_l2,velocity_p95_relative_l2,activation_relative_l2,rank8_energy,coefficient_r2
4,1,22,77,state_skip1,0.005525994129055544,0.00492966128513217,0.01027602097019553,0.18271824031278872,0.7013149326968772,0.9990395524015329
4,1,22,77,state_skip2,0.005524606572541789,0.0049272216856479645,0.010376121848821638,0.18301921029731982,0.7013149326968772,0.9958194179839412
4,1,22,77,state_skip4,0.005538117988701586,0.0049405223689973354,0.01018616249784827,0.1843001088479468,0.7013149326968772,0.9820552170845989
4,1,22,77,state_noise_skip1,0.005521406844659175,0.00492830527946353,0.010247250972315667,0.18271685488660325,0.7013149326968772,0.9990543631250314
4,1,22,77,state_noise_skip2,0.005515137796644344,0.0049241832457482815,0.010319727892056105,0.18301348017461672,0.7013149326968772,0.9958807166031322
4,1,22,77,state_noise_skip4,0.005518286083407424,0.004932990297675133,0.010067338589578865,0.18427275499334092,0.7013149326968772,0.9823502712092094
5,1,22,77,raw_reuse,0.008431662461754986,0.007295442279428244,0.01371915810741484,0.20824272426090798,0.8085669215984831,nan
5,1,22,77,shift_reuse,0.01575681922251996,0.014668691903352737,0.023085768334567547,0.3583362883267935,0.8085669215984831,nan
5,1,22,77,shift_local_r2,0.00921503129439431,0.008718792349100113,0.015003847004845737,0.24113076033477138,0.8085669215984831,nan
5,1,22,77,shift_rank8_oracle,0.005434419460288706,0.005126922857016325,0.009886319236829876,0.1567831127177989,0.8085669215984831,nan
5,1,22,77,state_skip1,0.005433489458996072,0.005131997633725405,0.009869173588231205,0.1569114968667975,0.8085669215984831,0.9989220479260209
5,1,22,77,state_skip2,0.0054375605272455356,0.005139534827321768,0.009829030092805623,0.1573349071087102,0.8085669215984831,0.9953604049721801
5,1,22,77,state_skip4,0.00546737110725358,0.005175275262445211,0.009799075173214078,0.15911405547845867,0.8085669215984831,0.9802897338905153
5,1,22,77,state_noise_skip1,0.005439566730907375,0.005135832354426384,0.009885302279144526,0.15690414251087212,0.8085669215984831,0.998983728039943
5,1,22,77,state_noise_skip2,0.005447336144908624,0.005144898314028978,0.009889771789312362,0.1573048555256174,0.8085669215984831,0.9956135268223689
5,1,22,77,state_noise_skip4,0.005475821439231822,0.0051756384782493114,0.009899560827761889,0.15899278905874692,0.8085669215984831,0.9813224291115351
6,1,22,77,raw_reuse,0.010360185520718681,0.009873523376882076,0.014292968390509486,0.09283556232424259,0.9155708816067896,nan
6,1,22,77,shift_reuse,0.022511086951071672,0.021858280524611473,0.03358642421662807,0.22068172696087815,0.9155708816067896,nan
6,1,22,77,shift_local_r2,0.010274343829352578,0.009814943186938763,0.01843332005664706,0.11228153226871888,0.9155708816067896,nan
6,1,22,77,shift_rank8_oracle,0.005964176353817456,0.005585657898336649,0.011081073386594652,0.06412280339763538,0.9155708816067896,nan
6,1,22,77,state_skip1,0.00594194747284815,0.00556466868147254,0.011196539364755153,0.06422719859510324,0.9155708816067896,0.9986121109908775
