sample_id,split,block,target_step,branch,horizon,target_visible,base_renderer,residual_target_sq,output_target_sq,defect_total_energy,tokens,channels,estimated_exact_block_macs,base_renderer_macs,base_fit_and_rollout_ms,rank,error_sq,residual_relative_l2,output_relative_l2,defect_remaining_energy,state_factor_values,state_factor_bytes_fp16,render_macs,render_to_exact_macs,base_plus_render_macs,base_plus_render_to_exact_macs,svd_ms
p07_seed2026082208,selection,20,4,0,1,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,91749.78904417387,7800,1536,475206451200,47923200,2.2188136354088783,0,91749.78904417387,0.40600615098809945,0.12641192558776,1.0,0,0,0,0.0,47923200,0.0001008471157724889,0.0
p07_seed2026082208,selection,20,4,0,1,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,91749.78904417387,7800,1536,475206451200,47923200,2.2188136354088783,8,46464.48890123844,0.2889286831378508,0.08995930506004093,0.5064261112158579,74688,149376,191692800,0.0004033884630899556,239616000,0.0005042355788624445,9.266498032957315
p07_seed2026082208,selection,20,4,0,1,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,91749.78904417387,7800,1536,475206451200,47923200,2.2188136354088783,16,41735.046314781444,0.2738296844107847,0.08525816075744758,0.45487893456727874,149376,298752,383385600,0.0008067769261799112,431308800,0.0009076240419524002,9.266498032957315
p07_seed2026082208,selection,20,4,0,1,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,91749.78904417387,7800,1536,475206451200,47923200,2.2188136354088783,32,35689.0821823712,0.25321986077061553,0.07884119518676025,0.3889827162609698,298752,597504,766771200,0.0016135538523598225,814694400,0.0017144009681323113,9.266498032957315
p07_seed2026082208,selection,20,4,0,1,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,91749.78904417387,7800,1536,475206451200,47923200,2.2188136354088783,64,28435.60337739355,0.2260275096306204,0.07037472870466485,0.309925544841323,597504,1195008,1533542400,0.003227107704719645,1581465600,0.003327954820492134,9.266498032957315
p07_seed2026082208,selection,20,4,0,1,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,91749.78904417387,7800,1536,475206451200,47923200,2.2188136354088783,96,24076.284205491145,0.2079815481452537,0.06475603368022757,0.26241242013079974,896256,1792512,2300313600,0.004840661557079467,2348236800,0.004941508672851956,9.266498032957315
p07_seed2026082208,selection,20,4,0,2,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,216690.8158979186,7800,1536,475206451200,95846400,2.093460876494646,0,216690.8158979186,0.6239507748887315,0.19427000978606215,1.0,0,0,0,0.0,95846400,0.0002016942315449778,0.0
p07_seed2026082208,selection,20,4,0,2,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,216690.8158979186,7800,1536,475206451200,95846400,2.093460876494646,8,76367.37523500595,0.37041111317218345,0.11532924306995015,0.3524255276509585,74688,149376,191692800,0.0004033884630899556,287539200,0.0006050826946349334,9.119854774326086
p07_seed2026082208,selection,20,4,0,2,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,216690.8158979186,7800,1536,475206451200,95846400,2.093460876494646,16,67399.37802402102,0.3479829939893443,0.10834614262599264,0.3110393841658944,149376,298752,383385600,0.0008067769261799112,479232000,0.001008471157724889,9.119854774326086
p07_seed2026082208,selection,20,4,0,2,True,causal_current_input_channel_diagonal,556595.701478585,5741547.745941915,216690.8158979186,7800,1536,475206451200,95846400,2.093460876494646,32,56923.08363768904,0.3197969263559396,0.09957027783770285,0.26269264492589756,298752,597504,766771200,0.0016135538523598225,862617600,0.0018152480839048004,9.119854774326086
