steps,fixed_seconds,per_step_seconds,fit_r2,communication_fraction_of_sequential_step,optimistic_envelope_speedup,measured_f17_speedup,measured_f17_pairs,measured_f17_latent_relative_l2_max,measured_f17_frame_ssim_min
20,0.6058192841985152,0.2696392855003067,0.9986591058516118,0.0,1.8165413793357952,1.774305810498019,2,0.0,1.0
20,0.6058192841985152,0.2696392855003067,0.9986591058516118,0.025,1.745286449111131,1.774305810498019,2,0.0,1.0
20,0.6058192841985152,0.2696392855003067,0.9986591058516118,0.05,1.6794105579868286,1.774305810498019,2,0.0,1.0
20,0.6058192841985152,0.2696392855003067,0.9986591058516118,0.1,1.5615305220636377,1.774305810498019,2,0.0,1.0
