case,cross_attention_core,elementwise_memory,linear_gemm,normalization,other,self_attention_core
F17,2.4213746413972554,47.76401614885663,23.5930179808716,3.693527203806728,0.7166933831556951,21.811370641912088
F81,1.376383494357898,27.98551279389261,14.28666161528505,2.108433623781606,0.3621408694584678,53.88086760322437
