weight_key,signal,int4_error,r16_int4_error,absolute_rescue,relative_rescue
blocks.0.ffn.2.weight,ffn_hidden_post_gelu,0.0244995485991239,0.0229737162590026,0.0015258323401213005,0.062280018505151725
blocks.29.ffn.2.weight,ffn_hidden_post_gelu,0.0362831838428974,0.0324359573423862,0.003847226500511204,0.10603332158416182
blocks.0.ffn.0.weight,ffn_input,0.0680852606892585,0.0523419827222824,0.015743277966976103,0.23122887108897927
blocks.29.ffn.0.weight,ffn_input,0.0689161419868469,0.0591187551617622,0.009797386825084693,0.1421638899483751
blocks.12.ffn.0.weight,ffn_input,0.0792033821344375,0.0740381255745887,0.005165256559848799,0.06521510092942046
blocks.24.ffn.0.weight,ffn_input,0.0896139815449714,0.0830310359597206,0.006582945585250799,0.07345891201081439
blocks.24.ffn.2.weight,ffn_hidden_post_gelu,0.1148596331477165,0.1094630360603332,0.005396597087383298,0.04698427932851697
blocks.12.ffn.2.weight,ffn_hidden_post_gelu,0.1211809962987899,0.1178566440939903,0.0033243522047995966,0.027432949937157707
