case,block,accept_probability,verification_ratio_vs_batch1,draft_ratio,speedup_upper_bound,ratio_source,verification_scope
F17,2,0.27,2.0,0.0,0.635,linear_full_model_assumption,full Wan target forward only
F17,2,0.28,2.0,0.0,0.64,linear_full_model_assumption,full Wan target forward only
F17,2,0.29,2.0,0.0,0.645,linear_full_model_assumption,full Wan target forward only
F17,2,0.3,2.0,0.0,0.65,linear_full_model_assumption,full Wan target forward only
F17,2,0.31,2.0,0.0,0.655,linear_full_model_assumption,full Wan target forward only
F17,2,0.32,2.0,0.0,0.66,linear_full_model_assumption,full Wan target forward only
F17,2,0.33,2.0,0.0,0.665,linear_full_model_assumption,full Wan target forward only
F17,2,0.34,2.0,0.0,0.67,linear_full_model_assumption,full Wan target forward only
F17,2,0.35000000000000003,2.0,0.0,0.675,linear_full_model_assumption,full Wan target forward only
F17,2,0.36,2.0,0.0,0.6799999999999999,linear_full_model_assumption,full Wan target forward only
F17,2,0.37,2.0,0.0,0.685,linear_full_model_assumption,full Wan target forward only
F17,2,0.38,2.0,0.0,0.69,linear_full_model_assumption,full Wan target forward only
F17,2,0.39,2.0,0.0,0.6950000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.4,2.0,0.0,0.7,linear_full_model_assumption,full Wan target forward only
F17,2,0.41000000000000003,2.0,0.0,0.7050000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.42,2.0,0.0,0.71,linear_full_model_assumption,full Wan target forward only
F17,2,0.43,2.0,0.0,0.715,linear_full_model_assumption,full Wan target forward only
F17,2,0.44,2.0,0.0,0.72,linear_full_model_assumption,full Wan target forward only
F17,2,0.45,2.0,0.0,0.725,linear_full_model_assumption,full Wan target forward only
F17,2,0.46,2.0,0.0,0.73,linear_full_model_assumption,full Wan target forward only
F17,2,0.47000000000000003,2.0,0.0,0.735,linear_full_model_assumption,full Wan target forward only
F17,2,0.48,2.0,0.0,0.74,linear_full_model_assumption,full Wan target forward only
F17,2,0.49,2.0,0.0,0.745,linear_full_model_assumption,full Wan target forward only
F17,2,0.5,2.0,0.0,0.75,linear_full_model_assumption,full Wan target forward only
F17,2,0.51,2.0,0.0,0.755,linear_full_model_assumption,full Wan target forward only
F17,2,0.52,2.0,0.0,0.76,linear_full_model_assumption,full Wan target forward only
F17,2,0.53,2.0,0.0,0.765,linear_full_model_assumption,full Wan target forward only
F17,2,0.54,2.0,0.0,0.77,linear_full_model_assumption,full Wan target forward only
F17,2,0.55,2.0,0.0,0.775,linear_full_model_assumption,full Wan target forward only
F17,2,0.56,2.0,0.0,0.78,linear_full_model_assumption,full Wan target forward only
F17,2,0.5700000000000001,2.0,0.0,0.785,linear_full_model_assumption,full Wan target forward only
F17,2,0.58,2.0,0.0,0.79,linear_full_model_assumption,full Wan target forward only
F17,2,0.59,2.0,0.0,0.7949999999999999,linear_full_model_assumption,full Wan target forward only
F17,2,0.6,2.0,0.0,0.8,linear_full_model_assumption,full Wan target forward only
F17,2,0.61,2.0,0.0,0.8049999999999999,linear_full_model_assumption,full Wan target forward only
F17,2,0.62,2.0,0.0,0.81,linear_full_model_assumption,full Wan target forward only
F17,2,0.63,2.0,0.0,0.815,linear_full_model_assumption,full Wan target forward only
F17,2,0.64,2.0,0.0,0.8200000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.65,2.0,0.0,0.825,linear_full_model_assumption,full Wan target forward only
F17,2,0.66,2.0,0.0,0.8300000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.67,2.0,0.0,0.835,linear_full_model_assumption,full Wan target forward only
F17,2,0.68,2.0,0.0,0.8400000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.6900000000000001,2.0,0.0,0.845,linear_full_model_assumption,full Wan target forward only
F17,2,0.7000000000000001,2.0,0.0,0.8500000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.71,2.0,0.0,0.855,linear_full_model_assumption,full Wan target forward only
F17,2,0.72,2.0,0.0,0.86,linear_full_model_assumption,full Wan target forward only
F17,2,0.73,2.0,0.0,0.865,linear_full_model_assumption,full Wan target forward only
F17,2,0.74,2.0,0.0,0.87,linear_full_model_assumption,full Wan target forward only
F17,2,0.75,2.0,0.0,0.875,linear_full_model_assumption,full Wan target forward only
F17,2,0.76,2.0,0.0,0.88,linear_full_model_assumption,full Wan target forward only
F17,2,0.77,2.0,0.0,0.885,linear_full_model_assumption,full Wan target forward only
F17,2,0.78,2.0,0.0,0.89,linear_full_model_assumption,full Wan target forward only
F17,2,0.79,2.0,0.0,0.895,linear_full_model_assumption,full Wan target forward only
F17,2,0.8,2.0,0.0,0.9,linear_full_model_assumption,full Wan target forward only
F17,2,0.81,2.0,0.0,0.905,linear_full_model_assumption,full Wan target forward only
F17,2,0.8200000000000001,2.0,0.0,0.91,linear_full_model_assumption,full Wan target forward only
F17,2,0.8300000000000001,2.0,0.0,0.915,linear_full_model_assumption,full Wan target forward only
F17,2,0.84,2.0,0.0,0.9199999999999999,linear_full_model_assumption,full Wan target forward only
F17,2,0.85,2.0,0.0,0.925,linear_full_model_assumption,full Wan target forward only
F17,2,0.86,2.0,0.0,0.9299999999999999,linear_full_model_assumption,full Wan target forward only
F17,2,0.87,2.0,0.0,0.935,linear_full_model_assumption,full Wan target forward only
F17,2,0.88,2.0,0.0,0.94,linear_full_model_assumption,full Wan target forward only
F17,2,0.89,2.0,0.0,0.9450000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.9,2.0,0.0,0.95,linear_full_model_assumption,full Wan target forward only
F17,2,0.91,2.0,0.0,0.9550000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.92,2.0,0.0,0.96,linear_full_model_assumption,full Wan target forward only
F17,2,0.93,2.0,0.0,0.9650000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.9400000000000001,2.0,0.0,0.97,linear_full_model_assumption,full Wan target forward only
F17,2,0.9500000000000001,2.0,0.0,0.9750000000000001,linear_full_model_assumption,full Wan target forward only
F17,2,0.96,2.0,0.0,0.98,linear_full_model_assumption,full Wan target forward only
F17,2,0.97,2.0,0.0,0.985,linear_full_model_assumption,full Wan target forward only
F17,2,0.98,2.0,0.0,0.99,linear_full_model_assumption,full Wan target forward only
F17,2,0.99,2.0,0.0,0.995,linear_full_model_assumption,full Wan target forward only
F17,2,1.0,2.0,0.0,1.0,linear_full_model_assumption,full Wan target forward only
F17,4,0.0,4.0,0.0,0.25,linear_full_model_assumption,full Wan target forward only
F17,4,0.01,4.0,0.0,0.25252525,linear_full_model_assumption,full Wan target forward only
F17,4,0.02,4.0,0.0,0.255102,linear_full_model_assumption,full Wan target forward only
F17,4,0.03,4.0,0.0,0.25773175,linear_full_model_assumption,full Wan target forward only
F17,4,0.04,4.0,0.0,0.26041600000000004,linear_full_model_assumption,full Wan target forward only
F17,4,0.05,4.0,0.0,0.26315625,linear_full_model_assumption,full Wan target forward only
F17,4,0.06,4.0,0.0,0.265954,linear_full_model_assumption,full Wan target forward only
F17,4,0.07,4.0,0.0,0.26881075,linear_full_model_assumption,full Wan target forward only
F17,4,0.08,4.0,0.0,0.271728,linear_full_model_assumption,full Wan target forward only
F17,4,0.09,4.0,0.0,0.27470725,linear_full_model_assumption,full Wan target forward only
F17,4,0.1,4.0,0.0,0.27775,linear_full_model_assumption,full Wan target forward only
F17,4,0.11,4.0,0.0,0.28085775,linear_full_model_assumption,full Wan target forward only
F17,4,0.12,4.0,0.0,0.284032,linear_full_model_assumption,full Wan target forward only
F17,4,0.13,4.0,0.0,0.28727424999999995,linear_full_model_assumption,full Wan target forward only
F17,4,0.14,4.0,0.0,0.29058600000000007,linear_full_model_assumption,full Wan target forward only
F17,4,0.15,4.0,0.0,0.29396874999999995,linear_full_model_assumption,full Wan target forward only
F17,4,0.16,4.0,0.0,0.297424,linear_full_model_assumption,full Wan target forward only
F17,4,0.17,4.0,0.0,0.30095324999999995,linear_full_model_assumption,full Wan target forward only
F17,4,0.18,4.0,0.0,0.304558,linear_full_model_assumption,full Wan target forward only
F17,4,0.19,4.0,0.0,0.30823975,linear_full_model_assumption,full Wan target forward only
F17,4,0.2,4.0,0.0,0.312,linear_full_model_assumption,full Wan target forward only
F17,4,0.21,4.0,0.0,0.31584025,linear_full_model_assumption,full Wan target forward only
F17,4,0.22,4.0,0.0,0.319762,linear_full_model_assumption,full Wan target forward only
F17,4,0.23,4.0,0.0,0.32376675,linear_full_model_assumption,full Wan target forward only
F17,4,0.24,4.0,0.0,0.32785600000000004,linear_full_model_assumption,full Wan target forward only
F17,4,0.25,4.0,0.0,0.33203125,linear_full_model_assumption,full Wan target forward only
F17,4,0.26,4.0,0.0,0.33629400000000004,linear_full_model_assumption,full Wan target forward only
F17,4,0.27,4.0,0.0,0.34064574999999997,linear_full_model_assumption,full Wan target forward only
F17,4,0.28,4.0,0.0,0.345088,linear_full_model_assumption,full Wan target forward only
F17,4,0.29,4.0,0.0,0.34962225,linear_full_model_assumption,full Wan target forward only
F17,4,0.3,4.0,0.0,0.35425,linear_full_model_assumption,full Wan target forward only
F17,4,0.31,4.0,0.0,0.35897275,linear_full_model_assumption,full Wan target forward only
F17,4,0.32,4.0,0.0,0.363792,linear_full_model_assumption,full Wan target forward only
F17,4,0.33,4.0,0.0,0.36870925000000004,linear_full_model_assumption,full Wan target forward only
F17,4,0.34,4.0,0.0,0.373726,linear_full_model_assumption,full Wan target forward only
F17,4,0.35000000000000003,4.0,0.0,0.37884375000000003,linear_full_model_assumption,full Wan target forward only
F17,4,0.36,4.0,0.0,0.38406399999999996,linear_full_model_assumption,full Wan target forward only
F17,4,0.37,4.0,0.0,0.38938825000000005,linear_full_model_assumption,full Wan target forward only
F17,4,0.38,4.0,0.0,0.394818,linear_full_model_assumption,full Wan target forward only
F17,4,0.39,4.0,0.0,0.40035475,linear_full_model_assumption,full Wan target forward only
F17,4,0.4,4.0,0.0,0.406,linear_full_model_assumption,full Wan target forward only
F17,4,0.41000000000000003,4.0,0.0,0.41175525,linear_full_model_assumption,full Wan target forward only
F17,4,0.42,4.0,0.0,0.41762199999999994,linear_full_model_assumption,full Wan target forward only
F17,4,0.43,4.0,0.0,0.42360175,linear_full_model_assumption,full Wan target forward only
F17,4,0.44,4.0,0.0,0.42969599999999997,linear_full_model_assumption,full Wan target forward only
F17,4,0.45,4.0,0.0,0.43590624999999994,linear_full_model_assumption,full Wan target forward only
F17,4,0.46,4.0,0.0,0.442234,linear_full_model_assumption,full Wan target forward only
F17,4,0.47000000000000003,4.0,0.0,0.44868075,linear_full_model_assumption,full Wan target forward only
F17,4,0.48,4.0,0.0,0.455248,linear_full_model_assumption,full Wan target forward only
F17,4,0.49,4.0,0.0,0.46193724999999997,linear_full_model_assumption,full Wan target forward only
F17,4,0.5,4.0,0.0,0.46875,linear_full_model_assumption,full Wan target forward only
F17,4,0.51,4.0,0.0,0.47568775,linear_full_model_assumption,full Wan target forward only
F17,4,0.52,4.0,0.0,0.482752,linear_full_model_assumption,full Wan target forward only
F17,4,0.53,4.0,0.0,0.48994425,linear_full_model_assumption,full Wan target forward only
F17,4,0.54,4.0,0.0,0.49726600000000004,linear_full_model_assumption,full Wan target forward only
F17,4,0.55,4.0,0.0,0.50471875,linear_full_model_assumption,full Wan target forward only
F17,4,0.56,4.0,0.0,0.5123040000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.5700000000000001,4.0,0.0,0.52002325,linear_full_model_assumption,full Wan target forward only
F17,4,0.58,4.0,0.0,0.5278780000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.59,4.0,0.0,0.53586975,linear_full_model_assumption,full Wan target forward only
F17,4,0.6,4.0,0.0,0.544,linear_full_model_assumption,full Wan target forward only
F17,4,0.61,4.0,0.0,0.55227025,linear_full_model_assumption,full Wan target forward only
F17,4,0.62,4.0,0.0,0.560682,linear_full_model_assumption,full Wan target forward only
F17,4,0.63,4.0,0.0,0.56923675,linear_full_model_assumption,full Wan target forward only
F17,4,0.64,4.0,0.0,0.5779360000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.65,4.0,0.0,0.5867812499999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.66,4.0,0.0,0.595774,linear_full_model_assumption,full Wan target forward only
F17,4,0.67,4.0,0.0,0.60491575,linear_full_model_assumption,full Wan target forward only
F17,4,0.68,4.0,0.0,0.6142080000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.6900000000000001,4.0,0.0,0.62365225,linear_full_model_assumption,full Wan target forward only
F17,4,0.7000000000000001,4.0,0.0,0.6332500000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.71,4.0,0.0,0.6430027500000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.72,4.0,0.0,0.6529119999999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.73,4.0,0.0,0.66297925,linear_full_model_assumption,full Wan target forward only
F17,4,0.74,4.0,0.0,0.673206,linear_full_model_assumption,full Wan target forward only
F17,4,0.75,4.0,0.0,0.68359375,linear_full_model_assumption,full Wan target forward only
F17,4,0.76,4.0,0.0,0.6941440000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.77,4.0,0.0,0.7048582499999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.78,4.0,0.0,0.715738,linear_full_model_assumption,full Wan target forward only
F17,4,0.79,4.0,0.0,0.7267847500000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.8,4.0,0.0,0.7380000000000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.81,4.0,0.0,0.74938525,linear_full_model_assumption,full Wan target forward only
F17,4,0.8200000000000001,4.0,0.0,0.760942,linear_full_model_assumption,full Wan target forward only
F17,4,0.8300000000000001,4.0,0.0,0.7726717500000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.84,4.0,0.0,0.7845759999999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.85,4.0,0.0,0.79665625,linear_full_model_assumption,full Wan target forward only
F17,4,0.86,4.0,0.0,0.8089139999999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.87,4.0,0.0,0.82135075,linear_full_model_assumption,full Wan target forward only
F17,4,0.88,4.0,0.0,0.8339679999999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.89,4.0,0.0,0.8467672500000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.9,4.0,0.0,0.85975,linear_full_model_assumption,full Wan target forward only
F17,4,0.91,4.0,0.0,0.87291775,linear_full_model_assumption,full Wan target forward only
F17,4,0.92,4.0,0.0,0.886272,linear_full_model_assumption,full Wan target forward only
F17,4,0.93,4.0,0.0,0.89981425,linear_full_model_assumption,full Wan target forward only
F17,4,0.9400000000000001,4.0,0.0,0.913546,linear_full_model_assumption,full Wan target forward only
F17,4,0.9500000000000001,4.0,0.0,0.9274687500000001,linear_full_model_assumption,full Wan target forward only
F17,4,0.96,4.0,0.0,0.9415839999999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.97,4.0,0.0,0.9558932499999999,linear_full_model_assumption,full Wan target forward only
F17,4,0.98,4.0,0.0,0.970398,linear_full_model_assumption,full Wan target forward only
F17,4,0.99,4.0,0.0,0.98509975,linear_full_model_assumption,full Wan target forward only
F17,4,1.0,4.0,0.0,1.0,linear_full_model_assumption,full Wan target forward only
F17,8,0.0,8.0,0.0,0.125,linear_full_model_assumption,full Wan target forward only
F17,8,0.01,8.0,0.0,0.12626262626262624,linear_full_model_assumption,full Wan target forward only
F17,8,0.02,8.0,0.0,0.12755102040816,linear_full_model_assumption,full Wan target forward only
F17,8,0.03,8.0,0.0,0.12886597938135874,linear_full_model_assumption,full Wan target forward only
F17,8,0.04,8.0,0.0,0.13020833333248003,linear_full_model_assumption,full Wan target forward only
F17,8,0.05,8.0,0.0,0.13157894736328124,linear_full_model_assumption,full Wan target forward only
F17,8,0.06,8.0,0.0,0.13297872338192002,linear_full_model_assumption,full Wan target forward only
F17,8,0.07,8.0,0.0,0.13440860207305375,linear_full_model_assumption,full Wan target forward only
F17,8,0.08,8.0,0.0,0.13586956498944003,linear_full_model_assumption,full Wan target forward only
F17,8,0.09,8.0,0.0,0.13736263677133628,linear_full_model_assumption,full Wan target forward only
F17,8,0.1,8.0,0.0,0.1388888875,linear_full_model_assumption,full Wan target forward only
F17,8,0.11,8.0,0.0,0.14044943519158876,linear_full_model_assumption,full Wan target forward only
F17,8,0.12,8.0,0.0,0.14204544843776004,linear_full_model_assumption,full Wan target forward only
F17,8,0.13,8.0,0.0,0.14367814919927124,linear_full_model_assumption,full Wan target forward only
F17,8,0.14,8.0,0.0,0.14534881575888003,linear_full_model_assumption,full Wan target forward only
F17,8,0.15,8.0,0.0,0.14705878583984372,linear_full_model_assumption,full Wan target forward only
F17,8,0.16,8.0,0.0,0.14880945989632002,linear_full_model_assumption,full Wan target forward only
F17,8,0.17,8.0,0.0,0.15060230458196622,linear_full_model_assumption,full Wan target forward only
F17,8,0.18,8.0,0.0,0.15243885640303997,linear_full_model_assumption,full Wan target forward only
F17,8,0.19,8.0,0.0,0.15432072556229876,linear_full_model_assumption,full Wan target forward only
F17,8,0.2,8.0,0.0,0.15624960000000002,linear_full_model_assumption,full Wan target forward only
F17,8,0.21,8.0,0.0,0.15822724963830123,linear_full_model_assumption,full Wan target forward only
F17,8,0.22,8.0,0.0,0.16025553083535998,linear_full_model_assumption,full Wan target forward only
F17,8,0.23,8.0,0.0,0.16233639105543377,linear_full_model_assumption,full Wan target forward only
F17,8,0.24,8.0,0.0,0.16447187376128003,linear_full_model_assumption,full Wan target forward only
F17,8,0.25,8.0,0.0,0.16666412353515625,linear_full_model_assumption,full Wan target forward only
F17,8,0.26,8.0,0.0,0.16891539143472,linear_full_model_assumption,full Wan target forward only
F17,8,0.27,8.0,0.0,0.17122804059012872,linear_full_model_assumption,full Wan target forward only
F17,8,0.28,8.0,0.0,0.17360455204864,linear_full_model_assumption,full Wan target forward only
F17,8,0.29,8.0,0.0,0.17604753087301125,linear_full_model_assumption,full Wan target forward only
F17,8,0.3,8.0,0.0,0.1785597125,linear_full_model_assumption,full Wan target forward only
F17,8,0.31,8.0,0.0,0.18114396936526375,linear_full_model_assumption,full Wan target forward only
F17,8,0.32,8.0,0.0,0.18380331780096001,linear_full_model_assumption,full Wan target forward only
F17,8,0.33,8.0,0.0,0.18654092521234625,linear_full_model_assumption,full Wan target forward only
F17,8,0.34,8.0,0.0,0.18936011753968002,linear_full_model_assumption,full Wan target forward only
F17,8,0.35000000000000003,8.0,0.0,0.19226438701171877,linear_full_model_assumption,full Wan target forward only
F17,8,0.36,8.0,0.0,0.19525740019711996,linear_full_model_assumption,full Wan target forward only
F17,8,0.37,8.0,0.0,0.1983430063600413,linear_full_model_assumption,full Wan target forward only
F17,8,0.38,8.0,0.0,0.20152524612624,linear_full_model_assumption,full Wan target forward only
F17,8,0.39,8.0,0.0,0.20480836046597373,linear_full_model_assumption,full Wan target forward only
F17,8,0.4,8.0,0.0,0.20819680000000004,linear_full_model_assumption,full Wan target forward only
F17,8,0.41000000000000003,8.0,0.0,0.21169523463497628,linear_full_model_assumption,full Wan target forward only
F17,8,0.42,8.0,0.0,0.21530856353455996,linear_full_model_assumption,full Wan target forward only
F17,8,0.43,8.0,0.0,0.21904192543250878,linear_full_model_assumption,full Wan target forward only
F17,8,0.44,8.0,0.0,0.22290070929407999,linear_full_model_assumption,full Wan target forward only
F17,8,0.45,8.0,0.0,0.22689056533203122,linear_full_model_assumption,full Wan target forward only
F17,8,0.46,8.0,0.0,0.23101741638352002,linear_full_model_assumption,full Wan target forward only
F17,8,0.47000000000000003,8.0,0.0,0.23528746965420375,linear_full_model_assumption,full Wan target forward only
F17,8,0.48,8.0,0.0,0.23970722883584,linear_full_model_assumption,full Wan target forward only
F17,8,0.49,8.0,0.0,0.24428350660368625,linear_full_model_assumption,full Wan target forward only
F17,8,0.5,8.0,0.0,0.2490234375,linear_full_model_assumption,full Wan target forward only
F17,8,0.51,8.0,0.0,0.2539344912099388,linear_full_model_assumption,full Wan target forward only
F17,8,0.52,8.0,0.0,0.25902448623616,linear_full_model_assumption,full Wan target forward only
F17,8,0.53,8.0,0.0,0.26430160397842123,linear_full_model_assumption,full Wan target forward only
F17,8,0.54,8.0,0.0,0.26977440322448004,linear_full_model_assumption,full Wan target forward only
F17,8,0.55,8.0,0.0,0.2754518350585938,linear_full_model_assumption,full Wan target forward only
F17,8,0.56,8.0,0.0,0.28134325819392003,linear_full_model_assumption,full Wan target forward only
F17,8,0.5700000000000001,8.0,0.0,0.2874584547351163,linear_full_model_assumption,full Wan target forward only
F17,8,0.58,8.0,0.0,0.29380764637744,linear_full_model_assumption,full Wan target forward only
F17,8,0.59,8.0,0.0,0.30040151104864876,linear_full_model_assumption,full Wan target forward only
F17,8,0.6,8.0,0.0,0.3072512,linear_full_model_assumption,full Wan target forward only
F17,8,0.61,8.0,0.0,0.31436835535265123,linear_full_model_assumption,full Wan target forward only
F17,8,0.62,8.0,0.0,0.32176512810575997,linear_full_model_assumption,full Wan target forward only
F17,8,0.63,8.0,0.0,0.3294541966125837,linear_full_model_assumption,full Wan target forward only
F17,8,0.64,8.0,0.0,0.3374487855308801,linear_full_model_assumption,full Wan target forward only
F17,8,0.65,8.0,0.0,0.3457626852539062,linear_full_model_assumption,full Wan target forward only
F17,8,0.66,8.0,0.0,0.3544102718283201,linear_full_model_assumption,full Wan target forward only
F17,8,0.67,8.0,0.0,0.3634065273652788,linear_full_model_assumption,full Wan target forward only
F17,8,0.68,8.0,0.0,0.37276706095104006,linear_full_model_assumption,full Wan target forward only
F17,8,0.6900000000000001,8.0,0.0,0.3825081300633613,linear_full_model_assumption,full Wan target forward only
F17,8,0.7000000000000001,8.0,0.0,0.3926466625000001,linear_full_model_assumption,full Wan target forward only
F17,8,0.71,8.0,0.0,0.40320027882561377,linear_full_model_assumption,full Wan target forward only
F17,8,0.72,8.0,0.0,0.41418731534335995,linear_full_model_assumption,full Wan target forward only
F17,8,0.73,8.0,0.0,0.42562684759749625,linear_full_model_assumption,full Wan target forward only
F17,8,0.74,8.0,0.0,0.43753871441327996,linear_full_model_assumption,full Wan target forward only
F17,8,0.75,8.0,0.0,0.44994354248046875,linear_full_model_assumption,full Wan target forward only
F17,8,0.76,8.0,0.0,0.46286277148672,linear_full_model_assumption,full Wan target forward only
F17,8,0.77,8.0,0.0,0.4763186798071912,linear_full_model_assumption,full Wan target forward only
F17,8,0.78,8.0,0.0,0.49033441075663997,linear_full_model_assumption,full Wan target forward only
F17,8,0.79,8.0,0.0,0.5049339994103238,linear_full_model_assumption,full Wan target forward only
F17,8,0.8,8.0,0.0,0.5201424000000001,linear_full_model_assumption,full Wan target forward only
F17,8,0.81,8.0,0.0,0.5359855138913263,linear_full_model_assumption,full Wan target forward only
F17,8,0.8200000000000001,8.0,0.0,0.55249021814896,linear_full_model_assumption,full Wan target forward only
F17,8,0.8300000000000001,8.0,0.0,0.5696843946956589,linear_full_model_assumption,full Wan target forward only
F17,8,0.84,8.0,0.0,0.5875969600716798,linear_full_model_assumption,full Wan target forward only
F17,8,0.85,8.0,0.0,0.6062578958007812,linear_full_model_assumption,full Wan target forward only
F17,8,0.86,8.0,0.0,0.6256982793691198,linear_full_model_assumption,full Wan target forward only
F17,8,0.87,8.0,0.0,0.6459503158233537,linear_full_model_assumption,full Wan target forward only
F17,8,0.88,8.0,0.0,0.66704736999424,linear_full_model_assumption,full Wan target forward only
F17,8,0.89,8.0,0.0,0.6890239993520363,linear_full_model_assumption,full Wan target forward only
F17,8,0.9,8.0,0.0,0.7119159875000001,linear_full_model_assumption,full Wan target forward only
F17,8,0.91,8.0,0.0,0.7357603783122889,linear_full_model_assumption,full Wan target forward only
F17,8,0.92,8.0,0.0,0.7605955107225602,linear_full_model_assumption,full Wan target forward only
F17,8,0.93,8.0,0.0,0.7864610541695712,linear_full_model_assumption,full Wan target forward only
F17,8,0.9400000000000001,8.0,0.0,0.8133980447060801,linear_full_model_assumption,full Wan target forward only
F17,8,0.9500000000000001,8.0,0.0,0.841448921777344,linear_full_model_assumption,full Wan target forward only
F17,8,0.96,8.0,0.0,0.87065756567552,linear_full_model_assumption,full Wan target forward only
F17,8,0.97,8.0,0.0,0.9010693356762661,linear_full_model_assumption,full Wan target forward only
F17,8,0.98,8.0,0.0,0.9327311088638399,linear_full_model_assumption,full Wan target forward only
F17,8,0.99,8.0,0.0,0.9656913196509987,linear_full_model_assumption,full Wan target forward only
F17,8,1.0,8.0,0.0,1.0,linear_full_model_assumption,full Wan target forward only
