sample_id,sample_position,layer_index,method,exact_group_count,visual_token_retention,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2,full_worst_head_relative_l2,certificate_relative,certificate_valid_head_fraction,bound_violation
vsi_question_3132,73,13,analytic_remainder,196,0.625,0.03858577832579613,0.08853419870138168,0.002825978212058544,0.012641974724829197,nan,0.0,0
vsi_question_3132,73,13,analytic_remainder,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,13,attention_mass,0,0.25,0.6275526881217957,0.7681570053100586,0.04488544911146164,0.12096819281578064,nan,0.0,0
vsi_question_3132,73,13,attention_mass,49,0.34375,0.17576517164707184,0.5757639408111572,0.013503456488251686,0.04311360418796539,nan,0.0,0
vsi_question_3132,73,13,attention_mass,98,0.4375,0.09821930527687073,0.2824798822402954,0.0075543783605098724,0.02658657543361187,nan,0.0,0
vsi_question_3132,73,13,attention_mass,147,0.53125,0.05842309445142746,0.16291192173957825,0.004547996912151575,0.014762451872229576,nan,0.0,0
vsi_question_3132,73,13,attention_mass,196,0.625,0.033734846860170364,0.08642996847629547,0.002817867323756218,0.010989595204591751,nan,0.0,0
vsi_question_3132,73,13,attention_mass,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,13,exact_local_score,0,0.25,0.6275526881217957,0.7681570053100586,0.04488544911146164,0.12096819281578064,nan,0.0,0
vsi_question_3132,73,13,exact_local_score,49,0.34375,0.15528778731822968,0.3859565258026123,0.013250067830085754,0.03559328243136406,nan,0.0,0
vsi_question_3132,73,13,exact_local_score,98,0.4375,0.08798728883266449,0.17455624043941498,0.006946701556444168,0.020239293575286865,nan,0.0,0
vsi_question_3132,73,13,exact_local_score,147,0.53125,0.05193859338760376,0.09956176578998566,0.004385756328701973,0.014883485622704029,nan,0.0,0
vsi_question_3132,73,13,exact_local_score,196,0.625,0.02969084493815899,0.06031098961830139,0.0024792843032628298,0.009886426851153374,nan,0.0,0
vsi_question_3132,73,13,exact_local_score,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,13,exact_greedy_oracle,0,0.25,0.6275526881217957,0.7681570053100586,0.04488544911146164,0.12096819281578064,nan,0.0,0
vsi_question_3132,73,13,exact_greedy_oracle,49,0.34375,0.14390899240970612,0.3759378492832184,0.016377264633774757,0.04172034561634064,nan,0.0,0
vsi_question_3132,73,13,exact_greedy_oracle,98,0.4375,0.09986091405153275,0.3245338797569275,0.012368286959826946,0.032686956226825714,nan,0.0,0
vsi_question_3132,73,13,exact_greedy_oracle,147,0.53125,0.08752881735563278,0.3163994252681732,0.01073289941996336,0.03024630807340145,nan,0.0,0
vsi_question_3132,73,13,exact_greedy_oracle,196,0.625,0.0783126950263977,0.3446691632270813,0.007934695109724998,0.027126310393214226,nan,0.0,0
vsi_question_3132,73,13,exact_greedy_oracle,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,13,fixed_random,0,0.25,0.6275526881217957,0.7681570053100586,0.04488544911146164,0.12096819281578064,nan,0.0,0
vsi_question_3132,73,13,fixed_random,49,0.34375,0.49205708503723145,0.6353242993354797,0.040828853845596313,0.11071725189685822,nan,0.0,0
vsi_question_3132,73,13,fixed_random,98,0.4375,0.43235790729522705,0.6744744777679443,0.03550780564546585,0.09699893742799759,nan,0.0,0
vsi_question_3132,73,13,fixed_random,147,0.53125,0.3371206820011139,0.6152686476707458,0.02924235537648201,0.07260378450155258,nan,0.0,0
vsi_question_3132,73,13,fixed_random,196,0.625,0.32462671399116516,0.6256904006004333,0.027742011472582817,0.06995892524719238,nan,0.0,0
vsi_question_3132,73,13,fixed_random,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,27,analytic_remainder,0,0.25,0.6514242887496948,0.9236105680465698,0.09988176077604294,0.33002969622612,nan,0.0,0
vsi_question_3132,73,27,analytic_remainder,49,0.34375,0.26820969581604004,0.53715580701828,0.06361297518014908,0.21645201742649078,nan,0.0,0
vsi_question_3132,73,27,analytic_remainder,98,0.4375,0.1576947122812271,0.4377366304397583,0.03753697872161865,0.11321024596691132,nan,0.0,0
vsi_question_3132,73,27,analytic_remainder,147,0.53125,0.09904259443283081,0.19534985721111298,0.025148507207632065,0.08213017880916595,nan,0.0,0
vsi_question_3132,73,27,analytic_remainder,196,0.625,0.0628916546702385,0.1541794091463089,0.014924912713468075,0.04157564789056778,nan,0.0,0
vsi_question_3132,73,27,analytic_remainder,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,27,attention_mass,0,0.25,0.6514242887496948,0.9236105680465698,0.09988176077604294,0.33002969622612,nan,0.0,0
vsi_question_3132,73,27,attention_mass,49,0.34375,0.220088392496109,0.46580770611763,0.054423607885837555,0.1721479296684265,nan,0.0,0
vsi_question_3132,73,27,attention_mass,98,0.4375,0.1469876617193222,0.41976457834243774,0.03725771978497505,0.11791277676820755,nan,0.0,0
vsi_question_3132,73,27,attention_mass,147,0.53125,0.0872010588645935,0.16810359060764313,0.023498089984059334,0.07756854593753815,nan,0.0,0
vsi_question_3132,73,27,attention_mass,196,0.625,0.05350683629512787,0.14872026443481445,0.012095263227820396,0.03467691317200661,nan,0.0,0
vsi_question_3132,73,27,attention_mass,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,27,exact_local_score,0,0.25,0.6514242887496948,0.9236105680465698,0.09988176077604294,0.33002969622612,nan,0.0,0
vsi_question_3132,73,27,exact_local_score,49,0.34375,0.24381694197654724,0.5195033550262451,0.048333801329135895,0.1651943475008011,nan,0.0,0
vsi_question_3132,73,27,exact_local_score,98,0.4375,0.13583333790302277,0.25286340713500977,0.030727211385965347,0.09391327202320099,nan,0.0,0
vsi_question_3132,73,27,exact_local_score,147,0.53125,0.08465494215488434,0.17309381067752838,0.01905437558889389,0.06133158504962921,nan,0.0,0
vsi_question_3132,73,27,exact_local_score,196,0.625,0.050047244876623154,0.1039232462644577,0.010985556058585644,0.040069371461868286,nan,0.0,0
vsi_question_3132,73,27,exact_local_score,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,27,exact_greedy_oracle,0,0.25,0.6514242887496948,0.9236105680465698,0.09988176077604294,0.33002969622612,nan,0.0,0
vsi_question_3132,73,27,exact_greedy_oracle,49,0.34375,0.18731029331684113,0.3995074927806854,0.051633935421705246,0.15020474791526794,nan,0.0,0
vsi_question_3132,73,27,exact_greedy_oracle,98,0.4375,0.11329759657382965,0.2251078486442566,0.03455875441431999,0.10272911936044693,nan,0.0,0
vsi_question_3132,73,27,exact_greedy_oracle,147,0.53125,0.07329542934894562,0.16087791323661804,0.02074533887207508,0.0511961467564106,nan,0.0,0
vsi_question_3132,73,27,exact_greedy_oracle,196,0.625,0.045831818133592606,0.08578154444694519,0.011885538697242737,0.03439006954431534,nan,0.0,0
vsi_question_3132,73,27,exact_greedy_oracle,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_3132,73,27,fixed_random,0,0.25,0.6514242887496948,0.9236105680465698,0.09988176077604294,0.33002969622612,nan,0.0,0
vsi_question_3132,73,27,fixed_random,49,0.34375,0.6345064043998718,0.9348404407501221,0.08625062555074692,0.2504921555519104,nan,0.0,0
vsi_question_3132,73,27,fixed_random,98,0.4375,0.6488788723945618,0.9986020922660828,0.07554541528224945,0.2385561466217041,nan,0.0,0
vsi_question_3132,73,27,fixed_random,147,0.53125,0.5960708260536194,0.987979531288147,0.056773990392684937,0.22380080819129944,nan,0.0,0
vsi_question_3132,73,27,fixed_random,196,0.625,0.5499805212020874,0.962641716003418,0.04646952450275421,0.2116403430700302,nan,0.0,0
vsi_question_3132,73,27,fixed_random,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,0,analytic_remainder,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995,0.15592381358146667,nan,0.2857142984867096,0
vsi_question_5084,74,0,analytic_remainder,49,0.34375,0.06877797842025757,0.29443544149398804,0.01609892211854458,0.12953798472881317,nan,0.2857142984867096,0
vsi_question_5084,74,0,analytic_remainder,98,0.4375,0.053353745490312576,0.21359743177890778,0.013104618526995182,0.11060045659542084,nan,0.2857142984867096,0
vsi_question_5084,74,0,analytic_remainder,147,0.53125,0.04257258400321007,0.18855562806129456,0.009880978614091873,0.09291540831327438,nan,0.2857142984867096,0
vsi_question_5084,74,0,analytic_remainder,196,0.625,0.03237653896212578,0.15302281081676483,0.007025444880127907,0.053987208753824234,nan,0.2857142984867096,0
vsi_question_5084,74,0,analytic_remainder,392,1.0,0.0,0.0,0.0,0.0,nan,0.2857142984867096,0
vsi_question_5084,74,0,attention_mass,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995,0.15592381358146667,nan,0.2857142984867096,0
vsi_question_5084,74,0,attention_mass,49,0.34375,0.059834592044353485,0.2799903452396393,0.012609921395778656,0.11218637228012085,nan,0.2857142984867096,0
vsi_question_5084,74,0,attention_mass,98,0.4375,0.042446695268154144,0.22194035351276398,0.009364406578242779,0.07865448296070099,nan,0.2857142984867096,0
vsi_question_5084,74,0,attention_mass,147,0.53125,0.02746577374637127,0.12318704277276993,0.006617073900997639,0.05941351503133774,nan,0.2857142984867096,0
vsi_question_5084,74,0,attention_mass,196,0.625,0.017263727262616158,0.07586612552404404,0.004710611421614885,0.04342424124479294,nan,0.2857142984867096,0
vsi_question_5084,74,0,attention_mass,392,1.0,0.0,0.0,0.0,0.0,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_local_score,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995,0.15592381358146667,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_local_score,49,0.34375,0.05806867778301239,0.2505323588848114,0.0126091493293643,0.10984363406896591,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_local_score,98,0.4375,0.03427214175462723,0.17257553339004517,0.007929195649921894,0.05651569366455078,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_local_score,147,0.53125,0.022162405773997307,0.10154562443494797,0.005344274919480085,0.0374121330678463,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_local_score,196,0.625,0.013565141707658768,0.0571855753660202,0.0037859766744077206,0.02923531085252762,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_local_score,392,1.0,0.0,0.0,0.0,0.0,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_greedy_oracle,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995,0.15592381358146667,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_greedy_oracle,49,0.34375,0.03891286253929138,0.13549868762493134,0.012706764042377472,0.0738881379365921,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_greedy_oracle,98,0.4375,0.025985952466726303,0.10186265408992767,0.009469769895076752,0.05065637081861496,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_greedy_oracle,147,0.53125,0.01962972804903984,0.09267383068799973,0.007258468307554722,0.038432974368333817,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_greedy_oracle,196,0.625,0.01658366248011589,0.0924578607082367,0.005865530576556921,0.027489013969898224,nan,0.2857142984867096,0
vsi_question_5084,74,0,exact_greedy_oracle,392,1.0,0.0,0.0,0.0,0.0,nan,0.2857142984867096,0
vsi_question_5084,74,0,fixed_random,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995,0.15592381358146667,nan,0.2857142984867096,0
vsi_question_5084,74,0,fixed_random,49,0.34375,0.34639668464660645,0.8122403025627136,0.020535415038466454,0.14596280455589294,nan,0.2857142984867096,0
vsi_question_5084,74,0,fixed_random,98,0.4375,0.3446202278137207,0.8120013475418091,0.01788930967450142,0.12120752781629562,nan,0.2857142984867096,0
vsi_question_5084,74,0,fixed_random,147,0.53125,0.3410232961177826,0.807428240776062,0.015774905681610107,0.11043020337820053,nan,0.2857142984867096,0
vsi_question_5084,74,0,fixed_random,196,0.625,0.33197009563446045,0.8030335903167725,0.011815412901341915,0.08827697485685349,nan,0.2857142984867096,0
vsi_question_5084,74,0,fixed_random,392,1.0,0.0,0.0,0.0,0.0,nan,0.2857142984867096,0
vsi_question_5084,74,13,analytic_remainder,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405,0.09165085852146149,nan,0.0,0
vsi_question_5084,74,13,analytic_remainder,49,0.34375,0.16851471364498138,0.38301458954811096,0.010828853584825993,0.030461175367236137,nan,0.0,0
vsi_question_5084,74,13,analytic_remainder,98,0.4375,0.097157783806324,0.2275485098361969,0.00540882209315896,0.019906893372535706,nan,0.0,0
vsi_question_5084,74,13,analytic_remainder,147,0.53125,0.06044406816363335,0.14131496846675873,0.002887421753257513,0.011195615865290165,nan,0.0,0
vsi_question_5084,74,13,analytic_remainder,196,0.625,0.03534732386469841,0.07782574743032455,0.0017209250945597887,0.006275086663663387,nan,0.0,0
vsi_question_5084,74,13,analytic_remainder,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,13,attention_mass,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405,0.09165085852146149,nan,0.0,0
vsi_question_5084,74,13,attention_mass,49,0.34375,0.16074399650096893,0.5176596641540527,0.010784112848341465,0.026391906663775444,nan,0.0,0
vsi_question_5084,74,13,attention_mass,98,0.4375,0.08727502822875977,0.2248595654964447,0.005331133492290974,0.0177778210490942,nan,0.0,0
vsi_question_5084,74,13,attention_mass,147,0.53125,0.05220462754368782,0.13405929505825043,0.0029939368832856417,0.010220843367278576,nan,0.0,0
vsi_question_5084,74,13,attention_mass,196,0.625,0.032778266817331314,0.07830244302749634,0.001710744691081345,0.005953547544777393,nan,0.0,0
vsi_question_5084,74,13,attention_mass,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,13,exact_local_score,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405,0.09165085852146149,nan,0.0,0
vsi_question_5084,74,13,exact_local_score,49,0.34375,0.14944222569465637,0.28397446870803833,0.010553545318543911,0.03045191615819931,nan,0.0,0
vsi_question_5084,74,13,exact_local_score,98,0.4375,0.0825415849685669,0.1549471616744995,0.004969318863004446,0.016679318621754646,nan,0.0,0
vsi_question_5084,74,13,exact_local_score,147,0.53125,0.05006367713212967,0.11698058247566223,0.0027309933211654425,0.010546992532908916,nan,0.0,0
vsi_question_5084,74,13,exact_local_score,196,0.625,0.030436597764492035,0.07004636526107788,0.001528899883851409,0.005657609086483717,nan,0.0,0
vsi_question_5084,74,13,exact_local_score,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,13,exact_greedy_oracle,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405,0.09165085852146149,nan,0.0,0
vsi_question_5084,74,13,exact_greedy_oracle,49,0.34375,0.1266557276248932,0.3425794243812561,0.01725650019943714,0.0412842333316803,nan,0.0,0
vsi_question_5084,74,13,exact_greedy_oracle,98,0.4375,0.102361299097538,0.2841930687427521,0.014254532754421234,0.03368059918284416,nan,0.0,0
vsi_question_5084,74,13,exact_greedy_oracle,147,0.53125,0.06480900943279266,0.29638293385505676,0.0066703082993626595,0.021066855639219284,nan,0.0,0
vsi_question_5084,74,13,exact_greedy_oracle,196,0.625,0.05381486937403679,0.2863928973674774,0.005866536404937506,0.01998811401426792,nan,0.0,0
vsi_question_5084,74,13,exact_greedy_oracle,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,13,fixed_random,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405,0.09165085852146149,nan,0.0,0
vsi_question_5084,74,13,fixed_random,49,0.34375,0.4243004620075226,0.644142746925354,0.032352082431316376,0.08186593651771545,nan,0.0,0
vsi_question_5084,74,13,fixed_random,98,0.4375,0.32708171010017395,0.7075070142745972,0.026683129370212555,0.06407612562179565,nan,0.0,0
vsi_question_5084,74,13,fixed_random,147,0.53125,0.30161118507385254,0.608407735824585,0.024952931329607964,0.060498274862766266,nan,0.0,0
vsi_question_5084,74,13,fixed_random,196,0.625,0.20267903804779053,0.30671533942222595,0.02038043923676014,0.051594167947769165,nan,0.0,0
vsi_question_5084,74,13,fixed_random,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,27,analytic_remainder,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481,0.491304874420166,nan,0.0,0
vsi_question_5084,74,27,analytic_remainder,49,0.34375,0.27262184023857117,0.5533249378204346,0.03403063863515854,0.32888761162757874,nan,0.0,0
vsi_question_5084,74,27,analytic_remainder,98,0.4375,0.17358651757240295,0.38043421506881714,0.019514299929142,0.22236905992031097,nan,0.0,0
vsi_question_5084,74,27,analytic_remainder,147,0.53125,0.1445450782775879,0.38043415546417236,0.012669112533330917,0.18713566660881042,nan,0.0,0
vsi_question_5084,74,27,analytic_remainder,196,0.625,0.06145007163286209,0.15582112967967987,0.007939192466437817,0.10665086656808853,nan,0.0,0
vsi_question_5084,74,27,analytic_remainder,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,27,attention_mass,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481,0.491304874420166,nan,0.0,0
vsi_question_5084,74,27,attention_mass,49,0.34375,0.21735884249210358,0.477390855550766,0.030582210049033165,0.2952730059623718,nan,0.0,0
vsi_question_5084,74,27,attention_mass,98,0.4375,0.15250994265079498,0.3234177231788635,0.018296821042895317,0.2157413363456726,nan,0.0,0
vsi_question_5084,74,27,attention_mass,147,0.53125,0.09830282628536224,0.24029944837093353,0.01144704595208168,0.15780821442604065,nan,0.0,0
vsi_question_5084,74,27,attention_mass,196,0.625,0.0626998245716095,0.1819283813238144,0.007976766675710678,0.12088857591152191,nan,0.0,0
vsi_question_5084,74,27,attention_mass,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,27,exact_local_score,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481,0.491304874420166,nan,0.0,0
vsi_question_5084,74,27,exact_local_score,49,0.34375,0.24749578535556793,0.4626398980617523,0.027104882523417473,0.24274422228336334,nan,0.0,0
vsi_question_5084,74,27,exact_local_score,98,0.4375,0.14519071578979492,0.30806615948677063,0.01649429090321064,0.1705840826034546,nan,0.0,0
vsi_question_5084,74,27,exact_local_score,147,0.53125,0.08903258293867111,0.18006940186023712,0.010584007017314434,0.1036253347992897,nan,0.0,0
vsi_question_5084,74,27,exact_local_score,196,0.625,0.05459758639335632,0.11331650614738464,0.0068284147419035435,0.07285072654485703,nan,0.0,0
vsi_question_5084,74,27,exact_local_score,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,27,exact_greedy_oracle,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481,0.491304874420166,nan,0.0,0
vsi_question_5084,74,27,exact_greedy_oracle,49,0.34375,0.16655220091342926,0.31601452827453613,0.028668543323874474,0.22504231333732605,nan,0.0,0
vsi_question_5084,74,27,exact_greedy_oracle,98,0.4375,0.10487838089466095,0.20665715634822845,0.01960538886487484,0.15267029404640198,nan,0.0,0
vsi_question_5084,74,27,exact_greedy_oracle,147,0.53125,0.07538729906082153,0.15375696122646332,0.014844920486211777,0.11617852747440338,nan,0.0,0
vsi_question_5084,74,27,exact_greedy_oracle,196,0.625,0.06672653555870056,0.1491989940404892,0.012686988338828087,0.08451759070158005,nan,0.0,0
vsi_question_5084,74,27,exact_greedy_oracle,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_5084,74,27,fixed_random,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481,0.491304874420166,nan,0.0,0
vsi_question_5084,74,27,fixed_random,49,0.34375,0.6216592192649841,1.1450767517089844,0.051411326974630356,0.45843687653541565,nan,0.0,0
vsi_question_5084,74,27,fixed_random,98,0.4375,0.5448693037033081,1.2038555145263672,0.03985569253563881,0.38867896795272827,nan,0.0,0
vsi_question_5084,74,27,fixed_random,147,0.53125,0.5073853731155396,1.2038532495498657,0.033645253628492355,0.3312993347644806,nan,0.0,0
vsi_question_5084,74,27,fixed_random,196,0.625,0.48973897099494934,1.2015115022659302,0.026351360604166985,0.17758265137672424,nan,0.0,0
vsi_question_5084,74,27,fixed_random,392,1.0,0.0,0.0,0.0,0.0,nan,0.0,0
vsi_question_1569,75,0,analytic_remainder,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884,0.18127427995204926,nan,0.3214285969734192,0
vsi_question_1569,75,0,analytic_remainder,49,0.34375,0.09814385324716568,0.26343825459480286,0.018952274695038795,0.14574499428272247,nan,0.3214285969734192,0
vsi_question_1569,75,0,analytic_remainder,98,0.4375,0.08601001650094986,0.19984467327594757,0.01464693620800972,0.1257602870464325,nan,0.3214285969734192,0
vsi_question_1569,75,0,analytic_remainder,147,0.53125,0.07995069772005081,0.1984240859746933,0.011579710990190506,0.10004688054323196,nan,0.3214285969734192,0
vsi_question_1569,75,0,analytic_remainder,196,0.625,0.028954405337572098,0.1271435171365738,0.009700627997517586,0.08653565496206284,nan,0.3214285969734192,0
vsi_question_1569,75,0,analytic_remainder,392,1.0,0.0,0.0,0.0,0.0,nan,0.3214285969734192,0
vsi_question_1569,75,0,attention_mass,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884,0.18127427995204926,nan,0.3214285969734192,0
vsi_question_1569,75,0,attention_mass,49,0.34375,0.05694755166769028,0.26366233825683594,0.01623176783323288,0.12211790680885315,nan,0.3214285969734192,0
vsi_question_1569,75,0,attention_mass,98,0.4375,0.03853781893849373,0.17743028700351715,0.012014470994472504,0.08887002617120743,nan,0.3214285969734192,0
vsi_question_1569,75,0,attention_mass,147,0.53125,0.02756531909108162,0.14569738507270813,0.008481726050376892,0.05880389362573624,nan,0.3214285969734192,0
vsi_question_1569,75,0,attention_mass,196,0.625,0.015798427164554596,0.09136746823787689,0.0056320661678910255,0.03262753039598465,nan,0.3214285969734192,0
vsi_question_1569,75,0,attention_mass,392,1.0,0.0,0.0,0.0,0.0,nan,0.3214285969734192,0
vsi_question_1569,75,0,exact_local_score,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884,0.18127427995204926,nan,0.3214285969734192,0
vsi_question_1569,75,0,exact_local_score,49,0.34375,0.05309554934501648,0.27412569522857666,0.014873659238219261,0.08654476702213287,nan,0.3214285969734192,0
vsi_question_1569,75,0,exact_local_score,98,0.4375,0.032504353672266006,0.13347619771957397,0.010622159577906132,0.060864657163619995,nan,0.3214285969734192,0
