head,source,ascending_index,eigenvalue,mp_lower,mp_upper
0,q,0,0.0007204613648355007,0.8788919423236052,1.1289224654908026
0,q,1,0.0010386520298197865,0.8788919423236052,1.1289224654908026
0,q,2,0.0011046406580135226,0.8788919423236052,1.1289224654908026
0,q,3,0.0018327573779970407,0.8788919423236052,1.1289224654908026
0,q,4,0.0021878208499401808,0.8788919423236052,1.1289224654908026
0,q,5,0.0025439157616347075,0.8788919423236052,1.1289224654908026
0,q,6,0.002807049313560128,0.8788919423236052,1.1289224654908026
0,q,7,0.0036186655052006245,0.8788919423236052,1.1289224654908026
0,q,8,0.004626614507287741,0.8788919423236052,1.1289224654908026
0,q,9,0.005356264766305685,0.8788919423236052,1.1289224654908026
0,q,10,0.0054351771250367165,0.8788919423236052,1.1289224654908026
0,q,11,0.006829871796071529,0.8788919423236052,1.1289224654908026
0,q,12,0.007221068721264601,0.8788919423236052,1.1289224654908026
0,q,13,0.00777672091498971,0.8788919423236052,1.1289224654908026
0,q,14,0.009018328972160816,0.8788919423236052,1.1289224654908026
0,q,15,0.00946125853806734,0.8788919423236052,1.1289224654908026
0,q,16,0.009777977131307125,0.8788919423236052,1.1289224654908026
0,q,17,0.011974792927503586,0.8788919423236052,1.1289224654908026
0,q,18,0.014520356431603432,0.8788919423236052,1.1289224654908026
0,q,19,0.015457200817763805,0.8788919423236052,1.1289224654908026
0,q,20,0.016153894364833832,0.8788919423236052,1.1289224654908026
0,q,21,0.017041221261024475,0.8788919423236052,1.1289224654908026
0,q,22,0.017759976908564568,0.8788919423236052,1.1289224654908026
0,q,23,0.020052162930369377,0.8788919423236052,1.1289224654908026
0,q,24,0.02063806913793087,0.8788919423236052,1.1289224654908026
0,q,25,0.024190494790673256,0.8788919423236052,1.1289224654908026
0,q,26,0.02496524527668953,0.8788919423236052,1.1289224654908026
0,q,27,0.02691900171339512,0.8788919423236052,1.1289224654908026
0,q,28,0.028401624411344528,0.8788919423236052,1.1289224654908026
0,q,29,0.031642887741327286,0.8788919423236052,1.1289224654908026
0,q,30,0.03409397974610329,0.8788919423236052,1.1289224654908026
0,q,31,0.038283832371234894,0.8788919423236052,1.1289224654908026
0,q,32,0.03902113810181618,0.8788919423236052,1.1289224654908026
0,q,33,0.04106978699564934,0.8788919423236052,1.1289224654908026
0,q,34,0.046432975679636,0.8788919423236052,1.1289224654908026
0,q,35,0.051905445754528046,0.8788919423236052,1.1289224654908026
0,q,36,0.05336207151412964,0.8788919423236052,1.1289224654908026
0,q,37,0.05675780400633812,0.8788919423236052,1.1289224654908026
0,q,38,0.06320570409297943,0.8788919423236052,1.1289224654908026
0,q,39,0.06783124059438705,0.8788919423236052,1.1289224654908026
0,q,40,0.07299210131168365,0.8788919423236052,1.1289224654908026
0,q,41,0.0744364932179451,0.8788919423236052,1.1289224654908026
0,q,42,0.07999047636985779,0.8788919423236052,1.1289224654908026
0,q,43,0.08345898985862732,0.8788919423236052,1.1289224654908026
0,q,44,0.09125764667987823,0.8788919423236052,1.1289224654908026
0,q,45,0.10539831221103668,0.8788919423236052,1.1289224654908026
0,q,46,0.11897943913936615,0.8788919423236052,1.1289224654908026
0,q,47,0.12115418910980225,0.8788919423236052,1.1289224654908026
0,q,48,0.12843142449855804,0.8788919423236052,1.1289224654908026
0,q,49,0.13882625102996826,0.8788919423236052,1.1289224654908026
0,q,50,0.14415276050567627,0.8788919423236052,1.1289224654908026
0,q,51,0.15261244773864746,0.8788919423236052,1.1289224654908026
0,q,52,0.1665685772895813,0.8788919423236052,1.1289224654908026
0,q,53,0.18724726140499115,0.8788919423236052,1.1289224654908026
0,q,54,0.20327381789684296,0.8788919423236052,1.1289224654908026
0,q,55,0.2078409343957901,0.8788919423236052,1.1289224654908026
0,q,56,0.21560761332511902,0.8788919423236052,1.1289224654908026
0,q,57,0.22956031560897827,0.8788919423236052,1.1289224654908026
0,q,58,0.24800153076648712,0.8788919423236052,1.1289224654908026
0,q,59,0.253006249666214,0.8788919423236052,1.1289224654908026
0,q,60,0.2616516649723053,0.8788919423236052,1.1289224654908026
