sample_id,sample_position,layer_index,cluster_family,prototype_count,selector,active_token_budget,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2,active_token_count_mean,active_token_count_max,active_read_ratio,exact_token_fraction_mean,selected_visual_mass_mean
vsi_question_1880,79,27,key,128,oracle_reverse_greedy,392,0.09419135004281998,0.1842396855354309,0.008375924080610275,381.4285888671875,392,4.113036632537842,0.17381104826927185,0.6290463209152222
vsi_question_1053,80,0,key,128,oracle_reverse_greedy,392,0.027570966631174088,0.12184308469295502,0.01146371103823185,387.0357360839844,392,4.051684379577637,0.180803582072258,0.5591940879821777
vsi_question_1053,80,13,key,128,oracle_reverse_greedy,392,0.07170446217060089,0.1793830841779709,0.006342423148453236,382.0714416503906,392,4.106391429901123,0.17233054339885712,0.7693796753883362
vsi_question_1053,80,27,key,128,oracle_reverse_greedy,392,0.09376531839370728,0.20241831243038177,0.010926684364676476,383.8214416503906,392,4.085966110229492,0.178480327129364,0.6083592176437378
vsi_question_1039,81,0,key,128,oracle_reverse_greedy,392,0.021609891206026077,0.09100906550884247,0.009504188783466816,384.7500305175781,392,4.076058864593506,0.17950528860092163,0.581920325756073
vsi_question_1039,81,13,key,128,oracle_reverse_greedy,392,0.060044437646865845,0.17135804891586304,0.005809948313981295,383.0000305175781,392,4.094879150390625,0.17422105371952057,0.8100109696388245
vsi_question_1039,81,27,key,128,oracle_reverse_greedy,392,0.10250748693943024,0.20150898396968842,0.014228404499590397,382.3214416503906,392,4.104015350341797,0.17761479318141937,0.6622940897941589
vsi_question_5150,82,0,key,128,oracle_reverse_greedy,392,0.024404969066381454,0.10310789197683334,0.008074169047176838,386.71429443359375,392,4.0551629066467285,0.18084914982318878,0.5480309724807739
vsi_question_5150,82,13,key,128,oracle_reverse_greedy,392,0.059455085545778275,0.1364021897315979,0.003906404133886099,385.1785888671875,392,4.071803569793701,0.17608875036239624,0.7649330496788025
vsi_question_5150,82,27,key,128,oracle_reverse_greedy,392,0.10537859052419662,0.2098664939403534,0.005120679270476103,376.8571472167969,391,4.163995265960693,0.17312774062156677,0.5753285884857178
vsi_question_5067,83,0,key,128,oracle_reverse_greedy,392,0.023936141282320023,0.110484279692173,0.008051232434809208,385.71429443359375,392,4.065721035003662,0.1806669384241104,0.5424817204475403
vsi_question_5067,83,13,key,128,oracle_reverse_greedy,392,0.0736866295337677,0.23964114487171173,0.004424327984452248,380.6071472167969,392,4.122700214385986,0.1735832840204239,0.7139797806739807
vsi_question_5067,83,27,key,128,oracle_reverse_greedy,392,0.07283670455217361,0.14856533706188202,0.006598078180104494,385.3214416503906,392,4.070449352264404,0.18169189989566803,0.6422924399375916
vsi_question_1976,84,0,key,128,oracle_reverse_greedy,392,0.02052987366914749,0.09586885571479797,0.010904530063271523,386.21429443359375,392,4.060749053955078,0.18094025552272797,0.5801565647125244
vsi_question_1976,84,13,key,128,oracle_reverse_greedy,392,0.08158030360937119,0.19846153259277344,0.00824300479143858,380.39288330078125,391,4.124916076660156,0.17376549541950226,0.7079277634620667
vsi_question_1976,84,27,key,128,oracle_reverse_greedy,392,0.06772824376821518,0.1554563045501709,0.009433180093765259,380.96429443359375,392,4.11807107925415,0.17886753380298615,0.702421247959137
vsi_question_1077,85,0,key,128,oracle_reverse_greedy,392,0.02530561201274395,0.08504092693328857,0.011518023908138275,384.7857360839844,391,4.07602071762085,0.1780247986316681,0.5414199233055115
vsi_question_1077,85,13,key,128,oracle_reverse_greedy,392,0.08053423464298248,0.17772124707698822,0.006201563868671656,383.8214416503906,392,4.086966514587402,0.17506378889083862,0.7673662900924683
vsi_question_1077,85,27,key,128,oracle_reverse_greedy,392,0.09650818258523941,0.18511441349983215,0.011095309630036354,383.71429443359375,392,4.087350845336914,0.17891308665275574,0.6731445789337158
vsi_question_3092,86,0,key,128,oracle_reverse_greedy,392,0.026086192578077316,0.09905370324850082,0.015128729864954948,386.8214416503906,392,4.054030895233154,0.18105413019657135,0.581299901008606
vsi_question_3092,86,13,key,128,oracle_reverse_greedy,392,0.07131025195121765,0.1809547394514084,0.007498637307435274,379.2500305175781,391,4.139705181121826,0.17103226482868195,0.7492820024490356
vsi_question_3092,86,27,key,128,oracle_reverse_greedy,392,0.08024682849645615,0.13390763103961945,0.010069984942674637,384.3214416503906,392,4.081111431121826,0.17811590433120728,0.6649816632270813
vsi_question_5025,87,0,key,128,oracle_reverse_greedy,392,0.02500937134027481,0.10172554850578308,0.008033598773181438,383.3214416503906,392,4.091803550720215,0.1780247986316681,0.5213367938995361
vsi_question_5025,87,13,key,128,oracle_reverse_greedy,392,0.060171861201524734,0.13922365009784698,0.00415284838527441,383.0357360839844,392,4.094799518585205,0.17547376453876495,0.782122790813446
vsi_question_5025,87,27,key,128,oracle_reverse_greedy,392,0.08436605334281921,0.1713782101869583,0.007148193195462227,379.96429443359375,392,4.128932952880859,0.17554208636283875,0.6243767142295837
vsi_question_5074,88,0,key,128,oracle_reverse_greedy,392,0.02387564443051815,0.10118933767080307,0.00882765743881464,385.0357360839844,392,4.072953701019287,0.17986972630023956,0.5283805131912231
vsi_question_5074,88,13,key,128,oracle_reverse_greedy,392,0.07693465799093246,0.1955014020204544,0.0044960021041333675,382.5357360839844,392,4.100490570068359,0.17453990876674652,0.7668050527572632
vsi_question_5074,88,27,key,128,oracle_reverse_greedy,392,0.09674359112977982,0.18331027030944824,0.0050490605644881725,383.5357360839844,392,4.0896124839782715,0.17656706273555756,0.607539176940918
vsi_question_5086,89,0,key,128,oracle_reverse_greedy,392,0.02431597374379635,0.11527922749519348,0.010303383693099022,386.14288330078125,392,4.061160087585449,0.18057581782341003,0.5442602038383484
vsi_question_5086,89,13,key,128,oracle_reverse_greedy,392,0.06947346776723862,0.182881161570549,0.00490345386788249,380.6071472167969,392,4.122790813446045,0.17137391865253448,0.7467283606529236
vsi_question_5086,89,27,key,128,oracle_reverse_greedy,392,0.08099348843097687,0.1894008219242096,0.008906638249754906,381.9285888671875,391,4.107804775238037,0.17526878416538239,0.6360704898834229
vsi_question_1058,90,0,key,128,oracle_reverse_greedy,392,0.023347988724708557,0.09085191041231155,0.010310744866728783,384.7500305175781,392,4.075923919677734,0.17980138957500458,0.5533174276351929
vsi_question_1058,90,13,key,128,oracle_reverse_greedy,392,0.06451233476400375,0.2229703813791275,0.006448862608522177,381.2500305175781,390,4.1156535148620605,0.1740616112947464,0.7848740220069885
vsi_question_1058,90,27,key,128,oracle_reverse_greedy,392,0.1024247482419014,0.277942955493927,0.008619708009064198,383.0357360839844,392,4.095152378082275,0.17866255342960358,0.6398074626922607
vsi_question_994,91,0,key,128,oracle_reverse_greedy,392,0.024161990731954575,0.11369584500789642,0.010063216090202332,385.1785888671875,392,4.071528911590576,0.17973308265209198,0.5400388836860657
vsi_question_994,91,13,key,128,oracle_reverse_greedy,392,0.06971791386604309,0.19845366477966309,0.004894977435469627,382.6785888671875,392,4.100150108337402,0.17385660111904144,0.7674920558929443
vsi_question_994,91,27,key,128,oracle_reverse_greedy,392,0.0935683324933052,0.2015521079301834,0.01008524838835001,382.7500305175781,392,4.098227024078369,0.17615707218647003,0.6290850043296814
vsi_question_1950,92,0,key,128,oracle_reverse_greedy,392,0.02619626745581627,0.09999576956033707,0.013699790462851524,384.3571472167969,392,4.080041408538818,0.17845755815505981,0.5817262530326843
vsi_question_1950,92,13,key,128,oracle_reverse_greedy,392,0.08804073929786682,0.2970198690891266,0.006795200984925032,384.3571472167969,392,4.080735683441162,0.17422105371952057,0.7286693453788757
vsi_question_1950,92,27,key,128,oracle_reverse_greedy,392,0.09482692927122116,0.20518708229064941,0.012323171831667423,380.2500305175781,392,4.125751495361328,0.1757243126630783,0.6291497349739075
vsi_question_2991,93,0,key,128,oracle_reverse_greedy,392,0.021507147699594498,0.0987735465168953,0.01147022470831871,384.2857360839844,391,4.081233978271484,0.17925474047660828,0.5792784094810486
vsi_question_2991,93,13,key,128,oracle_reverse_greedy,392,0.081550732254982,0.15913262963294983,0.007101993542164564,382.4285888671875,390,4.101683139801025,0.1728999763727188,0.7085593938827515
vsi_question_2991,93,27,key,128,oracle_reverse_greedy,392,0.09349599480628967,0.19919158518314362,0.010671964846551418,381.0714416503906,391,4.116706848144531,0.17583820223808289,0.6216692924499512
vsi_question_1071,94,0,key,128,oracle_reverse_greedy,392,0.023942958563566208,0.08841013163328171,0.010651194490492344,384.21429443359375,392,4.08209753036499,0.17788812518119812,0.5381444096565247
vsi_question_1071,94,13,key,128,oracle_reverse_greedy,392,0.06304606795310974,0.18075890839099884,0.005622881930321455,380.6785888671875,390,4.120151519775391,0.17326441407203674,0.7933352589607239
vsi_question_1071,94,27,key,128,oracle_reverse_greedy,392,0.06973174959421158,0.13520395755767822,0.0058699981309473515,383.3214416503906,392,4.092872142791748,0.18034802377223969,0.7063011527061462
vsi_question_1224,95,0,key,128,oracle_reverse_greedy,392,0.026001689955592155,0.1392117142677307,0.011913713067770004,387.2500305175781,392,4.049444675445557,0.18034805357456207,0.5741235613822937
vsi_question_1224,95,13,key,128,oracle_reverse_greedy,392,0.0595584362745285,0.15170125663280487,0.0060709877870976925,384.2857360839844,392,4.081248760223389,0.17702260613441467,0.7761465907096863
vsi_question_1224,95,27,key,128,oracle_reverse_greedy,392,0.09635576605796814,0.16905160248279572,0.01325210090726614,382.2500305175781,392,4.105039596557617,0.1779336780309677,0.5986365079879761
vsi_question_5089,96,0,key,128,oracle_reverse_greedy,392,0.02582320012152195,0.11192041635513306,0.011278423480689526,385.3571472167969,392,4.069777965545654,0.1796875149011612,0.5418092608451843
vsi_question_5089,96,13,key,128,oracle_reverse_greedy,392,0.07088349759578705,0.1648118942975998,0.005270341876894236,379.71429443359375,392,4.131494045257568,0.17214833199977875,0.7196933627128601
vsi_question_5089,96,27,key,128,oracle_reverse_greedy,392,0.07689280807971954,0.17872637510299683,0.007888934575021267,378.39288330078125,391,4.1498003005981445,0.17554208636283875,0.6302674412727356
