attempt,started_at,finished_at,status,output_dir
1,2026-07-26T16:38:00+08:00,2026-07-26T17:06:11+08:00,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/ffn_exact_h200_v3_first_idle/attempt_01
