layer,flow_point,timestep,method,velocity_relative_l2,velocity_mean_relative_l2,velocity_p95_relative_l2,activation_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
0,0,98,raw_reuse,1.3214786452954366,1.324913740158081,1.6224150240421296,1.2778341005312133,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,shift_reuse,0.009827508042790202,0.009815375320613384,0.01489844787865877,0.04573746160776967,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,shift_toeplitz_r2,0.009553839622385828,0.00960405170917511,0.01302787405438721,0.03041511347944795,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,shift_circular_r2,0.00977782289290109,0.009833578951656818,0.01323239649645984,0.02995661742193746,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,shift_rank8_feature,0.007665573665392256,0.007618499454110861,0.012399265309795737,0.018959521439804127,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,shift_rank8_prev_flow,0.0070117966359675935,0.00701892701908946,0.009985967446118594,0.017455518900525428,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,shift_rank8_oracle,0.007009036248134696,0.007016266230493784,0.009949389193207024,0.017454331909882756,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,flow_reuse,0.007022094301689157,0.006886222865432501,0.01157660405151546,0.00876638446735538,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,flow_toeplitz_r2,0.005248848166605723,0.005154172424226999,0.008157589868642389,0.007595782835050937,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
0,0,98,flow_rank8_oracle,0.0024097906537980497,0.002394581912085414,0.0035405371570959685,0.0054889965591686,0.8543661453769925,0.8374124941168594,0.9998769468218358,0.6079469020880626
1,0,98,raw_reuse,0.09728312796462607,0.09769173711538315,0.11707171685993671,0.9464073486378667,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,shift_reuse,0.0022028858524495904,0.0022209875751286745,0.003303920896723866,0.08034458034230937,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,shift_toeplitz_r2,0.002667849149673753,0.0026948871091008186,0.0037973659462295466,0.05951465079485544,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,shift_circular_r2,0.0027055087592351215,0.0027350373566150665,0.003822498640511184,0.05929634081762549,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,shift_rank8_feature,0.0027710540081057537,0.002804715186357498,0.003929539991077036,0.0461670266063499,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,shift_rank8_prev_flow,0.00222271303616741,0.002244174713268876,0.003241369780153036,0.040918784659816,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,shift_rank8_oracle,0.002225001686079611,0.0022464969661086798,0.0032564285676926373,0.04091533527019204,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,flow_reuse,0.0005817445258149021,0.0005781325162388384,0.0008476048271404579,0.012112036087659716,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,flow_toeplitz_r2,0.0004923517348360785,0.000497583532705903,0.0006772271328372881,0.010602567906110402,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
1,0,98,flow_rank8_oracle,0.0004538178880170192,0.0004572720208670944,0.0005918650713283569,0.00967710685807348,0.7406662778926387,0.6834293763946693,0.999804432987419,0.36165308898345183
2,0,98,raw_reuse,0.04972569051041976,0.04700827971100807,0.07382191009819507,0.7175992275769466,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,shift_reuse,0.0011465480296349465,0.001119419583119452,0.0015966326114721595,0.05987825589033427,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,shift_toeplitz_r2,0.0017388944131639425,0.0017444980330765247,0.0022848924039863047,0.04337187418714762,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,shift_circular_r2,0.0017492116487992464,0.0017553147627040744,0.00230072847334668,0.043232830491091834,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,shift_rank8_feature,0.0017547126256634204,0.0017350936541333795,0.002527794381603598,0.033952672577493265,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,shift_rank8_prev_flow,0.001367499451291621,0.0013629697496071458,0.0019687271094880996,0.03120223833052965,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,shift_rank8_oracle,0.001369993184744309,0.0013654869981110096,0.0019724674697499723,0.031196628170947642,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,flow_reuse,0.0005556665857599721,0.0005545449675992131,0.0006793937762267887,0.022905499374917638,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,flow_toeplitz_r2,0.0003938729819614696,0.0003989538236055523,0.0005691184895113109,0.01537549323952243,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
2,0,98,flow_rank8_oracle,0.00048640831769984893,0.0004899455234408379,0.0007033172820229082,0.012843530181104654,0.7285580106604818,0.7211952560171165,0.9994562628756427,0.6855951099072064
3,0,98,raw_reuse,0.024486533438343165,0.021938519552350044,0.03800308089703321,0.5819889554296616,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,shift_reuse,0.0009345171697697668,0.0009293483453802764,0.0012857778929173946,0.04938700733323516,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,shift_toeplitz_r2,0.0012213744531520262,0.0012122731423005462,0.0016934281506109981,0.035701472086020244,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,shift_circular_r2,0.0012221409986621732,0.001211715629324317,0.001708328805398196,0.03561180153109279,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,shift_rank8_feature,0.0014964901316216913,0.0014707722002640367,0.0020099416433367874,0.025370953798907834,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,shift_rank8_prev_flow,0.0012940943070654514,0.0012696408666670322,0.0016700930427759886,0.023806847082426353,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,shift_rank8_oracle,0.0013009825733703545,0.0012768568703904748,0.0016909192840103059,0.02379841911850915,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,flow_reuse,0.0005068488637141199,0.0005110182682983577,0.0007216728234197944,0.0348861147102074,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,flow_toeplitz_r2,0.0005021563188421345,0.0005061841802671552,0.0007101316878106445,0.01925030182503441,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
3,0,98,flow_rank8_oracle,0.0004923521353898686,0.0004985033883713186,0.0007329360843868926,0.01591661666060934,0.7677954522741504,0.833636299895825,0.999136476702805,0.7918404671580407
4,0,98,raw_reuse,0.026392085465810705,0.025331921875476837,0.03830370642244816,0.6819753888836874,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,shift_reuse,0.0014789414123054121,0.0014749163528904319,0.0019103148719295858,0.08258095793336795,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,shift_toeplitz_r2,0.0012742797121810324,0.0012084749760106206,0.0017423923127353191,0.055244085636576144,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,shift_circular_r2,0.0012667810019001478,0.0012010724749416113,0.0017317534424364566,0.055011411045884105,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,shift_rank8_feature,0.0011039088498000624,0.0010664472356438637,0.001468460273463279,0.033920442339200066,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,shift_rank8_prev_flow,0.0010496276312803874,0.0010111909359693527,0.0013557847298216075,0.031776000031016445,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,shift_rank8_oracle,0.001054550780691481,0.0010160551173612475,0.001376548345433548,0.031752482798433415,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,flow_reuse,0.0007447367296080519,0.0007462264038622379,0.000942825764650479,0.08387854376424586,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,flow_toeplitz_r2,0.00045120630591711207,0.00044778722804039717,0.0006025444221450016,0.03712751251029764,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
4,0,98,flow_rank8_oracle,0.0003933404456976458,0.00039115711115300655,0.00051225823990535,0.026158885728791225,0.8521587771375847,0.8705389198962861,0.9986414947718747,0.9027394508143809
