case,tokens,sampled_queries,head,method,topk,rank,attention_rel_fro,output_rel_l2,output_cosine,mass_retained,representation_ratio
f17,7800,512,7,lowrank,0,32,0.5355247855186462,0.27744531631469727,0.9607416391372681,1.0,0.0666025641025641
f17,7800,512,7,lowrank,0,64,0.38415828347206116,0.22686702013015747,0.9739258289337158,1.0,0.1332051282051282
f17,7800,512,7,topk_sparse,32,0,0.6584153771400452,0.7766907811164856,0.7177944183349609,0.20052751898765564,0.0041025641025641026
f17,7800,512,7,topk_plus_lowrank,32,8,0.5010252594947815,0.23551733791828156,0.971872866153717,0.20052751898765564,0.020753205128205127
f17,7800,512,7,topk_plus_lowrank,32,16,0.4371820092201233,0.19968010485172272,0.9799189567565918,0.20052751898765564,0.037403846153846156
f17,7800,512,7,topk_plus_lowrank,32,32,0.37797775864601135,0.17640845477581024,0.9844638705253601,0.20052751898765564,0.07070512820512821
f17,7800,512,7,topk_plus_lowrank,32,64,0.33188095688819885,0.156139075756073,0.9878497123718262,0.20052751898765564,0.1373076923076923
f17,7800,512,7,topk_sparse,64,0,0.5062630772590637,0.6565387845039368,0.8392976522445679,0.3190844655036926,0.008205128205128205
f17,7800,512,7,topk_plus_lowrank,64,8,0.38076451420783997,0.1837007999420166,0.9829846620559692,0.3190844655036926,0.02485576923076923
f17,7800,512,7,topk_plus_lowrank,64,16,0.3387674391269684,0.15565481781959534,0.9878852963447571,0.3190844655036926,0.041506410256410255
f17,7800,512,7,topk_plus_lowrank,64,32,0.3069894313812256,0.1431470811367035,0.9898052215576172,0.3190844655036926,0.07480769230769231
f17,7800,512,7,topk_plus_lowrank,64,64,0.27290377020835876,0.1290925145149231,0.9916870594024658,0.3190844655036926,0.14141025641025642
f17,7800,512,7,topk_sparse,128,0,0.34761759638786316,0.5113025307655334,0.9248154163360596,0.46622297167778015,0.01641025641025641
f17,7800,512,7,topk_plus_lowrank,128,8,0.25774359703063965,0.12340158224105835,0.9923637509346008,0.46622297167778015,0.033060897435897435
f17,7800,512,7,topk_plus_lowrank,128,16,0.23612457513809204,0.1092175617814064,0.9940520524978638,0.46622297167778015,0.04971153846153846
f17,7800,512,7,topk_plus_lowrank,128,32,0.2172347903251648,0.1019592210650444,0.9948111176490784,0.46622297167778015,0.08301282051282051
f17,7800,512,7,topk_plus_lowrank,128,64,0.19356605410575867,0.09300179034471512,0.9956753253936768,0.46622297167778015,0.14961538461538462
f17,7800,512,7,topk_sparse,256,0,0.21565723419189453,0.36468157172203064,0.9698931574821472,0.6190481185913086,0.03282051282051282
f17,7800,512,7,topk_plus_lowrank,256,8,0.15916630625724792,0.07407175004482269,0.9972598552703857,0.6190481185913086,0.049471153846153845
f17,7800,512,7,topk_plus_lowrank,256,16,0.14801017940044403,0.06968089938163757,0.9975728988647461,0.6190481185913086,0.06612179487179487
f17,7800,512,7,topk_plus_lowrank,256,32,0.13448506593704224,0.06445129960775375,0.9979220628738403,0.6190481185913086,0.09942307692307692
f17,7800,512,7,topk_plus_lowrank,256,64,0.116938017308712,0.057344965636730194,0.9983543753623962,0.6190481185913086,0.16602564102564102
f17,7800,512,7,topk_sparse,512,0,0.1212243139743805,0.23191089928150177,0.9896787405014038,0.7590959072113037,0.06564102564102564
f17,7800,512,7,topk_plus_lowrank,512,8,0.0893014520406723,0.04118766635656357,0.9991518259048462,0.7590959072113037,0.08229166666666667
f17,7800,512,7,topk_plus_lowrank,512,16,0.08284145593643188,0.03813550993800163,0.9992730617523193,0.7590959072113037,0.09894230769230769
f17,7800,512,7,topk_plus_lowrank,512,32,0.07471777498722076,0.034520652145147324,0.9994040727615356,0.7590959072113037,0.13224358974358974
f17,7800,512,7,topk_plus_lowrank,512,64,0.06575516611337662,0.030818313360214233,0.9995253682136536,0.7590959072113037,0.19884615384615384
f17,7800,512,8,lowrank,0,8,0.06766898185014725,0.09280180186033249,0.9956846237182617,1.0,0.016650641025641025
f17,7800,512,8,lowrank,0,16,0.045346565544605255,0.05452089384198189,0.9985126852989197,1.0,0.03330128205128205
f17,7800,512,8,lowrank,0,32,0.024756580591201782,0.02605942264199257,0.9996603727340698,1.0,0.0666025641025641
f17,7800,512,8,lowrank,0,64,0.01201262790709734,0.006518202368170023,0.9999788403511047,1.0,0.1332051282051282
f17,7800,512,8,topk_sparse,32,0,0.9902719259262085,0.9942572116851807,0.10706104338169098,0.009162292815744877,0.0041025641025641026
f17,7800,512,8,topk_plus_lowrank,32,8,0.11242031306028366,0.0802038162946701,0.9967784881591797,0.009162292815744877,0.020753205128205127
f17,7800,512,8,topk_plus_lowrank,32,16,0.0945056825876236,0.06075085699558258,0.9981529712677002,0.009162292815744877,0.037403846153846156
f17,7800,512,8,topk_plus_lowrank,32,32,0.07889176905155182,0.045269675552845,0.9989747405052185,0.009162292815744877,0.07070512820512821
f17,7800,512,8,topk_plus_lowrank,32,64,0.06478554755449295,0.026220394298434258,0.9996562004089355,0.009162292815744877,0.1373076923076923
f17,7800,512,8,topk_sparse,64,0,0.9830921292304993,0.9924536347389221,0.13179297745227814,0.017041854560375214,0.008205128205128205
f17,7800,512,8,topk_plus_lowrank,64,8,0.1312253475189209,0.079153873026371,0.9968630075454712,0.017041854560375214,0.02485576923076923
f17,7800,512,8,topk_plus_lowrank,64,16,0.1113319844007492,0.05780772492289543,0.9983278512954712,0.017041854560375214,0.041506410256410255
f17,7800,512,8,topk_plus_lowrank,64,32,0.09559039026498795,0.04476189985871315,0.9989976286888123,0.017041854560375214,0.07480769230769231
f17,7800,512,8,topk_plus_lowrank,64,64,0.08074246346950531,0.030609145760536194,0.9995313882827759,0.017041854560375214,0.14141025641025642
f17,7800,512,8,topk_sparse,128,0,0.9708273410797119,0.9946249723434448,0.16234645247459412,0.03153670206665993,0.01641025641025641
f17,7800,512,8,topk_plus_lowrank,128,8,0.15366245806217194,0.07654670625925064,0.9970684051513672,0.03153670206665993,0.033060897435897435
f17,7800,512,8,topk_plus_lowrank,128,16,0.13267043232917786,0.054535072296857834,0.9985120892524719,0.03153670206665993,0.04971153846153846
f17,7800,512,8,topk_plus_lowrank,128,32,0.11652856320142746,0.04689614102244377,0.9988998770713806,0.03153670206665993,0.08301282051282051
f17,7800,512,8,topk_plus_lowrank,128,64,0.10050707310438156,0.03404804319143295,0.999420166015625,0.03153670206665993,0.14961538461538462
f17,7800,512,8,topk_sparse,256,0,0.9498420357704163,1.0088008642196655,0.20192712545394897,0.058125488460063934,0.03282051282051282
f17,7800,512,8,topk_plus_lowrank,256,8,0.18069572746753693,0.0695057213306427,0.9975870847702026,0.058125488460063934,0.049471153846153845
f17,7800,512,8,topk_plus_lowrank,256,16,0.15891097486019135,0.04758559912443161,0.998867392539978,0.058125488460063934,0.06612179487179487
f17,7800,512,8,topk_plus_lowrank,256,32,0.14170685410499573,0.0415390282869339,0.9991369247436523,0.058125488460063934,0.09942307692307692
f17,7800,512,8,topk_plus_lowrank,256,64,0.12404073774814606,0.03387138992547989,0.9994260668754578,0.058125488460063934,0.16602564102564102
f17,7800,512,8,topk_sparse,512,0,0.9137539267539978,1.0446603298187256,0.2584735155105591,0.10669896006584167,0.06564102564102564
f17,7800,512,8,topk_plus_lowrank,512,8,0.2104211449623108,0.05184650421142578,0.9986564517021179,0.10669896006584167,0.08229166666666667
f17,7800,512,8,topk_plus_lowrank,512,16,0.18836195766925812,0.04208699241280556,0.9991140961647034,0.10669896006584167,0.09894230769230769
f17,7800,512,8,topk_plus_lowrank,512,32,0.1690816432237625,0.03749189153313637,0.9992969036102295,0.10669896006584167,0.13224358974358974
f17,7800,512,8,topk_plus_lowrank,512,64,0.14957359433174133,0.03255118429660797,0.9994701743125916,0.10669896006584167,0.19884615384615384
f17,7800,512,9,lowrank,0,8,0.12431257218122482,0.09833060204982758,0.9951538443565369,1.0,0.016650641025641025
f17,7800,512,9,lowrank,0,16,0.08112920820713043,0.06146576628088951,0.9981093406677246,1.0,0.03330128205128205
f17,7800,512,9,lowrank,0,32,0.052939947694540024,0.03340953215956688,0.9994418025016785,1.0,0.0666025641025641
f17,7800,512,9,lowrank,0,64,0.028893038630485535,0.013760318048298359,0.9999054074287415,1.0,0.1332051282051282
f17,7800,512,9,topk_sparse,32,0,0.9724981188774109,0.9367076754570007,0.5345989465713501,0.016647670418024063,0.0041025641025641026
f17,7800,512,9,topk_plus_lowrank,32,8,0.16749991476535797,0.0759417861700058,0.9971123933792114,0.016647670418024063,0.020753205128205127
f17,7800,512,9,topk_plus_lowrank,32,16,0.14113932847976685,0.060817595571279526,0.998149037361145,0.016647670418024063,0.037403846153846156
f17,7800,512,9,topk_plus_lowrank,32,32,0.12014526128768921,0.04431882128119469,0.9990174770355225,0.016647670418024063,0.07070512820512821
f17,7800,512,9,topk_plus_lowrank,32,64,0.09847601503133774,0.029999390244483948,0.9995500445365906,0.016647670418024063,0.1373076923076923
f17,7800,512,9,topk_sparse,64,0,0.9563845992088318,0.9025298357009888,0.5536437034606934,0.029511719942092896,0.008205128205128205
f17,7800,512,9,topk_plus_lowrank,64,8,0.18541385233402252,0.07065416872501373,0.9975011944770813,0.029511719942092896,0.02485576923076923
f17,7800,512,9,topk_plus_lowrank,64,16,0.16074997186660767,0.05935469642281532,0.998237133026123,0.029511719942092896,0.041506410256410255
f17,7800,512,9,topk_plus_lowrank,64,32,0.1389182209968567,0.04807182028889656,0.9988439083099365,0.029511719942092896,0.07480769230769231
f17,7800,512,9,topk_plus_lowrank,64,64,0.11647554486989975,0.030760053545236588,0.999526858329773,0.029511719942092896,0.14141025641025642
f17,7800,512,9,topk_sparse,128,0,0.9314308762550354,0.8569763898849487,0.5783068537712097,0.05194234102964401,0.01641025641025641
f17,7800,512,9,topk_plus_lowrank,128,8,0.20704680681228638,0.06262649595737457,0.9980373978614807,0.05194234102964401,0.033060897435897435
f17,7800,512,9,topk_plus_lowrank,128,16,0.18310709297657013,0.05380558595061302,0.998551607131958,0.05194234102964401,0.04971153846153846
f17,7800,512,9,topk_plus_lowrank,128,32,0.15904533863067627,0.04658360034227371,0.9989145398139954,0.05194234102964401,0.08301282051282051
f17,7800,512,9,topk_plus_lowrank,128,64,0.13517501950263977,0.03274669125676155,0.9994637966156006,0.05194234102964401,0.14961538461538462
f17,7800,512,9,topk_sparse,256,0,0.89287269115448,0.8026204705238342,0.6136206984519958,0.09073929488658905,0.03282051282051282
f17,7800,512,9,topk_plus_lowrank,256,8,0.23069117963314056,0.06379815191030502,0.9979640245437622,0.09073929488658905,0.049471153846153845
f17,7800,512,9,topk_plus_lowrank,256,16,0.20526865124702454,0.048231638967990875,0.9988365173339844,0.09073929488658905,0.06612179487179487
f17,7800,512,9,topk_plus_lowrank,256,32,0.17994298040866852,0.04008234664797783,0.9991965293884277,0.09073929488658905,0.09942307692307692
f17,7800,512,9,topk_plus_lowrank,256,64,0.1547229290008545,0.032097749412059784,0.9994847774505615,0.09073929488658905,0.16602564102564102
f17,7800,512,9,topk_sparse,512,0,0.8333859443664551,0.7417423129081726,0.6708003282546997,0.15703943371772766,0.06564102564102564
f17,7800,512,9,topk_plus_lowrank,512,8,0.25149866938591003,0.057445138692855835,0.9983504414558411,0.15703943371772766,0.08229166666666667
f17,7800,512,9,topk_plus_lowrank,512,16,0.22575484216213226,0.03906454145908356,0.9992368817329407,0.15703943371772766,0.09894230769230769
f17,7800,512,9,topk_plus_lowrank,512,32,0.19931036233901978,0.034042079001665115,0.9994205236434937,0.15703943371772766,0.13224358974358974
f17,7800,512,9,topk_plus_lowrank,512,64,0.17256078124046326,0.028990505263209343,0.9995797872543335,0.15703943371772766,0.19884615384615384
f17,7800,512,10,lowrank,0,8,0.10512041300535202,0.0628955066204071,0.9980201125144958,1.0,0.016650641025641025
f17,7800,512,10,lowrank,0,16,0.06994213163852692,0.03380841761827469,0.9994284510612488,1.0,0.03330128205128205
f17,7800,512,10,lowrank,0,32,0.046118251979351044,0.019618460908532143,0.9998076558113098,1.0,0.0666025641025641
f17,7800,512,10,lowrank,0,64,0.02565138414502144,0.008721784688532352,0.9999619722366333,1.0,0.1332051282051282
f17,7800,512,10,topk_sparse,32,0,0.9279991984367371,0.9274103045463562,0.4802316427230835,0.03865350782871246,0.0041025641025641026
f17,7800,512,10,topk_plus_lowrank,32,8,0.18668590486049652,0.05605601146817207,0.9984277486801147,0.03865350782871246,0.020753205128205127
f17,7800,512,10,topk_plus_lowrank,32,16,0.16137148439884186,0.04046274349093437,0.9991811513900757,0.03865350782871246,0.037403846153846156
f17,7800,512,10,topk_plus_lowrank,32,32,0.13660700619220734,0.03275522217154503,0.9994634389877319,0.03865350782871246,0.07070512820512821
f17,7800,512,10,topk_plus_lowrank,32,64,0.1071314588189125,0.025885993614792824,0.9996650218963623,0.03865350782871246,0.1373076923076923
f17,7800,512,10,topk_sparse,64,0,0.8895442485809326,0.8945255875587463,0.503432035446167,0.06712377816438675,0.008205128205128205
f17,7800,512,10,topk_plus_lowrank,64,8,0.20929722487926483,0.05089307948946953,0.998704195022583,0.06712377816438675,0.02485576923076923
f17,7800,512,10,topk_plus_lowrank,64,16,0.18416734039783478,0.041506581008434296,0.9991382360458374,0.06712377816438675,0.041506410256410255
f17,7800,512,10,topk_plus_lowrank,64,32,0.15954680740833282,0.035421762615442276,0.9993724822998047,0.06712377816438675,0.07480769230769231
f17,7800,512,10,topk_plus_lowrank,64,64,0.13099320232868195,0.02699606493115425,0.9996355175971985,0.06712377816438675,0.14141025641025642
f17,7800,512,10,topk_sparse,128,0,0.8306527733802795,0.8564946055412292,0.5322278738021851,0.11571186035871506,0.01641025641025641
f17,7800,512,10,topk_plus_lowrank,128,8,0.22629493474960327,0.046785399317741394,0.9989051818847656,0.11571186035871506,0.033060897435897435
f17,7800,512,10,topk_plus_lowrank,128,16,0.19890210032463074,0.03972950950264931,0.99921053647995,0.11571186035871506,0.04971153846153846
f17,7800,512,10,topk_plus_lowrank,128,32,0.1745636910200119,0.03446910157799721,0.9994058609008789,0.11571186035871506,0.08301282051282051
f17,7800,512,10,topk_plus_lowrank,128,64,0.14769534766674042,0.026968209072947502,0.9996363520622253,0.11571186035871506,0.14961538461538462
f17,7800,512,10,topk_sparse,256,0,0.7426348328590393,0.8185261487960815,0.5744863152503967,0.19626784324645996,0.03282051282051282
f17,7800,512,10,topk_plus_lowrank,256,8,0.2309911698102951,0.038615573197603226,0.9992543458938599,0.19626784324645996,0.049471153846153845
f17,7800,512,10,topk_plus_lowrank,256,16,0.20405960083007812,0.03470493480563164,0.9993977546691895,0.19626784324645996,0.06612179487179487
f17,7800,512,10,topk_plus_lowrank,256,32,0.18077854812145233,0.028959831222891808,0.9995806217193604,0.19626784324645996,0.09942307692307692
f17,7800,512,10,topk_plus_lowrank,256,64,0.15561553835868835,0.024520786479115486,0.9996994137763977,0.19626784324645996,0.16602564102564102
f17,7800,512,10,topk_sparse,512,0,0.6156079769134521,0.7743127346038818,0.6422944068908691,0.3237162232398987,0.06564102564102564
f17,7800,512,10,topk_plus_lowrank,512,8,0.2155149281024933,0.03252188116312027,0.9994710683822632,0.3237162232398987,0.08229166666666667
f17,7800,512,10,topk_plus_lowrank,512,16,0.19108186662197113,0.027645371854305267,0.9996178150177002,0.3237162232398987,0.09894230769230769
f17,7800,512,10,topk_plus_lowrank,512,32,0.16944754123687744,0.02376602403819561,0.9997175931930542,0.3237162232398987,0.13224358974358974
f17,7800,512,10,topk_plus_lowrank,512,64,0.1471780240535736,0.02027631551027298,0.9997943639755249,0.3237162232398987,0.19884615384615384
f17,7800,512,11,lowrank,0,8,0.9847519397735596,0.9838758111000061,0.1788530945777893,1.0,0.016650641025641025
f17,7800,512,11,lowrank,0,16,0.9721786975860596,0.9638649225234985,0.2663916349411011,1.0,0.03330128205128205
f17,7800,512,11,lowrank,0,32,0.9488135576248169,0.9312547445297241,0.36436891555786133,1.0,0.0666025641025641
f17,7800,512,11,lowrank,0,64,0.9043138027191162,0.857679009437561,0.5141854286193848,1.0,0.1332051282051282
f17,7800,512,11,topk_sparse,32,0,0.0323522575199604,0.06733884662389755,0.9982215762138367,0.897948145866394,0.0041025641025641026
f17,7800,512,11,topk_plus_lowrank,32,8,0.030313558876514435,0.03140302374958992,0.9995191097259521,0.897948145866394,0.020753205128205127
f17,7800,512,11,topk_plus_lowrank,32,16,0.028835082426667213,0.027328796684741974,0.9996300935745239,0.897948145866394,0.037403846153846156
f17,7800,512,11,topk_plus_lowrank,32,32,0.026899293065071106,0.02291848696768284,0.9997374415397644,0.897948145866394,0.07070512820512821
f17,7800,512,11,topk_plus_lowrank,32,64,0.02447245642542839,0.02004329487681389,0.9997997879981995,0.897948145866394,0.1373076923076923
f17,7800,512,11,topk_sparse,64,0,0.014981103129684925,0.03725540265440941,0.9994754791259766,0.9421818852424622,0.008205128205128205
f17,7800,512,11,topk_plus_lowrank,64,8,0.013866840861737728,0.01295726653188467,0.9999167323112488,0.9421818852424622,0.02485576923076923
f17,7800,512,11,topk_plus_lowrank,64,16,0.013188585638999939,0.011514279991388321,0.9999338388442993,0.9421818852424622,0.041506410256410255
f17,7800,512,11,topk_plus_lowrank,64,32,0.012310467660427094,0.01034143939614296,0.9999465346336365,0.9421818852424622,0.07480769230769231
f17,7800,512,11,topk_plus_lowrank,64,64,0.011208588257431984,0.009159652516245842,0.9999582171440125,0.9421818852424622,0.14141025641025642
f17,7800,512,11,topk_sparse,128,0,0.006009863689541817,0.017888333648443222,0.9998821020126343,0.9719782471656799,0.01641025641025641
f17,7800,512,11,topk_plus_lowrank,128,8,0.005536795128136873,0.00496338726952672,0.9999877214431763,0.9719782471656799,0.033060897435897435
f17,7800,512,11,topk_plus_lowrank,128,16,0.005285586230456829,0.004736039321869612,0.9999887943267822,0.9719782471656799,0.04971153846153846
f17,7800,512,11,topk_plus_lowrank,128,32,0.004941603634506464,0.0040984186343848705,0.9999916553497314,0.9719782471656799,0.08301282051282051
f17,7800,512,11,topk_plus_lowrank,128,64,0.004498948343098164,0.00371184921823442,0.9999931454658508,0.9719782471656799,0.14961538461538462
f17,7800,512,11,topk_sparse,256,0,0.0019398891599848866,0.007000953424721956,0.9999819993972778,0.989100456237793,0.03282051282051282
f17,7800,512,11,topk_plus_lowrank,256,8,0.0017709042876958847,0.0015721932286396623,0.9999988079071045,0.989100456237793,0.049471153846153845
f17,7800,512,11,topk_plus_lowrank,256,16,0.0016946624964475632,0.00147668004501611,0.999998927116394,0.989100456237793,0.06612179487179487
f17,7800,512,11,topk_plus_lowrank,256,32,0.0015878003323450685,0.00130897865165025,0.9999991655349731,0.989100456237793,0.09942307692307692
f17,7800,512,11,topk_plus_lowrank,256,64,0.0014389060670509934,0.0011852601310238242,0.9999992847442627,0.989100456237793,0.16602564102564102
f17,7800,512,11,topk_sparse,512,0,0.0004602585395332426,0.002167490776628256,0.9999983310699463,0.9967007040977478,0.06564102564102564
f17,7800,512,11,topk_plus_lowrank,512,8,0.0004048933042213321,0.00036754203028976917,0.9999999403953552,0.9967007040977478,0.08229166666666667
f17,7800,512,11,topk_plus_lowrank,512,16,0.0003855954564642161,0.00032084144186228514,1.0,0.9967007040977478,0.09894230769230769
f17,7800,512,11,topk_plus_lowrank,512,32,0.0003579749318305403,0.0002972024667542428,0.9999999403953552,0.9967007040977478,0.13224358974358974
f17,7800,512,11,topk_plus_lowrank,512,64,0.00032023739186115563,0.00026305197388865054,1.0,0.9967007040977478,0.19884615384615384
f81,32760,512,0,lowrank,0,8,0.29238682985305786,0.2135964184999466,0.9769220352172852,1.0,0.015869200244200243
f81,32760,512,0,lowrank,0,16,0.18217402696609497,0.1307111233472824,0.9914205074310303,1.0,0.03173840048840049
f81,32760,512,0,lowrank,0,32,0.11761278659105301,0.07506732642650604,0.9971783757209778,1.0,0.06347680097680097
f81,32760,512,0,lowrank,0,64,0.071889229118824,0.04005153477191925,0.9991976022720337,1.0,0.12695360195360195
f81,32760,512,0,topk_sparse,32,0,0.9856858253479004,0.9922778010368347,0.22263172268867493,0.0077577861957252026,0.0009768009768009768
f81,32760,512,0,topk_plus_lowrank,32,8,0.29238033294677734,0.20328213274478912,0.9791218638420105,0.0077577861957252026,0.01684600122100122
f81,32760,512,0,topk_plus_lowrank,32,16,0.1989312618970871,0.1204146146774292,0.9927240610122681,0.0077577861957252026,0.03271520146520147
f81,32760,512,0,topk_plus_lowrank,32,32,0.15391479432582855,0.0667261928319931,0.9977713823318481,0.0077577861957252026,0.06445360195360196
f81,32760,512,0,topk_plus_lowrank,32,64,0.12610121071338654,0.03762592375278473,0.9992917776107788,0.0077577861957252026,0.12793040293040292
f81,32760,512,0,topk_sparse,64,0,0.975719153881073,0.9861214756965637,0.2627386152744293,0.014246668666601181,0.0019536019536019536
f81,32760,512,0,topk_plus_lowrank,64,8,0.29464268684387207,0.19548839330673218,0.9807104468345642,0.014246668666601181,0.017822802197802197
f81,32760,512,0,topk_plus_lowrank,64,16,0.21132825314998627,0.11111575365066528,0.9938082695007324,0.014246668666601181,0.03369200244200244
f81,32760,512,0,topk_plus_lowrank,64,32,0.1745595633983612,0.06337610632181168,0.9979897737503052,0.014246668666601181,0.06543040293040293
f81,32760,512,0,topk_plus_lowrank,64,64,0.15003353357315063,0.03827572241425514,0.9992672204971313,0.014246668666601181,0.12890720390720392
f81,32760,512,0,topk_sparse,128,0,0.9590001702308655,0.9755553603172302,0.3137199878692627,0.02605186402797699,0.003907203907203907
f81,32760,512,0,topk_plus_lowrank,128,8,0.30007287859916687,0.18239888548851013,0.9832357168197632,0.02605186402797699,0.01977640415140415
f81,32760,512,0,topk_plus_lowrank,128,16,0.23107513785362244,0.08861804753541946,0.9960668683052063,0.02605186402797699,0.035645604395604394
f81,32760,512,0,topk_plus_lowrank,128,32,0.2027704417705536,0.05841018632054329,0.9982928037643433,0.02605186402797699,0.06738400488400488
f81,32760,512,0,topk_plus_lowrank,128,64,0.17875823378562927,0.04121983423829079,0.9991501569747925,0.02605186402797699,0.13086080586080587
f81,32760,512,0,topk_sparse,256,0,0.931187093257904,0.9570034146308899,0.38426053524017334,0.0473436638712883,0.007814407814407814
f81,32760,512,0,topk_plus_lowrank,256,8,0.3107771575450897,0.16104038059711456,0.9869700074195862,0.0473436638712883,0.023683608058608058
f81,32760,512,0,topk_plus_lowrank,256,16,0.2593691349029541,0.07294847816228867,0.9973374009132385,0.0473436638712883,0.0395528083028083
f81,32760,512,0,topk_plus_lowrank,256,32,0.23665453493595123,0.0529048889875412,0.9985998272895813,0.0473436638712883,0.07129120879120879
f81,32760,512,0,topk_plus_lowrank,256,64,0.20954126119613647,0.041131213307380676,0.9991536736488342,0.0473436638712883,0.13476800976800976
f81,32760,512,0,topk_sparse,512,0,0.8853203654289246,0.9235019087791443,0.48782798647880554,0.08526066690683365,0.01562881562881563
f81,32760,512,0,topk_plus_lowrank,512,8,0.327832967042923,0.12799549102783203,0.9918040633201599,0.08526066690683365,0.03149801587301587
f81,32760,512,0,topk_plus_lowrank,512,16,0.29401108622550964,0.0776050016283989,0.996987521648407,0.08526066690683365,0.047367216117216115
f81,32760,512,0,topk_plus_lowrank,512,32,0.27030518651008606,0.0566539391875267,0.9983950853347778,0.08526066690683365,0.0791056166056166
f81,32760,512,0,topk_plus_lowrank,512,64,0.2374332696199417,0.04351881891489029,0.999052882194519,0.08526066690683365,0.14258241758241758
f81,32760,512,1,lowrank,0,8,0.9627591967582703,0.4132152199745178,0.9106334447860718,1.0,0.015869200244200243
f81,32760,512,1,lowrank,0,16,0.9330733418464661,0.321688175201416,0.9468457102775574,1.0,0.03173840048840049
f81,32760,512,1,lowrank,0,32,0.8804574608802795,0.2902277708053589,0.9569575786590576,1.0,0.06347680097680097
f81,32760,512,1,lowrank,0,64,0.7868250608444214,0.2571384906768799,0.9663745164871216,1.0,0.12695360195360195
f81,32760,512,1,topk_sparse,32,0,0.5722472667694092,0.7132570743560791,0.8488450050354004,0.2795000970363617,0.0009768009768009768
f81,32760,512,1,topk_plus_lowrank,32,8,0.5468341112136841,0.18951597809791565,0.9818892478942871,0.2795000970363617,0.01684600122100122
f81,32760,512,1,topk_plus_lowrank,32,16,0.5264263153076172,0.17413152754306793,0.9847242832183838,0.2795000970363617,0.03271520146520147
f81,32760,512,1,topk_plus_lowrank,32,32,0.4917415976524353,0.15790630877017975,0.9874546527862549,0.2795000970363617,0.06445360195360196
f81,32760,512,1,topk_plus_lowrank,32,64,0.43532052636146545,0.13935939967632294,0.9902495741844177,0.2795000970363617,0.12793040293040292
f81,32760,512,1,topk_sparse,64,0,0.40411582589149475,0.5685718655586243,0.9316815137863159,0.4239565134048462,0.0019536019536019536
f81,32760,512,1,topk_plus_lowrank,64,8,0.38227882981300354,0.144850954413414,0.9894925355911255,0.4239565134048462,0.017822802197802197
f81,32760,512,1,topk_plus_lowrank,64,16,0.3660339415073395,0.1263449788093567,0.9919931292533875,0.4239565134048462,0.03369200244200244
f81,32760,512,1,topk_plus_lowrank,64,32,0.34007516503334045,0.1104956567287445,0.9938769340515137,0.4239565134048462,0.06543040293040293
f81,32760,512,1,topk_plus_lowrank,64,64,0.3012235164642334,0.0961238294839859,0.9953774213790894,0.4239565134048462,0.12890720390720392
f81,32760,512,1,topk_sparse,128,0,0.24571141600608826,0.40908282995224,0.9746683835983276,0.5844426155090332,0.003907203907203907
f81,32760,512,1,topk_plus_lowrank,128,8,0.22815687954425812,0.09488146752119064,0.9955347776412964,0.5844426155090332,0.01977640415140415
f81,32760,512,1,topk_plus_lowrank,128,16,0.21667103469371796,0.07862525433301926,0.9969121217727661,0.5844426155090332,0.035645604395604394
f81,32760,512,1,topk_plus_lowrank,128,32,0.20014150440692902,0.06603402644395828,0.9978174567222595,0.5844426155090332,0.06738400488400488
f81,32760,512,1,topk_plus_lowrank,128,64,0.17902374267578125,0.05688631534576416,0.998385488986969,0.5844426155090332,0.13086080586080587
f81,32760,512,1,topk_sparse,256,0,0.12893451750278473,0.2653854191303253,0.9918731451034546,0.7297173142433167,0.007814407814407814
f81,32760,512,1,topk_plus_lowrank,256,8,0.11650299280881882,0.05092852562665939,0.9987190365791321,0.7297173142433167,0.023683608058608058
f81,32760,512,1,topk_plus_lowrank,256,16,0.1100035086274147,0.04085640609264374,0.9991669058799744,0.7297173142433167,0.0395528083028083
f81,32760,512,1,topk_plus_lowrank,256,32,0.10198202729225159,0.03372102975845337,0.9994316101074219,0.7297173142433167,0.07129120879120879
f81,32760,512,1,topk_plus_lowrank,256,64,0.09350089728832245,0.029623281210660934,0.9995629787445068,0.7297173142433167,0.13476800976800976
f81,32760,512,1,topk_sparse,512,0,0.06149410828948021,0.15814454853534698,0.9976222515106201,0.839203953742981,0.01562881562881563
f81,32760,512,1,topk_plus_lowrank,512,8,0.05411969870328903,0.018580496311187744,0.9998273849487305,0.839203953742981,0.03149801587301587
f81,32760,512,1,topk_plus_lowrank,512,16,0.05130026116967201,0.016964547336101532,0.9998559951782227,0.839203953742981,0.047367216117216115
f81,32760,512,1,topk_plus_lowrank,512,32,0.048127125948667526,0.015243712812662125,0.9998838901519775,0.839203953742981,0.0791056166056166
f81,32760,512,1,topk_plus_lowrank,512,64,0.04384699463844299,0.01392500102519989,0.9999030828475952,0.839203953742981,0.14258241758241758
f81,32760,512,2,lowrank,0,8,0.1302986741065979,0.06806162744760513,0.997681200504303,1.0,0.015869200244200243
f81,32760,512,2,lowrank,0,16,0.06898824125528336,0.029405569657683372,0.9995675683021545,1.0,0.03173840048840049
f81,32760,512,2,lowrank,0,32,0.04735736548900604,0.021468473598361015,0.9997695088386536,1.0,0.06347680097680097
f81,32760,512,2,lowrank,0,64,0.026567405089735985,0.008965594694018364,0.9999599456787109,1.0,0.12695360195360195
f81,32760,512,2,topk_sparse,32,0,0.9944359660148621,0.9951948523521423,0.28763246536254883,0.003520843107253313,0.0009768009768009768
