total_rank_budget,seed,candidate_method,baseline_method,candidate_false_trigger_rate,baseline_false_trigger_rate,candidate_minus_baseline_pp
32,1001,dual_spectral,causalmem_residual_proxy,0.0,0.007142857142857143,-0.7142857142857143
32,1009,dual_spectral,causalmem_residual_proxy,0.007142857142857143,0.010714285714285714,-0.35714285714285715
32,2026,dual_spectral,causalmem_residual_proxy,0.017857142857142856,0.007142857142857143,1.0714285714285714
32,4093,dual_spectral,causalmem_residual_proxy,0.0035714285714285713,0.010714285714285714,-0.7142857142857143
32,8191,dual_spectral,causalmem_residual_proxy,0.0,0.010714285714285714,-1.0714285714285714
32,12289,dual_spectral,causalmem_residual_proxy,0.0,0.007142857142857143,-0.7142857142857143
32,16381,dual_spectral,causalmem_residual_proxy,0.0,0.010714285714285714,-1.0714285714285714
32,32749,dual_spectral,causalmem_residual_proxy,0.0,0.007142857142857143,-0.7142857142857143
32,1001,dual_spectral,single_oja_residual,0.0,0.010714285714285714,-1.0714285714285714
32,1009,dual_spectral,single_oja_residual,0.007142857142857143,0.010714285714285714,-0.35714285714285715
32,2026,dual_spectral,single_oja_residual,0.017857142857142856,0.010714285714285714,0.7142857142857142
32,4093,dual_spectral,single_oja_residual,0.0035714285714285713,0.010714285714285714,-0.7142857142857143
32,8191,dual_spectral,single_oja_residual,0.0,0.010714285714285714,-1.0714285714285714
32,12289,dual_spectral,single_oja_residual,0.0,0.007142857142857143,-0.7142857142857143
32,16381,dual_spectral,single_oja_residual,0.0,0.007142857142857143,-0.7142857142857143
32,32749,dual_spectral,single_oja_residual,0.0,0.007142857142857143,-0.7142857142857143
32,1001,dual_spectral,dual_slow_residual,0.0,0.007142857142857143,-0.7142857142857143
32,1009,dual_spectral,dual_slow_residual,0.007142857142857143,0.010714285714285714,-0.35714285714285715
32,2026,dual_spectral,dual_slow_residual,0.017857142857142856,0.007142857142857143,1.0714285714285714
32,4093,dual_spectral,dual_slow_residual,0.0035714285714285713,0.007142857142857143,-0.35714285714285715
32,8191,dual_spectral,dual_slow_residual,0.0,0.007142857142857143,-0.7142857142857143
32,12289,dual_spectral,dual_slow_residual,0.0,0.007142857142857143,-0.7142857142857143
32,16381,dual_spectral,dual_slow_residual,0.0,0.007142857142857143,-0.7142857142857143
32,32749,dual_spectral,dual_slow_residual,0.0,0.0035714285714285713,-0.35714285714285715
