protocol_id,candidate_protocol_id,prompt_id,split,seed,layer,current_start_frame,denoising_call_index,denoising_timestep,head_index,method,kernel_source,spatial_structure,query_groups,temporal_sharing,exact_policy,event_fraction,correction,rank,coefficient_scope,deployable,representation_only,relative_av_l2,numerator_sq,denominator_sq,dense_reference_parity,arithmetic_reduction,kernel_construction_cost_accounted
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,5,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0028923903591930866,0.20782370865345,24841.6953125,0.0016997777856886387,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,6,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.007915720343589783,1.3169573545455933,21017.97265625,0.0010447273962199688,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,7,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.017444374039769173,3.1368846893310547,10308.3173828125,0.0012594006257131696,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,8,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0038118285592645407,0.07133851945400238,4909.72705078125,0.0006108018569648266,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,9,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0050965785048902035,0.09325700998306274,3590.244384765625,0.0007717185653746128,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,10,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0025794024113565683,0.07940859347581863,11935.1884765625,0.0005638267030008137,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,11,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.013897376134991646,9.013286590576172,46667.82421875,0.001627221005037427,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,0,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0027014315128326416,0.08630134165287018,11825.775390625,0.0007484668749384582,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,1,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.010471229441463947,3.901003122329712,35577.953125,0.0013855071738362312,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,2,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0018277186900377274,0.042364660650491714,12681.9208984375,0.0006151401321403682,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,3,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.002207935554906726,0.04391024634242058,9007.2666015625,0.0005429477896541357,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,4,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.004099362995475531,0.5986477732658386,35623.66796875,0.0018873019143939018,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,5,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.001999947242438793,0.09936154633760452,24841.6953125,0.0016997777856886387,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,6,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.003478210186585784,0.25427427887916565,21017.97265625,0.0010447273962199688,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,7,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.009122736752033234,0.8579027652740479,10308.3173828125,0.0012594006257131696,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,8,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0024906545877456665,0.030456803739070892,4909.72705078125,0.0006108018569648266,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,9,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.002663802821189165,0.025475818663835526,3590.244384765625,0.0007717185653746128,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,10,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0020700672175735235,0.05114441365003586,11935.1884765625,0.0005638267030008137,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,11,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.00864822044968605,3.4903664588928223,46667.82421875,0.001627221005037427,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,0,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.07942290604114532,93.5307388305664,14827.3251953125,0.0006927367066964507,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,1,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.04822761192917824,244.27076721191406,105021.9140625,0.001337554887868464,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,2,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.06563819944858551,72.54430389404297,16837.9765625,0.0006545746582560241,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,3,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.05885133519768715,35.88774871826172,10361.759765625,0.0005450026947073638,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,4,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.0174443107098341,21.03127670288086,69112.734375,0.0013973899185657501,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,5,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.008150954730808735,4.300887107849121,64735.28515625,0.0016522047808393836,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,6,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.03749247267842293,67.4157943725586,47959.375,0.0010640854015946388,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,7,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.04434972256422043,44.630741119384766,22690.9296875,0.001211934257298708,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,8,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.09983941167593002,57.13373947143555,5731.76806640625,0.0005800765356980264,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,9,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.10869333893060684,47.93088150024414,4057.042236328125,0.0007399455644190311,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,10,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.005433532875031233,0.3689144253730774,12495.7138671875,0.0005334146553650498,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,11,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,none,0,runtime_qk_rule,False,True,0.028844498097896576,67.00811767578125,80538.109375,0.0012619845801964402,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,0,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.004989904817193747,0.3691878020763397,14827.3251953125,0.0006927367066964507,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,1,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.014016364701092243,20.6324462890625,105021.9140625,0.001337554887868464,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,2,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.003310092957690358,0.1844889372587204,16837.9765625,0.0006545746582560241,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,3,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.003314095316454768,0.11380556970834732,10361.759765625,0.0005450026947073638,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,4,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.006097434088587761,2.56952166557312,69112.734375,0.0013973899185657501,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,5,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0028811898082494736,0.5373840928077698,64735.28515625,0.0016522047808393836,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,6,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.005930369719862938,1.6866967678070068,47959.375,0.0010640854015946388,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,7,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.009910390712320805,2.2286088466644287,22690.9296875,0.001211934257298708,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,8,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0035018890630453825,0.0702899768948555,5731.76806640625,0.0005800765356980264,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,9,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.004705646075308323,0.089835524559021,4057.042236328125,0.0007399455644190311,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,10,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.0024267726112157106,0.07359006255865097,12495.7138671875,0.0005334146553650498,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,11,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,8,same_record_dense_defect,False,True,0.012683541513979435,12.956343650817871,80538.109375,0.0012619845801964402,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,0,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.002430045511573553,0.08755715936422348,14827.3251953125,0.0006927367066964507,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,1,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.007994466461241245,6.712108135223389,105021.9140625,0.001337554887868464,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,2,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0017528018215671182,0.05173155665397644,16837.9765625,0.0006545746582560241,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,3,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.002250250428915024,0.052468087524175644,10361.759765625,0.0005450026947073638,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,4,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.004058067686855793,1.138142466545105,69112.734375,0.0013973899185657501,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,5,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0021489316131919622,0.29894155263900757,64735.28515625,0.0016522047808393836,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,6,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0029738154262304306,0.42413249611854553,47959.375,0.0010640854015946388,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,7,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.0058456528931856155,0.7753866910934448,22690.9296875,0.001211934257298708,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,8,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.002389078726992011,0.032715197652578354,5731.76806640625,0.0005800765356980264,1.734073762821743,False
ar-video-residual-memory-longlive-v1,ar-video-causal-bccb-longlive-v1,calib_fluid_s1,calibration,1,0,15,3,833,9,dynamic_tile_bccb_hybrid_event_0p05,record_qk_projection,periodic_bccb,capture_tiles,frame_pair,sink_recent,0.05,adaptive_rank_oracle,16,same_record_dense_defect,False,True,0.002565694274380803,0.026706643402576447,4057.042236328125,0.0007399455644190311,1.734073762821743,False
