sample_id,cell,layer,sampling_step,head,tile_index,query_start,density,selection_density,rank,discrete_screen_output_relative_l2,discrete_recomputed_output_relative_l2,restart,solution_kind,initial_fractional_output_relative_l2,fractional_output_relative_l2,thresholded_hard_output_relative_l2,weight_sum,weight_effective_atoms,weight_near_binary_fraction,weight_dynamic_scalars,weighted_topk_1x_output_relative_l2,weighted_topk_1p25x_output_relative_l2,weighted_topk_1p5x_output_relative_l2,weighted_topk_1p75x_output_relative_l2,weighted_topk_2x_output_relative_l2,weighted_topk_2p25x_output_relative_l2,weighted_topk_2p5x_output_relative_l2,weighted_topk_2p75x_output_relative_l2,weighted_topk_3x_output_relative_l2,weighted_topk_3p25x_output_relative_l2,weighted_topk_3p5x_output_relative_l2,weighted_topk_3p75x_output_relative_l2,weighted_topk_4x_output_relative_l2,refit_weighted_topk_1x_output_relative_l2,refit_weighted_topk_1p25x_output_relative_l2,refit_weighted_topk_1p5x_output_relative_l2,refit_weighted_topk_1p75x_output_relative_l2,refit_weighted_topk_2x_output_relative_l2,refit_weighted_topk_2p25x_output_relative_l2,refit_weighted_topk_2p5x_output_relative_l2,refit_weighted_topk_2p75x_output_relative_l2,refit_weighted_topk_3x_output_relative_l2,refit_weighted_topk_3p25x_output_relative_l2,refit_weighted_topk_3p5x_output_relative_l2,refit_weighted_topk_3p75x_output_relative_l2,refit_weighted_topk_4x_output_relative_l2,oracle_access,deployability
s01_p01_seed20260740,layer14_step00_early,14,0,2,1,16320,0.5,0.25,16,0.052802265591410415,0.028069824122232016,0,fractional_relaxation,0.0273414796073982,0.0015578906702385725,0.025929239460511497,1024.0001220703125,1877.114013671875,0.02734375,2048,0.02677197393140064,0.014465841933521484,0.00888069938368655,0.004049962737532248,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.0015578900307480538,0.016273619160272788,0.007927895207203021,0.003971264209457086,0.0020999195605129043,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,8.429002731770784e-05,worst-record selection and all fractional tile weights inspect heldout dense AV,nondeployable continuous upper bound; thresholded_hard is diagnostic only
s01_p01_seed20260740,layer14_step09_middle,14,9,2,1,16320,0.5,0.25,16,0.04648058069552774,0.00831439172779987,0,fractional_relaxation,0.008150628526104488,0.0015887681335022782,0.02308443457422941,1024.0001220703125,1268.680908203125,0.4462890625,2048,0.019891829079142578,0.0016234859542359095,0.001591694195843551,0.0015895525431416087,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.0015887685622471817,0.00940239725432596,0.0014675685658384551,0.0006787681843352809,0.00025135813080848305,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,9.520779454949888e-05,worst-record selection and all fractional tile weights inspect heldout dense AV,nondeployable continuous upper bound; thresholded_hard is diagnostic only
s00_p00_seed20260740,layer14_step19_late,14,19,2,1,16320,0.5,0.25,16,0.045810265998398096,0.016426798629021647,0,fractional_relaxation,0.016125084967987716,0.0013608994779016708,0.08475382661063002,1024.0001220703125,1378.673095703125,0.34423828125,2048,0.07599592862778566,0.006003198277449838,0.001358855700947142,0.0013603454655011355,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.0013608999689957307,0.047669442808702514,0.002167319566688376,0.0009294304471073441,0.0005089934769246633,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,0.0002799340407598463,worst-record selection and all fractional tile weights inspect heldout dense AV,nondeployable continuous upper bound; thresholded_hard is diagnostic only
