split,head_role,prediction,rank,records,local_mass_mean,basis_energy_mean,aggregate_full_output_relative_l2,aggregate_local_output_relative_l2,record_error_p95,record_error_max
calibration,localized,ridge_nonnegative,8,30,0.8986631413300832,0.9297818978627522,0.03818128967554957,0.0398915571946345,0.19368414264078415,0.25511192154845314
calibration,transitional,oracle_linear,0,19,0.47870709394153793,0.0,0.27507071478662165,0.4452079570408226,0.45779144339714534,0.5685463487392914
calibration,transitional,oracle_linear,2,19,0.47870709394153793,0.516956301111924,0.14422531847680872,0.23343182658477957,0.27150813119988443,0.28090825627612726
calibration,transitional,oracle_linear,4,19,0.47870709394153793,0.6501656927560505,0.10748993087103514,0.173974799762582,0.2424382887499112,0.25714769208082583
calibration,transitional,oracle_linear,8,19,0.47870709394153793,0.7787255582056547,0.07474626563512839,0.12097846274060958,0.17840108562862186,0.20501361247291894
calibration,transitional,oracle_nonnegative,0,19,0.47870709394153793,0.0,0.27507071478662165,0.4452079570408226,0.45779144339714534,0.5685463487392914
calibration,transitional,oracle_nonnegative,2,19,0.47870709394153793,0.516956301111924,0.14464169861037485,0.2341057469210871,0.2746714967185255,0.28129039218840246
calibration,transitional,oracle_nonnegative,4,19,0.47870709394153793,0.6501656927560505,0.10763079471388357,0.17420279096747676,0.24333415171774914,0.26082489977380957
calibration,transitional,oracle_nonnegative,8,19,0.47870709394153793,0.7787255582056547,0.07641019742268236,0.12367157266460437,0.17989148909788796,0.20727265880413925
calibration,transitional,ridge_linear,0,19,0.47870709394153793,0.0,0.27507071478662165,0.4452079570408226,0.45779144339714534,0.5685463487392914
calibration,transitional,ridge_linear,2,19,0.47870709394153793,0.516956301111924,0.14456557719250096,0.23398254274442665,0.27214986916993916,0.2814005121344955
calibration,transitional,ridge_linear,4,19,0.47870709394153793,0.6501656927560505,0.10799070769543549,0.17478531798549649,0.24284196813781006,0.2578119017138747
calibration,transitional,ridge_linear,8,19,0.47870709394153793,0.7787255582056547,0.07541452227531406,0.12206005070167922,0.1786354323144333,0.20620599370228457
calibration,transitional,ridge_nonnegative,0,19,0.47870709394153793,0.0,0.27507071478662165,0.4452079570408226,0.45779144339714534,0.5685463487392914
calibration,transitional,ridge_nonnegative,2,19,0.47870709394153793,0.516956301111924,0.1449907462505236,0.23467068814684094,0.2750950354248186,0.28171592545553414
calibration,transitional,ridge_nonnegative,4,19,0.47870709394153793,0.6501656927560505,0.10814538251338923,0.1750356625551111,0.24328834447119996,0.26118316115097334
calibration,transitional,ridge_nonnegative,8,19,0.47870709394153793,0.7787255582056547,0.07702749495555772,0.12467068219798733,0.17988492983388968,0.20824018505578812
test,diffuse,oracle_linear,0,123,0.10739635304373697,0.0,0.13928590054850323,0.6296859624635359,0.28613336322985683,0.3318363515244334
test,diffuse,oracle_linear,2,123,0.10739635304373697,0.4050049419567837,0.11871080666224103,0.5366697436967481,0.22741325866407172,0.2963909974494429
test,diffuse,oracle_linear,4,123,0.10739635304373697,0.5236605626296221,0.11122701096516244,0.5028368785048086,0.2096462097613197,0.29244277570478583
test,diffuse,oracle_linear,8,123,0.10739635304373697,0.661569967502501,0.10314903979051242,0.4663178551590759,0.19617539563391884,0.2864836573211019
test,diffuse,oracle_nonnegative,0,123,0.10739635304373697,0.0,0.13928590054850323,0.6296859624635359,0.28613336322985683,0.3318363515244334
test,diffuse,oracle_nonnegative,2,123,0.10739635304373697,0.4050049419567837,0.11886702033665292,0.5373759570143535,0.22760961533012047,0.2965872000619698
test,diffuse,oracle_nonnegative,4,123,0.10739635304373697,0.5236605626296221,0.11114115336627406,0.5024487320766494,0.20952273967414026,0.2926752663713125
test,diffuse,oracle_nonnegative,8,123,0.10739635304373697,0.661569967502501,0.1031903978107357,0.46650482716893,0.19484272331994132,0.2842032426734429
test,diffuse,ridge_linear,0,123,0.10739635304373697,0.0,0.13928590054850323,0.6296859624635359,0.28613336322985683,0.3318363515244334
test,diffuse,ridge_linear,2,123,0.10739635304373697,0.4050049419567837,0.1379369983326791,0.6235878234078558,0.26578483895045707,0.3324513699213325
test,diffuse,ridge_linear,4,123,0.10739635304373697,0.5236605626296221,0.13645129526611816,0.6168712328432804,0.26383599999599316,0.34993551846875853
test,diffuse,ridge_linear,8,123,0.10739635304373697,0.661569967502501,0.1382958050105254,0.6252099224673318,0.27301570454688595,0.36549774952900693
test,diffuse,ridge_nonnegative,0,123,0.10739635304373697,0.0,0.13928590054850323,0.6296859624635359,0.28613336322985683,0.3318363515244334
test,diffuse,ridge_nonnegative,2,123,0.10739635304373697,0.4050049419567837,0.13550887495555317,0.6126107237898415,0.25569278942668194,0.32603286315593955
test,diffuse,ridge_nonnegative,4,123,0.10739635304373697,0.5236605626296221,0.13342138116982516,0.6031735479635268,0.2604169467559856,0.33392853041042936
test,diffuse,ridge_nonnegative,8,123,0.10739635304373697,0.661569967502501,0.13582593959748046,0.6140441147750663,0.26742286273781535,0.34563312216721637
test,localized,oracle_linear,0,54,0.9263737775661327,0.0,0.14708360348684427,0.1514944434628507,0.4263826045549116,0.552643645923903
test,localized,oracle_linear,2,54,0.9263737775661327,0.780109496028335,0.0557542838472842,0.05742628003310792,0.1827285377647112,0.2957485603707691
test,localized,oracle_linear,4,54,0.9263737775661327,0.9005452836001361,0.045846776897449884,0.04722166023941538,0.1421723626916198,0.26491723231939124
test,localized,oracle_linear,8,54,0.9263737775661327,0.9627397358417511,0.030669892142116503,0.03158964106798745,0.0959321908214138,0.22870216847871613
test,localized,oracle_nonnegative,0,54,0.9263737775661327,0.0,0.14708360348684427,0.1514944434628507,0.4263826045549116,0.552643645923903
test,localized,oracle_nonnegative,2,54,0.9263737775661327,0.780109496028335,0.05455226332563395,0.05618821252835972,0.1694142926606716,0.2956914578800107
test,localized,oracle_nonnegative,4,54,0.9263737775661327,0.9005452836001361,0.04586504167362968,0.04724047275173311,0.14071839443334958,0.2625876594900878
test,localized,oracle_nonnegative,8,54,0.9263737775661327,0.9627397358417511,0.030117572445345145,0.031020758044371353,0.09554539801124316,0.22691880034958875
test,localized,ridge_linear,0,54,0.9263737775661327,0.0,0.14708360348684427,0.1514944434628507,0.4263826045549116,0.552643645923903
test,localized,ridge_linear,2,54,0.9263737775661327,0.780109496028335,0.10214609248844873,0.1052093167871463,0.30575371246147903,0.3803641716805253
test,localized,ridge_linear,4,54,0.9263737775661327,0.9005452836001361,0.1031282458943234,0.10622092365623853,0.3059506696583931,0.39870934287284204
test,localized,ridge_linear,8,54,0.9263737775661327,0.9627397358417511,0.1047489647885779,0.10789024573615867,0.3094220923275503,0.4136470475229964
test,localized,ridge_nonnegative,0,54,0.9263737775661327,0.0,0.14708360348684427,0.1514944434628507,0.4263826045549116,0.552643645923903
test,localized,ridge_nonnegative,2,54,0.9263737775661327,0.780109496028335,0.10238737008113216,0.10545782997119339,0.29586787940142745,0.381128176268342
test,localized,ridge_nonnegative,4,54,0.9263737775661327,0.9005452836001361,0.10203318350628027,0.1050930218160546,0.2993359158300761,0.4009785322822717
test,localized,ridge_nonnegative,8,54,0.9263737775661327,0.9627397358417511,0.10371856208749357,0.10682894264021332,0.30495698224460543,0.40800679823812414
test,transitional,oracle_linear,0,39,0.5071497284449064,0.0,0.2796378407985516,0.44218787485457456,0.46407507045965823,0.5699615919022205
test,transitional,oracle_linear,2,39,0.5071497284449064,0.4780250145838811,0.22460450755188077,0.35516434254215157,0.3865297557244626,0.46426310408212373
test,transitional,oracle_linear,4,39,0.5071497284449064,0.6237522195547055,0.2012435906971732,0.3182240123309799,0.36775519591269956,0.3856546370249014
test,transitional,oracle_linear,8,39,0.5071497284449064,0.7693875432014465,0.17963395471273472,0.2840529609988266,0.3343212655540769,0.34807397693957287
test,transitional,oracle_nonnegative,0,39,0.5071497284449064,0.0,0.2796378407985516,0.44218787485457456,0.46407507045965823,0.5699615919022205
test,transitional,oracle_nonnegative,2,39,0.5071497284449064,0.4780250145838811,0.22479933371269717,0.3554724187516211,0.38677552422800526,0.46439761808948105
test,transitional,oracle_nonnegative,4,39,0.5071497284449064,0.6237522195547055,0.2021266215033987,0.3196203380733076,0.36791682559473426,0.39153894381225063
test,transitional,oracle_nonnegative,8,39,0.5071497284449064,0.7693875432014465,0.18015117978972378,0.2848708426451809,0.3360951158020271,0.3477256742603677
test,transitional,ridge_linear,0,39,0.5071497284449064,0.0,0.2796378407985516,0.44218787485457456,0.46407507045965823,0.5699615919022205
test,transitional,ridge_linear,2,39,0.5071497284449064,0.4780250145838811,0.25947882853881366,0.4103106769587346,0.4554773153222626,0.5220271001914046
test,transitional,ridge_linear,4,39,0.5071497284449064,0.6237522195547055,0.25793876554006845,0.4078753942995187,0.45101510447126053,0.5106484696515186
test,transitional,ridge_linear,8,39,0.5071497284449064,0.7693875432014465,0.2662826859491731,0.4210695329150991,0.47466075414683495,0.5274188009405838
test,transitional,ridge_nonnegative,0,39,0.5071497284449064,0.0,0.2796378407985516,0.44218787485457456,0.46407507045965823,0.5699615919022205
test,transitional,ridge_nonnegative,2,39,0.5071497284449064,0.4780250145838811,0.25833674539673773,0.4085047149470854,0.45306371422079844,0.5116200741264546
test,transitional,ridge_nonnegative,4,39,0.5071497284449064,0.6237522195547055,0.2573813758743368,0.40699400088347754,0.44999594424363965,0.49672902623539483
test,transitional,ridge_nonnegative,8,39,0.5071497284449064,0.7693875432014465,0.26690284051368274,0.4220501756928389,0.4818923310731684,0.5199282741828086
validation,diffuse,oracle_linear,0,61,0.11650452644518408,0.0,0.1381205977527774,0.5844180416315685,0.2781474093888428,0.31243839900574577
validation,diffuse,oracle_linear,2,61,0.11650452644518408,0.4023810943863431,0.11132168179705901,0.47102604771098755,0.2095241085922806,0.251187265646972
validation,diffuse,oracle_linear,4,61,0.11650452644518408,0.5205113430980777,0.09388351466467078,0.3972414011704654,0.18605484475829698,0.2203836912623009
validation,diffuse,oracle_linear,8,61,0.11650452644518408,0.6585118926939417,0.07128513852718665,0.3016227972750412,0.14820801725345675,0.17667966385787873
validation,diffuse,oracle_nonnegative,0,61,0.11650452644518408,0.0,0.1381205977527774,0.5844180416315685,0.2781474093888428,0.31243839900574577
validation,diffuse,oracle_nonnegative,2,61,0.11650452644518408,0.4023810943863431,0.11116386553868575,0.4703582930809272,0.20836369844114244,0.24730230717023627
validation,diffuse,oracle_nonnegative,4,61,0.11650452644518408,0.5205113430980777,0.09277751781096304,0.3925616899194942,0.18605969642832595,0.21874617646571992
validation,diffuse,oracle_nonnegative,8,61,0.11650452644518408,0.6585118926939417,0.07084905130869931,0.2997776181898399,0.1430674291270446,0.17656832902498176
validation,diffuse,ridge_linear,0,61,0.11650452644518408,0.0,0.1381205977527774,0.5844180416315685,0.2781474093888428,0.31243839900574577
validation,diffuse,ridge_linear,2,61,0.11650452644518408,0.4023810943863431,0.1114224126079601,0.4714522614994925,0.2098024630779044,0.25115913059563194
validation,diffuse,ridge_linear,4,61,0.11650452644518408,0.5205113430980777,0.09401128936407602,0.39778204348458385,0.18630651335437792,0.2208490649625152
validation,diffuse,ridge_linear,8,61,0.11650452644518408,0.6585118926939417,0.07148666835245687,0.3024755134356358,0.14865333815770865,0.17744413002251905
validation,diffuse,ridge_nonnegative,0,61,0.11650452644518408,0.0,0.1381205977527774,0.5844180416315685,0.2781474093888428,0.31243839900574577
validation,diffuse,ridge_nonnegative,2,61,0.11650452644518408,0.4023810943863431,0.11126832299515511,0.47080027511066697,0.2086941326783035,0.2474646796465537
validation,diffuse,ridge_nonnegative,4,61,0.11650452644518408,0.5205113430980777,0.09289690094290427,0.39306682570161566,0.1863253297288857,0.2190991707997116
validation,diffuse,ridge_nonnegative,8,61,0.11650452644518408,0.6585118926939417,0.07097997938899286,0.3003316031386793,0.14366675617969785,0.17708196455601338
validation,localized,oracle_linear,0,29,0.919585264962295,0.0,0.09415152719573666,0.09755720714592787,0.35151597691960645,0.47165096653975036
validation,localized,oracle_linear,2,29,0.919585264962295,0.7527006566524506,0.0596158625287329,0.06177230707907319,0.2906499920730593,0.3556904482915323
validation,localized,oracle_linear,4,29,0.919585264962295,0.879485547542572,0.04501396764254654,0.046642227657491035,0.21287779056108463,0.30132188587541053
validation,localized,oracle_linear,8,29,0.919585264962295,0.9516156685763392,0.03318029569054293,0.03438050423883098,0.16400876618570337,0.23656632823890286
validation,localized,oracle_nonnegative,0,29,0.919585264962295,0.0,0.09415152719573666,0.09755720714592787,0.35151597691960645,0.47165096653975036
validation,localized,oracle_nonnegative,2,29,0.919585264962295,0.7527006566524506,0.05918902256217138,0.06133002731711635,0.29135004278116194,0.3530910516017292
validation,localized,oracle_nonnegative,4,29,0.919585264962295,0.879485547542572,0.04482179174996186,0.04644310031543145,0.21236552480406268,0.29822198802200883
validation,localized,oracle_nonnegative,8,29,0.919585264962295,0.9516156685763392,0.03283043551660415,0.03401798880782689,0.1631666834752021,0.23297899632812197
validation,localized,ridge_linear,0,29,0.919585264962295,0.0,0.09415152719573666,0.09755720714592787,0.35151597691960645,0.47165096653975036
validation,localized,ridge_linear,2,29,0.919585264962295,0.7527006566524506,0.05996251136364025,0.06213149500943617,0.29065347367947325,0.355743992058939
validation,localized,ridge_linear,4,29,0.919585264962295,0.879485547542572,0.04545871716484405,0.04710306480551337,0.2134375337430848,0.30174698344819234
validation,localized,ridge_linear,8,29,0.919585264962295,0.9516156685763392,0.03375779441639598,0.034978892438179345,0.16498418097081208,0.23703830587375385
validation,localized,ridge_nonnegative,0,29,0.919585264962295,0.0,0.09415152719573666,0.09755720714592787,0.35151597691960645,0.47165096653975036
validation,localized,ridge_nonnegative,2,29,0.919585264962295,0.7527006566524506,0.059547012981080366,0.061700967082980736,0.2913565313068594,0.3531848793866425
validation,localized,ridge_nonnegative,4,29,0.919585264962295,0.879485547542572,0.04526747849270745,0.04690490858534759,0.21303051436385878,0.29864775439508856
validation,localized,ridge_nonnegative,8,29,0.919585264962295,0.9516156685763392,0.03341315675828918,0.03462178843356438,0.1641835554695381,0.2333699107661473
validation,transitional,oracle_linear,0,18,0.4912678533130222,0.0,0.2254453340327224,0.36210949353598265,0.3901685954411794,0.4291868035334513
validation,transitional,oracle_linear,2,18,0.4912678533130222,0.4954823503891627,0.16924783960779358,0.27184527790467344,0.3425951740864432,0.3481900805065421
validation,transitional,oracle_linear,4,18,0.4912678533130222,0.6348190406958262,0.14878057123884814,0.23897082425965752,0.311248305170649,0.3121378242108947
validation,transitional,oracle_linear,8,18,0.4912678533130222,0.7731946176952786,0.11787102012502243,0.18932401321664238,0.25305430860500977,0.27346387439696607
validation,transitional,oracle_nonnegative,0,18,0.4912678533130222,0.0,0.2254453340327224,0.36210949353598265,0.3901685954411794,0.4291868035334513
validation,transitional,oracle_nonnegative,2,18,0.4912678533130222,0.4954823503891627,0.16810900170877127,0.27001608052250586,0.3398832748634495,0.3481141071045366
validation,transitional,oracle_nonnegative,4,18,0.4912678533130222,0.6348190406958262,0.14854215183887287,0.23858787586755784,0.30845392638647323,0.3124253173495732
validation,transitional,oracle_nonnegative,8,18,0.4912678533130222,0.7731946176952786,0.11775783070721879,0.18914220877642024,0.2523963008025442,0.2725881787516287
validation,transitional,ridge_linear,0,18,0.4912678533130222,0.0,0.2254453340327224,0.36210949353598265,0.3901685954411794,0.4291868035334513
validation,transitional,ridge_linear,2,18,0.4912678533130222,0.4954823503891627,0.16935630318611153,0.2720194917183251,0.3430294889049051,0.34862962359609156
validation,transitional,ridge_linear,4,18,0.4912678533130222,0.6348190406958262,0.14913677834955363,0.2395429628537202,0.3115947535750964,0.3130489467095602
validation,transitional,ridge_linear,8,18,0.4912678533130222,0.7731946176952786,0.11856254761804252,0.19043474221592774,0.2532943286450436,0.2749001772357127
validation,transitional,ridge_nonnegative,0,18,0.4912678533130222,0.0,0.2254453340327224,0.36210949353598265,0.3901685954411794,0.4291868035334513
validation,transitional,ridge_nonnegative,2,18,0.4912678533130222,0.4954823503891627,0.1682999281439128,0.2703227458834386,0.3406378485622049,0.34859603378733783
validation,transitional,ridge_nonnegative,4,18,0.4912678533130222,0.6348190406958262,0.1489634591730483,0.23926457820897384,0.3090821218233454,0.3134571619813842
validation,transitional,ridge_nonnegative,8,18,0.4912678533130222,0.7731946176952786,0.11841985818411555,0.19020555495475008,0.25276824704723816,0.2742075698820267
