method,mode,stage,count,min_ms,p50_ms,p95_ms,p99_ms,mean_ms,std_ms,max_ms,source_path
STC ReKV,rekv,instrumented_stage_sum_ms,20,6552.856350898743,9761.018483161926,12073.158979415894,12073.158979415894,9268.575071001052,1412.36567600383,12073.158979415894,/home/spco/online_video_state_decomposition/remote_results/stc_rekv_official/stc_rekv_pair_formal64_tf446_v2_20260722/rekv/result.json
STC ReKV,rekv,llm_prefill_ms,20,5741.903854370117,7587.765274047852,9980.154930114746,9980.154930114746,7692.395872497558,1139.6458784304339,9980.154930114746,/home/spco/online_video_state_decomposition/remote_results/stc_rekv_official/stc_rekv_pair_formal64_tf446_v2_20260722/rekv/result.json
STC ReKV,rekv,vit_encode_ms,20,596.6282243728638,1681.3711671829224,4356.288286209106,4356.288286209106,1576.1791985034943,835.3170261319813,4356.288286209106,/home/spco/online_video_state_decomposition/remote_results/stc_rekv_official/stc_rekv_pair_formal64_tf446_v2_20260722/rekv/result.json
STC ReKV,stc,instrumented_stage_sum_ms,20,4159.930936336517,7062.343391895294,10995.391386508942,10995.391386508942,6923.774977731705,1899.3325799861193,10995.391386508942,/home/spco/online_video_state_decomposition/remote_results/stc_rekv_official/stc_rekv_pair_formal64_tf446_v2_20260722/rekv_stc/result.json
STC ReKV,stc,llm_prefill_ms,20,3490.223098754883,6551.794723510742,9807.837154388428,9807.837154388428,6264.163989830017,1796.5803776862726,9807.837154388428,/home/spco/online_video_state_decomposition/remote_results/stc_rekv_official/stc_rekv_pair_formal64_tf446_v2_20260722/rekv_stc/result.json
STC ReKV,stc,vit_encode_ms,20,452.9369921684265,527.9493460655212,1190.9342784881592,1190.9342784881592,659.6109879016876,246.92574536544663,1190.9342784881592,/home/spco/online_video_state_decomposition/remote_results/stc_rekv_official/stc_rekv_pair_formal64_tf446_v2_20260722/rekv_stc/result.json
