prompt_id,layer,head_index,variant,relative_av_l2,av_numerator_sq,av_denominator_sq,dense_capture_parity
calib_fluid_s1,0,0,qvg_k_only,0.0057694693095982075,0.3937026262283325,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,qvg_k_only,0.028286904096603394,28.471351623535156,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,qvg_k_only,0.004159282892942429,0.21941524744033813,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,qvg_k_only,0.0027143030893057585,0.06636494398117065,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,qvg_k_only,0.05705947056412697,115.99116516113281,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,qvg_k_only,0.05029494687914848,62.84027862548828,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,qvg_k_only,0.025003449991345406,13.141510009765625,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,qvg_k_only,0.03517258167266846,12.754886627197266,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,qvg_k_only,0.0039112078957259655,0.07511208951473236,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,qvg_k_only,0.00815806444734335,0.23896698653697968,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,qvg_k_only,0.004922704771161079,0.28923001885414124,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,qvg_k_only,0.04591294378042221,98.37863159179688,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,qvg_v_only,0.02041289396584034,4.928396701812744,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,qvg_v_only,0.12719404697418213,575.6663818359375,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,qvg_v_only,0.017047885805368423,3.6861324310302734,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,qvg_v_only,0.011805173940956593,1.2553558349609375,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,qvg_v_only,0.30006927251815796,3207.838623046875,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,qvg_v_only,0.21727892756462097,1172.8017578125,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,qvg_v_only,0.07177218049764633,108.2823486328125,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,qvg_v_only,0.11209161579608917,129.54312133789062,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,qvg_v_only,0.0190713070333004,1.785866618156433,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,qvg_v_only,0.03366221860051155,4.068639278411865,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,qvg_v_only,0.014573685824871063,2.534980297088623,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,qvg_v_only,0.2896791994571686,3916.20166015625,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,qvg_both,0.02119559235870838,5.313586235046387,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,qvg_both,0.1303798407316208,604.8646850585938,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,qvg_both,0.01725720427930355,3.7772068977355957,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,qvg_both,0.01191318966448307,1.2784335613250732,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,qvg_both,0.3073880076408386,3366.226318359375,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,qvg_both,0.2237609326839447,1243.821044921875,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,qvg_both,0.07662910968065262,123.4334716796875,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,qvg_both,0.11847832798957825,144.72579956054688,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,qvg_both,0.01943441666662693,1.8545180559158325,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,qvg_both,0.034902505576610565,4.373980522155762,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,qvg_both,0.01589515246450901,3.015540838241577,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,qvg_both,0.2938752770423889,4030.47802734375,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,centroid_k_only,0.0897415354847908,95.25405883789062,11827.59765625,0.0007484668749384582
