family,head,records,residual_sq,reference_sq,aggregate_output_relative_l2,record_error_max,selected_attention_mass_mean
lowrank_covariance,0,4,5.504740718752146,31574.809326171875,0.013203773496428105,0.01917234937017624,0.9850045690933864
lowrank_covariance,1,4,111.96006715297699,39882.714111328125,0.05298332661277507,0.07435737093551464,0.8845985134442648
lowrank_covariance,10,4,73.36286568641663,21512.861450195312,0.058396800543525314,0.07902995559747325,0.8736640016237894
lowrank_covariance,11,4,117.43970811367035,39714.255859375,0.0543793818969352,0.065914112643888,0.8977930893500645
lowrank_covariance,2,4,145.20211124420166,16793.18524169922,0.09298650535251536,0.11075673106490469,0.8402972022692362
lowrank_covariance,3,4,59.59833677858114,25343.363403320312,0.04849365790725114,0.07440790205859858,0.9291165520747502
lowrank_covariance,4,4,5.774797829799354,25887.957641601562,0.014935490764373421,0.020636292124062604,0.9854337225357691
lowrank_covariance,5,4,52.322912752628326,13888.383666992188,0.0613790417044918,0.07840145938860212,0.8641354143619536
lowrank_covariance,6,4,163.899400472641,6702.979034423828,0.15637047376650848,0.21937562344415149,0.5671224842468897
lowrank_covariance,7,4,276.42722511291504,16278.451293945312,0.1303118363406698,0.15663373259994726,0.7474967986345292
lowrank_covariance,8,4,33.6214035153389,24905.509033203125,0.036741781338828355,0.05640226507677424,0.9323506305615107
lowrank_covariance,9,4,223.28203105926514,18474.484252929688,0.10993620104886256,0.12943573780959178,0.7413956622282665
residual_tail_polynomial,0,4,5.689333874732256,31574.809326171875,0.013423332319540793,0.01977681252155444,0.9850045690933864
residual_tail_polynomial,1,4,105.09706968069077,39882.714111328125,0.051333745233755376,0.06945663286714426,0.8845985134442648
residual_tail_polynomial,10,4,27.106409087777138,21512.861450195312,0.03549661204847108,0.04675297554567066,0.8736640016237894
residual_tail_polynomial,11,4,93.36806410551071,39714.255859375,0.048487072372606126,0.05930680880886855,0.8977930893500645
residual_tail_polynomial,2,4,99.85517692565918,16793.18524169922,0.07711142936652145,0.10133995719398393,0.8402972022692362
residual_tail_polynomial,3,4,50.50001648813486,25343.363403320312,0.04463891545175794,0.0701285933147384,0.9291165520747502
residual_tail_polynomial,4,4,3.381821821385529,25887.957641601562,0.011429479852010907,0.01567706072337084,0.9854337225357691
residual_tail_polynomial,5,4,21.464829206466675,13888.383666992188,0.03931315203348103,0.052742306796208935,0.8641354143619536
residual_tail_polynomial,6,4,55.16603863239288,6702.979034423828,0.09071977597718962,0.09829575955747374,0.5671224842468897
residual_tail_polynomial,7,4,130.56243467330933,16278.451293945312,0.08955762704093972,0.1005130351401404,0.7474967986345292
residual_tail_polynomial,8,4,17.011671248823404,24905.509033203125,0.02613519708322018,0.03898102799920279,0.9323506305615107
residual_tail_polynomial,9,4,79.78574550151825,18474.484252929688,0.06571681275071191,0.06966070783677383,0.7413956622282665
value_aware_coreset,0,4,6.107244075275958,31574.809326171875,0.013907602523047373,0.019022910914101812,0.9850045690933864
value_aware_coreset,1,4,75.13772797584534,39882.714111328125,0.04340469178302989,0.06323274873534973,0.8845985134442648
value_aware_coreset,10,4,43.932161659002304,21512.861450195312,0.04518998491886238,0.05740312808286151,0.8736640016237894
value_aware_coreset,11,4,75.40297341346741,39714.255859375,0.04357335709454352,0.053356387858816044,0.8977930893500645
value_aware_coreset,2,4,108.19899761676788,16793.18524169922,0.08026848745270379,0.09839354611433725,0.8402972022692362
value_aware_coreset,3,4,56.93594069778919,25343.363403320312,0.04739812093394895,0.07615933328014135,0.9291165520747502
value_aware_coreset,4,4,6.5637291331076995,25887.957641601562,0.015923056299287964,0.019536618799111623,0.9854337225357691
value_aware_coreset,5,4,28.68593829870224,13888.383666992188,0.0454473617576311,0.057060053603456146,0.8641354143619536
value_aware_coreset,6,4,117.72933626174927,6702.979034423828,0.13252823596386845,0.14616951476758797,0.5671224842468897
value_aware_coreset,7,4,159.82486724853516,16278.451293945312,0.09908676140542616,0.10952451385889099,0.7474967986345292
value_aware_coreset,8,4,23.37650304287672,24905.509033203125,0.030636705432378945,0.04610709746332755,0.9323506305615107
value_aware_coreset,9,4,120.05892491340637,18474.484252929688,0.08061410996921496,0.09006415905057905,0.7413956622282665
