scope,method,correction,records,captures,aggregate_relative_av_l2,mean_head_relative_av_l2,worst_head_relative_av_l2,minimum_cache_compression_ratio,maximum_dense_reference_parity
calibration,adaptive_tail_singleton_oracle,adaptive_rank16,48,4,0.020644115497373747,0.020719390251694374,0.07911425083875656,1.5126029333920756,0.0013198975939303637
calibration,adaptive_tail_singleton_oracle,none,48,4,0.04865341390933258,0.05531322484724418,0.1618589609861374,1.5126029333920756,0.0013198975939303637
calibration,kv_detail_energy,adaptive_rank16,48,4,0.07502367853754957,0.039390214078594,0.16459016501903534,1.5028880917844127,0.0013198975939303637
calibration,kv_detail_energy,none,48,4,0.1369671135721684,0.09133534568536561,0.2932429015636444,1.5028880917844127,0.0013198975939303637
validation,adaptive_tail_singleton_oracle,adaptive_rank16,24,2,0.024409582350555854,0.023735848712628165,0.0837501809000969,1.5126029333920756,0.0012964833294972777
validation,adaptive_tail_singleton_oracle,none,24,2,0.05032240096757171,0.05751816776804238,0.14454051852226257,1.5126029333920756,0.0012964833294972777
validation,kv_detail_energy,adaptive_rank16,24,2,0.0815717934671677,0.045629916285785534,0.15300102531909943,1.5028880917844127,0.0012964833294972777
validation,kv_detail_energy,none,24,2,0.1414927277592262,0.09961047401884571,0.2544906437397003,1.5028880917844127,0.0012964833294972777
test,adaptive_tail_singleton_oracle,adaptive_rank16,24,2,0.019255045830843448,0.021596126540165034,0.07028631865978241,1.5126029333920756,0.00133819121401757
test,adaptive_tail_singleton_oracle,none,24,2,0.04251864175275605,0.054564016076862266,0.12479697167873383,1.5126029333920756,0.00133819121401757
test,kv_detail_energy,adaptive_rank16,24,2,0.0787782407228568,0.04295636231351333,0.1455853283405304,1.5028880917844127,0.00133819121401757
test,kv_detail_energy,none,24,2,0.14135873675073568,0.1009055000807469,0.24772363901138306,1.5028880917844127,0.00133819121401757
held_out,adaptive_tail_singleton_oracle,adaptive_rank16,48,4,0.021756215796277158,0.0226659876263966,0.0837501809000969,1.5126029333920756,0.00133819121401757
held_out,adaptive_tail_singleton_oracle,none,48,4,0.04623883804271939,0.056041091922452324,0.14454051852226257,1.5126029333920756,0.00133819121401757
held_out,kv_detail_energy,adaptive_rank16,48,4,0.0800634926451269,0.04429313929964943,0.15300102531909943,1.5028880917844127,0.00133819121401757
held_out,kv_detail_energy,none,48,4,0.14141981893558672,0.10025798704979631,0.2544906437397003,1.5028880917844127,0.00133819121401757
all,adaptive_tail_singleton_oracle,adaptive_rank16,96,8,0.021237506057734053,0.021692688939045485,0.0837501809000969,1.5126029333920756,0.00133819121401757
all,adaptive_tail_singleton_oracle,none,96,8,0.04739614801548489,0.05567715838484825,0.1618589609861374,1.5126029333920756,0.00133819121401757
all,kv_detail_energy,adaptive_rank16,96,8,0.07772064915555846,0.04184167668912172,0.16459016501903534,1.5028880917844127,0.00133819121401757
all,kv_detail_energy,none,96,8,0.13933164334809683,0.09579666636758095,0.2932429015636444,1.5028880917844127,0.00133819121401757
