epoch,train_loss,validation_topk_recall,validation_risk_mass_capture
86,0.9983727931976318,0.3061224489795918,0.3379594112435977
87,0.9979498982429504,0.3056972789115646,0.33593252177039784
88,0.9975274205207825,0.30527210884353745,0.3332619958867629
89,0.9971057772636414,0.30612244897959184,0.334217023725311
90,0.9966847896575928,0.30697278911564624,0.33362425429125625
91,0.9962644577026367,0.3090986394557823,0.3345400659988324
92,0.9958449006080627,0.30952380952380953,0.33486369252204895
93,0.9954260587692261,0.31079931972789115,0.3353536731253068
94,0.9950079917907715,0.3099489795918367,0.3353344251712163
95,0.994590699672699,0.3099489795918367,0.33403838984668255
96,0.9941740036010742,0.30952380952380953,0.33378585055470467
97,0.9937583208084106,0.30952380952380953,0.3340499500433604
98,0.9933432936668396,0.31037414965986393,0.3342351286361615
99,0.9929291605949402,0.3090986394557823,0.33316901574532193
100,0.9925156831741333,0.31037414965986393,0.33409079102178413
