epoch,train_loss,validation_topk_recall,validation_risk_mass_capture
1,1.0525996685028076,0.24914965986394555,0.26636826743682224
2,1.050768256187439,0.2512755102040816,0.26821040486296016
3,1.049020767211914,0.2538265306122449,0.2720157280564308
4,1.047356367111206,0.255952380952381,0.2735476568341255
5,1.0457736253738403,0.258078231292517,0.27284809326132137
6,1.0442705154418945,0.2602040816326531,0.2760925516486168
7,1.0428447723388672,0.26190476190476186,0.2756475117057562
8,1.0414941310882568,0.26403061224489793,0.2771262216071288
9,1.040215253829956,0.26190476190476186,0.2742064719398816
10,1.039005160331726,0.2619047619047619,0.2736947815865278
11,1.0378602743148804,0.26318027210884354,0.2806716859340668
12,1.0367769002914429,0.26615646258503406,0.28332613160212833
13,1.035751223564148,0.2687074829931973,0.28416642112036544
14,1.0347791910171509,0.26615646258503406,0.2792108729481697
15,1.0338571071624756,0.2648809523809524,0.2807022823641698
16,1.0329809188842773,0.2699829931972789,0.28499091944346827
17,1.0321471691131592,0.2729591836734694,0.2903342265635729
18,1.0313516855239868,0.27508503401360546,0.29536075455447036
19,1.030591607093811,0.27721088435374147,0.2974035559842984
20,1.0298631191253662,0.280187074829932,0.2987442935506503
21,1.0291633605957031,0.2797619047619047,0.30134942196309566
22,1.0284892320632935,0.2840136054421769,0.3043882281829913
23,1.0278382301330566,0.28401360544217685,0.3038930520415306
24,1.0272079706192017,0.2848639455782313,0.30400137913723785
25,1.0265957117080688,0.28571428571428575,0.3038904741406441
26,1.0259997844696045,0.28741496598639454,0.30770753386120003
27,1.0254185199737549,0.29081632653061223,0.3104871374865373
28,1.0248498916625977,0.29209183673469385,0.31137065527339775
29,1.0242925882339478,0.2933673469387755,0.3135175866385301
30,1.0237455368041992,0.2925170068027211,0.3099827604989211
31,1.0232075452804565,0.29124149659863946,0.30920378242929775
32,1.0226774215698242,0.29464285714285715,0.31278061245878536
33,1.022154688835144,0.29591836734693877,0.3138585761189461
34,1.0216386318206787,0.2976190476190476,0.31690369981030625
35,1.0211282968521118,0.2971938775510204,0.3171074849863847
36,1.0206236839294434,0.2971938775510204,0.3186149423321088
37,1.020124077796936,0.29846938775510207,0.3195291440933943
38,1.0196292400360107,0.3005952380952381,0.319435012837251
39,1.0191388130187988,0.30272108843537415,0.32008675796290237
40,1.0186525583267212,0.3031462585034013,0.3198970543841521
41,1.0181702375411987,0.3010204081632653,0.3190333644549052
42,1.017691731452942,0.3022959183673469,0.3192053244759639
43,1.0172169208526611,0.30272108843537415,0.31891944880286854
44,1.0167453289031982,0.3010204081632653,0.3188296612352133
45,1.0162769556045532,0.302295918367347,0.32089959022899467
46,1.015811562538147,0.30187074829931976,0.31968673691153526
47,1.015349268913269,0.3031462585034013,0.319875443354249
48,1.0148895978927612,0.30357142857142855,0.32088434385756653
49,1.014432668685913,0.3056972789115646,0.3219316514829795
50,1.013978123664856,0.30612244897959184,0.3225064743310213
51,1.0135259628295898,0.30527210884353745,0.3208112983653943
52,1.0130757093429565,0.30527210884353745,0.3204775427778562
53,1.0126276016235352,0.3061224489795918,0.32331451525290805
54,1.0121815204620361,0.306547619047619,0.3237384545306365
55,1.0117372274398804,0.3039965986394558,0.32251886775096256
56,1.0112943649291992,0.304421768707483,0.3234985427310069
57,1.0108530521392822,0.30357142857142855,0.32390102557837963
58,1.0104131698608398,0.30357142857142855,0.32404480253656703
59,1.009974718093872,0.30357142857142855,0.3248853323360284
60,1.0095369815826416,0.306547619047619,0.3265087728699048
61,1.0091005563735962,0.30527210884353745,0.32618252622584504
62,1.0086650848388672,0.3056972789115646,0.32686719857156277
63,1.0082303285598755,0.30739795918367346,0.32839748201270896
64,1.0077965259552002,0.3056972789115646,0.3276506308466196
65,1.0073633193969727,0.3061224489795918,0.3282640178998311
66,1.0069308280944824,0.3061224489795918,0.32804906740784645
67,1.0064988136291504,0.30654761904761907,0.32830718842645484
68,1.0060672760009766,0.30739795918367346,0.33011478185653687
69,1.0056363344192505,0.3086734693877551,0.3312952294945717
70,1.005205750465393,0.3099489795918367,0.33231764535109204
71,1.0047756433486938,0.30952380952380953,0.3326379085580508
72,1.0043458938598633,0.3078231292517007,0.33159513274828595
73,1.003916621208191,0.3078231292517007,0.3307072265694539
74,1.0034877061843872,0.30739795918367346,0.33474753486613434
75,1.0030590295791626,0.30739795918367346,0.3344728605200847
76,1.0026309490203857,0.3082482993197279,0.3359697101016839
77,1.002203106880188,0.30952380952380953,0.3362928746889035
78,1.0017757415771484,0.31037414965986393,0.33802747788528603
79,1.0013487339019775,0.3099489795918367,0.33948653501768905
80,1.0009222030639648,0.3086734693877551,0.3391402593503396
81,1.0004960298538208,0.3078231292517007,0.3383830990642309
82,1.000070333480835,0.3086734693877551,0.3386991657316685
83,0.9996451735496521,0.3086734693877551,0.3392549157142639
84,0.9992204308509827,0.3078231292517007,0.3384366085131963
85,0.998796284198761,0.3082482993197279,0.3386397355546554
