dtype,scheme,scale_margin,signal,block,records,mean_relative_l2,p95_relative_l2,max_relative_l2,mean_cosine,mean_saturation_ratio,mean_scale_count
fp8_e4m3,tensor_bucket,1.05,ffn_output,29,40,0.025925059895962478,0.027366643771529198,0.028429195284843445,0.9996664062142372,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_hidden_post_gelu,0,40,0.025757718831300735,0.026547420769929886,0.026644999161362648,0.9996690794825553,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_hidden_post_gelu,12,40,0.02603793083690107,0.027235833927989006,0.02746637538075447,0.9996621936559678,1.046316970132466e-06,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_hidden_post_gelu,24,40,0.02686598040163517,0.02809349074959755,0.03684866800904274,0.9996413975954056,2.2670201360597275e-06,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_hidden_post_gelu,29,40,0.02657282422296703,0.027934787794947624,0.02806170843541622,0.9996469408273697,3.836495557152375e-06,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_input,0,40,0.02660349397920072,0.027444306761026382,0.02773786522448063,0.9996463820338249,2.0345052689663135e-05,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_input,12,40,0.02642427384853363,0.026952115818858147,0.02713223360478878,0.9996511861681938,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_input,24,40,0.02640196434222162,0.026855450123548508,0.02700870670378208,0.9996515125036239,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_input,29,40,0.026519350009039044,0.02707148902118206,0.02734624594449997,0.9996490150690078,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_output,0,40,0.026495060324668883,0.02699153870344162,0.02715878002345562,0.9996490433812142,1.4241536882764194e-05,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_output,12,40,0.026489757373929022,0.02727077528834343,0.02738712541759014,0.9996493071317673,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_output,24,40,0.026590837398543954,0.02765936590731144,0.02803024835884571,0.9996475666761399,0.0,1.0
fp8_e4m3,tensor_bucket,1.1,ffn_output,29,40,0.026339724333956836,0.02794688381254673,0.02905295230448246,0.999655331671238,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_hidden_post_gelu,0,40,0.02706676861271262,0.0277927964925766,0.02789522334933281,0.9996347010135651,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_hidden_post_gelu,12,40,0.027257216162979603,0.028330525383353233,0.02844052202999592,0.9996299058198929,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_hidden_post_gelu,24,40,0.026403204444795846,0.028935112059116364,0.029245510697364807,0.9996507793664933,5.23158485066233e-07,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_hidden_post_gelu,29,40,0.026901633432134985,0.028169279918074608,0.02830088883638382,0.9996383219957352,1.743861616887443e-07,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_input,0,40,0.026495210360735655,0.027198487892746925,0.02743191458284855,0.9996491342782974,4.069010537932627e-06,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_input,12,40,0.02669256995432079,0.027680981904268265,0.028293292969465256,0.9996440783143044,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_input,24,40,0.026600379217416047,0.0269989762455225,0.02703162655234337,0.9996463567018509,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_input,29,40,0.02700493955053389,0.027709638699889183,0.028115203604102135,0.9996359929442405,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_output,0,40,0.02646340159699321,0.02676563337445259,0.02714359387755394,0.9996500596404075,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_output,12,40,0.026777098886668682,0.02791670337319374,0.028036516159772873,0.9996417537331581,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_output,24,40,0.02727432418614626,0.028889579698443413,0.02981419488787651,0.9996290743350983,0.0,1.0
fp8_e4m3,tensor_bucket,1.25,ffn_output,29,40,0.02723425617441535,0.02925601787865162,0.03025112673640251,0.999630868434906,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_hidden_post_gelu,0,40,0.027056864369660615,0.029415152966976166,0.02961319498717785,0.9996344208717346,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_hidden_post_gelu,12,40,0.026694309897720814,0.029543567448854446,0.030418802052736282,0.9996454998850822,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_hidden_post_gelu,24,40,0.026195644540712236,0.02819514460861683,0.029672663658857346,0.9996567249298096,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_hidden_post_gelu,29,40,0.026892821909859775,0.027756566181778908,0.028016651049256325,0.9996389046311378,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_input,0,40,0.026354373199865222,0.02696646936237812,0.027167625725269318,0.999652872979641,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_input,12,40,0.026159465219825505,0.02651095762848854,0.02656126208603382,0.9996583685278893,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_input,24,40,0.026388721773400903,0.026691993698477745,0.02681005746126175,0.9996518775820732,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_input,29,40,0.02597283311188221,0.026475554332137108,0.026865115389227867,0.9996631592512131,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_output,0,40,0.02654045498929918,0.02687043882906437,0.026892164722085,0.9996480107307434,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_output,12,40,0.026293016877025364,0.026744235306978226,0.026882069185376167,0.9996544912457466,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_output,24,40,0.025994411017745734,0.02681110054254532,0.026870397850871086,0.9996627658605576,0.0,1.0
fp8_e4m3,tensor_dynamic,1.0,ffn_output,29,40,0.025501383794471623,0.0267888642847538,0.027125556021928787,0.9996772825717926,0.0,1.0
fp8_e4m3,tensor_global,1.0,ffn_hidden_post_gelu,0,40,0.02533505214378238,0.025904463604092598,0.02608911506831646,0.9996790438890457,3.487723233774886e-07,1.0
fp8_e4m3,tensor_global,1.0,ffn_hidden_post_gelu,12,40,0.025473459623754025,0.026626428589224815,0.028710102662444115,0.9996757417917251,1.5694754551986989e-06,1.0
fp8_e4m3,tensor_global,1.0,ffn_hidden_post_gelu,24,40,0.026401284104213118,0.02672456204891205,0.02756250835955143,0.9996517539024353,0.0,1.0
fp8_e4m3,tensor_global,1.0,ffn_hidden_post_gelu,29,40,0.027029851265251637,0.027224846184253693,0.027413735166192055,0.9996359512209892,0.0,1.0
fp8_e4m3,tensor_global,1.0,ffn_input,0,40,0.026803876692429184,0.028274783864617348,0.028421612456440926,0.9996411666274071,2.2379557412932628e-05,1.0
fp8_e4m3,tensor_global,1.0,ffn_input,12,40,0.026102753169834614,0.02680245414376259,0.027122030034661293,0.9996597602963447,0.0,1.0
fp8_e4m3,tensor_global,1.0,ffn_input,24,40,0.026479743933305145,0.02673572488129139,0.02683962695300579,0.999649454653263,0.0,1.0
fp8_e4m3,tensor_global,1.0,ffn_input,29,40,0.02649942892603576,0.02755502052605152,0.028173472732305527,0.9996491059660911,0.0,1.0
fp8_e4m3,tensor_global,1.0,ffn_output,0,40,0.02648446336388588,0.026834692806005478,0.02700095809996128,0.9996496111154556,6.10351580689894e-06,1.0
fp8_e4m3,tensor_global,1.0,ffn_output,12,40,0.02639008709229529,0.026925837621092796,0.027004430070519447,0.999651874601841,1.0172526344831568e-06,1.0
fp8_e4m3,tensor_global,1.0,ffn_output,24,40,0.02627446739934385,0.027131378650665283,0.027564948424696922,0.9996560052037239,6.10351580689894e-06,1.0
fp8_e4m3,tensor_global,1.0,ffn_output,29,40,0.026999566378071903,0.029036058112978935,0.029983576387166977,0.9996370002627373,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_hidden_post_gelu,0,40,0.026034149527549743,0.026274049654603004,0.02639560028910637,0.9996647536754608,3.487723233774886e-07,1.0
fp8_e4m3,tensor_global,1.05,ffn_hidden_post_gelu,12,40,0.02633858537301421,0.02668606862425804,0.027899615466594696,0.9996585175395012,1.2207031318212103e-06,1.0
fp8_e4m3,tensor_global,1.05,ffn_hidden_post_gelu,24,40,0.02831272128969431,0.02892959490418434,0.029459603130817413,0.9996009722352028,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_hidden_post_gelu,29,40,0.02773084780201316,0.028100406751036644,0.028135549277067184,0.9996194392442703,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_input,0,40,0.026578212343156337,0.02731793187558651,0.02782534807920456,0.9996469765901566,1.6276041787932626e-05,1.0
fp8_e4m3,tensor_global,1.05,ffn_input,12,40,0.02646576315164566,0.02699337899684906,0.027272529900074005,0.9996499791741371,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_input,24,40,0.026472697174176572,0.02675142139196396,0.026859581470489502,0.9996496289968491,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_input,29,40,0.02690777420066297,0.028395406901836395,0.028458179906010628,0.9996388539671898,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_output,0,40,0.02652864917181432,0.02699941396713257,0.027233963832259178,0.9996482327580452,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_output,12,40,0.026501665264368056,0.02706667222082615,0.027132973074913025,0.9996489122509956,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_output,24,40,0.02637330163270235,0.02735760807991028,0.02811719849705696,0.9996534198522568,0.0,1.0
fp8_e4m3,tensor_global,1.05,ffn_output,29,40,0.026800937205553054,0.028429195284843445,0.030131878331303596,0.9996426180005074,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_hidden_post_gelu,0,40,0.026420356705784798,0.026569325476884842,0.026710549369454384,0.9996516302227973,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_hidden_post_gelu,12,40,0.02661046488210559,0.026918398216366768,0.02713828533887863,0.9996493205428123,5.23158485066233e-07,1.0
fp8_e4m3,tensor_global,1.1,ffn_hidden_post_gelu,24,40,0.026600516587495803,0.026879316195845604,0.027108168229460716,0.9996472209692001,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_hidden_post_gelu,29,40,0.025051338551566004,0.025497635826468468,0.025607893243432045,0.9996861800551414,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_input,0,40,0.026788967847824096,0.027574634179472923,0.02760232426226139,0.9996417015790939,8.138021075865254e-06,1.0
fp8_e4m3,tensor_global,1.1,ffn_input,12,40,0.02630101698450744,0.026952115818858147,0.02702081948518753,0.999654620885849,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_input,24,40,0.026524344086647035,0.027033265680074692,0.027106232941150665,0.999648217856884,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_input,29,40,0.026553140208125114,0.027408527210354805,0.027519742026925087,0.9996488556265831,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_output,0,40,0.02650817553512752,0.026871368288993835,0.027075141668319702,0.9996487036347389,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_output,12,40,0.02656494895927608,0.02727077528834343,0.027520129457116127,0.9996474340558053,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_output,24,40,0.026644280459731818,0.02765936590731144,0.028271792456507683,0.9996464759111404,0.0,1.0
fp8_e4m3,tensor_global,1.1,ffn_output,29,40,0.02704972350038588,0.02905295230448246,0.029535019770264626,0.9996360972523689,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_hidden_post_gelu,0,40,0.026435451162979007,0.02664674073457718,0.02668837644159794,0.9996515318751336,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_hidden_post_gelu,12,40,0.027826545387506486,0.028059879317879677,0.028208546340465546,0.9996176838874817,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_hidden_post_gelu,24,40,0.024376540584489702,0.02500816434621811,0.025168247520923615,0.9997040674090385,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_hidden_post_gelu,29,40,0.02552831284701824,0.02576308883726597,0.025842901319265366,0.999674229323864,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_input,0,40,0.02685789717361331,0.027979372069239616,0.028037313371896744,0.999639593064785,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_input,12,40,0.026861346373334528,0.02803035080432892,0.028293292969465256,0.999639680981636,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_input,24,40,0.026645108126103878,0.0269989762455225,0.027112927287817,0.999645383656025,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_input,29,40,0.02710127211175859,0.028501948341727257,0.028816958889365196,0.9996327206492424,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_output,0,40,0.026519623259082435,0.026901284232735634,0.02714359387755394,0.9996484577655792,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_output,12,40,0.026817178772762417,0.02791670337319374,0.028036516159772873,0.9996406078338623,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_output,24,40,0.02705309046432376,0.02815588377416134,0.02981419488787651,0.9996354013681412,0.0,1.0
fp8_e4m3,tensor_global,1.25,ffn_output,29,40,0.026750201312825083,0.02915225736796856,0.03025112673640251,0.9996437340974808,0.0,1.0
fp8_e4m3,tensor_step,1.0,ffn_hidden_post_gelu,0,40,0.025354730384424328,0.026320695877075195,0.02683909796178341,0.9996790006756783,6.975446467549773e-07,1.0
fp8_e4m3,tensor_step,1.0,ffn_hidden_post_gelu,12,40,0.025867960415780544,0.028984200209379196,0.03105614148080349,0.999665541946888,2.615792425331165e-06,1.0
fp8_e4m3,tensor_step,1.0,ffn_hidden_post_gelu,24,40,0.0315280937589705,0.05302899703383446,0.11068280041217804,0.9993977159261703,1.4648437979758455e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_hidden_post_gelu,29,40,0.027378014056012034,0.028651852160692215,0.028982825577259064,0.9996259540319443,1.552036852672245e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_input,0,40,0.028079648688435554,0.03334587812423706,0.037856727838516235,0.999601562321186,8.748372583795571e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_input,12,40,0.026297274930402636,0.0268638264387846,0.027113577350974083,0.9996544942259789,1.0172526344831568e-06,1.0
fp8_e4m3,tensor_step,1.0,ffn_input,24,40,0.026432841178029777,0.02668728493154049,0.026709383353590965,0.9996507421135903,4.069010537932627e-06,1.0
fp8_e4m3,tensor_step,1.0,ffn_input,29,40,0.02589646792039275,0.026317788287997246,0.026459703221917152,0.999664981663227,2.3396810411213666e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_output,0,40,0.0285129610914737,0.030119076371192932,0.030537284910678864,0.9995940059423447,7.73112002207199e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_output,12,40,0.026228775549679995,0.026656992733478546,0.027300966903567314,0.9996561825275421,2.0345052598713663e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_output,24,40,0.027116330899298192,0.029665092006325722,0.02981356903910637,0.9996331200003624,2.746582113104523e-05,1.0
fp8_e4m3,tensor_step,1.0,ffn_output,29,40,0.02590750129893422,0.026850052177906036,0.027410369366407394,0.9996650099754334,1.0172526162932628e-05,1.0
fp8_e4m3,tensor_step,1.05,ffn_hidden_post_gelu,0,40,0.02573563829064369,0.02639560028910637,0.030604811385273933,0.9996687769889832,3.487723233774886e-07,1.0
fp8_e4m3,tensor_step,1.05,ffn_hidden_post_gelu,12,40,0.02581257061101496,0.02759002521634102,0.028645602986216545,0.9996677443385125,1.5694754551986989e-06,1.0
fp8_e4m3,tensor_step,1.05,ffn_hidden_post_gelu,24,40,0.030702468240633607,0.047120168805122375,0.10316548496484756,0.9994504407048226,1.0463169951435703e-05,1.0
fp8_e4m3,tensor_step,1.05,ffn_hidden_post_gelu,29,40,0.02693366031162441,0.028006508946418762,0.028623690828680992,0.9996375605463982,9.765625111413102e-06,1.0
fp8_e4m3,tensor_step,1.05,ffn_input,0,40,0.02740281093865633,0.030930686742067337,0.03532462194561958,0.9996222943067551,5.18798837219947e-05,1.0
fp8_e4m3,tensor_step,1.05,ffn_input,12,40,0.02601964371278882,0.026606956496834755,0.02710680291056633,0.9996617019176484,0.0,1.0
fp8_e4m3,tensor_step,1.05,ffn_input,24,40,0.026391395600512624,0.02662133052945137,0.026690438389778137,0.9996520325541496,2.0345052689663136e-06,1.0
fp8_e4m3,tensor_step,1.05,ffn_input,29,40,0.02627936527132988,0.026902079582214355,0.026986820623278618,0.9996552482247353,0.0,1.0
fp8_e4m3,tensor_step,1.05,ffn_output,0,40,0.027181263640522958,0.02829626388847828,0.028314823284745216,0.9996306493878364,6.81559265103715e-05,1.0
fp8_e4m3,tensor_step,1.05,ffn_output,12,40,0.026472022151574494,0.02702602557837963,0.02715953066945076,0.9996498018503189,2.0345052689663136e-06,1.0
fp8_e4m3,tensor_step,1.05,ffn_output,24,40,0.026346775563433768,0.027261855080723763,0.028092414140701294,0.9996534675359726,1.7293294786213664e-05,1.0
fp8_e4m3,tensor_step,1.05,ffn_output,29,40,0.025291271042078733,0.02709844894707203,0.027281925082206726,0.9996809542179108,0.0,1.0
fp8_e4m3,tensor_step,1.1,ffn_hidden_post_gelu,0,40,0.025720230117440224,0.02653329446911812,0.02655942179262638,0.9996702328324318,3.487723233774886e-07,1.0
fp8_e4m3,tensor_step,1.1,ffn_hidden_post_gelu,12,40,0.025781602971255778,0.027592655271291733,0.028013480827212334,0.999668475985527,1.3950892935099545e-06,1.0
fp8_e4m3,tensor_step,1.1,ffn_hidden_post_gelu,24,40,0.029513597162440418,0.041520554572343826,0.09465699642896652,0.9995053365826607,7.67299126209764e-06,1.0
fp8_e4m3,tensor_step,1.1,ffn_hidden_post_gelu,29,40,0.02686812961474061,0.027841709554195404,0.02806170843541622,0.9996392905712128,6.277901832163479e-06,1.0
fp8_e4m3,tensor_step,1.1,ffn_input,0,40,0.02733845482580364,0.02951451949775219,0.032432422041893005,0.9996260836720466,3.967285238104523e-05,1.0
fp8_e4m3,tensor_step,1.1,ffn_input,12,40,0.026471632439643143,0.026952115818858147,0.027231350541114807,0.9996499940752983,0.0,1.0
fp8_e4m3,tensor_step,1.1,ffn_input,24,40,0.026392698660492896,0.026670804247260094,0.026717497035861015,0.9996519401669502,0.0,1.0
fp8_e4m3,tensor_step,1.1,ffn_input,29,40,0.026296847267076373,0.026859885081648827,0.0270221084356308,0.9996546655893326,0.0,1.0
fp8_e4m3,tensor_step,1.1,ffn_output,0,40,0.02672759732231498,0.027043208479881287,0.027070773765444756,0.9996430918574333,4.984537908967468e-05,1.0
fp8_e4m3,tensor_step,1.1,ffn_output,12,40,0.026307701179757715,0.02669677697122097,0.026810765266418457,0.9996541529893875,0.0,1.0
fp8_e4m3,tensor_step,1.1,ffn_output,24,40,0.026364594465121627,0.027540072798728943,0.02768017165362835,0.9996529713273048,4.069010537932627e-06,1.0
fp8_e4m3,tensor_step,1.1,ffn_output,29,40,0.026213038619607686,0.027567846700549126,0.02786034345626831,0.9996578320860863,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_hidden_post_gelu,0,40,0.02648738999851048,0.027344107627868652,0.027604851871728897,0.9996497288346291,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_hidden_post_gelu,12,40,0.0264075571205467,0.02789958193898201,0.028282325714826584,0.9996525049209595,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_hidden_post_gelu,24,40,0.027940827840939163,0.030222643166780472,0.07280747592449188,0.9995837137103081,3.4877232906183053e-06,1.0
fp8_e4m3,tensor_step,1.25,ffn_hidden_post_gelu,29,40,0.026969109615311026,0.028065718710422516,0.02823578752577305,0.9996371239423751,3.487723233774886e-07,1.0
fp8_e4m3,tensor_step,1.25,ffn_input,0,40,0.02633579708635807,0.026774784550070763,0.02810666523873806,0.9996533453464508,1.4241536700865253e-05,1.0
fp8_e4m3,tensor_step,1.25,ffn_input,12,40,0.02632878478616476,0.027198532596230507,0.027316035702824593,0.9996539741754532,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_input,24,40,0.026547235157340764,0.026957709342241287,0.027129583060741425,0.9996478319168091,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_input,29,40,0.02654560236260295,0.027274055406451225,0.027555035427212715,0.9996480330824852,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_output,0,40,0.026278397440910338,0.026550032198429108,0.026593877002596855,0.9996548742055893,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_output,12,40,0.02666385774500668,0.027419593185186386,0.02791670337319374,0.9996447086334228,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_output,24,40,0.026632841350510715,0.02770286053419113,0.028053486719727516,0.9996459245681762,0.0,1.0
fp8_e4m3,tensor_step,1.25,ffn_output,29,40,0.026438638754189014,0.02872755192220211,0.030412495136260986,0.9996511116623878,0.0,1.0
fp8_e4m3,token_dynamic,1.0,ffn_hidden_post_gelu,0,40,0.02616560608148575,0.026527443900704384,0.026663342490792274,0.9996576637029648,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_hidden_post_gelu,12,40,0.026049461076036097,0.026847977191209793,0.02751966193318367,0.9996607676148415,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_hidden_post_gelu,24,40,0.026197047578170894,0.02677796222269535,0.02716439589858055,0.9996568366885186,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_hidden_post_gelu,29,40,0.026086940756067635,0.026409484446048737,0.026457566767930984,0.9996597796678544,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_input,0,40,0.025957169383764266,0.02633211389183998,0.02648613229393959,0.9996631518006325,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_input,12,40,0.025343803642317652,0.026088610291481018,0.026292309165000916,0.9996787801384925,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_input,24,40,0.02601505178026855,0.02623051404953003,0.026445338502526283,0.9996616467833519,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_input,29,40,0.024735401943325998,0.025752507150173187,0.025789935141801834,0.9996940523386002,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_output,0,40,0.02617698712274432,0.026482537388801575,0.026570620015263557,0.9996574327349663,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_output,12,40,0.025680491840466856,0.026454174891114235,0.026552481576800346,0.9996700212359428,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_output,24,40,0.023885932797566057,0.02583334594964981,0.0263835396617651,0.9997142016887665,0.0,16.0
fp8_e4m3,token_dynamic,1.0,ffn_output,29,40,0.02341077970340848,0.02565162628889084,0.025747694075107574,0.9997253820300103,0.0,16.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_hidden_post_gelu,0,40,0.024580769380554555,0.025015346705913544,0.025076664984226227,0.9996978610754013,0.0,1120.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_hidden_post_gelu,12,40,0.023990374989807606,0.02461676299571991,0.02482384629547596,0.9997120916843414,0.0,1120.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_hidden_post_gelu,24,40,0.024322967743501067,0.024691935628652573,0.024883698672056198,0.9997041165828705,0.0,1120.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_hidden_post_gelu,29,40,0.022361526871100067,0.0230568740516901,0.023175634443759918,0.999749930202961,0.0,1120.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_input,0,40,0.024690241226926445,0.02507353574037552,0.025202300399541855,0.9996951892971992,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_input,12,40,0.02449604365974665,0.02509131468832493,0.025191929191350937,0.9996999084949494,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_input,24,40,0.025101751461625098,0.02530958689749241,0.025385335087776184,0.9996849402785302,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_input,29,40,0.02317078486084938,0.024092013016343117,0.024431608617305756,0.9997315481305122,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_output,0,40,0.024104468477889895,0.024432221427559853,0.02488708309829235,0.9997094973921776,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_output,12,40,0.024827512819319962,0.025592314079403877,0.0256651621311903,0.9996916145086289,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_output,24,40,0.022602819371968508,0.024456961080431938,0.02476276084780693,0.9997441485524178,0.0,192.0
fp8_e4m3,token_group128_dynamic,1.0,ffn_output,29,40,0.019839716516435145,0.02167600952088833,0.022200098261237144,0.9998025760054589,0.0,192.0
int4,channel_bucket,1.0,ffn_hidden_post_gelu,0,40,0.22907858900725842,0.29650869965553284,0.2989340126514435,0.9729263812303544,0.04097324945032597,8960.0
int4,channel_bucket,1.0,ffn_hidden_post_gelu,12,40,0.1819860886782408,0.2018079310655594,0.20737406611442566,0.9832863911986351,0.016998639784287662,8960.0
int4,channel_bucket,1.0,ffn_hidden_post_gelu,24,40,0.17043840829283,0.22073958814144135,0.23991498351097107,0.9850004076957702,0.023828822711948305,8960.0
int4,channel_bucket,1.0,ffn_hidden_post_gelu,29,40,0.12236741092056036,0.18487036228179932,0.21274669468402863,0.9918741375207901,0.020622209884459154,8960.0
int4,channel_bucket,1.0,ffn_input,0,40,0.13707297444343566,0.15107738971710205,0.15412572026252747,0.9907023176550865,0.04071757127530873,1536.0
int4,channel_bucket,1.0,ffn_input,12,40,0.12655611876398326,0.13558471202850342,0.13987788558006287,0.9919710665941238,0.021649170480668545,1536.0
int4,channel_bucket,1.0,ffn_input,24,40,0.12767277471721172,0.13779649138450623,0.1413557380437851,0.9918817803263664,0.028653972316533327,1536.0
int4,channel_bucket,1.0,ffn_input,29,40,0.10757598783820868,0.12606702744960785,0.1357322335243225,0.9941590055823326,0.025888062140438706,1536.0
int4,channel_bucket,1.0,ffn_output,0,40,0.15721023008227347,0.17487286031246185,0.1783933788537979,0.9878759190440178,0.04488525514025241,1536.0
int4,channel_bucket,1.0,ffn_output,12,40,0.12427867874503136,0.1334199607372284,0.14030607044696808,0.9922560378909111,0.019511922739911824,1536.0
int4,channel_bucket,1.0,ffn_output,24,40,0.11781143136322499,0.12942402064800262,0.13472475111484528,0.9930712759494782,0.027842204691842197,1536.0
int4,channel_bucket,1.0,ffn_output,29,40,0.06474946830421686,0.081684410572052,0.09086307883262634,0.9978711023926735,0.02738749253912829,1536.0
int4,channel_bucket,1.05,ffn_hidden_post_gelu,0,40,0.222466316819191,0.28617170453071594,0.2882497310638428,0.9743859976530075,0.03472830669488758,8960.0
int4,channel_bucket,1.05,ffn_hidden_post_gelu,12,40,0.18144705072045325,0.19907759130001068,0.20381881296634674,0.9833890989422798,0.014425920887151732,8960.0
int4,channel_bucket,1.05,ffn_hidden_post_gelu,24,40,0.16821737587451935,0.2135327309370041,0.2308908849954605,0.9854390189051628,0.01879568925360218,8960.0
int4,channel_bucket,1.05,ffn_hidden_post_gelu,29,40,0.12227959521114826,0.18074065446853638,0.20646411180496216,0.9919619709253311,0.015282854367978872,8960.0
int4,channel_bucket,1.05,ffn_input,0,40,0.132039687782526,0.14360544085502625,0.14629140496253967,0.9913200259208679,0.03330892021767795,1536.0
int4,channel_bucket,1.05,ffn_input,12,40,0.12740907054394485,0.14151130616664886,0.145817831158638,0.9918611750006676,0.01670125378295779,1536.0
int4,channel_bucket,1.05,ffn_input,24,40,0.12552464194595814,0.13442935049533844,0.13463565707206726,0.9921254992485047,0.02297973692184314,1536.0
int4,channel_bucket,1.05,ffn_input,29,40,0.10723595470190048,0.12101700901985168,0.12990792095661163,0.9942066624760628,0.02022196491016075,1536.0
