run_id,step,block,branch,signal,dtype,scheme,scale_margin,relative_l2,cosine,saturation_ratio,scale_count
p00_seed20260724,0,0,0,ffn_input,int8,channel_bucket,1.25,0.06517776846885681,0.9979539513587952,0.0211588554084301,1536
p00_seed20260724,0,0,0,ffn_input,int8,tensor_dynamic,1.0,0.02038678340613842,0.999792218208313,0.0,1
p00_seed20260724,0,0,0,ffn_input,int8,token_dynamic,1.0,0.0161858219653368,0.9998690485954285,0.0,16
p00_seed20260724,0,0,0,ffn_input,int8,token_group128_dynamic,1.0,0.009322341531515121,0.9999566078186035,0.0002848307485692203,192
p00_seed20260724,0,0,0,ffn_input,int4,tensor_global,1.0,0.3156699538230896,0.9532263278961182,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_global,1.05,0.33071839809417725,0.949103832244873,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_global,1.1,0.346040815114975,0.944680392742157,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_global,1.25,0.3904854357242584,0.9305171966552734,0.0,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_bucket,1.0,0.3156699538230896,0.9532263278961182,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_bucket,1.05,0.33071839809417725,0.949103832244873,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_bucket,1.1,0.346040815114975,0.944680392742157,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_bucket,1.25,0.3904854357242584,0.9305171966552734,0.0,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_step,1.0,0.3156699538230896,0.9532263278961182,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_step,1.05,0.33071839809417725,0.949103832244873,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_step,1.1,0.346040815114975,0.944680392742157,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_step,1.25,0.3904854357242584,0.9305171966552734,0.0,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_branch_bucket,1.0,0.3118128478527069,0.9542129039764404,0.00016276042151730508,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_branch_bucket,1.05,0.32658591866493225,0.9502936601638794,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_branch_bucket,1.1,0.34166285395622253,0.9459114074707031,0.0001220703125,1
p00_seed20260724,0,0,0,ffn_input,int4,tensor_branch_bucket,1.25,0.38564762473106384,0.9324719905853271,0.0,1
p00_seed20260724,0,0,0,ffn_input,int4,channel_global,1.0,0.1407773494720459,0.9903009533882141,0.0448811873793602,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_global,1.05,0.1341133415699005,0.9911227226257324,0.0377197265625,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_global,1.1,0.12894625961780548,0.9917174577713013,0.0302734375,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_global,1.25,0.12404660135507584,0.9922764897346497,0.016357421875,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_bucket,1.0,0.1462056189775467,0.9896113872528076,0.0543619804084301,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_bucket,1.05,0.13866637647151947,0.9905526638031006,0.0458577498793602,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_bucket,1.1,0.1325167715549469,0.9912921786308289,0.0379231795668602,1536
p00_seed20260724,0,0,0,ffn_input,int4,channel_bucket,1.25,0.12513118982315063,0.9921417832374573,0.0211588554084301,1536
p00_seed20260724,0,0,0,ffn_input,int4,tensor_dynamic,1.0,0.3622508943080902,0.9392647743225098,0.0,1
p00_seed20260724,0,0,0,ffn_input,int4,token_dynamic,1.0,0.28930673003196716,0.9603717923164368,0.0,16
p00_seed20260724,0,0,0,ffn_input,int4,token_group128_dynamic,1.0,0.16888581216335297,0.9860062003135681,0.0,192
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_global,1.0,0.02608911506831646,0.9996598958969116,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_global,1.05,0.02602175623178482,0.9996644854545593,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_global,1.1,0.026502961292862892,0.999649167060852,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_global,1.25,0.026574645191431046,0.9996473789215088,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_bucket,1.0,0.02608911506831646,0.9996598958969116,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_bucket,1.05,0.02602175623178482,0.9996644854545593,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_bucket,1.1,0.026502961292862892,0.999649167060852,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_bucket,1.25,0.026574645191431046,0.9996473789215088,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_step,1.0,0.026292139664292336,0.9996544122695923,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_step,1.05,0.02623762935400009,0.9996557235717773,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_step,1.1,0.025950316339731216,0.999663233757019,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_step,1.25,0.026493677869439125,0.9996500015258789,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_branch_bucket,1.0,0.02608911506831646,0.9996598958969116,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_branch_bucket,1.05,0.02602175623178482,0.9996644854545593,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_branch_bucket,1.1,0.026502961292862892,0.999649167060852,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_branch_bucket,1.25,0.026574645191431046,0.9996473789215088,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_global,1.0,0.274499773979187,0.9657030701637268,0.05440150573849678,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_global,1.05,0.26078054308891296,0.9688823223114014,0.04968610405921936,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_global,1.1,0.2479095458984375,0.9717518091201782,0.04519391804933548,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_global,1.25,0.2138313353061676,0.9787153005599976,0.03420061245560646,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_bucket,1.0,0.2782861590385437,0.964706540107727,0.05689174309372902,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_bucket,1.05,0.26463669538497925,0.9679231643676758,0.05132533609867096,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_bucket,1.1,0.25182706117630005,0.9708228707313538,0.04676339402794838,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,channel_bucket,1.25,0.21789462864398956,0.9778831601142883,0.03542829304933548,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,tensor_dynamic,1.0,0.02583918906748295,0.999666690826416,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,token_dynamic,1.0,0.02625204063951969,0.9996554255485535,0.0,16
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,fp8_e4m3,token_group128_dynamic,1.0,0.02440333180129528,0.9997022151947021,0.0,1120
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_global,1.0,0.030814828351140022,0.9995266795158386,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_global,1.05,0.03379344195127487,0.9994304180145264,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_global,1.1,0.03357314690947533,0.9994383454322815,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_global,1.25,0.03881675750017166,0.9992466568946838,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_bucket,1.0,0.030814828351140022,0.9995266795158386,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_bucket,1.05,0.03379344195127487,0.9994304180145264,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_bucket,1.1,0.03357314690947533,0.9994383454322815,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_bucket,1.25,0.03881675750017166,0.9992466568946838,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_step,1.0,0.02980022504925728,0.9995558857917786,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_step,1.05,0.031174611300230026,0.9995156526565552,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_step,1.1,0.03402078524231911,0.9994221925735474,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_step,1.25,0.03855298459529877,0.9992607235908508,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_branch_bucket,1.0,0.030814828351140022,0.9995266795158386,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_branch_bucket,1.05,0.03379344195127487,0.9994304180145264,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_branch_bucket,1.1,0.03357314690947533,0.9994383454322815,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_branch_bucket,1.25,0.03881675750017166,0.9992466568946838,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_global,1.0,0.2738262414932251,0.9658796787261963,0.05445033684372902,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_global,1.05,0.26003628969192505,0.9690974950790405,0.04968610405921936,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_global,1.1,0.2471047043800354,0.9719666838645935,0.04519391804933548,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_global,1.25,0.21284297108650208,0.9789385795593262,0.03420061245560646,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_bucket,1.0,0.2776259183883667,0.964885413646698,0.05693359300494194,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_bucket,1.05,0.26390591263771057,0.9681352972984314,0.05132533609867096,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_bucket,1.1,0.2510376572608948,0.971038281917572,0.04676339402794838,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,channel_bucket,1.25,0.2169271856546402,0.9781063199043274,0.03542829304933548,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,tensor_dynamic,1.0,0.03378663957118988,0.9994295239448547,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,token_dynamic,1.0,0.021255897358059883,0.999774158000946,6.975446467549773e-06,16
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int8,token_group128_dynamic,1.0,0.010307836346328259,0.9999468922615051,0.00041155132930725813,1120
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_global,1.0,0.5663962364196777,0.832564651966095,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_global,1.05,0.5763391256332397,0.8274092078208923,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_global,1.1,0.5864699482917786,0.8211570978164673,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_global,1.25,0.6169169545173645,0.8029782772064209,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_bucket,1.0,0.5663962364196777,0.832564651966095,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_bucket,1.05,0.5763391256332397,0.8274092078208923,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_bucket,1.1,0.5864699482917786,0.8211570978164673,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_bucket,1.25,0.6169169545173645,0.8029782772064209,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_step,1.0,0.5584114789962769,0.8371830582618713,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_step,1.05,0.5678781270980835,0.8314187526702881,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_step,1.1,0.5774526000022888,0.8266299962997437,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_step,1.25,0.6067437529563904,0.8094267249107361,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_branch_bucket,1.0,0.5663962364196777,0.832564651966095,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_branch_bucket,1.05,0.5763391256332397,0.8274092078208923,6.975446467549773e-06,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_branch_bucket,1.1,0.5864699482917786,0.8211570978164673,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_branch_bucket,1.25,0.6169169545173645,0.8029782772064209,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_global,1.0,0.29385900497436523,0.9587916135787964,0.05440150573849678,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_global,1.05,0.2832294702529907,0.9613738656044006,0.04968610405921936,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_global,1.1,0.27376800775527954,0.9636354446411133,0.04519391804933548,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_global,1.25,0.2517584562301636,0.9685900807380676,0.03420061245560646,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_bucket,1.0,0.29682353138923645,0.9579924941062927,0.05689174309372902,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_bucket,1.05,0.28610891103744507,0.9606133699417114,0.05132533609867096,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_bucket,1.1,0.2765768766403198,0.9629158973693848,0.04676339402794838,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,channel_bucket,1.25,0.254219114780426,0.9680094122886658,0.03542829304933548,8960
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,tensor_dynamic,1.0,0.5814498662948608,0.8243809342384338,0.0,1
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,token_dynamic,1.0,0.411297470331192,0.9255786538124084,0.0,16
p00_seed20260724,0,0,0,ffn_hidden_post_gelu,int4,token_group128_dynamic,1.0,0.18885204195976257,0.9826878309249878,0.0,1120
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_global,1.0,0.026373952627182007,0.9996523261070251,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_global,1.05,0.026842033490538597,0.9996401071548462,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_global,1.1,0.026434125378727913,0.999650776386261,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_global,1.25,0.026456329971551895,0.9996501207351685,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_bucket,1.0,0.026373952627182007,0.9996523261070251,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_bucket,1.05,0.026842033490538597,0.9996401071548462,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_bucket,1.1,0.026434125378727913,0.999650776386261,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_bucket,1.25,0.026456329971551895,0.9996501207351685,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_step,1.0,0.026539085432887077,0.9996483325958252,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_step,1.05,0.026733538135886192,0.9996426701545715,4.069010537932627e-05,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_step,1.1,0.026552973315119743,0.999647855758667,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_step,1.25,0.026593877002596855,0.9996480941772461,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_branch_bucket,1.0,0.026373952627182007,0.9996523261070251,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_branch_bucket,1.05,0.026842033490538597,0.9996401071548462,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_branch_bucket,1.1,0.026434125378727913,0.999650776386261,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_branch_bucket,1.25,0.026456329971551895,0.9996501207351685,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_global,1.0,0.15341739356517792,0.989335834980011,0.059326171875,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_global,1.05,0.13940979540348053,0.9910815358161926,0.0497639998793602,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_global,1.1,0.12689848244190216,0.9925110936164856,0.0423177108168602,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_global,1.25,0.09655900299549103,0.99554842710495,0.02392578125,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_bucket,1.0,0.15427105128765106,0.9892135262489319,0.0601399764418602,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_bucket,1.05,0.140253946185112,0.9909729957580566,0.0506591796875,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_bucket,1.1,0.1277528703212738,0.9924107193946838,0.04296875,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,channel_bucket,1.25,0.09736060351133347,0.9954760074615479,0.02461751364171505,1536
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,tensor_dynamic,1.0,0.026738587766885757,0.999642550945282,0.0,1
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,token_dynamic,1.0,0.025932058691978455,0.999663770198822,0.0,16
p00_seed20260724,0,0,0,ffn_output,fp8_e4m3,token_group128_dynamic,1.0,0.024154938757419586,0.9997082948684692,0.0,192
p00_seed20260724,0,0,0,ffn_output,int8,tensor_global,1.0,0.024337075650691986,0.9997038245201111,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_global,1.05,0.02543269842863083,0.9996768236160278,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_global,1.1,0.02657187543809414,0.9996471405029297,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_global,1.25,0.03027711622416973,0.9995421171188354,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_bucket,1.0,0.024337075650691986,0.9997038245201111,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_bucket,1.05,0.02543269842863083,0.9996768236160278,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_bucket,1.1,0.02657187543809414,0.9996471405029297,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_bucket,1.25,0.03027711622416973,0.9995421171188354,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_step,1.0,0.02414276823401451,0.9997086524963379,8.138021075865254e-05,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_step,1.05,0.02516745775938034,0.9996837973594666,4.069010537932627e-05,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_step,1.1,0.026317467913031578,0.9996536374092102,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_step,1.25,0.02990035153925419,0.9995535016059875,0.0,1
p00_seed20260724,0,0,0,ffn_output,int8,tensor_branch_bucket,1.0,0.024337075650691986,0.9997038245201111,8.138021075865254e-05,1
