split,head_role,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
calibration,localized,centroid,oracle_mass,0.125,4,30,0.008381314410386854,0.03171038242100667,0.0582349753433908,0.9876503725846608,0.3594017094017092,2.7824019024970292
calibration,localized,centroid,oracle_mass,0.125,8,30,0.009822030369299932,0.03625550224799248,0.06288201442696069,0.9876503725846608,0.2500305250305248,3.999511659138082
calibration,localized,centroid,oracle_mass,0.25,16,30,0.0061429322040488345,0.02216016533501322,0.04184035161959903,0.9944362203280132,0.31256817256817254,3.199302065157947
calibration,localized,centroid,oracle_mass,0.25,4,30,0.004749373071296419,0.016515466196369795,0.0355601485876505,0.9944362203280132,0.45316849816849797,2.2066847189103997
calibration,localized,centroid,oracle_mass,0.25,8,30,0.005484131280187174,0.019829684992063244,0.03870298593407047,0.9944362203280132,0.3594251119251118,2.782220737565926
calibration,localized,centroid,oracle_mass,0.375,16,30,0.00400476101363779,0.015307307999866987,0.027618492550025766,0.9966925938924154,0.4297354497354499,2.3270130509726656
calibration,localized,centroid,oracle_mass,0.375,4,30,0.003166881513001338,0.011317272784303486,0.02359968876451092,0.9966925938924154,0.5469047619047622,1.8284719198955148
calibration,localized,centroid,oracle_mass,0.375,8,30,0.0036154044738491275,0.01367069471337784,0.02561226436496434,0.9966925938924154,0.46878408628408647,2.1331782141469557
calibration,transitional,centroid,moment,0.125,16,19,0.04935121427081245,0.1324727311333687,0.1753411653817691,0.9077307738755879,0.19534734271576384,5.119086782025131
calibration,transitional,centroid,moment,0.125,4,19,0.03942784662801482,0.1149946927371839,0.1798284154444498,0.9077307738755879,0.35939206991838557,2.7824765310683963
calibration,transitional,centroid,moment,0.125,8,19,0.04399667600501651,0.12595094426296727,0.17700152545076397,0.9077307738755879,0.2500192789666473,3.9996915603192367
calibration,transitional,centroid,moment,0.25,16,19,0.02934063239982218,0.07862267184409487,0.111992970993091,0.9549806776799654,0.31256345993188084,3.1993503022328236
calibration,transitional,centroid,moment,0.25,4,19,0.024662612639222013,0.06915039257259269,0.11491677962937569,0.9549806776799654,0.45316496369127957,2.206701930031056
calibration,transitional,centroid,moment,0.25,8,19,0.02696141824719207,0.07504978530911034,0.11315587639629965,0.9549806776799654,0.35942098836835684,2.782252657363287
calibration,transitional,centroid,moment,0.375,16,19,0.021937590053800828,0.0610277270412819,0.08505631384420839,0.9719723964992323,0.42975387185913516,2.3269132996381248
calibration,transitional,centroid,moment,0.375,4,19,0.019087295547801628,0.054744592698021885,0.08670722838074095,0.9719723964992323,0.546918578497526,1.8284257279157752
calibration,transitional,centroid,moment,0.375,8,19,0.02059721709859141,0.058722840353972114,0.08569196756691236,0.9719723964992323,0.46880020564231084,2.1331048663468133
calibration,transitional,centroid,oracle_mass,0.125,16,19,0.04111489540766339,0.09265068127571736,0.11048762854103432,0.9162133398808932,0.19536019536019544,5.118749999999998
calibration,transitional,centroid,oracle_mass,0.125,4,19,0.0302485941752021,0.08243886907328704,0.0927961638426122,0.9162133398808932,0.35940170940170924,2.782401902497029
calibration,transitional,centroid,oracle_mass,0.125,8,19,0.03544008937408975,0.08660001868679275,0.10357873858589665,0.9162133398808932,0.250030525030525,3.9995116591380793
calibration,transitional,centroid,oracle_mass,0.25,16,19,0.02552242669790997,0.06160449314217853,0.07367268128118483,0.9613847293351826,0.31257631257631247,3.1992187500000013
calibration,transitional,centroid,oracle_mass,0.25,4,19,0.019677794508254094,0.05027861465172775,0.06292891439982318,0.9613847293351826,0.4531746031746032,2.2066549912434326
calibration,transitional,centroid,oracle_mass,0.25,8,19,0.02274716917227248,0.05654996610236409,0.06962711392138259,0.9613847293351826,0.35943223443223443,2.7821656050955412
calibration,transitional,centroid,oracle_mass,0.375,16,19,0.017643780977757435,0.0450068583129772,0.05549389930422471,0.977880785339757,0.42975387185913516,2.3269132996381248
calibration,transitional,centroid,oracle_mass,0.375,4,19,0.014152076257110234,0.037495700105825,0.048847327112500755,0.977880785339757,0.546918578497526,1.8284257279157752
calibration,transitional,centroid,oracle_mass,0.375,8,19,0.016075324785016006,0.04194127903957586,0.053044751078727526,0.977880785339757,0.46880020564231084,2.1331048663468133
test,diffuse,centroid,moment,0.125,16,123,0.17576262936143733,0.3751798307673547,0.8174831004391345,0.47892501780657265,0.1953264441069315,5.119634489698434
test,diffuse,centroid,moment,0.125,4,123,0.1480724559464024,0.334319334396045,0.6578354963677383,0.47892501780657265,0.3593763959617615,2.782597886886267
test,diffuse,centroid,moment,0.125,8,123,0.16537189231673396,0.3655268268791068,0.7615476089275435,0.47892501780657265,0.2500009926839191,3.999984117120361
test,diffuse,centroid,moment,0.25,16,123,0.12368079740281572,0.3005679080202826,0.6766251086590703,0.6230690648885278,0.3125246930124974,3.1997471635305677
test,diffuse,centroid,moment,0.25,4,123,0.10414599425312315,0.270765813476873,0.5448787232479847,0.6230690648885278,0.4531358885017417,2.206843521722417
test,diffuse,centroid,moment,0.25,8,123,0.11640168947641139,0.29920804941944124,0.6297625353337333,0.6230690648885278,0.3593870673138961,2.78251526265017
test,diffuse,centroid,moment,0.375,16,123,0.09312736568835073,0.26224064866572905,0.5580335600209523,0.7207415523083229,0.42971698581454615,2.327113037210896
test,diffuse,centroid,moment,0.375,4,123,0.07869173995067726,0.21936053859955779,0.44891388419311873,0.7207415523083229,0.5468909139640846,1.8285182190203144
test,diffuse,centroid,moment,0.375,8,123,0.08782786085773135,0.2543678783912014,0.5201346020025643,0.7207415523083229,0.4687679303532957,2.1332517334245353
test,diffuse,centroid,oracle_mass,0.125,16,123,0.16424561233914933,0.3924920731508841,0.7840946146489629,0.4911663184563319,0.19533637094612663,5.119374313940735
test,diffuse,centroid,oracle_mass,0.125,4,123,0.13514585717913694,0.30904688200308744,0.6299808697096807,0.4911663184563319,0.35938384109115784,2.7825402415529017
test,diffuse,centroid,oracle_mass,0.125,8,123,0.15316915554587465,0.35993196101324215,0.7295926008095615,0.4911663184563319,0.25000967866821483,3.9998451473036343
test,diffuse,centroid,oracle_mass,0.25,16,123,0.11653747589918621,0.3001684064456306,0.6536914112250144,0.6332645261190771,0.3125405759552096,3.1995845561611516
test,diffuse,centroid,oracle_mass,0.25,4,123,0.09579432063306208,0.23946693480546788,0.526079033573831,0.6332645261190771,0.45314780070877586,2.2067855089131707
test,diffuse,centroid,oracle_mass,0.25,8,123,0.10873533773729172,0.2795914662003535,0.6084530801399496,0.6332645261190771,0.3594009648887692,2.7824076663497257
test,diffuse,centroid,oracle_mass,0.375,16,123,0.08650569890941834,0.2609507849038306,0.529323301929145,0.7287639115399461,0.42973286875725825,2.327027027027031
test,diffuse,centroid,oracle_mass,0.375,4,123,0.07106807129239727,0.20711255253724487,0.4244039504020376,0.7287639115399461,0.5469028261711185,1.8284783916752214
test,diffuse,centroid,oracle_mass,0.375,8,123,0.08076640947826663,0.24253778914679902,0.49295118076880806,0.7287639115399461,0.4687818279281688,2.1331884907305527
test,localized,centroid,moment,0.125,16,54,0.013967617253516803,0.05590905260627896,0.1739983719389841,0.9839139470347652,0.1953601953601953,5.118750000000001
test,localized,centroid,moment,0.125,4,54,0.012379979483743479,0.04539488672129532,0.17492089914888778,0.9839139470347652,0.3594017094017091,2.7824019024970297
test,localized,centroid,moment,0.125,8,54,0.013398192008308796,0.05221456751907432,0.1748877135363985,0.9839139470347652,0.2500305250305247,3.9995116591380837
test,localized,centroid,moment,0.25,16,54,0.006841440698839267,0.02653081681375504,0.09838550260269553,0.9932355538562492,0.3125491792158461,3.1994964840697957
test,localized,centroid,moment,0.25,4,54,0.006312398263502424,0.02029376117536725,0.10019541714956708,0.9932355538562492,0.45315425315425273,2.2067540865816437
test,localized,centroid,moment,0.25,8,54,0.006616117838613526,0.023983549203815915,0.09915046151924199,0.9932355538562492,0.3594084927418257,2.782349388494643
test,localized,centroid,moment,0.375,16,54,0.005210383400202567,0.017013968137798534,0.08173343203266797,0.9959134316002881,0.4297517297517294,2.3269248981911184
test,localized,centroid,moment,0.375,4,54,0.005098814713261255,0.014445126120705972,0.08315182316098879,0.9959134316002881,0.5469169719169718,1.828431098956299
test,localized,centroid,moment,0.375,8,54,0.005147086968922971,0.015517932253593181,0.0823295971591978,0.9959134316002881,0.46879833129833093,2.1331133949016263
test,localized,centroid,oracle_mass,0.125,16,54,0.01078799459541116,0.05077669058814488,0.12677061782847432,0.9873307954382013,0.1953601953601953,5.118750000000001
test,localized,centroid,oracle_mass,0.125,4,54,0.008830129437325184,0.036907471024464074,0.12407032377039115,0.9873307954382013,0.3594017094017091,2.7824019024970297
test,localized,centroid,oracle_mass,0.125,8,54,0.010113838428244816,0.045656581751108774,0.126893616626046,0.9873307954382013,0.2500305250305247,3.9995116591380837
test,localized,centroid,oracle_mass,0.25,16,54,0.003949585494797816,0.022233039086371066,0.03599746266279438,0.9953055238282239,0.3125763125763128,3.199218749999998
test,localized,centroid,oracle_mass,0.25,4,54,0.0028594776654985283,0.015448384492908095,0.02999124982932525,0.9953055238282239,0.45317460317460273,2.206654991243435
test,localized,centroid,oracle_mass,0.25,8,54,0.0035046286071094244,0.02010847758781846,0.03215708052557178,0.9953055238282239,0.359432234432234,2.782165605095545
test,localized,centroid,oracle_mass,0.375,16,54,0.002598655768603944,0.01272619245835497,0.029214355763400892,0.9972998544021889,0.42978338533894056,2.3267535091226685
test,localized,centroid,oracle_mass,0.375,4,54,0.0019935497094888273,0.008739681990917599,0.02520533922459811,0.9972998544021889,0.54694071360738,1.8283517301252648
test,localized,centroid,oracle_mass,0.375,8,54,0.002319624256846336,0.011351332417155018,0.026545681245925802,0.9972998544021889,0.46882602993714073,2.1329873687561207
test,transitional,centroid,moment,0.125,16,39,0.07630838212706299,0.15622525847070257,0.23473646080545543,0.8606760318462665,0.1953476722707493,5.119078146034999
test,transitional,centroid,moment,0.125,4,39,0.06786496133484936,0.14707349436909511,0.23508099692645382,0.8606760318462665,0.35939231708462455,2.7824746174652764
test,transitional,centroid,moment,0.125,8,39,0.072137456302533,0.15084055262806748,0.23581984971196665,0.8606760318462665,0.2500195673272594,3.999686947266271
test,transitional,centroid,moment,0.25,16,39,0.05022254817909548,0.12154983408737806,0.14620875917253812,0.9271044394908807,0.31254500485269726,3.199539216668335
test,transitional,centroid,moment,0.25,4,39,0.04614356189028691,0.1262169874768134,0.14847065312531846,0.9271044394908807,0.4531511223818913,2.206769332808259
test,transitional,centroid,moment,0.25,8,39,0.04820078023870295,0.12351585289861051,0.14710191265805306,0.9271044394908807,0.3594048401740707,2.7823776650188394
test,transitional,centroid,moment,0.375,16,39,0.03661203677421283,0.0880312435139302,0.09457249596659606,0.9553994016769605,0.42974859897936835,2.326941850130403
test,transitional,centroid,moment,0.375,4,39,0.03401631524380567,0.08939557473559306,0.09661612350224857,0.9553994016769605,0.5469146238377007,1.8284389489953634
test,transitional,centroid,moment,0.375,8,39,0.0352885861903772,0.08857445409836098,0.09534760866146358,0.9553994016769605,0.468795591872515,2.1331258598351783
test,transitional,centroid,oracle_mass,0.125,16,39,0.06072399237755635,0.12570057518128397,0.15918866647348945,0.8791598158004956,0.1953601953601955,5.118749999999997
test,transitional,centroid,oracle_mass,0.125,4,39,0.04753359661674664,0.10190130225789605,0.14460160082958962,0.8791598158004956,0.3594017094017091,2.7824019024970297
test,transitional,centroid,oracle_mass,0.125,8,39,0.05447525702090331,0.11496649681874033,0.15267407905190994,0.8791598158004956,0.25003052503052475,3.999511659138083
test,transitional,centroid,oracle_mass,0.25,16,39,0.037383203801088345,0.0851825347864582,0.1059845463206066,0.9421582619349161,0.31257005103158964,3.1992828381978793
test,transitional,centroid,oracle_mass,0.25,4,39,0.030603324223325665,0.07381645966694665,0.09853551278090374,0.9421582619349161,0.4531699070160606,2.20667785860847
test,transitional,centroid,oracle_mass,0.25,8,39,0.03414521628477486,0.07987754403548566,0.10257803925841531,0.9421582619349161,0.3594267555806014,2.782208014494208
test,transitional,centroid,oracle_mass,0.375,16,39,0.02589402429101572,0.060595519890108196,0.07151221425482306,0.9678257352266556,0.4297611220688145,2.326874043855175
test,transitional,centroid,oracle_mass,0.375,4,39,0.021414203092541675,0.05448880143116883,0.06130899989953712,0.9678257352266556,0.5469240161547854,1.82840754924353
test,transitional,centroid,oracle_mass,0.375,8,39,0.02374959191369665,0.0577123847210914,0.06585676734561528,0.9678257352266556,0.46880654957578033,2.133076000975014
validation,diffuse,centroid,moment,0.125,16,61,0.1844703584985754,0.4020937294977603,0.8321850334329022,0.4918273313612234,0.1953401789467362,5.119274515831544
validation,diffuse,centroid,moment,0.125,4,61,0.15822927295596287,0.35967715166770553,0.6784905847334743,0.4918273313612234,0.35938669709161486,2.7825181290588503
validation,diffuse,centroid,moment,0.125,8,61,0.1748614962932051,0.3897133462321671,0.7833082260539141,0.4918273313612234,0.2500130106687481,3.9997918401332266
validation,diffuse,centroid,moment,0.25,16,61,0.12848988790997093,0.3000852899305334,0.6929541593599617,0.64063738799486,0.31254428631477815,3.1995465723947123
validation,diffuse,centroid,moment,0.25,4,61,0.10949169854017603,0.2872675867250852,0.5649232060916632,0.64063738799486,0.4531505834784519,2.206771957179995
validation,diffuse,centroid,moment,0.25,8,61,0.12152675610822765,0.286696191500088,0.651841298373417,0.64063738799486,0.3594042114533913,2.7823825323473796
validation,diffuse,centroid,moment,0.375,16,61,0.09163548769925418,0.2585212246805945,0.5636264836890144,0.7366414275325712,0.4297283772693604,2.32705134893427
validation,diffuse,centroid,moment,0.375,4,61,0.07671259926491167,0.20874535071307201,0.45774150537016356,0.7366414275325712,0.546899457555195,1.8284896541501443
validation,diffuse,centroid,moment,0.375,8,61,0.08618685369859934,0.2419571890128604,0.5290257691331023,0.7366414275325712,0.46877789787625807,2.1332063745547303
validation,diffuse,centroid,oracle_mass,0.125,16,61,0.16868832274857432,0.35366479708889736,0.7982378415845766,0.5084100377852799,0.1953481855121198,5.119064696600205
validation,diffuse,centroid,oracle_mass,0.125,4,61,0.13995830966003156,0.2892790197219422,0.6479254036387476,0.5084100377852799,0.35939270201565254,2.7824716372689373
validation,diffuse,centroid,oracle_mass,0.125,8,61,0.15784516780872085,0.33413720540008696,0.7500571569919331,0.5084100377852799,0.2500200164134587,3.9996797630246435
validation,diffuse,centroid,oracle_mass,0.25,16,61,0.11821604561242013,0.3021986065590131,0.6565037011106977,0.6503780151976913,0.31254828959747,3.1995055909213166
validation,diffuse,centroid,oracle_mass,0.25,4,61,0.09789770391174717,0.24420358100493889,0.5336956734890144,0.6503780151976913,0.4531535859404707,2.206757335759816
validation,diffuse,centroid,oracle_mass,0.25,8,61,0.11066672450120205,0.2830809907464152,0.6154715104509241,0.6503780151976913,0.35940771432574664,2.782355414590954
validation,diffuse,centroid,oracle_mass,0.375,16,61,0.08755712500721367,0.2657183169112029,0.5321250001086064,0.7435791096726402,0.4297483936828194,2.326942961741612
validation,diffuse,centroid,oracle_mass,0.375,4,61,0.07232282254749989,0.2146149473138976,0.43061152410578807,0.7435791096726402,0.5469144698652892,1.828439463754379
validation,diffuse,centroid,oracle_mass,0.375,8,61,0.08196732647642994,0.24852831533568034,0.4985668236566446,0.7435791096726402,0.4687954122380348,2.1331266772129625
validation,localized,centroid,moment,0.125,16,29,0.014453144894292145,0.04918302504775371,0.08601585268532479,0.9808775720925167,0.19536019536019547,5.118749999999997
validation,localized,centroid,moment,0.125,4,29,0.011842922977109442,0.037072910146404306,0.08297571538858317,0.9808775720925167,0.3594017094017092,2.7824019024970292
validation,localized,centroid,moment,0.125,8,29,0.013284852737271265,0.04350404046233839,0.08398255926651944,0.9808775720925167,0.2500305250305248,3.999511659138082
validation,localized,centroid,moment,0.25,16,29,0.007700148423031632,0.03150453610654071,0.0462868819485428,0.9928810555359413,0.31254262978400904,3.199563530552862
validation,localized,centroid,moment,0.25,4,29,0.005860660060960143,0.017832929496768304,0.044087634542482275,0.9928810555359413,0.4531493410803754,2.206778007479502
validation,localized,centroid,moment,0.25,8,29,0.006848033284418519,0.025476177853715372,0.04504742235916375,0.9928810555359413,0.3594027619889687,2.7823937536425873
validation,localized,centroid,moment,0.375,16,29,0.005580497848810818,0.023712393505139075,0.03591404644962873,0.9956402593645556,0.4297334849058989,2.3270236905531703
validation,localized,centroid,moment,0.375,4,29,0.004436263810721903,0.01305437814061252,0.035545505507721835,0.9956402593645556,0.5469032882825988,1.8284768466838595
validation,localized,centroid,moment,0.375,8,29,0.005011835849314181,0.018974344070989586,0.03564636978599258,0.9956402593645556,0.4687823670582293,2.133186037425734
validation,localized,centroid,oracle_mass,0.125,16,29,0.011655225919666274,0.045829775189632896,0.05778914970621816,0.9868935757669909,0.19536019536019547,5.118749999999997
validation,localized,centroid,oracle_mass,0.125,4,29,0.007730465259450025,0.03192415348869294,0.04115983181018035,0.9868935757669909,0.3594017094017092,2.7824019024970292
validation,localized,centroid,oracle_mass,0.125,8,29,0.009987590953924028,0.03947450584573055,0.04950192622783098,0.9868935757669909,0.2500305250305248,3.999511659138082
validation,localized,centroid,oracle_mass,0.25,16,29,0.0060371429119191475,0.028471239528881205,0.029386591470743507,0.9950286293851918,0.31256789187823664,3.1993049381718266
validation,localized,centroid,oracle_mass,0.25,4,29,0.0037328833696682272,0.015427209925307567,0.021851376024272937,0.9950286293851918,0.45316828765104605,2.2066857440166503
validation,localized,centroid,oracle_mass,0.25,8,29,0.0049873269855218744,0.02242055581145548,0.025766934362644548,0.9950286293851918,0.35942486632141796,2.7822226387245665
validation,localized,centroid,oracle_mass,0.375,16,29,0.004120090713443575,0.018657571175622917,0.023362694296474012,0.9971278844208553,0.4297587470001265,2.3268869033623316
validation,localized,centroid,oracle_mass,0.375,4,29,0.0024358592824490276,0.011318494073583936,0.012279313399043782,0.9971278844208553,0.5469222348532695,1.828413504286005
validation,localized,centroid,oracle_mass,0.375,8,29,0.0033312425384017658,0.015618436873466642,0.017486539829621277,0.9971278844208553,0.46880447139067843,2.13308545678663
validation,transitional,centroid,moment,0.125,16,18,0.06320110429722967,0.13468893889425285,0.13952072262763116,0.8820958336194357,0.19536019536019544,5.118749999999998
validation,transitional,centroid,moment,0.125,4,18,0.05172905146247246,0.1284984743275375,0.1388102175082814,0.8820958336194357,0.35940170940170924,2.782401902497029
validation,transitional,centroid,moment,0.125,8,18,0.05769158732083734,0.13434860540320293,0.13454324341114457,0.8820958336194357,0.250030525030525,3.9995116591380793
validation,transitional,centroid,moment,0.25,16,18,0.03514153985626084,0.0844170182009305,0.09609241963086647,0.9465058280362023,0.31256274589607913,3.1993576110074233
validation,transitional,centroid,moment,0.25,4,18,0.029190707331732773,0.0786730718501967,0.10120280342536828,0.9465058280362023,0.45316442816442826,2.206704537800031
validation,transitional,centroid,moment,0.25,8,18,0.03206275030691572,0.0820640904857539,0.09817400078386992,0.9465058280362023,0.3594203635870303,2.7822574937601146
validation,transitional,centroid,moment,0.375,16,18,0.024910278727081254,0.0619513356054289,0.08299658433204105,0.969180640247133,0.42976529643196326,2.32685144264158
validation,transitional,centroid,moment,0.375,4,18,0.02160540418909888,0.05789920570295208,0.08605251649733342,0.969180640247133,0.546927146927147,1.8283970828992409
validation,transitional,centroid,moment,0.375,8,18,0.02323721881161789,0.060173849858553036,0.08426610965693446,0.969180640247133,0.4688102021435354,2.1330593818729024
validation,transitional,centroid,oracle_mass,0.125,16,18,0.05446482050299647,0.11831775965554167,0.13671976492158508,0.8992010156313578,0.19536019536019544,5.118749999999998
validation,transitional,centroid,oracle_mass,0.125,4,18,0.041399244875077325,0.0985436536208205,0.12368894543874284,0.8992010156313578,0.35940170940170924,2.782401902497029
validation,transitional,centroid,oracle_mass,0.125,8,18,0.04780852383846966,0.11132839275582321,0.13161955937879186,0.8992010156313578,0.250030525030525,3.9995116591380793
validation,transitional,centroid,oracle_mass,0.25,16,18,0.03159194173839214,0.07128435459962926,0.07895222416869077,0.9566899471812778,0.31257631257631247,3.1992187500000013
validation,transitional,centroid,oracle_mass,0.25,4,18,0.024095658835077294,0.060985389492701735,0.07069124470715124,0.9566899471812778,0.45317460317460323,2.206654991243432
validation,transitional,centroid,oracle_mass,0.25,8,18,0.02786436808638682,0.06743927201395664,0.07559860933446796,0.9566899471812778,0.35943223443223443,2.7821656050955412
validation,transitional,centroid,oracle_mass,0.375,16,18,0.021106453811997078,0.04894992006530065,0.05302912689060391,0.977022217379676,0.42977886311219665,2.3267779917295357
validation,transitional,centroid,oracle_mass,0.375,4,18,0.01664371215135328,0.043229628814893464,0.04744836316035488,0.977022217379676,0.546937321937322,1.8283630681078262
validation,transitional,centroid,oracle_mass,0.375,8,18,0.018886036769630455,0.04657788175106917,0.05060086355263217,0.977022217379676,0.4688220729887395,2.133005371579462
