split,sample_id,prompt_index,seed,sampling_step,branch,layer,head,head_role,method,router,density,tail_group_size,query_tiles,query_tile_size,selected_attention_mass,selected_keys,tail_landmarks,router_landmarks,attention_work_ratio,flop_proxy_speedup,residual_sq,reference_sq,output_relative_l2
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.125,16,1,64,0.4703248143196106,4096.0,1792.0,512,0.19536019536019536,5.11875,48.194007873535156,382.00860595703125,0.35518936086156877
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.125,8,1,64,0.4703248143196106,4096.0,3583.0,512,0.25003052503052503,3.9995116591380784,43.07707595825195,382.00860595703125,0.33580451770451836
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.125,4,1,64,0.4703248143196106,4096.0,7166.0,512,0.3594017094017094,2.7824019024970275,31.542682647705078,382.00860595703125,0.2873510178459123
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.25,16,1,64,0.6669453382492065,8192.0,1536.0,512,0.3125763125763126,3.19921875,11.381245613098145,382.00860595703125,0.17260696823336102
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.25,8,1,64,0.6669453382492065,8192.0,3071.0,512,0.35943223443223443,2.7821656050955412,10.032968521118164,382.00860595703125,0.16206086453302826
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.25,4,1,64,0.6669453382492065,8192.0,6142.0,512,0.4531746031746032,2.2066549912434326,7.547329902648926,382.00860595703125,0.1405594643691919
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.375,16,1,64,0.7693291306495667,12288.0,1280.0,512,0.4297924297924298,2.3267045454545454,4.929387092590332,382.00860595703125,0.11359517589043741
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.375,8,1,64,0.7693291306495667,12288.0,2559.0,512,0.46883394383394383,2.1329513640210953,4.334570407867432,382.00860595703125,0.10652129986230043
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,moment,0.375,4,1,64,0.7693291306495667,12288.0,5118.0,512,0.546947496947497,1.8283290545819844,3.215186595916748,382.00860595703125,0.09174164389281886
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.125,16,1,64,0.4704035520553589,4096.0,1792.0,512,0.19536019536019536,5.11875,47.78117370605469,382.00860595703125,0.35366479708889736
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.125,8,1,64,0.4704035520553589,4096.0,3583.0,512,0.25003052503052503,3.9995116591380784,42.65037155151367,382.00860595703125,0.33413720540008696
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.125,4,1,64,0.4704035520553589,4096.0,7166.0,512,0.3594017094017094,2.7824019024970275,31.327960968017578,382.00860595703125,0.2863713000323415
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.25,16,1,64,0.6670430898666382,8192.0,1536.0,512,0.3125763125763126,3.19921875,11.396109580993652,382.00860595703125,0.17271964427025052
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.25,8,1,64,0.6670430898666382,8192.0,3071.0,512,0.35943223443223443,2.7821656050955412,10.082574844360352,382.00860595703125,0.16246101185399042
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.25,4,1,64,0.6670430898666382,8192.0,6142.0,512,0.4531746031746032,2.2066549912434326,7.610358238220215,382.00860595703125,0.14114515560075044
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.375,16,1,64,0.7693296670913696,12288.0,1280.0,512,0.4297924297924298,2.3267045454545454,4.885965347290039,382.00860595703125,0.11309375339085165
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.375,8,1,64,0.7693296670913696,12288.0,2559.0,512,0.46883394383394383,2.1329513640210953,4.29622745513916,382.00860595703125,0.10604911769458754
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,centroid,oracle_mass,0.375,4,1,64,0.7693296670913696,12288.0,5118.0,512,0.546947496947497,1.8283290545819844,3.1870980262756348,382.00860595703125,0.09134002733545353
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.125,16,1,64,0.8788018822669983,4096.0,1792.0,512,0.19536019536019536,5.11875,6.20516300201416,2354.4326171875,0.05133735206181636
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.125,8,1,64,0.8788018822669983,4096.0,3583.0,512,0.25003052503052503,3.9995116591380784,2.6759228706359863,2354.4326171875,0.03371270985611447
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.125,4,1,64,0.8788018822669983,4096.0,7166.0,512,0.3594017094017094,2.7824019024970275,0.48437047004699707,2354.4326171875,0.014343188179401778
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.25,16,1,64,0.9509760141372681,8192.0,1536.0,512,0.3125763125763126,3.19921875,1.0395337343215942,2354.4326171875,0.02101242425212599
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.25,8,1,64,0.9509760141372681,8192.0,3071.0,512,0.35943223443223443,2.7821656050955412,0.4771762490272522,2354.4326171875,0.014236271985688439
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.25,4,1,64,0.9509760141372681,8192.0,6142.0,512,0.4531746031746032,2.2066549912434326,0.11833564937114716,2354.4326171875,0.007089484647062116
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.375,16,1,64,0.9802117943763733,12288.0,1280.0,512,0.4297924297924298,2.3267045454545454,0.207497239112854,2354.4326171875,0.009387782701144659
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.375,8,1,64,0.9802117943763733,12288.0,2559.0,512,0.46883394383394383,2.1329513640210953,0.09481769800186157,2354.4326171875,0.0063460219627246555
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.375,4,1,64,0.9802117943763733,12288.0,5118.0,512,0.546947496947497,1.8283290545819844,0.02271495759487152,2354.4326171875,0.0031060813959184422
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.125,16,1,64,0.8837822675704956,4096.0,1792.0,512,0.19536019536019536,5.11875,5.373735427856445,2354.4326171875,0.047774374253609156
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.125,8,1,64,0.8837822675704956,4096.0,3583.0,512,0.25003052503052503,3.9995116591380784,2.343839645385742,2354.4326171875,0.03155155842162031
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.125,4,1,64,0.8837822675704956,4096.0,7166.0,512,0.3594017094017094,2.7824019024970275,0.42876744270324707,2354.4326171875,0.013494840866858714
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.25,16,1,64,0.9570421576499939,8192.0,1536.0,512,0.3125763125763126,3.19921875,0.704663872718811,2354.4326171875,0.01730007039616945
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.25,8,1,64,0.9570421576499939,8192.0,3071.0,512,0.35943223443223443,2.7821656050955412,0.3110154867172241,2354.4326171875,0.011493382879168797
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.25,4,1,64,0.9570421576499939,8192.0,6142.0,512,0.4531746031746032,2.2066549912434326,0.05669103562831879,2354.4326171875,0.004906977454027942
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.375,16,1,64,0.9816685914993286,12288.0,1280.0,512,0.4297924297924298,2.3267045454545454,0.12079152464866638,2354.4326171875,0.0071626725725174095
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.375,8,1,64,0.9816685914993286,12288.0,2559.0,512,0.46883394383394383,2.1329513640210953,0.05523276701569557,2354.4326171875,0.0048434549827845765
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.375,4,1,64,0.9816685914993286,12288.0,5118.0,512,0.546947496947497,1.8283290545819844,0.009134598076343536,2354.4326171875,0.001969706820408838
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.125,16,1,64,0.148888498544693,4096.0,1792.0,512,0.19536019536019536,5.11875,129.8663787841797,752.39111328125,0.415457436183527
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.125,8,1,64,0.148888498544693,4096.0,3583.0,512,0.25003052503052503,3.9995116591380784,114.27052307128906,752.39111328125,0.3897133462321671
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.125,4,1,64,0.148888498544693,4096.0,7166.0,512,0.3594017094017094,2.7824019024970275,85.25990295410156,752.39111328125,0.33662827244984195
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.25,16,1,64,0.2849193811416626,8192.0,1536.0,512,0.3125763125763126,3.19921875,99.46336364746094,752.39111328125,0.36358816846226605
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.25,8,1,64,0.2849193811416626,8192.0,3071.0,512,0.35943223443223443,2.7821656050955412,87.85824584960938,752.39111328125,0.34171924279393473
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.25,4,1,64,0.2849193811416626,8192.0,6142.0,512,0.4531746031746032,2.2066549912434326,65.84284973144531,752.39111328125,0.29582337050240154
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.375,16,1,64,0.41517120599746704,12288.0,1280.0,512,0.4297924297924298,2.3267045454545454,69.95243835449219,752.39111328125,0.30491556902137046
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.375,8,1,64,0.41517120599746704,12288.0,2559.0,512,0.46883394383394383,2.1329513640210953,61.748939514160156,752.39111328125,0.28647908640101893
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.375,4,1,64,0.41517120599746704,12288.0,5118.0,512,0.546947496947497,1.8283290545819844,46.62378692626953,752.39111328125,0.24893269677791094
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,oracle_mass,0.125,16,1,64,0.14902691543102264,4096.0,1792.0,512,0.19536019536019536,5.11875,125.97575378417969,752.39111328125,0.4091868366088328
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,oracle_mass,0.125,8,1,64,0.14902691543102264,4096.0,3583.0,512,0.25003052503052503,3.9995116591380784,110.78137969970703,752.39111328125,0.3837174557163648
