split,sampling_step,branch,layer,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
calibration,19,cond,0,centroid,oracle_mass,0.25,16,12,0.01847966561207731,0.05783363743384442,0.06295016150176846,0.7098209336400032,0.31255596255596246,3.199427046031644
calibration,19,cond,0,centroid,oracle_mass,0.25,4,12,0.01298531266640785,0.042741449723147446,0.04597378175497814,0.7098209336400032,0.45315934065934077,2.2067293119127003
calibration,19,cond,0,centroid,oracle_mass,0.25,8,12,0.016310971110902014,0.052008135853257594,0.0567092760804144,0.7098209336400032,0.3594144281644282,2.7823034403685956
calibration,19,cond,0,centroid,oracle_mass,0.375,16,12,0.014374957632408768,0.044553976711373504,0.04847913578225702,0.7705854450662931,0.42975172975172987,2.326924898191116
calibration,19,cond,0,centroid,oracle_mass,0.375,4,12,0.010221356775305479,0.03231575887204176,0.035670630554198626,0.7705854450662931,0.5469169719169719,1.8284310989562986
calibration,19,cond,0,centroid,oracle_mass,0.375,8,12,0.01280371055384693,0.039913453206963656,0.04387949130786747,0.7705854450662931,0.46879833129833126,2.1331133949016245
calibration,19,cond,14,centroid,moment,0.125,16,12,0.11845404932043654,0.20680453589910883,0.2188332908111853,0.8391504188378652,0.19536019536019536,5.11875
calibration,19,cond,14,centroid,moment,0.125,4,12,0.10597625285572172,0.19017262130377588,0.20318121714967066,0.8391504188378652,0.3594017094017094,2.7824019024970275
calibration,19,cond,14,centroid,moment,0.125,8,12,0.11362182658561937,0.20108441562899093,0.2135820677146498,0.8391504188378652,0.25003052503052503,3.9995116591380784
calibration,19,cond,14,centroid,moment,0.25,16,12,0.09048611798623106,0.16890256832871875,0.18570640136818764,0.9034507473309835,0.3125763125763125,3.1992187500000004
calibration,19,cond,14,centroid,moment,0.25,4,12,0.08302263408486445,0.16070108205086675,0.17835156710670907,0.9034507473309835,0.4531746031746033,2.206654991243432
calibration,19,cond,14,centroid,moment,0.25,8,12,0.08767961447590057,0.1663805938126291,0.18371520756632323,0.9034507473309835,0.35943223443223443,2.7821656050955412
calibration,19,cond,14,centroid,moment,0.375,16,12,0.05480738513413122,0.09290688309986614,0.09771265891344322,0.9359637548526129,0.42979242979243,2.3267045454545445
calibration,19,cond,14,centroid,moment,0.375,4,12,0.05000073669691539,0.08969246351133456,0.0951987753802485,0.9359637548526129,0.5469474969474969,1.8283290545819848
calibration,19,cond,14,centroid,moment,0.375,8,12,0.05292628073135211,0.09187466989795696,0.09712105662553427,0.9359637548526129,0.4688339438339438,2.1329513640210953
calibration,19,cond,14,centroid,oracle_mass,0.125,16,12,0.09677846538394108,0.16339964341344543,0.16693412474325073,0.8525247474511465,0.19536019536019536,5.11875
calibration,19,cond,14,centroid,oracle_mass,0.125,4,12,0.08109106965036464,0.13936864714700775,0.15198296320454707,0.8525247474511465,0.3594017094017094,2.7824019024970275
calibration,19,cond,14,centroid,oracle_mass,0.125,8,12,0.0903896003994836,0.15448987453186883,0.16162189480675077,0.8525247474511465,0.25003052503052503,3.9995116591380784
calibration,19,cond,14,centroid,oracle_mass,0.25,16,12,0.06474281070442503,0.10962442897879957,0.11300089410271197,0.9173784007628759,0.3125763125763125,3.1992187500000004
calibration,19,cond,14,centroid,oracle_mass,0.25,4,12,0.05609082563785683,0.0946588256509546,0.10674834071464252,0.9173784007628759,0.4531746031746033,2.206654991243432
calibration,19,cond,14,centroid,oracle_mass,0.25,8,12,0.061260506539001246,0.10361633056673145,0.11084188065633438,0.9173784007628759,0.35943223443223443,2.7821656050955412
calibration,19,cond,14,centroid,oracle_mass,0.375,16,12,0.040585348349982696,0.0732450692345941,0.07843777361400155,0.9479752779006958,0.42979242979243,2.3267045454545445
calibration,19,cond,14,centroid,oracle_mass,0.375,4,12,0.034388681430231584,0.0616967466732484,0.06242653040569089,0.9479752779006958,0.5469474969474969,1.8283290545819848
calibration,19,cond,14,centroid,oracle_mass,0.375,8,12,0.03813801315912029,0.06779661518083044,0.07246639739656452,0.9479752779006958,0.4688339438339438,2.1329513640210953
calibration,19,cond,29,centroid,moment,0.125,16,12,0.013039084270011343,0.04142035292185843,0.05028222923395839,0.9055592566728592,0.19536019536019536,5.11875
calibration,19,cond,29,centroid,moment,0.125,4,12,0.007895017879887122,0.0242431479141269,0.029424778594766842,0.9055592566728592,0.3594017094017094,2.7824019024970275
calibration,19,cond,29,centroid,moment,0.125,8,12,0.010658487080116364,0.032964865418209595,0.040353037499668856,0.9055592566728592,0.25003052503052503,3.9995116591380784
calibration,19,cond,29,centroid,moment,0.25,16,12,0.006562359733886123,0.02306269713342275,0.027095544794662616,0.9490013321240743,0.31253561253561246,3.199635369188697
calibration,19,cond,29,centroid,moment,0.25,4,12,0.0038245628118772075,0.013423277549964613,0.015809496053465252,0.9490013321240743,0.45314407814407826,2.206803637588413
calibration,19,cond,29,centroid,moment,0.25,8,12,0.005211997387234608,0.01826502757285428,0.021785005212296,0.9490013321240743,0.35939662189662186,2.782441289299719
calibration,19,cond,29,centroid,moment,0.375,16,12,0.004335143129764143,0.015684175619317172,0.018362447786064752,0.9666972508033117,0.4296703296703297,2.3273657289002556
calibration,19,cond,29,centroid,moment,0.375,4,12,0.0026398610107662103,0.009105993585465605,0.01068329317314482,0.9666972508033117,0.5468559218559218,1.8286352218811055
calibration,19,cond,29,centroid,moment,0.375,8,12,0.00350712797327231,0.012471001488616736,0.014803378737420495,0.9666972508033117,0.4687271062271063,2.133437530526521
