retention_rate,component,paired_samples,dynamic_p50_ms_median,fixed_p50_ms_median,paired_delta_ms_median,paired_reduction_fraction_median,fixed_lower_pair_fraction,paired_median_lower
0.125,layout_pack,6,0.12339199706912041,0.11878399923443794,0.0,0.0,0.3333333333333333,False
0.125,residual_decode_scatter,6,9.261312246322632,9.248512029647827,-0.009984016418457031,0.001075915531964644,0.6666666666666666,True
0.125,ttft,6,839.2423969926313,640.9663030644879,-196.70843693893403,0.23240004917308563,1,True
0.25,layout_pack,6,0.11980799958109856,0.11980799958109856,0.0,0.0,0,False
0.25,residual_decode_scatter,6,8.986112117767334,9.128704071044922,0.0010242462158203125,-0.00014530017761788715,0.5,False
0.25,ttft,6,1122.0930306008086,722.2746050683782,-402.9485780047253,0.35865369116399526,1,True
