dataset,dataset_index,sample_id,retention_rate,method,top_k,block_spearman,marginal_spearman,topk_recall
textvqa,126,34728,0.25,energy,16,-0.30174167429617754,-0.13636700059614917,0.0
textvqa,126,34728,0.25,risk,16,-0.29476853971160444,-0.13349488540382173,0.0
textvqa,126,34728,0.25,mlp,16,0.14487869077592122,0.2332814586022075,0.0
textvqa,126,34728,0.25,logic,16,0.23232251162150533,0.30240161941067023,0.0
textvqa,138,34740,0.125,energy,8,-0.38558594644083305,-0.18477844972588434,0.0
textvqa,138,34740,0.125,risk,8,-0.3762982089723048,-0.17934705899329362,0.0
textvqa,138,34740,0.125,mlp,8,0.23650935568780038,0.31547479211835167,0.125
textvqa,138,34740,0.125,logic,8,0.3261616399091866,0.37930828810982503,0.25
textvqa,138,34740,0.25,energy,16,-0.4018010414282444,-0.20201364790035375,0.0
textvqa,138,34740,0.25,risk,16,-0.39271143282215604,-0.19871090025121446,0.0
textvqa,138,34740,0.25,mlp,16,0.2872904268711375,0.33703805922047203,0.25
textvqa,138,34740,0.25,logic,16,0.3730167744461383,0.3919964990910472,0.25
textvqa,141,34743,0.125,energy,8,-0.34128805218585484,-0.1748305700931921,0.0
textvqa,141,34743,0.125,risk,8,-0.3321834229800869,-0.17056722831795448,0.0
textvqa,141,34743,0.125,mlp,8,0.2456526092927443,0.33119923385560546,0.0
textvqa,141,34743,0.125,logic,8,0.16625366624334534,0.32787693759318026,0.0
textvqa,141,34743,0.25,energy,16,-0.32909847791256575,-0.16752346740972573,0.0
textvqa,141,34743,0.25,risk,16,-0.31751902609292737,-0.16152369377366368,0.0
textvqa,141,34743,0.25,mlp,16,0.22400935568780037,0.34007117707393497,0.0
textvqa,141,34743,0.25,logic,16,0.1770127176382119,0.3471155567950357,0.0
textvqa,147,34749,0.125,energy,8,-0.29962591554131374,-0.1296955362352799,0.0
textvqa,147,34749,0.125,risk,8,-0.29224078736552983,-0.12594367960229846,0.0
textvqa,147,34749,0.125,mlp,8,-0.1415727283131151,0.17745183125220662,0.0
textvqa,147,34749,0.125,logic,8,-0.12551179131914,0.2246247810537008,0.0
textvqa,147,34749,0.25,energy,16,-0.2791692893110551,-0.10482444440111509,0.0
textvqa,147,34749,0.25,risk,16,-0.2721911478599221,-0.10114500865898843,0.0
textvqa,147,34749,0.25,mlp,16,-0.0865465495536736,0.1840793668961833,0.0625
textvqa,147,34749,0.25,logic,16,-0.11032709461677684,0.24194989072359493,0.0625
textvqa,155,34757,0.125,energy,8,-0.5083378633554588,-0.29066632927138514,0.125
textvqa,155,34757,0.125,risk,8,-0.5050662336919203,-0.2883690886002129,0.125
textvqa,155,34757,0.125,mlp,8,0.36409504463263903,0.3444226957453043,0.125
textvqa,155,34757,0.125,logic,8,0.3290291359602666,0.3619461692954273,0.125
textvqa,155,34757,0.25,energy,16,-0.5074852655069809,-0.26219718418682053,0.0625
textvqa,155,34757,0.25,risk,16,-0.5031264305333027,-0.2588541958888115,0.0625
textvqa,155,34757,0.25,mlp,16,0.3744156271457999,0.3516127385291337,0.0625
textvqa,155,34757,0.25,logic,16,0.3529911007938667,0.3728824638959976,0.0
textvqa,166,34768,0.125,energy,8,-0.12955410276951246,-0.05068873107196727,0.0
textvqa,166,34768,0.125,risk,8,-0.11972991531242845,-0.04483506326914663,0.0
textvqa,166,34768,0.125,mlp,8,-0.07069051842526893,0.16679833444666056,0.0
textvqa,166,34768,0.125,logic,8,-0.0713533620116804,0.2558045428095739,0.0
textvqa,166,34768,0.25,energy,16,-0.15696884298466468,-0.0629569172354245,0.0
textvqa,166,34768,0.25,risk,16,-0.15188615815976192,-0.05881588867045159,0.0
textvqa,166,34768,0.25,mlp,16,-0.0638396944380865,0.14533483954650936,0.0
textvqa,166,34768,0.25,logic,16,-0.05781791185257065,0.2118177412524375,0.0625
textvqa,170,34772,0.125,energy,8,0.047337777523460745,-0.022450306062341985,0.125
textvqa,170,34772,0.125,risk,8,0.051095788509956504,-0.021540958547688647,0.125
textvqa,170,34772,0.125,mlp,8,-0.13386859121080338,0.17727638396985343,0.0
textvqa,170,34772,0.125,logic,8,-0.10900097944261905,0.2512271689306126,0.0
textvqa,170,34772,0.25,energy,16,0.021010242618448152,-0.018309552900018292,0.0625
textvqa,170,34772,0.25,risk,16,0.02892824444953078,-0.014591296682114984,0.0625
textvqa,170,34772,0.25,mlp,16,-0.12785892080567632,0.12576359375937715,0.125
textvqa,170,34772,0.25,logic,16,-0.08136709311268965,0.21070143748719336,0.125
