dataset,dataset_index,sample_id,retention_rate,method,top_k,block_spearman,marginal_spearman,topk_recall
textvqa,57,34659,0.25,logic,16,0.03191247485175903,0.2082176555299287,0.0625
textvqa,63,34665,0.125,energy,8,0.004205052643625543,-0.044205516334588406,0.0
textvqa,63,34665,0.125,risk,8,0.003547722590981917,-0.04467294589954934,0.0
textvqa,63,34665,0.125,mlp,8,-0.02521672579537651,0.1845175623262137,0.0
textvqa,63,34665,0.125,logic,8,0.0513469804156036,0.25609789949660855,0.0
textvqa,63,34665,0.25,energy,16,-0.011118104829480427,0.007107651650663755,0.125
textvqa,63,34665,0.25,risk,16,-0.015343900205996791,0.004881171501309922,0.125
textvqa,63,34665,0.25,mlp,16,-0.027877517738612953,0.16863568730593487,0.0
textvqa,63,34665,0.25,logic,16,0.026033376556891984,0.23795144083162684,0.0625
textvqa,68,34670,0.125,energy,8,-0.1902444781414511,-0.10154264661233262,0.0
textvqa,68,34670,0.125,risk,8,-0.1876516365300984,-0.09965165187546551,0.0
textvqa,68,34670,0.125,mlp,8,0.10616845960173951,0.2097996428822215,0.125
textvqa,68,34670,0.125,logic,8,0.004506778723851361,0.22207676894625158,0.0
textvqa,68,34670,0.25,energy,16,-0.20174882696269164,-0.10738095954536117,0.125
textvqa,68,34670,0.25,risk,16,-0.19952720874341953,-0.10577673349022744,0.125
textvqa,68,34670,0.25,mlp,16,0.10717698558022429,0.2278869388061191,0.125
textvqa,68,34670,0.25,logic,16,-0.0050374226142781975,0.23724442489183997,0.0
textvqa,74,34676,0.125,energy,8,-0.069013218127718,-0.02371423117916969,0.0
textvqa,74,34676,0.125,risk,8,-0.0671699759670405,-0.02222239389166392,0.0
textvqa,74,34676,0.125,mlp,8,-0.1388110837720302,0.20000062330487886,0.0
textvqa,74,34676,0.125,logic,8,-0.03196610646910047,0.3172707363198352,0.0
textvqa,74,34676,0.25,energy,16,-0.06249642366674295,-0.025900677827949938,0.0
textvqa,74,34676,0.25,risk,16,-0.062454222934309904,-0.02514894826486809,0.0
textvqa,74,34676,0.25,mlp,16,-0.13452019913023572,0.20995651840118695,0.0
textvqa,74,34676,0.25,logic,16,-0.031602892493821706,0.2973155310982802,0.125
textvqa,85,34687,0.125,energy,8,-0.419950217441062,-0.20818054505956082,0.0
textvqa,85,34687,0.125,risk,8,-0.41521872854200037,-0.20592089088878646,0.0
textvqa,85,34687,0.125,mlp,8,0.27293931677729455,0.2656252094780198,0.0
textvqa,85,34687,0.125,logic,8,0.2373071239955719,0.2899608954731303,0.0
textvqa,85,34687,0.25,energy,16,-0.4118591210803387,-0.20984171997332374,0.0625
textvqa,85,34687,0.25,risk,16,-0.40827062829022653,-0.20750276253968955,0.0625
textvqa,85,34687,0.25,mlp,16,0.27562514305333025,0.2818176502084917,0.125
textvqa,85,34687,0.25,logic,16,0.2526707172792727,0.2986488238190965,0.0
textvqa,118,34720,0.125,energy,8,-0.1168430991073472,-0.04176372438506037,0.125
textvqa,118,34720,0.125,risk,8,-0.11561641680018307,-0.041387646183032964,0.125
textvqa,118,34720,0.125,mlp,8,-0.07294432364385442,0.18445211781593185,0.0
textvqa,118,34720,0.125,logic,8,0.04802081149420314,0.2378066082753607,0.0
textvqa,118,34720,0.25,energy,16,-0.09901722362096588,-0.026174722715925424,0.125
textvqa,118,34720,0.25,risk,16,-0.09915383955138474,-0.026166203769546884,0.125
textvqa,118,34720,0.25,mlp,16,-0.11597333485923551,0.1772846976816243,0.0
textvqa,118,34720,0.25,logic,16,0.0673503523057594,0.28081294091920356,0.125
textvqa,126,34728,0.125,energy,8,-0.2825074387731746,-0.14742971288961457,0.0
textvqa,126,34728,0.125,risk,8,-0.27657215609979396,-0.14511826984812423,0.0
textvqa,126,34728,0.125,mlp,8,0.13427200160219727,0.25289485869378153,0.0
textvqa,126,34728,0.125,logic,8,0.18450375029921245,0.31159776322765975,0.0
