layer_index,visual_mean,visual_p95,visual_worst,full_mean,worst_head,selected_mass
0,0.031793000952651064,0.03424385413527486,0.0382374785840511,0.010901478817686388,0.1629341393709182,0.5911054362853368
13,0.08043847760806476,0.09569757841527458,0.0965740084648132,0.005182199771904021,0.307754784822464,0.7940298741062483
27,0.11409273495276766,0.13731705471873282,0.1383370459079742,0.009757004949885057,0.3485898673534393,0.6591253305474917
