layer_index,valid_head_fraction,visual_mean,visual_p95
0,0.3303571591774623,0.05581711504297948,0.18703187480568872
13,0.0,0.03974053341274456,0.04643948022276156
27,0.0,0.07005571589494741,0.0868570990860462
