sample_id,refined_group_count,base_candidate_kl,additive_predicted_kl,actual_joint_kl,interaction_residual
vsi_question_3132,49,0.025021575391292572,-0.5696179047226906,0.2082877904176712,0.7779056951403618
vsi_question_3132,98,0.025021575391292572,-1.0054336786270142,0.1637943983078003,1.1692280769348145
vsi_question_3132,196,0.025021575391292572,-1.5008364617824554,0.11231552064418793,1.6131519824266434
vsi_question_5084,49,0.00034921709448099136,-0.001047651283442974,0.002547980286180973,0.003595631569623947
vsi_question_5084,98,0.00034921709448099136,-0.001047651283442974,0.0018172001000493765,0.0028648513834923506
vsi_question_5084,196,0.00034921709448099136,-0.001047651283442974,0.0018172001000493765,0.0028648513834923506
vsi_question_1569,49,0.07413262873888016,-0.7512994930148125,0.028273724019527435,0.7795732170343399
vsi_question_1569,98,0.07413262873888016,-1.2549022138118744,0.03926623985171318,1.2941684536635876
vsi_question_1569,196,0.07413262873888016,-1.757640264928341,0.0403611846268177,1.7980014495551586
vsi_question_3722,49,0.0,0.0,0.016497761011123657,0.016497761011123657
vsi_question_3722,98,0.0,0.0,0.016497761011123657,0.016497761011123657
vsi_question_3722,196,0.0,0.003798946738243103,0.028988026082515717,0.025189079344272614
vsi_question_5105,49,0.007682181894779205,-0.03819600958377123,0.006078559905290604,0.04427456948906183
vsi_question_5105,98,0.007682181894779205,-0.05928507912904024,0.0029654372483491898,0.06225051637738943
vsi_question_5105,196,0.007682181894779205,-0.031899201683700085,0.0029654372483491898,0.034864638932049274
vsi_question_2957,49,0.1386069357395172,-1.356521561741829,0.10078538209199905,1.457306943833828
vsi_question_2957,98,0.1386069357395172,-2.0403578132390976,0.19101200997829437,2.231369823217392
vsi_question_2957,196,0.1386069357395172,-2.397921398282051,0.16354912519454956,2.5614705234766006
vsi_question_1880,49,0.018969766795635223,-0.19252056628465652,0.0038460437208414078,0.19636661000549793
vsi_question_1880,98,0.018969766795635223,-0.2261546477675438,0.0032580047845840454,0.22941265255212784
vsi_question_1880,196,0.018969766795635223,-0.2261546477675438,0.011833511292934418,0.2379881590604782
vsi_question_1053,49,0.04062887281179428,-0.5997722893953323,0.014106027781963348,0.6138783171772957
vsi_question_1053,98,0.04062887281179428,-0.9074769467115402,0.014106027781963348,0.9215829744935036
vsi_question_1053,196,0.04062887281179428,-1.0730858817696571,0.01064327359199524,1.0837291553616524
vsi_question_1039,49,0.07674802839756012,-0.7916137129068375,0.025278108194470406,0.8168918211013079
vsi_question_1039,98,0.07674802839756012,-1.2881644666194916,0.13939538598060608,1.4275598526000977
vsi_question_1039,196,0.07674802839756012,-1.1752003505825996,0.143988698720932,1.3191890493035316
vsi_question_5150,49,0.009346075356006622,-0.03728426620364189,0.008599724620580673,0.045883990824222565
vsi_question_5150,98,0.009346075356006622,-0.03728426620364189,0.013542357832193375,0.050826624035835266
vsi_question_5150,196,0.009346075356006622,-0.03728426620364189,0.009346075356006622,0.046630341559648514
vsi_question_5067,49,0.019073598086833954,-0.12270814552903175,0.010399654507637024,0.13310780003666878
vsi_question_5067,98,0.019073598086833954,-0.2459254078567028,0.010399654507637024,0.25632506236433983
vsi_question_5067,196,0.019073598086833954,-0.39680368825793266,0.00182343740016222,0.3986271256580949
vsi_question_1976,49,0.06998854875564575,-1.0106986239552498,0.12493308633565903,1.1356317102909088
vsi_question_1976,98,0.06998854875564575,-1.580674834549427,0.03563937544822693,1.616314209997654
vsi_question_1976,196,0.06998854875564575,-2.5293691530823708,0.04076777771115303,2.570136930793524
vsi_question_1077,49,0.0625557154417038,-1.1303209848701954,0.026754282414913177,1.1570752672851086
vsi_question_1077,98,0.0625557154417038,-1.9643689878284931,0.005884608253836632,1.9702535960823298
vsi_question_1077,196,0.0625557154417038,-3.5494936369359493,0.0053022149950265884,3.554795851930976
vsi_question_3092,49,0.06993849575519562,-1.4750349521636963,0.13904429972171783,1.6140792518854141
vsi_question_3092,98,0.06993849575519562,-2.6524198055267334,0.08184924721717834,2.7342690527439117
vsi_question_3092,196,0.06993849575519562,-4.442787099629641,0.10874946415424347,4.551536563783884
vsi_question_5025,49,0.0014402549713850021,-0.0021381694823503494,0.0,0.0021381694823503494
vsi_question_5025,98,0.0014402549713850021,-0.0021381694823503494,0.0019504362717270851,0.0040886057540774345
vsi_question_5025,196,0.0014402549713850021,-0.0021381694823503494,0.0014402549713850021,0.0035784244537353516
vsi_question_5074,49,0.005811925977468491,0.005015149712562561,0.011655736714601517,0.006640587002038956
vsi_question_5074,98,0.005811925977468491,0.09339241310954094,0.013111639767885208,-0.08028077334165573
vsi_question_5074,196,0.005811925977468491,0.6968654990196228,0.0016129519790410995,-0.6952525470405817
vsi_question_5086,49,0.02774042636156082,-0.4448341354727745,0.006823073141276836,0.45165720861405134
vsi_question_5086,98,0.02774042636156082,-0.4448341354727745,0.015451705083251,0.4602858405560255
vsi_question_5086,196,0.02774042636156082,-0.4448341354727745,0.004089608788490295,0.4489237442612648
vsi_question_1058,49,0.054228588938713074,-0.12642024457454681,0.006537426263093948,0.13295767083764076
vsi_question_1058,98,0.054228588938713074,-0.12642024457454681,0.008838245645165443,0.13525849021971226
vsi_question_1058,196,0.054228588938713074,0.0038962066173553467,0.021908268332481384,0.018012061715126038
vsi_question_994,49,0.03545239195227623,-1.0273915212601423,0.0013103848323225975,1.028701906092465
vsi_question_994,98,0.03545239195227623,-1.744652220979333,0.0013103848323225975,1.7459626058116555
vsi_question_994,196,0.03545239195227623,-2.8786587733775377,0.0013103848323225975,2.8799691582098603
vsi_question_1950,49,0.050443410873413086,-1.2745585078373551,0.07597548514604568,1.3505339929834008
vsi_question_1950,98,0.050443410873413086,-2.153796368278563,0.09202437102794647,2.2458207393065095
vsi_question_1950,196,0.050443410873413086,-3.3676676088944077,0.09202437102794647,3.459691979922354
vsi_question_2991,49,0.10105188190937042,-1.5255283862352371,0.04693712294101715,1.5724655091762543
vsi_question_2991,98,0.10105188190937042,-2.5677979439496994,0.04510614275932312,2.6129040867090225
vsi_question_2991,196,0.10105188190937042,-3.8865764141082764,0.06959658861160278,3.956173002719879
vsi_question_1071,49,0.018536899238824844,0.010924769565463066,0.0017646551132202148,-0.009160114452242851
vsi_question_1071,98,0.018536899238824844,0.02329576574265957,0.011740043759346008,-0.01155572198331356
vsi_question_1071,196,0.018536899238824844,0.10989273898303509,0.006367642432451248,-0.10352509655058384
vsi_question_1224,49,0.0321614146232605,0.0203053280711174,0.00829075276851654,-0.01201457530260086
vsi_question_1224,98,0.0321614146232605,0.0203053280711174,0.0013096933253109455,-0.018995634745806456
vsi_question_1224,196,0.0321614146232605,0.6526149325072765,0.0,-0.6526149325072765
vsi_question_5089,49,0.0,0.0,0.0008833538740873337,0.0008833538740873337
vsi_question_5089,98,0.0,0.0,0.0036448128521442413,0.0036448128521442413
vsi_question_5089,196,0.0,0.0,0.0036832690238952637,0.0036832690238952637
