layer_index,mass_retained,tail_ess_fraction,tail_normalized_entropy,support_jaccard
0,0.7659686822080893,0.5773901218355938,0.935230299471414,0.899758131021545
13,0.9283006059666928,0.4358402426149911,0.9158703435774495,0.9379580439556212
27,0.8760768094385225,0.43804910389641083,0.899616907156967,0.8687364102474281
