cluster_family,prototype_count,selector,cell_count,active_token_count_mean,active_token_count_max,active_read_ratio,exact_token_fraction_mean,selected_visual_mass_mean,visual_mean,visual_p95,visual_worst,visual_worst_head,full_mean,full_p95,full_worst,selector_order
key,128,prototype_mass,72,391.76093249850805,392,4.002449214458466,0.18541180404524,0.6783871120876737,0.138437922216124,0.4189322978258134,0.5854519605636597,1.564638614654541,0.0111862253462378,0.0179859710857272,0.0269165225327014,0
key,128,oracle_local,72,391.7713517083062,392,4.002343131436242,0.1853586596747239,0.681420213646359,0.0754414045044945,0.1305875070393085,0.1383370459079742,0.3485898673534393,0.0086135611798252,0.0141254321672022,0.0224181395024061,1
key,128,oracle_residual_greedy,72,386.0625190734863,392,4.090634107589722,0.1794515148633056,0.4957285552389092,0.1217097995233618,0.2203436307609081,0.264176607131958,0.7793645858764648,0.0171562628173786,0.0360091295093298,0.0587588399648666,2
key,128,oracle_reverse_greedy,72,383.2098388671875,392,4.093542125489977,0.1767394753793875,0.6499253561099371,0.0616325227698932,0.1037994835525751,0.1102573797106742,0.2970198690891266,0.0091571120040801,0.0146335509140044,0.024394255131483,3
