layer_index,visual_mean,visual_p95,visual_worst,full_mean,full_p95,worst_head
0,0.047098382686575214,0.053963045403361276,0.0544942468404769,0.01573748603307948,0.02204752620309582,0.248102381825447
13,0.19220323612292603,0.22220415398478505,0.2470864802598953,0.017136510849619854,0.02488558599725361,0.4482304751873016
27,0.22584142846365765,0.27770485430955877,0.2960835099220276,0.019532713379400424,0.0374192711897194,0.7765433192253113
