mode,current_group_count,remaining_candidate_count,selected_candidate_count,all_positive_fraction,selected_positive_fraction,selected_benefit_mean,selected_benefit_p10,selected_benefit_median,selected_benefit_p90
positioned_equal_mass,0,9408,1176,0.321641156462585,0.814625850340136,0.009496707755511589,0.0,0.00749189592897892,0.024396294727921486
positioned_equal_mass,49,8232,1176,0.36673955296404276,0.8435374149659864,0.01175759042388297,0.0,0.005638595670461655,0.025317765772342682
positioned_equal_mass,98,7056,1176,0.3592687074829932,0.8477891156462585,0.005656834960626881,0.0,0.0034570246934890747,0.01330554485321045
positioned_equal_mass,147,5880,1176,0.38537414965986394,0.7746598639455783,0.004223034865235543,0.0,0.00319669209420681,0.009985681623220444
positioned_group_mass,0,9408,1176,0.5448554421768708,0.9081632653061225,0.015557157042829105,0.0009682942181825638,0.006807949393987656,0.044369375333189964
positioned_group_mass,49,8232,1176,0.4476433430515063,0.8835034013605442,0.0072904004831006435,0.0,0.00478456262499094,0.019384019076824188
positioned_group_mass,98,7056,1176,0.4373582766439909,0.7831632653061225,0.00679074349749016,0.0,0.0019350387156009674,0.017488040030002594
positioned_group_mass,147,5880,1176,0.32857142857142857,0.7168367346938775,0.002706646129784339,0.0,0.0018994882702827454,0.007732689380645752
