sample_id,prompt_index,seed,sampling_step,timestep,branch,layer,path,bytes
s00_p00_seed20260740,0,20260740,0,999.0,cond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s00_p00_seed20260740/s00_p00_seed20260740_step00_t999_cond_l00_self.pt,301919488
s00_p00_seed20260740,0,20260740,0,999.0,uncond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s00_p00_seed20260740/s00_p00_seed20260740_step00_t999_uncond_l00_self.pt,301919506
s01_p01_seed20260740,1,20260740,0,999.0,cond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s01_p01_seed20260740/s01_p01_seed20260740_step00_t999_cond_l00_self.pt,301919488
s01_p01_seed20260740,1,20260740,0,999.0,uncond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s01_p01_seed20260740/s01_p01_seed20260740_step00_t999_uncond_l00_self.pt,301919506
s02_p00_seed20260741,0,20260741,0,999.0,cond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s02_p00_seed20260741/s02_p00_seed20260741_step00_t999_cond_l00_self.pt,301919488
s02_p00_seed20260741,0,20260741,0,999.0,uncond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s02_p00_seed20260741/s02_p00_seed20260741_step00_t999_uncond_l00_self.pt,301919506
s03_p02_seed20260741,2,20260741,0,999.0,cond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s03_p02_seed20260741/s03_p02_seed20260741_step00_t999_cond_l00_self.pt,301919488
s03_p02_seed20260741,2,20260741,0,999.0,uncond,0,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/geometry_generalization_h200_v2/qkv_replays/s03_p02_seed20260741/s03_p02_seed20260741_step00_t999_uncond_l00_self.pt,301919506
